HourEnding,COAST,EAST,FWEST,NORTH,NCENT,SOUTH,SCENT,WEST,ERCOT
01/04/2018 14:00,"11,698.89","1,592.49","2,630.85",914.01,"14,135.23","3,390.16","6,519.70","1,299.39","42,180.74"
01/04/2018 15:00,"11,322.68","1,516.68","2,624.57",888.06,"13,528.90","3,217.35","6,435.72","1,271.40","40,805.37"
01/04/2018 16:00,"11,164.38","1,496.11","2,616.69",881.56,"13,353.29","3,131.61","6,467.27","1,270.27","40,381.18"
01/04/2018 17:00,"11,227.14","1,535.57","2,627.61",898.74,"13,790.56","3,135.63","6,630.79","1,295.71","41,141.73"
01/04/2018 18:00,"11,820.05","1,637.10","2,641.22",952.21,"14,876.41","3,276.67","7,097.66","1,346.43","43,647.74"
01/04/2018 19:00,"12,357.34","1,738.52","2,726.85","1,002.01","15,799.70","3,605.63","7,600.10","1,413.10","46,243.25"
01/04/2018 20:00,"12,381.96","1,768.75","2,738.16","1,017.78","16,021.24","3,734.85","7,633.85","1,420.10","46,716.69"
01/04/2018 21:00,"12,307.70","1,752.14","2,734.91","1,025.62","16,101.42","3,812.49","7,540.51","1,418.15","46,692.94"
01/04/2018 22:00,"11,952.60","1,760.95","2,686.68","1,003.90","15,779.10","3,812.18","7,266.25","1,378.52","45,640.18"
01/04/2018 23:00,"11,446.65","1,682.90","2,627.82",970.10,"15,079.42","3,725.69","6,798.62","1,318.65","43,649.86"
01/04/2018 24:00,"11,031.71","1,626.89","2,578.56",938.51,"14,373.36","3,596.19","6,412.29","1,266.13","41,823.64"
01/05/2018 01:00,"10,736.90","1,611.81","2,564.50",912.87,"13,927.10","3,489.86","6,132.86","1,219.40","40,595.30"
01/05/2018 02:00,"10,560.91","1,619.97","2,549.75",914.00,"13,819.30","3,431.79","6,020.71","1,216.41","40,132.84"
01/05/2018 03:00,"10,491.06","1,596.11","2,550.38",923.10,"13,901.16","3,436.72","5,983.72","1,220.66","40,102.91"
01/05/2018 04:00,"10,545.45","1,635.18","2,566.80",937.06,"14,171.34","3,465.10","6,038.01","1,240.98","40,599.95"
01/05/2018 05:00,"10,784.47","1,676.49","2,598.72",964.63,"14,725.91","3,537.01","6,224.65","1,275.35","41,787.24"
01/05/2018 06:00,"11,357.06","1,767.21","2,660.09","1,016.73","15,713.07","3,716.27","6,691.98","1,343.55","44,265.95"
01/05/2018 07:00,"12,051.69","1,894.06","2,737.30","1,086.31","17,063.28","3,998.51","7,326.13","1,446.34","47,603.62"
01/05/2018 08:00,"12,337.91","1,951.27","2,799.46","1,118.51","17,602.20","4,118.12","7,616.03","1,511.49","49,054.99"
01/05/2018 09:00,"12,336.70","1,937.65","2,778.96","1,098.44","16,997.83","4,037.94","7,539.23","1,490.20","48,216.95"
01/05/2018 10:00,"12,281.46","1,818.89","2,728.96","1,042.92","15,951.31","3,886.32","7,377.45","1,434.59","46,521.91"
01/05/2018 11:00,"12,086.59","1,705.83","2,666.73",988.18,"14,975.35","3,674.56","7,169.77","1,378.15","44,645.17"
01/05/2018 12:00,"11,765.29","1,584.97","2,603.39",934.77,"14,053.47","3,440.54","6,845.08","1,315.02","42,542.53"
01/05/2018 13:00,"11,396.44","1,494.39","2,529.26",879.31,"13,188.55","3,243.67","6,447.53","1,245.23","40,424.38"
01/05/2018 14:00,"11,141.44","1,437.51","2,501.92",844.34,"12,551.79","3,093.47","6,085.88","1,198.68","38,855.03"
01/05/2018 15:00,"10,911.20","1,371.38","2,495.19",809.22,"12,028.60","2,998.38","5,832.10","1,166.94","37,613.03"
01/05/2018 16:00,"10,676.98","1,345.73","2,472.58",781.43,"11,715.89","2,927.52","5,674.30","1,145.49","36,739.93"
01/05/2018 17:00,"10,621.94","1,327.37","2,437.99",779.14,"11,754.48","2,913.94","5,723.72","1,119.49","36,678.07"
01/05/2018 18:00,"11,056.43","1,376.88","2,432.94",810.34,"12,456.42","2,997.14","6,023.96","1,150.90","38,305.01"
01/05/2018 19:00,"11,510.74","1,522.93","2,524.58",856.15,"13,254.97","3,219.64","6,586.95","1,249.36","40,725.31"
01/05/2018 20:00,"11,599.99","1,582.02","2,558.46",865.99,"13,276.82","3,269.52","6,703.19","1,277.20","41,133.20"
01/05/2018 21:00,"11,650.72","1,588.56","2,558.85",874.71,"13,357.04","3,277.91","6,745.29","1,293.13","41,346.21"
01/05/2018 22:00,"11,581.97","1,579.65","2,571.11",869.55,"13,297.68","3,270.66","6,692.45","1,292.59","41,155.66"
01/05/2018 23:00,"11,321.77","1,552.41","2,549.47",850.59,"12,931.96","3,217.72","6,486.57","1,264.58","40,175.07"
01/05/2018 24:00,"11,004.55","1,509.52","2,519.22",830.67,"12,443.31","3,133.64","6,218.63","1,224.15","38,883.69"
01/06/2018 01:00,"10,641.46","1,503.96","2,487.21",833.44,"12,149.98","3,034.93","5,996.38","1,190.26","37,837.62"
01/06/2018 02:00,"10,515.70","1,471.31","2,473.91",835.54,"12,032.98","2,986.06","5,923.32","1,189.32","37,428.14"
01/06/2018 03:00,"10,467.69","1,484.15","2,476.20",840.77,"12,037.63","2,970.38","5,941.69","1,195.51","37,414.02"
01/06/2018 04:00,"10,514.50","1,513.63","2,492.32",857.65,"12,207.85","2,988.82","6,061.90","1,216.68","37,853.34"
01/06/2018 05:00,"10,637.26","1,557.15","2,519.87",872.58,"12,572.82","3,042.83","6,195.99","1,241.37","38,639.87"
01/06/2018 06:00,"10,973.23","1,627.31","2,554.24",902.80,"13,093.20","3,140.60","6,445.29","1,279.91","40,016.58"
01/06/2018 07:00,"11,366.62","1,712.17","2,598.83",938.59,"13,818.60","3,273.11","6,709.09","1,331.47","41,748.50"
01/06/2018 08:00,"11,630.61","1,760.82","2,635.94",969.39,"14,438.94","3,381.24","6,943.43","1,386.36","43,146.74"
01/06/2018 09:00,"11,701.03","1,733.52","2,643.62",971.46,"14,608.97","3,394.82","7,029.72","1,400.29","43,483.42"
01/06/2018 10:00,"11,509.45","1,642.66","2,605.82",939.94,"14,200.36","3,266.45","7,021.77","1,366.98","42,553.44"
01/06/2018 11:00,"11,147.79","1,554.68","2,559.72",891.18,"13,573.44","3,086.94","6,850.63","1,316.21","40,980.58"
01/06/2018 12:00,"10,691.51","1,447.55","2,506.74",846.56,"12,790.00","2,945.00","6,497.60","1,252.55","38,977.50"
01/06/2018 13:00,"10,255.89","1,348.81","2,449.38",805.07,"12,095.29","2,848.30","6,140.76","1,197.05","37,140.56"
01/06/2018 14:00,"9,924.28","1,295.42","2,409.25",768.89,"11,435.15","2,792.98","5,870.08","1,154.11","35,650.15"
01/06/2018 15:00,"9,696.69","1,255.27","2,380.49",744.06,"11,022.12","2,748.98","5,581.68","1,120.42","34,549.71"
01/06/2018 16:00,"9,561.59","1,246.69","2,362.28",733.40,"10,851.91","2,721.37","5,498.96","1,105.66","34,081.88"
01/06/2018 17:00,"9,645.86","1,222.20","2,373.13",736.40,"10,918.80","2,714.15","5,502.14","1,109.92","34,222.61"
01/06/2018 18:00,"10,048.53","1,317.70","2,376.53",771.67,"11,547.77","2,752.30","5,768.29","1,140.06","35,722.84"
01/06/2018 19:00,"10,470.62","1,423.55","2,483.91",812.88,"12,201.94","2,935.98","6,128.51","1,207.72","37,665.10"
01/06/2018 20:00,"10,516.70","1,444.45","2,525.61",822.12,"12,170.01","2,948.57","6,129.40","1,233.51","37,790.37"
01/06/2018 21:00,"10,466.70","1,442.11","2,526.85",820.20,"12,050.47","2,907.13","6,042.80","1,233.54","37,489.81"
01/06/2018 22:00,"10,367.10","1,421.58","2,521.49",805.57,"11,842.60","2,854.80","5,890.12","1,218.10","36,921.36"
01/06/2018 23:00,"10,137.53","1,370.06","2,504.79",778.04,"11,376.89","2,780.71","5,637.16","1,187.15","35,772.33"
01/06/2018 24:00,"9,822.40","1,333.10","2,476.66",744.94,"10,834.38","2,665.69","5,292.04","1,144.95","34,314.17"
01/07/2018 01:00,"9,537.65","1,292.42","2,416.56",720.44,"10,410.56","2,540.73","4,994.82","1,112.74","33,025.93"
01/07/2018 02:00,"9,350.90","1,281.85","2,395.39",704.68,"10,087.59","2,441.44","4,802.51","1,095.70","32,160.07"
01/07/2018 03:00,"9,279.61","1,269.47","2,385.41",693.61,"9,915.09","2,376.45","4,689.29","1,083.05","31,691.97"
01/07/2018 04:00,"9,244.06","1,280.72","2,379.42",691.72,"9,833.00","2,340.98","4,641.69","1,070.85","31,482.43"
01/07/2018 05:00,"9,275.56","1,252.34","2,379.61",695.67,"9,946.94","2,345.35","4,660.56","1,071.48","31,627.51"
01/07/2018 06:00,"9,407.57","1,254.30","2,392.20",705.57,"10,227.61","2,397.98","4,795.06","1,087.81","32,268.10"
01/07/2018 07:00,"9,601.19","1,300.25","2,392.90",723.72,"10,650.61","2,476.15","4,981.33","1,110.34","33,236.48"
01/07/2018 08:00,"9,737.59","1,348.76","2,427.63",752.82,"11,171.95","2,520.64","5,227.43","1,147.46","34,334.28"
01/07/2018 09:00,"9,934.57","1,377.57","2,422.46",779.64,"11,712.42","2,579.06","5,409.11","1,172.93","35,387.76"
01/07/2018 10:00,"10,108.51","1,371.40","2,448.77",798.81,"12,109.81","2,641.48","5,562.35","1,183.61","36,224.76"
01/07/2018 11:00,"10,061.47","1,324.29","2,456.99",794.00,"12,349.91","2,662.22","5,567.50","1,175.21","36,391.59"
01/07/2018 12:00,"9,843.59","1,279.84","2,437.78",790.37,"12,418.45","2,683.66","5,544.32","1,167.83","36,165.85"
01/07/2018 13:00,"9,689.46","1,252.58","2,415.56",787.45,"12,367.32","2,700.95","5,536.06","1,161.01","35,910.39"
01/07/2018 14:00,"9,762.74","1,227.50","2,406.68",781.96,"12,159.70","2,725.00","5,508.16","1,154.92","35,726.66"
01/07/2018 15:00,"9,777.85","1,212.57","2,387.54",772.43,"11,901.73","2,725.56","5,467.19","1,137.37","35,382.24"
01/07/2018 16:00,"9,818.60","1,204.03","2,379.28",771.06,"11,816.08","2,734.36","5,446.66","1,120.85","35,290.91"
01/07/2018 17:00,"9,947.98","1,226.43","2,389.52",781.37,"11,953.97","2,744.05","5,514.72","1,119.91","35,677.95"
01/07/2018 18:00,"10,352.79","1,294.11","2,394.35",805.94,"12,430.13","2,813.07","5,767.41","1,148.40","37,006.19"
01/07/2018 19:00,"10,558.20","1,327.87","2,467.24",824.29,"12,646.56","2,994.11","6,052.39","1,214.63","38,085.31"
01/07/2018 20:00,"10,478.71","1,317.26","2,486.61",820.84,"12,499.33","3,025.38","6,035.89","1,232.01","37,896.03"
01/07/2018 21:00,"10,293.11","1,285.48","2,479.40",804.66,"12,154.44","2,985.70","5,880.93","1,219.24","37,102.95"
01/07/2018 22:00,"9,985.78","1,225.75","2,469.98",779.05,"11,712.02","2,890.45","5,622.20","1,194.99","35,880.21"
01/07/2018 23:00,"9,491.77","1,146.37","2,428.50",740.91,"11,037.75","2,738.25","5,259.15","1,149.99","33,992.68"
01/07/2018 24:00,"8,968.14","1,075.90","2,396.25",711.70,"10,382.30","2,544.89","4,879.52","1,104.70","32,063.40"
01/08/2018 01:00,"8,512.68","1,071.07","2,378.68",709.20,"10,005.62","2,370.10","4,645.64","1,074.02","30,767.01"
01/08/2018 02:00,"8,303.04","1,085.25","2,375.69",709.27,"9,843.69","2,275.09","4,567.04","1,072.09","30,231.17"
01/08/2018 03:00,"8,190.91","1,064.54","2,374.75",714.55,"9,933.71","2,233.23","4,581.27","1,082.02","30,174.98"
01/08/2018 04:00,"8,232.63","1,080.98","2,396.25",738.49,"10,247.41","2,236.01","4,701.73","1,106.53","30,740.04"
01/08/2018 05:00,"8,512.97","1,132.25","2,421.67",764.20,"10,917.01","2,311.50","4,958.80","1,150.17","32,168.56"
01/08/2018 06:00,"9,125.79","1,236.75","2,481.63",824.45,"12,113.61","2,510.77","5,547.50","1,226.90","35,067.40"
01/08/2018 07:00,"9,981.15","1,401.28","2,577.10",911.88,"13,749.26","2,895.74","6,337.46","1,353.76","39,207.63"
01/08/2018 08:00,"10,359.54","1,473.57","2,657.05",955.22,"14,501.66","3,046.58","6,657.74","1,422.35","41,073.72"
01/08/2018 09:00,"10,455.47","1,471.93","2,644.14",940.62,"14,245.31","2,997.29","6,443.22","1,387.99","40,585.97"
01/08/2018 10:00,"10,528.49","1,460.65","2,604.03",911.20,"13,838.15","2,949.40","6,206.07","1,321.46","39,819.45"
01/08/2018 11:00,"10,572.84","1,453.02","2,559.35",889.96,"13,449.40","2,923.41","6,014.78","1,256.24","39,118.99"
01/08/2018 12:00,"10,511.33","1,433.84","2,499.69",861.42,"13,011.82","2,875.98","5,830.22","1,210.49","38,234.79"
01/08/2018 13:00,"10,468.03","1,403.23","2,449.60",821.70,"12,536.19","2,843.58","5,688.40","1,156.21","37,366.95"
01/08/2018 14:00,"10,462.18","1,370.15","2,406.71",791.25,"12,171.93","2,830.78","5,572.80","1,129.08","36,734.87"
01/08/2018 15:00,"10,392.91","1,319.44","2,394.56",768.20,"11,808.50","2,828.34","5,496.41","1,109.04","36,117.40"
01/08/2018 16:00,"10,261.99","1,299.80","2,393.88",751.69,"11,540.17","2,823.20","5,467.52","1,101.92","35,640.17"
01/08/2018 17:00,"10,196.48","1,313.88","2,383.61",752.06,"11,614.67","2,819.07","5,523.65","1,104.14","35,707.56"
01/08/2018 18:00,"10,405.36","1,378.22","2,375.01",786.42,"12,310.32","2,821.88","5,738.02","1,117.82","36,933.06"
01/08/2018 19:00,"10,827.87","1,484.53","2,467.67",842.63,"13,319.39","3,025.28","6,253.64","1,191.74","39,412.75"
01/08/2018 20:00,"10,827.70","1,497.76","2,502.22",857.96,"13,512.17","3,090.62","6,316.02","1,203.31","39,807.76"
01/08/2018 21:00,"10,674.06","1,505.20","2,505.88",861.48,"13,499.92","3,091.65","6,263.53","1,205.41","39,607.13"
01/08/2018 22:00,"10,430.34","1,475.05","2,490.79",849.62,"13,206.11","3,046.26","6,067.57","1,192.64","38,758.37"
01/08/2018 23:00,"9,943.86","1,413.48","2,433.23",815.96,"12,571.87","2,897.39","5,727.32","1,138.57","36,941.69"
01/08/2018 24:00,"9,549.09","1,373.43","2,397.69",795.18,"11,894.29","2,750.22","5,418.39","1,109.25","35,287.54"
01/09/2018 01:00,"9,335.94","1,269.83","2,308.12",760.38,"11,501.68","2,644.63","5,208.59","1,105.91","34,135.08"
01/09/2018 02:00,"9,231.77","1,273.47","2,296.54",765.26,"11,427.25","2,605.16","5,183.80","1,110.92","33,894.17"
01/09/2018 03:00,"9,250.09","1,279.84","2,305.59",775.58,"11,565.03","2,636.21","5,240.47","1,129.65","34,182.47"
01/09/2018 04:00,"9,366.07","1,289.50","2,320.08",786.91,"11,868.49","2,696.19","5,393.49","1,156.99","34,877.71"
01/09/2018 05:00,"9,716.85","1,328.78","2,354.14",812.78,"12,517.03","2,827.78","5,706.84","1,201.62","36,465.81"
01/09/2018 06:00,"10,479.50","1,422.52","2,406.13",865.86,"13,734.80","3,097.64","6,347.14","1,280.63","39,634.22"
01/09/2018 07:00,"11,484.87","1,575.46","2,491.04",940.77,"15,413.79","3,638.81","7,271.18","1,410.33","44,226.27"
01/09/2018 08:00,"11,769.49","1,631.12","2,540.86",969.61,"15,993.60","3,814.26","7,616.69","1,472.93","45,808.57"
01/09/2018 09:00,"11,741.82","1,647.87","2,497.77",955.21,"15,536.40","3,617.51","7,260.65","1,424.93","44,682.17"
01/09/2018 10:00,"11,766.56","1,649.74","2,458.38",933.62,"15,048.38","3,399.57","6,717.44","1,342.09","43,315.79"
01/09/2018 11:00,"11,825.88","1,589.39","2,434.28",913.27,"14,606.09","3,178.93","6,259.22","1,272.14","42,079.20"
01/09/2018 12:00,"11,667.53","1,553.92","2,394.12",887.77,"14,081.49","3,015.67","5,905.41","1,208.81","40,714.71"
01/09/2018 13:00,"11,466.86","1,567.66","2,354.87",862.14,"13,481.12","2,903.38","5,647.83","1,155.36","39,439.21"
01/09/2018 14:00,"11,303.98","1,535.71","2,342.86",842.18,"12,978.77","2,838.09","5,491.66","1,127.74","38,460.98"
01/09/2018 15:00,"11,164.99","1,488.50","2,355.31",827.82,"12,544.00","2,832.13","5,396.22","1,113.01","37,721.98"
01/09/2018 16:00,"11,039.57","1,492.90","2,343.93",815.70,"12,316.37","2,821.07","5,368.24","1,099.29","37,297.07"
01/09/2018 17:00,"11,104.70","1,506.04","2,336.37",814.63,"12,511.04","2,827.93","5,420.38","1,094.04","37,615.13"
