Entity,Code,Year,Leading cancer types causing death in males
Russia,RUS,1985,Trachea and bronchus and lung
Russia,RUS,1986,Trachea and bronchus and lung
Russia,RUS,1987,Trachea and bronchus and lung
Russia,RUS,1988,Trachea and bronchus and lung
Russia,RUS,1989,Trachea and bronchus and lung
Russia,RUS,1990,Trachea and bronchus and lung
Russia,RUS,1991,Trachea and bronchus and lung
Russia,RUS,1992,Trachea and bronchus and lung
Russia,RUS,1993,Trachea and bronchus and lung
Russia,RUS,1994,Trachea and bronchus and lung
Russia,RUS,1995,Trachea and bronchus and lung
Russia,RUS,1996,Trachea and bronchus and lung
Russia,RUS,1997,Trachea and bronchus and lung
Russia,RUS,1998,Trachea and bronchus and lung
Russia,RUS,1999,Trachea and bronchus and lung
Russia,RUS,2000,Trachea and bronchus and lung
Russia,RUS,2001,Trachea and bronchus and lung
Russia,RUS,2002,Trachea and bronchus and lung
Russia,RUS,2003,Trachea and bronchus and lung
Russia,RUS,2004,Trachea and bronchus and lung
Russia,RUS,2005,Trachea and bronchus and lung
Russia,RUS,2006,Trachea and bronchus and lung
Russia,RUS,2007,Trachea and bronchus and lung
Russia,RUS,2008,Trachea and bronchus and lung
Russia,RUS,2009,Trachea and bronchus and lung
Russia,RUS,2010,Trachea and bronchus and lung
Russia,RUS,2011,Trachea and bronchus and lung
Russia,RUS,2012,Trachea and bronchus and lung
Russia,RUS,2013,Trachea and bronchus and lung
Russia,RUS,2014,Trachea and bronchus and lung
Russia,RUS,2015,Trachea and bronchus and lung
Russia,RUS,2016,Trachea and bronchus and lung
Russia,RUS,2017,Trachea and bronchus and lung
Russia,RUS,2018,Trachea and bronchus and lung
Russia,RUS,2019,Trachea and bronchus and lung
Saint Lucia,LCA,1968,Stomach
Saint Lucia,LCA,1972,Other malignant neoplasms
Saint Lucia,LCA,1973,Other malignant neoplasms
Saint Lucia,LCA,1975,Stomach
Saint Lucia,LCA,1976,Other malignant neoplasms
Saint Lucia,LCA,1977,Other malignant neoplasms
Saint Lucia,LCA,1979,Stomach
Saint Lucia,LCA,1980,Prostate
Saint Lucia,LCA,1981,Stomach
Saint Lucia,LCA,1983,Prostate
Saint Lucia,LCA,1986,Prostate
Saint Lucia,LCA,1987,Prostate
Saint Lucia,LCA,1988,Prostate
Saint Lucia,LCA,1989,Prostate
Saint Lucia,LCA,1990,Prostate
Saint Lucia,LCA,1991,Prostate
Saint Lucia,LCA,1992,Prostate
Saint Lucia,LCA,1993,Prostate
Saint Lucia,LCA,1994,Prostate
Saint Lucia,LCA,1995,Prostate
Saint Lucia,LCA,1996,Prostate
Saint Lucia,LCA,1997,Prostate
Saint Lucia,LCA,1998,Prostate
Saint Lucia,LCA,1999,Prostate
Saint Lucia,LCA,2000,Prostate
Saint Lucia,LCA,2001,Prostate
Saint Lucia,LCA,2002,Prostate
Saint Lucia,LCA,2003,Prostate
Saint Lucia,LCA,2004,Prostate
Saint Lucia,LCA,2005,Prostate
Saint Lucia,LCA,2006,Prostate
Saint Lucia,LCA,2008,Prostate
Saint Lucia,LCA,2009,Prostate
Saint Lucia,LCA,2010,Prostate
Saint Lucia,LCA,2011,Prostate
Saint Lucia,LCA,2012,Prostate
Saint Lucia,LCA,2013,Prostate
Saint Lucia,LCA,2014,Prostate
Saint Lucia,LCA,2015,Prostate
Saint Lucia,LCA,2016,Prostate
Saint Lucia,LCA,2017,Prostate
Saint Lucia,LCA,2018,Prostate
Saint Lucia,LCA,2019,Prostate
Saint Lucia,LCA,2020,Prostate
Saint Vincent and the Grenadines,VCT,1970,Other malignant neoplasms
Saint Vincent and the Grenadines,VCT,1971,Stomach
Saint Vincent and the Grenadines,VCT,1972,Other malignant neoplasms
Saint Vincent and the Grenadines,VCT,1974,Other malignant neoplasms
Saint Vincent and the Grenadines,VCT,1977,Stomach
Saint Vincent and the Grenadines,VCT,1978,Other malignant neoplasms
Saint Vincent and the Grenadines,VCT,1979,Other malignant neoplasms
Saint Vincent and the Grenadines,VCT,1982,Other malignant neoplasms
Saint Vincent and the Grenadines,VCT,1983,Prostate
Saint Vincent and the Grenadines,VCT,1984,Prostate
Saint Vincent and the Grenadines,VCT,1985,Stomach
Saint Vincent and the Grenadines,VCT,1986,Trachea and bronchus and lung
Saint Vincent and the Grenadines,VCT,1987,Mouth and oropharynx
Saint Vincent and the Grenadines,VCT,1990,Prostate
Saint Vincent and the Grenadines,VCT,1995,Prostate
Saint Vincent and the Grenadines,VCT,1996,Prostate
Saint Vincent and the Grenadines,VCT,1997,Prostate
Saint Vincent and the Grenadines,VCT,1998,Prostate
Saint Vincent and the Grenadines,VCT,1999,Prostate
Saint Vincent and the Grenadines,VCT,2000,Prostate
Saint Vincent and the Grenadines,VCT,2001,Prostate
Saint Vincent and the Grenadines,VCT,2002,Prostate
Saint Vincent and the Grenadines,VCT,2003,Prostate
Saint Vincent and the Grenadines,VCT,2004,Prostate
Saint Vincent and the Grenadines,VCT,2005,Prostate
Saint Vincent and the Grenadines,VCT,2006,Prostate
Saint Vincent and the Grenadines,VCT,2007,Prostate
Saint Vincent and the Grenadines,VCT,2008,Prostate
Saint Vincent and the Grenadines,VCT,2009,Prostate
Saint Vincent and the Grenadines,VCT,2010,Prostate
Saint Vincent and the Grenadines,VCT,2011,Prostate
Saint Vincent and the Grenadines,VCT,2012,Prostate
Saint Vincent and the Grenadines,VCT,2013,Prostate
Saint Vincent and the Grenadines,VCT,2014,Prostate
Saint Vincent and the Grenadines,VCT,2015,Prostate
Saint Vincent and the Grenadines,VCT,2016,Prostate
Saint Vincent and the Grenadines,VCT,2017,Prostate
Saint Vincent and the Grenadines,VCT,2018,Prostate
Saint Vincent and the Grenadines,VCT,2019,Prostate
Saint Vincent and the Grenadines,VCT,2020,Prostate
Saint Vincent and the Grenadines,VCT,2021,Prostate
Sao Tome and Principe,STP,1984,Other malignant neoplasms
Sao Tome and Principe,STP,1985,Trachea and bronchus and lung
Sao Tome and Principe,STP,1987,Stomach
Saudi Arabia,SAU,2021,Liver
Saudi Arabia,SAU,2022,Trachea and bronchus and lung
Serbia,SRB,1998,Trachea and bronchus and lung
Serbia,SRB,1999,Trachea and bronchus and lung
Serbia,SRB,2000,Trachea and bronchus and lung
Serbia,SRB,2001,Trachea and bronchus and lung
Serbia,SRB,2002,Trachea and bronchus and lung
Serbia,SRB,2003,Trachea and bronchus and lung
Serbia,SRB,2004,Trachea and bronchus and lung
Serbia,SRB,2005,Trachea and bronchus and lung
Serbia,SRB,2006,Trachea and bronchus and lung
Serbia,SRB,2007,Trachea and bronchus and lung
Serbia,SRB,2008,Trachea and bronchus and lung
Serbia,SRB,2009,Trachea and bronchus and lung
Serbia,SRB,2010,Trachea and bronchus and lung
Serbia,SRB,2011,Trachea and bronchus and lung
Serbia,SRB,2012,Trachea and bronchus and lung
Serbia,SRB,2013,Trachea and bronchus and lung
Serbia,SRB,2014,Trachea and bronchus and lung
Serbia,SRB,2015,Trachea and bronchus and lung
Serbia,SRB,2016,Trachea and bronchus and lung
Serbia,SRB,2017,Trachea and bronchus and lung
Serbia,SRB,2018,Trachea and bronchus and lung
Serbia,SRB,2019,Trachea and bronchus and lung
Serbia,SRB,2020,Trachea and bronchus and lung
Serbia,SRB,2021,Trachea and bronchus and lung
Serbia,SRB,2022,Trachea and bronchus and lung
Seychelles,SYC,1985,Trachea and bronchus and lung
Seychelles,SYC,1986,Trachea and bronchus and lung
Seychelles,SYC,1987,Trachea and bronchus and lung
Seychelles,SYC,2001,Mouth and oropharynx
Seychelles,SYC,2002,Other malignant neoplasms
Seychelles,SYC,2003,Mouth and oropharynx
Seychelles,SYC,2004,Prostate
Seychelles,SYC,2005,Prostate
Seychelles,SYC,2006,Prostate
Seychelles,SYC,2007,Prostate
Seychelles,SYC,2008,Other malignant neoplasms
Seychelles,SYC,2009,Mouth and oropharynx
Seychelles,SYC,2010,Other malignant neoplasms
Seychelles,SYC,2011,Prostate
Seychelles,SYC,2012,Mouth and oropharynx
Seychelles,SYC,2013,Prostate
Seychelles,SYC,2014,Prostate
Seychelles,SYC,2015,Other malignant neoplasms
Seychelles,SYC,2016,Prostate
Seychelles,SYC,2017,Trachea and bronchus and lung
Seychelles,SYC,2019,Prostate
Seychelles,SYC,2020,Other malignant neoplasms
Seychelles,SYC,2021,Other malignant neoplasms
Singapore,SGP,1963,Other malignant neoplasms
Singapore,SGP,1964,Other malignant neoplasms
Singapore,SGP,1965,Other malignant neoplasms
Singapore,SGP,1966,Other malignant neoplasms
Singapore,SGP,1967,Other malignant neoplasms
Singapore,SGP,1968,Other malignant neoplasms
Singapore,SGP,1969,Other malignant neoplasms
Singapore,SGP,1970,Other malignant neoplasms
Singapore,SGP,1971,Other malignant neoplasms
Singapore,SGP,1972,Trachea and bronchus and lung
Singapore,SGP,1973,Other malignant neoplasms
Singapore,SGP,1974,Trachea and bronchus and lung
Singapore,SGP,1975,Other malignant neoplasms
Singapore,SGP,1976,Other malignant neoplasms
Singapore,SGP,1977,Trachea and bronchus and lung
Singapore,SGP,1978,Other malignant neoplasms
Singapore,SGP,1979,Trachea and bronchus and lung
Singapore,SGP,1980,Trachea and bronchus and lung
Singapore,SGP,1981,Trachea and bronchus and lung
Singapore,SGP,1982,Trachea and bronchus and lung
Singapore,SGP,1983,Trachea and bronchus and lung
Singapore,SGP,1984,Trachea and bronchus and lung
Singapore,SGP,1985,Trachea and bronchus and lung
Singapore,SGP,1986,Trachea and bronchus and lung
Singapore,SGP,1987,Trachea and bronchus and lung
Singapore,SGP,1988,Trachea and bronchus and lung
Singapore,SGP,1989,Trachea and bronchus and lung
Singapore,SGP,1990,Trachea and bronchus and lung
Singapore,SGP,1991,Trachea and bronchus and lung
Singapore,SGP,1992,Trachea and bronchus and lung
Singapore,SGP,1993,Trachea and bronchus and lung
Singapore,SGP,1994,Trachea and bronchus and lung
Singapore,SGP,1995,Trachea and bronchus and lung
Singapore,SGP,1996,Trachea and bronchus and lung
Singapore,SGP,1997,Trachea and bronchus and lung
Singapore,SGP,1998,Trachea and bronchus and lung
Singapore,SGP,1999,Trachea and bronchus and lung
Singapore,SGP,2000,Trachea and bronchus and lung
Singapore,SGP,2001,Trachea and bronchus and lung
Singapore,SGP,2002,Trachea and bronchus and lung
Singapore,SGP,2003,Trachea and bronchus and lung
Singapore,SGP,2004,Trachea and bronchus and lung
Singapore,SGP,2005,Trachea and bronchus and lung
Singapore,SGP,2006,Trachea and bronchus and lung
Singapore,SGP,2007,Trachea and bronchus and lung
Singapore,SGP,2008,Trachea and bronchus and lung
Singapore,SGP,2009,Trachea and bronchus and lung
Singapore,SGP,2010,Trachea and bronchus and lung
Singapore,SGP,2011,Trachea and bronchus and lung
Singapore,SGP,2012,Trachea and bronchus and lung
Singapore,SGP,2013,Trachea and bronchus and lung
Singapore,SGP,2014,Trachea and bronchus and lung
Singapore,SGP,2015,Trachea and bronchus and lung
Singapore,SGP,2016,Trachea and bronchus and lung
Singapore,SGP,2017,Trachea and bronchus and lung
Singapore,SGP,2018,Trachea and bronchus and lung
Singapore,SGP,2019,Trachea and bronchus and lung
Singapore,SGP,2020,Trachea and bronchus and lung
Singapore,SGP,2021,Trachea and bronchus and lung
Singapore,SGP,2022,Trachea and bronchus and lung
Slovakia,SVK,1992,Trachea and bronchus and lung
Slovakia,SVK,1993,Trachea and bronchus and lung
Slovakia,SVK,1994,Trachea and bronchus and lung
Slovakia,SVK,1995,Trachea and bronchus and lung
Slovakia,SVK,1996,Trachea and bronchus and lung
Slovakia,SVK,1997,Trachea and bronchus and lung
Slovakia,SVK,1998,Trachea and bronchus and lung
Slovakia,SVK,1999,Trachea and bronchus and lung
Slovakia,SVK,2000,Trachea and bronchus and lung
Slovakia,SVK,2001,Trachea and bronchus and lung
Slovakia,SVK,2002,Trachea and bronchus and lung
Slovakia,SVK,2003,Trachea and bronchus and lung
Slovakia,SVK,2004,Trachea and bronchus and lung
Slovakia,SVK,2005,Trachea and bronchus and lung
Slovakia,SVK,2006,Trachea and bronchus and lung
Slovakia,SVK,2007,Trachea and bronchus and lung
Slovakia,SVK,2008,Trachea and bronchus and lung
Slovakia,SVK,2009,Trachea and bronchus and lung
Slovakia,SVK,2010,Trachea and bronchus and lung
Slovakia,SVK,2012,Trachea and bronchus and lung
Slovakia,SVK,2013,Trachea and bronchus and lung
Slovakia,SVK,2014,Trachea and bronchus and lung
Slovakia,SVK,2016,Trachea and bronchus and lung
Slovakia,SVK,2017,Trachea and bronchus and lung
Slovakia,SVK,2018,Trachea and bronchus and lung
Slovakia,SVK,2019,Trachea and bronchus and lung
Slovakia,SVK,2020,Trachea and bronchus and lung
Slovakia,SVK,2021,Trachea and bronchus and lung
Slovenia,SVN,1985,Trachea and bronchus and lung
Slovenia,SVN,1986,Trachea and bronchus and lung
Slovenia,SVN,1987,Trachea and bronchus and lung
Slovenia,SVN,1988,Trachea and bronchus and lung
Slovenia,SVN,1989,Trachea and bronchus and lung
Slovenia,SVN,1990,Trachea and bronchus and lung
Slovenia,SVN,1991,Trachea and bronchus and lung
Slovenia,SVN,1992,Trachea and bronchus and lung
Slovenia,SVN,1993,Trachea and bronchus and lung
Slovenia,SVN,1994,Trachea and bronchus and lung
Slovenia,SVN,1995,Trachea and bronchus and lung
Slovenia,SVN,1996,Trachea and bronchus and lung
Slovenia,SVN,1997,Trachea and bronchus and lung
Slovenia,SVN,1998,Trachea and bronchus and lung
Slovenia,SVN,1999,Trachea and bronchus and lung
Slovenia,SVN,2000,Trachea and bronchus and lung
Slovenia,SVN,2001,Trachea and bronchus and lung
Slovenia,SVN,2002,Trachea and bronchus and lung
Slovenia,SVN,2003,Trachea and bronchus and lung
Slovenia,SVN,2004,Trachea and bronchus and lung
Slovenia,SVN,2005,Trachea and bronchus and lung
Slovenia,SVN,2006,Trachea and bronchus and lung
Slovenia,SVN,2007,Trachea and bronchus and lung
Slovenia,SVN,2008,Trachea and bronchus and lung
Slovenia,SVN,2009,Trachea and bronchus and lung
Slovenia,SVN,2010,Trachea and bronchus and lung
Slovenia,SVN,2011,Trachea and bronchus and lung
Slovenia,SVN,2012,Trachea and bronchus and lung
Slovenia,SVN,2013,Trachea and bronchus and lung
Slovenia,SVN,2014,Trachea and bronchus and lung
Slovenia,SVN,2015,Trachea and bronchus and lung
Slovenia,SVN,2016,Trachea and bronchus and lung
Slovenia,SVN,2017,Trachea and bronchus and lung
Slovenia,SVN,2018,Trachea and bronchus and lung
Slovenia,SVN,2019,Trachea and bronchus and lung
Slovenia,SVN,2020,Trachea and bronchus and lung
South Africa,ZAF,1996,Trachea and bronchus and lung
South Africa,ZAF,1997,Trachea and bronchus and lung
South Africa,ZAF,1998,Trachea and bronchus and lung
South Africa,ZAF,1999,Trachea and bronchus and lung
South Africa,ZAF,2000,Trachea and bronchus and lung
South Africa,ZAF,2001,Trachea and bronchus and lung
South Africa,ZAF,2002,Trachea and bronchus and lung
South Africa,ZAF,2003,Trachea and bronchus and lung
South Africa,ZAF,2004,Trachea and bronchus and lung
South Africa,ZAF,2005,Trachea and bronchus and lung
South Africa,ZAF,2006,Prostate
South Africa,ZAF,2007,Trachea and bronchus and lung
South Africa,ZAF,2008,Prostate
South Africa,ZAF,2009,Prostate
South Africa,ZAF,2010,Prostate
South Africa,ZAF,2011,Prostate
South Africa,ZAF,2012,Prostate
South Africa,ZAF,2013,Prostate
South Africa,ZAF,2014,Prostate
South Africa,ZAF,2015,Prostate
South Africa,ZAF,2016,Prostate
South Africa,ZAF,2017,Prostate
South Africa,ZAF,2018,Prostate
South Korea,KOR,1985,Stomach
South Korea,KOR,1986,Stomach
South Korea,KOR,1987,Stomach
South Korea,KOR,1988,Stomach
South Korea,KOR,1989,Other malignant neoplasms
South Korea,KOR,1990,Other malignant neoplasms
South Korea,KOR,1991,Stomach
South Korea,KOR,1992,Stomach
South Korea,KOR,1993,Stomach
South Korea,KOR,1994,Stomach
South Korea,KOR,1995,Stomach
South Korea,KOR,1996,Stomach
South Korea,KOR,1997,Stomach
South Korea,KOR,1998,Trachea and bronchus and lung
South Korea,KOR,1999,Trachea and bronchus and lung
South Korea,KOR,2000,Trachea and bronchus and lung
South Korea,KOR,2001,Trachea and bronchus and lung
South Korea,KOR,2002,Trachea and bronchus and lung
South Korea,KOR,2003,Trachea and bronchus and lung
South Korea,KOR,2004,Trachea and bronchus and lung
South Korea,KOR,2005,Trachea and bronchus and lung
South Korea,KOR,2006,Trachea and bronchus and lung
South Korea,KOR,2007,Trachea and bronchus and lung
South Korea,KOR,2008,Trachea and bronchus and lung
South Korea,KOR,2009,Trachea and bronchus and lung
South Korea,KOR,2010,Trachea and bronchus and lung
South Korea,KOR,2011,Trachea and bronchus and lung
South Korea,KOR,2012,Trachea and bronchus and lung
South Korea,KOR,2013,Trachea and bronchus and lung
South Korea,KOR,2014,Trachea and bronchus and lung
South Korea,KOR,2015,Trachea and bronchus and lung
South Korea,KOR,2016,Trachea and bronchus and lung
South Korea,KOR,2017,Trachea and bronchus and lung
South Korea,KOR,2018,Trachea and bronchus and lung
South Korea,KOR,2019,Trachea and bronchus and lung
South Korea,KOR,2020,Trachea and bronchus and lung
South Korea,KOR,2021,Trachea and bronchus and lung
Spain,ESP,1951,Other malignant neoplasms
Spain,ESP,1952,Other malignant neoplasms
Spain,ESP,1953,Other malignant neoplasms
Spain,ESP,1954,Other malignant neoplasms
Spain,ESP,1955,Other malignant neoplasms
Spain,ESP,1956,Other malignant neoplasms
Spain,ESP,1957,Other malignant neoplasms
Spain,ESP,1958,Other malignant neoplasms
Spain,ESP,1959,Other malignant neoplasms
Spain,ESP,1960,Other malignant neoplasms
Spain,ESP,1961,Other malignant neoplasms
Spain,ESP,1962,Other malignant neoplasms
Spain,ESP,1963,Other malignant neoplasms
Spain,ESP,1964,Other malignant neoplasms
Spain,ESP,1965,Other malignant neoplasms
Spain,ESP,1966,Other malignant neoplasms
Spain,ESP,1967,Other malignant neoplasms
Spain,ESP,1968,Other malignant neoplasms
Spain,ESP,1969,Other malignant neoplasms
Spain,ESP,1970,Other malignant neoplasms
Spain,ESP,1971,Other malignant neoplasms
Spain,ESP,1972,Other malignant neoplasms
Spain,ESP,1973,Other malignant neoplasms
Spain,ESP,1974,Other malignant neoplasms
Spain,ESP,1975,Other malignant neoplasms
Spain,ESP,1976,Other malignant neoplasms
Spain,ESP,1977,Other malignant neoplasms
Spain,ESP,1978,Other malignant neoplasms
Spain,ESP,1979,Other malignant neoplasms
Spain,ESP,1980,Trachea and bronchus and lung
Spain,ESP,1981,Trachea and bronchus and lung
Spain,ESP,1982,Trachea and bronchus and lung
Spain,ESP,1983,Trachea and bronchus and lung
Spain,ESP,1984,Trachea and bronchus and lung
Spain,ESP,1985,Trachea and bronchus and lung
Spain,ESP,1986,Trachea and bronchus and lung
Spain,ESP,1987,Trachea and bronchus and lung
Spain,ESP,1988,Trachea and bronchus and lung
Spain,ESP,1989,Trachea and bronchus and lung
Spain,ESP,1990,Trachea and bronchus and lung
Spain,ESP,1991,Trachea and bronchus and lung
Spain,ESP,1992,Trachea and bronchus and lung
Spain,ESP,1993,Trachea and bronchus and lung
Spain,ESP,1994,Trachea and bronchus and lung
Spain,ESP,1995,Trachea and bronchus and lung
Spain,ESP,1996,Trachea and bronchus and lung
Spain,ESP,1997,Trachea and bronchus and lung
Spain,ESP,1998,Trachea and bronchus and lung
Spain,ESP,1999,Trachea and bronchus and lung
Spain,ESP,2000,Trachea and bronchus and lung
Spain,ESP,2001,Trachea and bronchus and lung
Spain,ESP,2002,Trachea and bronchus and lung
Spain,ESP,2003,Trachea and bronchus and lung
Spain,ESP,2004,Trachea and bronchus and lung
Spain,ESP,2005,Trachea and bronchus and lung
Spain,ESP,2006,Trachea and bronchus and lung
Spain,ESP,2007,Trachea and bronchus and lung
Spain,ESP,2008,Trachea and bronchus and lung
Spain,ESP,2009,Trachea and bronchus and lung
Spain,ESP,2010,Trachea and bronchus and lung
Spain,ESP,2011,Trachea and bronchus and lung
Spain,ESP,2012,Trachea and bronchus and lung
Spain,ESP,2013,Trachea and bronchus and lung
Spain,ESP,2014,Trachea and bronchus and lung
Spain,ESP,2015,Trachea and bronchus and lung
Spain,ESP,2016,Trachea and bronchus and lung
Spain,ESP,2017,Trachea and bronchus and lung
Spain,ESP,2018,Trachea and bronchus and lung
Spain,ESP,2019,Trachea and bronchus and lung
Spain,ESP,2020,Trachea and bronchus and lung
Spain,ESP,2021,Trachea and bronchus and lung
Sri Lanka,LKA,1955,Other malignant neoplasms
Sri Lanka,LKA,1956,Other malignant neoplasms
Sri Lanka,LKA,1957,Other malignant neoplasms
Sri Lanka,LKA,1958,Other malignant neoplasms
Sri Lanka,LKA,1959,Other malignant neoplasms
Sri Lanka,LKA,1960,Other malignant neoplasms
Sri Lanka,LKA,1961,Other malignant neoplasms
Sri Lanka,LKA,1962,Other malignant neoplasms
Sri Lanka,LKA,1963,Other malignant neoplasms
Sri Lanka,LKA,1964,Other malignant neoplasms
Sri Lanka,LKA,1965,Other malignant neoplasms
Sri Lanka,LKA,1966,Other malignant neoplasms
Sri Lanka,LKA,1967,Other malignant neoplasms
Sri Lanka,LKA,1968,Other malignant neoplasms
Sri Lanka,LKA,1977,Other malignant neoplasms
Sri Lanka,LKA,1980,Other malignant neoplasms
Sri Lanka,LKA,1981,Other malignant neoplasms
Sri Lanka,LKA,1982,Other malignant neoplasms
Sri Lanka,LKA,1983,Other malignant neoplasms
Sri Lanka,LKA,1984,Other malignant neoplasms
Sri Lanka,LKA,1985,Other malignant neoplasms
Sri Lanka,LKA,1986,Other malignant neoplasms
Sri Lanka,LKA,1996,Other malignant neoplasms
Sri Lanka,LKA,1997,Other malignant neoplasms
Sri Lanka,LKA,1998,Other malignant neoplasms
Sri Lanka,LKA,1999,Other malignant neoplasms
Sri Lanka,LKA,2000,Other malignant neoplasms
Sri Lanka,LKA,2001,Other malignant neoplasms
Sri Lanka,LKA,2002,Other malignant neoplasms
Sri Lanka,LKA,2003,Other malignant neoplasms
Sri Lanka,LKA,2004,Ill-defined malignant neoplasms
Sri Lanka,LKA,2005,Ill-defined malignant neoplasms
Sri Lanka,LKA,2006,Ill-defined malignant neoplasms
Sri Lanka,LKA,2007,Ill-defined malignant neoplasms
Sri Lanka,LKA,2009,Ill-defined malignant neoplasms
Sri Lanka,LKA,2010,Ill-defined malignant neoplasms
Sri Lanka,LKA,2011,Ill-defined malignant neoplasms
Sri Lanka,LKA,2012,Ill-defined malignant neoplasms
Sri Lanka,LKA,2013,Ill-defined malignant neoplasms
Sri Lanka,LKA,2014,Ill-defined malignant neoplasms
Sri Lanka,LKA,2015,Ill-defined malignant neoplasms
Sri Lanka,LKA,2019,Ill-defined malignant neoplasms
Suriname,SUR,1963,Other malignant neoplasms
Suriname,SUR,1964,Other malignant neoplasms
Suriname,SUR,1965,Other malignant neoplasms
Suriname,SUR,1966,Other malignant neoplasms
Suriname,SUR,1971,Other malignant neoplasms
Suriname,SUR,1975,Other malignant neoplasms
Suriname,SUR,1976,Other malignant neoplasms
Suriname,SUR,1977,Other malignant neoplasms
Suriname,SUR,1978,Other malignant neoplasms
Suriname,SUR,1979,Other malignant neoplasms
Suriname,SUR,1980,Stomach
Suriname,SUR,1981,Stomach
Suriname,SUR,1982,Trachea and bronchus and lung
Suriname,SUR,1984,Trachea and bronchus and lung
Suriname,SUR,1985,Prostate
Suriname,SUR,1986,Prostate
Suriname,SUR,1987,Prostate
Suriname,SUR,1988,Prostate
Suriname,SUR,1989,Other malignant neoplasms
Suriname,SUR,1990,Trachea and bronchus and lung
Suriname,SUR,1991,Prostate
Suriname,SUR,1992,Prostate
Suriname,SUR,1995,Trachea and bronchus and lung
Suriname,SUR,1996,Trachea and bronchus and lung
Suriname,SUR,1997,Prostate
Suriname,SUR,1998,Prostate
Suriname,SUR,1999,Trachea and bronchus and lung
Suriname,SUR,2000,Trachea and bronchus and lung
Suriname,SUR,2001,Prostate
Suriname,SUR,2002,Prostate
Suriname,SUR,2003,Prostate
Suriname,SUR,2004,Prostate
Suriname,SUR,2005,Prostate
Suriname,SUR,2006,Prostate
Suriname,SUR,2007,Prostate
Suriname,SUR,2008,Prostate
Suriname,SUR,2009,Prostate
Suriname,SUR,2010,Prostate
Suriname,SUR,2011,Prostate
Suriname,SUR,2012,Trachea and bronchus and lung
Suriname,SUR,2013,Prostate
Suriname,SUR,2014,Prostate
Sweden,SWE,1951,Stomach
Sweden,SWE,1952,Other malignant neoplasms
Sweden,SWE,1953,Stomach
Sweden,SWE,1954,Stomach
Sweden,SWE,1955,Stomach
Sweden,SWE,1956,Stomach
Sweden,SWE,1957,Other malignant neoplasms
Sweden,SWE,1958,Other malignant neoplasms
Sweden,SWE,1959,Other malignant neoplasms
Sweden,SWE,1960,Other malignant neoplasms
Sweden,SWE,1961,Other malignant neoplasms
Sweden,SWE,1962,Other malignant neoplasms
Sweden,SWE,1963,Other malignant neoplasms
Sweden,SWE,1964,Other malignant neoplasms
Sweden,SWE,1965,Other malignant neoplasms
Sweden,SWE,1966,Other malignant neoplasms
Sweden,SWE,1967,Other malignant neoplasms
Sweden,SWE,1968,Other malignant neoplasms
Sweden,SWE,1969,Other malignant neoplasms
Sweden,SWE,1970,Other malignant neoplasms
Sweden,SWE,1971,Other malignant neoplasms
Sweden,SWE,1972,Other malignant neoplasms
Sweden,SWE,1973,Other malignant neoplasms
Sweden,SWE,1974,Other malignant neoplasms
Sweden,SWE,1975,Other malignant neoplasms
Sweden,SWE,1976,Other malignant neoplasms
Sweden,SWE,1977,Other malignant neoplasms
Sweden,SWE,1978,Other malignant neoplasms
Sweden,SWE,1979,Other malignant neoplasms
Sweden,SWE,1980,Other malignant neoplasms
Sweden,SWE,1981,Other malignant neoplasms
Sweden,SWE,1982,Other malignant neoplasms
Sweden,SWE,1983,Other malignant neoplasms
Sweden,SWE,1984,Other malignant neoplasms
Sweden,SWE,1985,Other malignant neoplasms
Sweden,SWE,1986,Other malignant neoplasms
Sweden,SWE,1987,Trachea and bronchus and lung
Sweden,SWE,1988,Trachea and bronchus and lung
Sweden,SWE,1989,Trachea and bronchus and lung
Sweden,SWE,1990,Trachea and bronchus and lung
Sweden,SWE,1991,Prostate
Sweden,SWE,1992,Prostate
Sweden,SWE,1993,Prostate
Sweden,SWE,1994,Prostate
Sweden,SWE,1995,Prostate
Sweden,SWE,1996,Prostate
Sweden,SWE,1997,Prostate
Sweden,SWE,1998,Prostate
Sweden,SWE,1999,Prostate
Sweden,SWE,2000,Prostate
Sweden,SWE,2001,Prostate
Sweden,SWE,2002,Prostate
Sweden,SWE,2003,Prostate
Sweden,SWE,2004,Prostate
Sweden,SWE,2005,Prostate
Sweden,SWE,2006,Prostate
Sweden,SWE,2007,Prostate
Sweden,SWE,2008,Prostate
Sweden,SWE,2009,Prostate
Sweden,SWE,2010,Prostate
Sweden,SWE,2011,Prostate
Sweden,SWE,2012,Prostate
Sweden,SWE,2013,Prostate
Sweden,SWE,2014,Prostate
Sweden,SWE,2015,Prostate
Sweden,SWE,2016,Prostate
Sweden,SWE,2017,Prostate
Sweden,SWE,2018,Prostate
Sweden,SWE,2019,Prostate
Sweden,SWE,2020,Prostate
Sweden,SWE,2021,Prostate
Sweden,SWE,2022,Prostate
Switzerland,CHE,1951,Stomach
Switzerland,CHE,1952,Stomach
Switzerland,CHE,1953,Stomach
Switzerland,CHE,1954,Stomach
Switzerland,CHE,1955,Stomach
Switzerland,CHE,1956,Stomach
Switzerland,CHE,1957,Stomach
Switzerland,CHE,1958,Other malignant neoplasms
Switzerland,CHE,1959,Other malignant neoplasms
Switzerland,CHE,1960,Other malignant neoplasms
Switzerland,CHE,1961,Other malignant neoplasms
Switzerland,CHE,1962,Other malignant neoplasms
Switzerland,CHE,1963,Other malignant neoplasms
