Subject,eda,bvp,temp,x,y,z,emotion
3,1.54,-12.82,34.89,61,24,4,1
3,1.54,-20.96,34.89,61,24,4,1
3,1.56,2.61,34.89,60,24,5,1
3,1.55,-3.39,34.89,61,24,4,1
3,1.55,-8.93,34.89,61,24,4,1
3,1.55,7.41,34.91,60,24,4,1
3,1.56,9.96,34.91,61,24,5,1
3,1.56,4.81,34.91,61,24,4,1
3,1.56,-13.09,34.91,60,24,4,1
3,1.56,7.11,34.89,61,23,5,1
3,1.57,7.49,34.89,59,23,5,1
3,1.56,0.85,34.89,61,22,8,1
3,1.56,-5.17,34.89,62,24,6,1
3,1.55,8.78,34.89,61,23,6,1
3,1.53,-0.02,34.89,60,23,6,1
3,1.54,-16.6,34.89,61,24,6,1
3,1.54,-11.66,34.89,61,23,6,1
3,0,-0.03,37.16,59,14,23,1
3,0.83,5.06,37.16,59,13,23,1
3,1.18,17.91,37.16,60,13,23,1
3,1.61,79.34,37.16,60,13,22,1
3,1.93,228.25,37.16,61,14,19,1
3,1.95,-486.5,37.16,61,15,18,1
3,1.96,-5.9,37.16,61,14,18,1
3,1.97,156.15,37.16,62,14,18,1
3,1.98,46.78,37.15,59,14,20,1
3,1.98,4.05,37.15,60,13,21,1
3,1.99,0.13,37.15,60,13,21,1
3,1.99,0.74,37.15,61,13,21,1
3,2,2.69,37.15,60,13,21,1
3,2.01,11.06,37.15,61,13,21,1
3,2.02,11,37.15,61,13,21,1
3,2.03,-43.34,37.15,60,13,21,1
3,2.04,33.5,37.15,60,13,21,1
3,2.04,5.93,37.15,61,13,20,1
3,2.04,-18.35,37.15,60,14,21,1
3,2.05,15.66,37.15,61,14,21,1
3,2.05,19.66,37.16,60,13,21,1
3,2.05,-1.33,37.16,60,14,22,1
3,2.06,-16.25,37.16,60,13,22,1
3,2.06,32.54,37.16,60,13,21,1
3,2.06,5.58,37.16,60,14,21,1
3,2.06,-48.14,37.16,60,14,21,1
3,2.06,32.72,37.16,60,14,20,1
3,2.07,23.61,37.16,61,13,21,1
3,2.07,-26.11,37.15,61,14,20,1
3,2.07,-29.49,37.15,61,14,20,1
3,2.07,33.11,37.15,60,14,20,1
3,2.07,-3.13,37.15,61,13,20,1
3,2.07,-53.32,37.15,61,14,20,1
3,2.07,35.81,37.15,61,14,20,1
3,2.07,29.16,37.15,61,14,21,1
3,2.06,-24.34,37.15,61,14,20,1
3,2.06,17.07,37.15,60,14,20,1
3,2.07,37.81,37.15,60,14,20,1
3,2.06,-16.74,37.15,60,14,20,1
3,2.07,-39.62,37.15,60,14,19,1
3,2.06,40.64,37.15,61,14,18,1
3,2.07,-1.32,37.15,62,14,18,1
3,2.07,-52.27,37.15,61,14,17,1
3,2.1,20.12,37.15,61,14,18,1
3,2.1,17.19,37.15,61,15,18,1
3,2.1,-16.93,37.15,60,15,19,1
3,2.1,-24.41,37.15,61,15,18,1
3,2.11,39.34,37.15,61,15,18,1
3,2.11,4.18,37.13,59,14,23,1
3,2.1,-46.17,37.13,58,14,24,1
3,2.08,34.02,37.13,59,14,24,1
3,2.07,4.63,37.13,59,14,24,1
3,2.08,-26.08,37.15,59,14,24,1
3,2.08,32.94,37.15,60,14,24,1
3,2.08,15.63,37.15,59,14,24,1
3,2.08,-30.26,37.15,59,14,24,1
3,0,-0.03,35.89,53,1,-33,0
3,0.83,5.06,35.89,69,-6,-11,0
3,1.17,17.91,35.89,63,-4,-17,0
3,1.56,79.34,35.89,64,-11,-19,0
3,1.58,228.25,35.89,66,-9,-20,0
3,1.58,-486.5,35.89,63,-10,-15,0
3,1.55,-5.9,35.89,63,-5,-21,0
3,1.58,156.18,35.89,63,-7,-15,0
3,1.58,46.95,35.87,62,-4,-18,0
3,1.58,5.63,35.87,67,-5,-15,0
3,1.57,3.98,35.87,67,-5,-13,0
3,1.59,0.82,35.87,63,-4,-8,0
3,1.55,14.07,35.89,67,-6,-4,0
3,1.56,-99.13,35.89,66,-9,6,0
3,1.54,128.57,35.89,62,-5,17,0
3,1.48,93.42,35.89,62,-4,5,0
3,1.52,-69.85,35.91,65,-7,10,0
3,1.51,8.74,35.91,68,-4,10,0
3,1.52,-12.63,35.91,68,-3,6,0
3,1.52,-103.5,35.91,65,-5,6,0
3,1.51,55.75,35.89,62,-4,2,0
3,1.52,46.22,35.89,62,-4,8,0
3,1.53,-72.97,35.89,67,-5,8,0
3,1.52,29.1,35.89,56,-7,7,0
3,1.51,-18.35,35.89,65,-7,-5,0
3,1.51,-69.07,35.89,64,-6,-2,0
3,1.5,177.42,35.89,65,-9,2,0
3,1.49,-9.39,35.89,64,-8,-1,0
3,1.49,-50.85,35.91,65,-7,-3,0
3,1.48,55.92,35.91,63,-4,0,0
3,1.5,5.95,35.91,66,-2,3,0
3,1.49,-10.51,35.91,65,-3,11,0
3,1.46,-25.27,35.91,66,0,1,0
3,1.47,134.93,35.91,68,0,5,0
3,1.47,-44.78,35.91,67,-1,7,0
3,1.43,7.03,35.91,65,-4,5,0
3,1.45,11.19,35.91,76,-6,5,0
3,1.47,28.63,35.91,67,-2,-2,0
3,1.45,13.31,35.91,67,-3,0,0
3,1.45,-106.58,35.91,67,-4,0,0
3,1.44,2.38,35.91,67,-5,1,0
3,1.43,-22.91,35.91,60,-3,1,0
3,1.43,44.98,35.91,66,-2,-3,0
3,1.42,-32.85,35.91,67,-6,1,0
3,1.41,54.44,35.89,67,-4,0,0
3,1.4,-24.09,35.89,65,-2,1,0
3,1.41,62.27,35.89,68,-2,-4,0
3,1.38,-26.12,35.89,72,7,8,0
3,1.35,-6.12,35.89,58,0,15,0
3,1.31,64.78,35.89,59,16,11,0
3,1.35,-18.61,35.89,65,15,21,0
3,1.34,-19.57,35.89,56,16,23,0
3,1.36,25.84,35.89,61,7,10,0
3,1.34,-59.18,35.89,58,5,22,0
3,1.36,14.38,35.89,59,14,1,0
3,1.34,7.51,35.89,62,17,7,0
3,0,-0.03,34,34,17,-3,0
3,0.83,5.06,34,68,10,-15,0
3,1.18,17.91,34,69,12,-8,0
3,1.62,79.34,34,58,11,1,0
3,2.09,228.25,34,69,9,-7,0
3,2.58,-486.5,34,62,10,-24,0
3,3.1,-5.9,34,58,4,11,0
3,3.6,156.15,34,54,12,14,0
3,3.92,46.78,33.97,63,5,26,0
3,4.1,4.05,33.97,42,5,53,0
3,4.59,0.09,33.97,31,8,55,0
3,4.79,0.02,33.97,21,13,54,0
3,4.47,0.3,33.99,26,1,46,0
3,4.49,1.4,33.99,52,-36,20,0
3,4.58,6.99,33.99,73,-42,3,0
3,5.03,22.88,33.99,62,-31,-5,0
3,4.73,-5.43,33.99,66,-2,-18,0
3,4.46,-3.99,33.99,29,23,3,0
3,4.36,-77.84,33.99,32,-62,8,0
3,4.6,90.75,33.99,32,-61,34,0
3,5.09,9.64,33.99,-1,-82,-6,0
3,5.44,-54.07,33.99,-11,-77,8,0
3,5.5,66.27,33.99,50,-77,1,0
3,5.55,48.17,33.99,-20,22,-3,0
3,5.44,11.36,34,40,-89,9,0
3,5.47,-52.04,34,73,-18,27,0
3,5.88,-142.2,34,58,-44,42,0
3,5.69,131.52,34,51,-33,25,0
3,5.54,13.14,34,82,-26,-18,0
3,5.58,-50.07,34,44,53,-94,0
3,5.68,-64.92,34,73,45,-12,0
3,5.62,-17.93,34,127,5,37,0
3,5.69,120.02,34.05,101,-50,-23,0
3,5.55,-166.3,34.05,-25,-32,39,0
3,5.52,213.11,34.05,-12,-58,55,0
3,5.54,3.11,34.05,-112,-22,-53,0
3,5.64,-128.04,34.09,-60,9,-35,0
3,5.05,225.66,34.09,-14,29,-12,0
3,4.8,52.31,34.09,91,-52,-14,0
3,5.35,-77.8,34.09,116,-42,18,0
3,5.59,116.02,34.15,10,-38,27,0
3,6.09,-5.73,34.15,100,-20,-20,0
3,6.59,-12.93,34.15,-52,-4,15,0
3,7.09,54.02,34.15,32,-38,-16,0
3,7.37,35.1,33.83,36,-21,2,0
3,7.21,44.18,33.83,72,-4,7,0
3,7.41,59.25,33.83,51,-13,-59,0
3,7.41,-277.21,33.83,32,20,-27,0
3,7.53,-2.4,33.84,55,28,-40,0
3,7.75,106.27,33.84,36,9,-25,0
3,7.7,59.03,33.84,66,-21,-18,0
3,7.5,-120.15,33.84,75,-11,-23,0
3,7.67,128.92,33.84,50,-17,31,0
3,7.43,225.93,33.84,-6,-20,51,0
3,7.46,-163.62,33.84,51,-7,19,0
3,7.5,-46.95,33.84,43,-3,45,0
3,0,-0.03,36.41,24,66,11,0
3,0.83,5.06,36.41,26,55,5,0
3,0.98,17.91,36.41,44,56,3,0
3,0.83,79.34,36.41,6,58,14,0
3,0.7,228.25,36.41,-4,60,13,0
3,0.7,-486.5,36.41,-18,60,15,0
3,0.74,-5.9,36.41,-17,58,22,0
3,0.75,156.15,36.41,-39,45,22,0
3,0.82,46.78,36.29,-32,42,31,0
3,0.95,4.05,36.29,10,53,15,0
3,0.83,0.09,36.29,25,50,27,0
3,1.18,0.78,36.29,25,59,-28,0
3,0.45,3.42,36.11,-25,52,13,0
3,0.63,15.17,36.11,-6,61,27,0
3,1.15,45.51,36.11,42,63,-12,0
3,1.4,-51.73,36.11,35,51,16,0
3,1.42,-74.17,36.45,26,53,10,0
3,1.39,18.46,36.45,32,53,5,0
3,1.4,93.29,36.45,38,51,3,0
3,1.48,-35.32,36.45,38,53,-4,0
3,1.61,-59.5,36.45,41,54,-5,0
3,1.74,7,36.45,38,57,-6,0
3,1.79,75.88,36.45,43,48,8,0
3,1.77,-16.5,36.45,38,50,11,0
3,1.82,-65.48,36.45,44,47,13,0
3,1.74,-17.03,36.45,18,35,54,0
3,1.65,102.91,36.45,11,23,59,0
3,1.64,6.96,36.45,9,27,56,0
3,1.73,-44.54,36.45,-15,2,51,0
3,2.02,-22.9,36.45,13,-37,62,0
3,2.17,270.35,36.45,10,-32,55,0
3,2.11,315.38,36.45,51,-7,44,0
3,2.04,-192.13,36.39,51,-4,32,0
3,1.89,67.59,36.39,60,-7,28,0
3,1.79,6.95,36.39,63,-7,27,0
3,1.86,-632.04,36.39,67,9,32,0
3,1.79,-46.48,36.5,60,21,-23,0
3,1.84,-20.36,36.5,38,15,-35,0
3,1.34,47.45,36.5,51,8,-55,0
3,1.08,36.94,36.5,53,8,-39,0
3,1.06,-122.46,36.45,56,6,-38,0
3,1.07,172.11,36.45,65,4,-28,0
3,0.95,400.78,36.45,63,4,8,0
3,1.26,-119.13,36.45,42,-2,37,0
3,1.5,-224.42,36.41,48,11,37,0
3,1.98,151.18,36.41,66,7,-13,0
3,1.63,286.53,36.41,55,13,-24,0
3,1.68,-226.6,36.41,-8,-65,-8,0
3,1.69,493,36.41,58,-48,43,0
3,2.11,32.62,36.41,53,5,26,0
3,1.9,-70.46,36.41,62,21,16,0
3,1.87,-94.46,36.41,39,36,24,0
3,1.77,-281.66,36.39,16,-7,66,0
3,1.61,223.75,36.39,58,9,48,0
3,1.74,72.9,36.39,90,10,30,0
3,1.66,226.39,36.39,83,39,-29,0
4,0,-0.03,36.68,36,4,54,0
4,0.83,5.06,36.68,36,2,53,0
4,1.18,17.91,36.68,36,2,54,0
4,1.61,79.34,36.68,36,2,53,0
4,2.09,228.25,36.68,36,1,53,0
4,2.58,-486.5,36.68,36,2,53,0
4,3.1,-5.9,36.68,37,2,53,0
4,3.6,156.15,36.68,37,2,53,0
4,4.09,46.78,36.68,37,2,53,0
4,4.59,4.05,36.68,37,2,54,0
4,5.09,0.15,36.68,37,2,53,0
4,5.59,0.8,36.68,37,1,53,0
4,6.09,3.52,36.66,37,1,53,0
4,6.59,13.97,36.66,37,1,53,0
4,7.09,15.02,36.66,37,2,53,0
4,7.59,-14.45,36.66,37,2,53,0
4,8.09,9.31,36.66,36,2,53,0
4,8.44,35.98,36.66,37,1,53,0
4,8.53,-22.65,36.66,37,2,53,0
4,8.56,-61.09,36.66,37,2,53,0
4,8.59,29.08,36.66,37,1,53,0
4,8.62,-2.16,36.66,37,1,53,0
4,8.66,21.29,36.66,37,2,53,0
4,8.69,6.31,36.66,36,1,53,0
4,8.7,-12.02,36.65,36,1,53,0
4,8.73,38.3,36.65,37,2,53,0
4,8.76,15.76,36.65,37,2,53,0
4,8.76,-30.53,36.65,37,1,53,0
4,8.79,-2.39,36.63,36,1,53,0
4,8.83,8.28,36.63,37,2,54,0
4,8.89,-16.45,36.63,36,1,53,0
4,8.93,23.69,36.63,36,2,53,0
4,9.03,12.93,36.65,36,1,54,0
4,9.07,-22.52,36.65,36,1,54,0
4,9.11,23.16,36.65,37,3,55,0
4,9.15,17.79,36.65,50,8,46,0
4,9.19,-9.22,36.63,67,16,31,0
4,8.97,49.15,36.63,54,18,28,0
4,8.86,34.89,36.63,50,21,36,0
4,8.87,-104.89,36.63,64,25,50,0
4,8.82,29.37,36.63,35,-3,56,0
4,9.5,0.79,36.63,16,-14,72,0
4,9.74,-84.55,36.63,8,7,57,0
4,9.77,-19,36.63,7,-8,61,0
4,9.76,-70.05,36.61,24,-4,60,0
4,9.78,110.08,36.61,26,-7,62,0
4,9.81,404.57,36.61,37,-12,52,0
4,9.79,-57.01,36.61,57,-8,39,0
4,9.69,-10.91,36.63,59,0,27,0
4,9.7,-276.25,36.63,62,-3,26,0
4,9.79,-297.63,36.63,64,0,22,0
4,9.81,326.07,36.63,60,-4,37,0
4,9.73,83.65,36.61,58,3,20,0
4,9.77,-49.87,36.61,59,-9,36,0
4,9.85,8.89,36.61,45,-19,50,0
4,9.92,51.51,36.61,46,4,40,0
4,0,-0.03,36.41,38,2,52,1
4,0.45,5.06,36.41,39,2,52,1
4,0.52,17.91,36.41,38,2,52,1
4,0.51,79.34,36.41,38,2,52,1
4,0.51,228.25,36.41,38,2,52,1
4,0.51,-486.5,36.41,38,2,52,1
4,0.51,-5.9,36.41,38,2,52,1
4,0.51,156.15,36.41,38,2,52,1
4,0.51,46.78,36.37,39,2,52,1
4,0.51,4.05,36.37,38,2,51,1
4,0.51,0.13,36.37,38,3,52,1
4,0.51,0.71,36.37,38,3,52,1
4,0.51,3.12,36.41,38,3,53,1
4,0.51,12.65,36.41,38,3,52,1
4,0.51,17.95,36.41,38,3,52,1
4,0.51,-16.09,36.41,38,3,52,1
4,0.51,-2.02,36.37,38,3,52,1
4,0.51,13.47,36.37,38,3,52,1
4,0.51,-71.92,36.37,38,3,52,1
4,0.51,-12.4,36.37,38,3,52,1
4,0.51,-29.94,36.37,38,3,52,1
4,0.51,44.47,36.37,38,3,52,1
4,0.51,28.48,36.37,38,3,52,1
4,0.51,-19.51,36.37,38,3,52,1
4,0.51,-6.05,36.34,38,3,52,1
4,0.51,43.33,36.34,38,3,52,1
4,0.51,-1.68,36.34,38,3,52,1
4,0.51,-57.31,36.34,38,3,52,1
4,0.51,-4.77,36.34,38,3,52,1
4,0.5,49.02,36.34,38,3,52,1
4,0.51,18.91,36.34,38,3,52,1
4,0.51,-41.59,36.34,38,3,52,1
4,0.5,18.5,36.34,38,3,52,1
4,0.5,23.42,36.34,38,3,52,1
4,0.5,-3.1,36.34,38,3,52,1
4,0.5,-46.59,36.34,38,3,52,1
4,0.51,31.68,36.31,38,3,52,1
4,0.5,23.2,36.31,38,3,52,1
4,0.5,-9.38,36.31,38,3,52,1
4,0.5,-45.39,36.31,38,3,52,1
4,0.5,25.21,36.31,38,3,52,1
4,0.5,22.49,36.31,38,3,52,1
4,0.5,-9.56,36.31,38,3,52,1
4,0.5,-35.67,36.31,38,3,52,1
4,0.5,30.91,36.31,38,3,52,1
4,0.5,17.46,36.31,38,3,52,1
4,0.5,-15.95,36.31,38,3,52,1
4,0.5,-35.05,36.31,38,3,52,1
4,0.5,32,36.31,38,3,52,1
4,0.5,10.97,36.31,38,3,52,1
4,0.5,-19.83,36.31,38,3,52,1
4,0.5,-36.13,36.31,38,3,52,1
4,0.5,31.05,36.31,38,3,52,1
4,0.5,12.26,36.31,38,3,52,1
4,0.5,-18.17,36.31,38,3,52,1
4,0.5,-8.87,36.31,38,3,52,1
4,0,-0.03,36.16,44,-4,50,0
4,0.83,5.06,36.16,40,-3,49,0
4,1.18,17.91,36.16,47,-9,45,0
4,1.61,79.34,36.16,49,-13,41,0
4,2.09,228.25,36.16,47,-10,43,0
4,2.58,-486.5,36.16,42,-8,48,0
4,3.1,-5.9,36.16,49,-1,46,0
4,3.6,156.15,36.16,53,-3,44,0
4,4.09,46.78,36.16,52,-3,41,0
4,4.57,4.05,36.16,50,-3,40,0
4,4.59,0.15,36.16,51,-8,46,0
4,4.61,-0.01,36.16,47,-11,44,0
4,4.58,-1.4,36.13,48,-10,44,0
4,4.56,-5.51,36.13,47,-9,43,0
4,4.56,12.61,36.13,44,-4,45,0
4,4.57,-1.11,36.13,40,2,41,0
4,4.59,-18.5,36.15,49,1,43,0
4,4.72,-57.8,36.15,51,3,42,0
4,4.77,-92.8,36.15,50,4,41,0
4,4.79,2.67,36.15,50,3,41,0
4,4.81,124.15,36.15,50,3,41,0
4,4.82,93.02,36.15,50,3,41,0
4,4.84,6.92,36.15,50,3,41,0
4,4.84,-34.72,36.15,50,2,42,0
4,4.85,-5.79,36.15,50,1,42,0
4,4.86,17.78,36.15,47,-2,45,0
4,4.86,-5.63,36.15,46,-4,46,0
4,4.86,-22.29,36.15,46,-4,46,0
4,4.88,21.5,36.11,43,-4,47,0
4,4.86,-9.58,36.11,46,-1,47,0
4,4.87,-49.86,36.11,41,-2,48,0
4,4.89,-5.38,36.11,44,2,48,0
4,4.91,2.94,36.09,44,1,47,0
4,4.93,-29.9,36.09,44,2,48,0
4,4.99,33.33,36.09,44,2,48,0
4,5.01,51.87,36.09,44,2,47,0
4,5.03,7.48,36.09,45,2,46,0
4,5.03,-5.84,36.09,45,3,46,0
4,5.03,13.39,36.09,46,3,46,0
4,5.03,14.25,36.09,46,3,45,0
4,5.03,-0.58,36.07,46,3,45,0
4,5.03,11.94,36.07,46,3,45,0
4,5.05,-8.22,36.07,46,2,46,0
4,5.05,-18.1,36.07,46,2,46,0
4,5.06,15.85,36.05,46,2,45,0
4,5.07,16.55,36.05,47,2,45,0
4,5.08,-12.24,36.05,46,3,46,0
4,5.09,-21.93,36.05,46,1,45,0
4,5.1,4.12,36.05,43,-1,47,0
4,5.1,-7.97,36.05,41,-3,50,0
4,5.11,-5.67,36.05,40,-4,50,0
4,5.11,22.85,36.05,40,-5,50,0
4,5.12,18.49,36,41,-4,50,0
4,5.12,-19.89,36,41,-4,50,0
4,5.13,-2.09,36,41,-2,49,0
4,5.13,0.44,36,42,-2,49,0
4,0,-0.03,34.31,33,52,-7,0
4,0.82,5.06,34.31,34,53,-17,0
4,1,17.91,34.31,29,48,-21,0
4,0.84,79.34,34.31,40,46,-18,0
4,0.89,228.25,34.31,37,50,-29,0
4,0.78,-486.5,34.31,41,40,-3,0
4,0.69,-5.9,34.31,34,40,18,0
4,0.53,156.15,34.31,29,37,26,0
4,0.46,46.78,34.29,-30,39,19,0
4,0.45,4.05,34.29,39,37,59,0
4,0.54,0.2,34.29,41,51,14,0
4,0.58,0.96,34.29,36,49,24,0
4,0.59,4.23,34.27,39,44,20,0
4,0.57,16.08,34.27,28,51,19,0
4,0.57,8.18,34.27,17,65,20,0
4,0.58,-14.49,34.27,13,55,13,0
4,0.59,25.75,34.25,21,51,21,0
4,0.58,111.32,34.25,22,61,27,0
4,0.58,141.46,34.25,24,56,23,0
4,0.57,-53.87,34.25,25,52,23,0
4,0.57,-339.09,34.27,32,53,17,0
4,0.57,-67.98,34.27,28,59,13,0
4,0.57,16.47,34.27,38,47,7,0
4,0.57,30.25,34.27,34,51,2,0
4,0.57,17.07,34.23,39,57,-8,0
4,0.56,-23.06,34.23,44,60,10,0
4,0.65,-17.47,34.23,40,53,-2,0
4,1.14,19.04,34.23,41,47,-14,0
4,1.61,-3.89,34.21,44,43,-22,0
4,1.71,-145.32,34.21,50,34,-23,0
4,1.59,312.23,34.21,50,34,-27,0
4,1.51,185.35,34.21,47,32,-32,0
4,1.47,-25.02,34.15,49,29,-28,0
4,1.41,-165.24,34.15,50,30,-29,0
4,1.37,151.53,34.15,50,31,-34,0
4,1.34,35.39,34.15,49,28,-31,0
4,1.3,-246.27,34,50,28,-30,0
4,1.27,-240.04,34,50,25,-28,0
4,1.24,31.62,34,52,24,-31,0
4,1.22,212.52,34,52,24,-30,0
4,1.19,554.17,33.91,54,24,-31,0
4,1.17,101.83,33.91,52,22,-31,0
4,1.15,-58.29,33.91,52,24,-32,0
4,1.14,-73.27,33.91,55,20,-25,0
4,1.12,152.61,33.83,56,23,-32,0
4,1.1,175.25,33.83,53,23,-31,0
4,1.09,-412.01,33.83,53,20,-28,0
4,1.08,-89.29,33.83,53,20,-30,0
4,1.07,284.72,33.77,53,21,-32,0
4,1.05,192.11,33.77,48,23,-30,0
4,1.05,-259.11,33.77,52,26,-29,0
4,1.04,-35.37,33.77,52,27,-29,0
4,1.03,146.5,33.71,55,25,-26,0
4,1.03,102.3,33.71,54,28,-25,0
4,1.02,38.67,33.71,52,28,-28,0
4,1.03,34.93,33.71,52,26,-27,0
4,0,-0.03,33.65,66,-14,38,0
4,0.2,5.06,33.65,39,-9,42,0
4,0.2,17.91,33.65,66,-29,58,0
4,0.22,79.34,33.65,41,-37,5,0
4,0.21,228.25,33.65,32,-62,27,0
4,0.18,-486.5,33.65,26,-74,13,0
4,0.17,-5.9,33.65,48,-34,18,0
4,0.16,156.15,33.65,74,-38,22,0
4,0.21,46.78,33.63,46,-41,-1,0
4,0.17,4.05,33.63,47,-44,3,0
4,0.14,0.13,33.63,44,-47,14,0
4,0.14,0.73,33.63,40,-47,17,0
4,0.14,3.1,33.63,45,-53,11,0
4,0.14,12.73,33.63,40,-48,1,0
4,0.14,19.66,33.63,44,-43,-5,0
4,0.17,-16.73,33.63,43,-42,-7,0
4,0.21,13.33,33.61,43,-54,2,0
4,0.23,65.7,33.61,36,-51,-13,0
4,0.21,48.24,33.61,41,-47,-15,0
4,0.17,-299.31,33.61,39,-47,-19,0
4,0.18,-19.88,33.61,40,-49,-16,0
4,0.18,-19.82,33.61,44,-47,-19,0
4,0.24,103.2,33.61,35,-47,-16,0
4,0.22,3.55,33.61,37,-50,-17,0
4,0.24,70.07,33.59,33,-53,-17,0
4,0.23,-68.48,33.59,35,-52,-18,0
4,0.22,-87.18,33.59,33,-51,-18,0
4,0.2,64.21,33.59,32,-49,-19,0
4,0.21,-55.17,33.59,34,-52,-20,0
4,0.21,18.32,33.59,34,-51,-23,0
4,0.21,67.05,33.59,34,-49,-22,0
4,0.22,22.11,33.59,31,-51,-23,0
4,0.22,10.96,33.55,31,-51,-23,0
4,0.22,2.16,33.55,32,-51,-23,0
4,0.22,3.75,33.55,30,-51,-22,0
4,0.23,1.13,33.55,29,-51,-22,0
4,0.23,-18.86,33.57,34,-54,-24,0
4,0.23,7.32,33.57,35,-51,-21,0
4,0.23,4.42,33.57,44,-44,-17,0
4,0.24,6.01,33.57,43,-43,-19,0
4,0.24,11.91,33.57,25,-48,-26,0
4,0.31,42.45,33.57,21,-43,-31,0
4,0.32,60.98,33.57,23,-52,-40,0
4,0.32,-19.99,33.57,20,-55,-40,0
4,0.31,-69.73,33.55,6,-57,-26,0
4,0.3,-143.36,33.55,16,-49,-26,0
4,0.31,40.77,33.55,10,-55,-31,0
4,0.31,-78.31,33.55,11,-62,-19,0
4,0.31,223.35,33.55,18,-61,-11,0
4,0.3,237.05,33.55,28,-60,-7,0
4,0.31,-182.38,33.55,32,-52,-14,0
4,0.29,-269.04,33.55,30,-53,-10,0
4,0.29,19.1,33.55,28,-56,-9,0
4,0.29,127.19,33.55,26,-58,-9,0
4,0.29,-3.64,33.55,25,-58,-9,0
4,0.3,-94.88,33.55,28,-60,-10,0
4,0,-0.03,31.49,48,29,7,0
4,0.13,5.06,31.49,61,22,-5,0
4,0.19,17.91,31.49,57,20,1,0
4,0.18,79.34,31.49,72,25,-14,0
4,0.18,228.25,31.49,65,14,5,0
4,0.18,-486.5,31.49,52,12,5,0
4,0.17,-5.9,31.49,72,9,15,0
4,0.16,156.15,31.49,67,4,16,0
4,0.16,46.78,31.49,64,8,1,0
4,0.16,4.05,31.49,61,2,4,0
4,0.14,0.21,31.49,68,3,3,0
4,0.16,0.93,31.49,49,7,6,0
4,0.17,4.22,31.45,61,-13,-14,0
4,0.15,15.81,31.45,87,-41,-75,0
4,0.19,7.65,31.45,67,-3,-28,0
4,0.18,-13.61,31.45,49,14,-27,0
4,0.18,20.89,31.45,69,17,-27,0
4,0.18,103.16,31.45,60,22,-8,0
4,0.18,108.45,31.45,44,27,10,0
4,0.18,-276.41,31.45,46,28,33,0
4,0.18,-291.93,31.45,39,30,42,0
4,0.17,219.38,31.45,26,26,51,0
4,0.17,77,31.45,14,17,56,0
4,0.18,-212.14,31.45,29,23,41,0
4,0.19,438.83,31.41,63,30,11,0
4,0.17,-202.72,31.41,56,25,13,0
4,0.18,-118.94,31.41,53,23,24,0
4,0.18,268.23,31.41,50,31,22,0
4,0.19,-103.86,31.41,43,29,40,0
4,0.19,-248.96,31.41,31,32,42,0
4,0.19,-38.94,31.41,35,30,43,0
4,0.19,-145.36,31.41,32,33,32,0
4,0.19,29.58,31.43,43,16,46,0
4,0.2,-43.68,31.43,43,9,47,0
4,0.19,149.43,31.43,44,22,42,0
4,0.19,12.96,31.43,37,25,41,0
4,0.19,-517.32,31.45,39,28,47,0
4,0.19,253.18,31.45,34,30,45,0
4,0.18,355.56,31.45,29,35,43,0
4,0.18,160.28,31.45,30,33,44,0
4,0.18,-3.36,31.43,30,35,44,0
4,0.18,-142.45,31.43,30,35,44,0
4,0.18,-82.2,31.43,33,35,43,0
4,0.18,-23.18,31.43,33,36,43,0
4,0.18,-7.26,31.45,31,35,43,0
4,0.18,6.3,31.45,31,34,44,0
4,0.18,11.21,31.45,30,32,45,0
4,0.18,-11.01,31.45,32,35,45,0
4,0.18,-33.85,31.45,24,36,43,0
4,0.18,16.71,31.45,19,36,43,0
4,0.17,7.7,31.45,22,39,46,0
4,0.17,15.75,31.45,22,38,46,0
4,0.17,95.6,31.45,21,35,46,0
4,0.16,-11.88,31.45,31,37,43,0
4,0.16,-55.87,31.45,41,31,40,0
4,0.16,-13.13,31.45,41,29,40,0
4,0,-0.03,32.11,-3,-12,63,0
4,0.83,5.06,32.11,-2,-12,63,0
4,1.18,17.91,32.11,-3,-11,64,0
4,1.48,79.34,32.11,-4,-11,64,0
4,1.45,228.25,32.11,-5,-9,66,0
4,1.43,-486.5,32.11,-7,-12,63,0
4,1.41,-5.9,32.11,-7,-11,62,0
4,1.4,156.15,32.11,20,-13,57,0
4,1.41,46.78,32.07,26,3,64,0
4,1.47,4.05,32.07,29,-3,64,0
4,1.41,0.14,32.07,34,-18,60,0
4,1.42,0.76,32.07,51,-20,50,0
4,1.4,3.28,32.07,37,-37,31,0
4,1.41,13.12,32.07,61,-11,7,0
4,1.44,18.16,32.07,70,-11,9,0
4,1.3,-20.17,32.07,63,-3,-19,0
4,1.29,14.08,32.09,59,-1,-26,0
4,1.28,79.53,32.09,84,5,-9,0
4,1.27,73.11,32.09,55,-2,22,0
4,1.25,-86.34,32.09,3,-33,48,0
4,1.34,-427.83,32.09,-21,-35,63,0
4,1.43,257.47,32.09,-6,-32,54,0
4,1.48,-330.87,32.09,-9,-31,56,0
4,1.49,-42.69,32.09,-6,-31,59,0
4,1.5,438.91,32.09,3,-28,59,0
4,1.51,414.01,32.09,23,-55,58,0
4,1.47,-193.28,32.09,19,10,12,0
4,1.43,-220.28,32.09,33,-77,-18,0
4,1.35,-162.92,32.11,8,-57,-17,0
4,1.46,28.8,32.11,37,-72,15,0
4,1.49,222.6,32.11,27,-38,-32,0
4,1.53,67.74,32.11,29,-19,-34,0
