subjet,eda,bvp,temp,x,y,z,emotion
7,0.03,5.87,30.53,32,17,53,0
7,0.03,-1.82,30.53,32,16,53,0
7,0.03,1.48,30.53,33,16,53,0
7,0.03,7.13,30.53,32,16,53,0
7,0.03,-1.65,30.53,33,17,52,0
7,0.03,6.14,30.53,33,16,53,0
7,0.03,-7.83,30.53,32,16,53,0
7,0.03,5.52,30.53,33,16,53,0
7,0.03,-2.58,30.53,32,16,53,0
7,0.03,-6.96,30.53,32,16,53,0
7,0.03,1.29,30.53,33,16,54,0
7,0.03,8.67,30.55,33,16,53,0
7,0.03,-3.81,30.55,31,15,54,0
7,0.03,9.18,30.55,32,15,53,0
7,0.03,9.56,30.55,32,15,53,0
7,0.03,4.58,30.51,32,15,54,0
7,0.03,10.23,30.51,33,15,54,0
7,0.02,-3.37,30.51,33,15,53,0
7,0.03,0.83,30.51,32,14,54,0
7,0.03,2.39,30.51,31,13,56,0
7,0.03,12.2,30.51,32,14,54,0
7,0.02,-4.07,30.51,32,14,54,0
7,0.03,-7.47,30.51,32,15,53,0
7,0.02,-4,30.51,33,14,53,0
7,0.02,4.18,30.51,34,15,53,0
7,0.02,-5.2,30.51,33,15,52,0
7,0.03,2.16,30.51,35,14,52,0
7,0.03,-1.5,30.53,38,14,50,0
7,0.02,-7.28,30.53,41,15,49,0
7,0.03,-7.25,30.53,42,14,47,0
7,0.02,-20.78,30.53,42,15,46,0
7,0.02,-73.82,30.51,42,15,47,0
7,0.02,-66.98,30.51,42,14,47,0
7,0.03,96.76,30.51,43,15,46,0
7,0.02,71.15,30.51,43,14,46,0
7,0.02,15.61,30.53,42,14,47,0
7,0.02,-3.38,30.53,42,15,43,0
7,0.03,-8.53,30.53,42,14,46,0
7,0.02,6.57,30.53,42,14,47,0
7,0.02,13.35,30.53,43,14,46,0
7,0.02,-7.97,30.53,43,14,47,0
7,0.02,-9.62,30.53,43,14,46,0
7,0.02,10.22,30.53,41,14,47,0
7,0.02,0.32,30.53,43,14,46,0
7,0.02,4.28,30.53,42,14,46,0
7,0.02,3.04,30.53,47,13,44,0
7,0.02,-0.14,30.53,44,15,45,0
7,0.02,-1.3,30.55,45,15,43,0
7,0.03,-2.03,30.55,42,16,43,0
7,0.02,2.47,30.55,45,15,41,0
7,0.02,-39.31,30.55,47,14,41,0
7,0.02,6.94,30.51,49,13,39,0
7,0.02,-0.52,30.51,50,12,39,0
7,0.02,4.36,30.51,47,15,38,0
7,0.02,11.47,30.51,52,12,38,0
7,0.02,34.35,30.49,50,12,40,0
7,0.02,-5.92,30.49,47,11,42,0
7,0.02,65.7,30.49,51,12,40,0
7,0.02,180.29,30.49,51,13,39,0
7,0.02,-192.15,30.47,50,13,39,0
7,0.02,-23.34,30.47,47,13,42,0
7,0.02,99.68,30.47,44,12,45,0
7,0.02,-179.74,30.47,50,14,40,0
7,0.02,-56.49,30.49,49,15,39,0
7,0.02,-14.6,30.49,50,14,39,0
7,0.02,46.21,30.49,48,13,41,0
7,0.02,86.57,30.49,47,13,43,0
7,0.02,-87.49,30.45,50,14,39,0
7,0.02,-33.21,30.45,50,14,39,0
7,0.02,-16.98,30.45,48,14,41,0
7,0.02,31.37,30.45,49,14,40,0
7,0.02,44.92,30.45,48,15,40,0
7,0.02,49.04,30.45,49,14,40,0
7,0.02,47.97,30.45,48,15,41,0
7,0.02,-92.86,30.45,49,15,39,0
7,0.02,-22.53,30.45,49,15,39,0
7,0.02,7.32,30.45,49,15,40,0
7,0.02,-0.67,30.45,49,15,39,0
7,0.02,3.05,30.45,49,15,39,0
7,0.02,-2.6,30.49,49,15,39,0
7,0.02,-2.13,30.49,49,15,39,0
7,0.02,0.41,30.49,50,15,39,0
7,0.02,-2.68,30.49,49,16,38,0
7,0.02,3.55,30.45,49,15,39,0
7,0.02,-3.51,30.45,50,15,39,0
7,0,-0.03,29.23,28,0,58,0
7,0.02,5.06,29.23,28,0,58,0
7,0.05,17.91,29.23,28,0,58,0
7,0.05,79.34,29.23,28,0,58,0
7,0.05,228.25,29.23,28,0,58,0
7,0.05,-486.47,29.23,28,0,58,0
7,0.05,-5.05,29.23,28,0,57,0
7,0.05,159.88,29.23,28,0,57,0
7,0.05,62.66,29.25,28,0,58,0
7,0.05,33.3,29.25,30,0,58,0
7,0.05,-21.26,29.25,29,0,58,0
7,0.05,15.2,29.25,27,0,58,0
7,0.05,68.22,29.21,30,0,58,0
7,0.05,141.06,29.21,29,0,58,0
7,0.05,29.02,29.21,28,0,58,0
7,0.05,-125.16,29.21,28,0,58,0
7,0.05,-316.18,29.19,28,0,58,0
7,0.05,-31.28,29.19,27,0,58,0
7,0.05,71.12,29.19,29,0,58,0
7,0.05,18.61,29.19,29,0,58,0
7,0.05,15.11,29.19,28,0,58,0
7,0.05,15.87,29.19,29,0,58,0
7,0.05,18.72,29.19,29,0,58,0
7,0.05,-22.93,29.19,29,0,58,0
7,0.05,6.74,29.19,27,0,58,0
7,0.05,18.3,29.19,28,0,58,0
7,0.05,9.09,29.19,31,0,57,0
7,0.05,-15.57,29.19,28,0,58,0
7,0.05,6.12,29.19,30,0,57,0
7,0.05,17.3,29.19,30,0,58,0
7,0.05,-13.32,29.19,31,1,58,0
7,0.05,28.9,29.19,28,0,58,0
7,0.05,-27.45,29.15,28,0,59,0
7,0.05,0.07,29.15,28,0,58,0
7,0.05,-10.74,29.15,28,0,58,0
7,0.05,4.39,29.15,29,0,58,0
7,0.05,25.17,29.15,28,0,58,0
7,0.05,-41.88,29.15,26,0,58,0
7,0.05,-7.39,29.15,29,0,58,0
7,0.05,52.75,29.15,28,0,58,0
7,0.05,-20.74,29.11,28,0,58,0
7,0.05,-12.82,29.11,29,0,58,0
7,0.05,-15.71,29.11,30,0,59,0
7,0.05,1.41,29.11,27,0,59,0
7,0.05,-3.27,29.11,27,0,58,0
7,0.05,23.03,29.11,28,0,58,0
7,0.05,14.82,29.11,28,0,58,0
7,0.05,-25.46,29.11,27,0,58,0
7,0.05,24.72,29.11,27,0,58,0
7,0.04,8.77,29.11,29,0,59,0
7,0.05,-17.33,29.11,28,0,58,0
7,0.05,-2.42,29.11,23,-1,58,0
7,0.05,17.4,29.13,29,0,58,0
7,0.05,-14.64,29.13,28,0,58,0
7,0.05,-2.93,29.13,28,0,58,0
7,0.04,25.67,29.13,28,0,58,0
7,0.05,1.16,29.13,29,0,58,0
7,0.04,-25.78,29.13,28,0,58,0
7,0.04,-9.53,29.13,28,0,58,0
7,0.05,34.88,29.13,28,0,58,0
7,0.05,-6.07,29.09,28,0,58,0
7,0.05,-1.68,29.09,30,0,58,0
7,0.04,-18.39,29.09,29,0,58,0
7,0.05,-0.25,29.09,29,0,58,0
7,0.04,12.25,29.09,29,0,58,0
7,0.04,-33.7,29.09,29,0,58,0
7,0.05,63.15,29.09,28,0,58,0
7,0.04,-16.45,29.09,27,0,58,0
7,0.04,5.06,29.07,31,0,58,0
7,0.04,18.57,29.07,29,0,58,0
7,0.05,4.49,29.07,28,0,58,0
7,0.04,-30.26,29.07,28,0,58,0
7,0.04,41.39,29.11,28,0,58,0
7,0.05,-22.07,29.11,28,0,58,0
7,0.04,4.31,29.11,28,0,58,0
7,0.04,-13.44,29.11,28,0,58,0
7,0.04,-0.23,29.09,28,0,58,0
7,0.05,25.31,29.09,28,0,58,0
7,0.05,-18.19,29.09,27,0,58,0
7,0.04,23.04,29.09,29,0,58,0
7,0.04,17.05,29.07,29,0,58,0
7,0.05,-34.82,29.07,29,0,58,0
7,0.05,25.57,29.07,30,0,58,0
7,0.05,-3.47,29.07,29,0,58,0
7,0.05,-6.31,29.07,29,0,58,0
7,0.04,-27.55,29.07,29,0,58,0
7,0.05,25.33,29.07,29,0,58,0
7,0.04,-3,29.07,27,0,58,0
7,0.04,-2.9,29.07,28,0,58,0
7,0.05,-14.91,29.07,27,0,58,0
7,0.04,-5.16,29.07,28,0,58,0
7,0.04,-11.18,29.07,24,0,59,0
7,0.04,8.89,29.05,26,0,59,0
7,0.05,25.59,29.05,25,0,59,0
7,0.04,-12.15,29.05,26,0,59,0
7,0.05,-13.44,29.05,25,0,59,0
7,0.04,-76.64,29.05,26,0,59,0
7,0.04,92.35,29.05,25,0,59,0
7,0.04,10.16,29.05,24,0,59,0
7,0.04,2.03,29.05,27,0,58,0
7,0.04,-21.51,29.05,28,0,59,0
7,0.04,-6.08,29.05,28,0,59,0
7,0.04,-10.58,29.05,27,0,58,0
7,0.04,11.6,29.05,28,0,58,0
7,0.04,-11.71,29.03,27,0,58,0
7,0.04,-25.23,29.03,26,0,59,0
7,0.04,19.67,29.03,28,0,58,0
7,0.04,11.24,29.03,29,0,58,0
7,0.04,1.99,29.01,28,0,58,0
7,0.05,19.87,29.01,30,0,59,0
7,0.04,19.15,29.01,29,0,59,0
7,0.05,-24.17,29.01,27,0,59,0
7,0.04,6.41,28.97,28,0,58,0
7,0.04,25.45,28.97,26,0,59,0
7,0.04,-36.6,28.97,27,0,58,0
7,0.04,-5.61,28.97,28,0,59,0
7,0.04,13.51,28.97,27,0,58,0
7,0.04,11.13,28.97,28,0,59,0
7,0,-0.03,30.89,9,-10,63,1
7,0,5.06,30.89,5,-11,64,1
7,0.03,17.91,30.89,6,-11,63,1
7,0.02,79.34,30.89,5,-11,63,1
7,0.02,228.25,30.89,5,-11,63,1
7,0.03,-486.5,30.89,5,-11,63,1
7,0.02,-5.9,30.89,6,-10,64,1
7,0.03,156.15,30.89,5,-11,64,1
7,0.02,46.78,30.87,5,-11,64,1
7,0.02,4.05,30.87,5,-11,63,1
7,0.02,0.12,30.87,5,-11,63,1
7,0.02,0.67,30.87,5,-11,63,1
7,0.03,2.84,30.89,5,-11,63,1
7,0.02,11.87,30.89,5,-11,63,1
7,0.03,21.01,30.89,5,-11,63,1
7,0.02,-16.99,30.89,5,-11,64,1
7,0.03,8.79,30.87,5,-11,63,1
7,0.03,45.28,30.87,5,-11,64,1
7,0.02,49.21,30.87,5,-11,64,1
7,0.03,-226.25,30.87,5,-11,63,1
7,0.02,14.36,30.87,5,-11,63,1
7,0.02,32.71,30.87,5,-11,64,1
7,0.02,-8.01,30.87,5,-11,64,1
7,0.02,11.17,30.87,5,-11,64,1
7,0.03,16.49,30.87,5,-11,63,1
7,0.02,-3.78,30.87,5,-11,64,1
7,0.03,-6.69,30.87,5,-11,63,1
7,0.02,11.56,30.87,6,-11,63,1
7,0.03,7.48,30.85,5,-11,63,1
7,0.02,-24.17,30.85,6,-12,64,1
7,0.03,9.16,30.85,5,-11,64,1
7,0.03,12.81,30.85,5,-12,64,1
7,0.03,-2.82,30.87,4,-11,64,1
7,0.03,-35.16,30.87,3,-12,63,1
7,0.02,-4.17,30.87,4,-11,63,1
7,0.02,48.73,30.87,4,-11,64,1
7,0.02,24.92,30.87,4,-11,63,1
7,0.03,-22.06,30.87,3,-11,63,1
7,0.02,-21.07,30.87,4,-11,64,1
7,0.02,-23.01,30.87,4,-11,64,1
7,0.02,12.02,30.85,4,-11,64,1
7,0.02,-6.56,30.85,4,-11,64,1
7,0.03,-4.6,30.85,4,-11,64,1
7,0.02,6.18,30.85,4,-11,64,1
7,0.02,7.19,30.87,4,-11,64,1
7,0.02,-12.09,30.87,4,-11,63,1
7,0.02,8.94,30.87,4,-11,64,1
7,0.02,4.26,30.87,4,-11,64,1
7,0.02,-13.82,30.87,4,-11,64,1
7,0.02,2.94,30.87,4,-11,63,1
7,0.02,5.29,30.87,4,-11,64,1
7,0.02,-21.03,30.87,4,-11,64,1
7,0.02,8.7,30.85,4,-11,64,1
7,0.02,9.05,30.85,4,-11,64,1
7,0.02,-14.26,30.85,4,-11,63,1
7,0.02,5.6,30.85,4,-11,64,1
7,0.02,6.18,30.83,3,-11,64,1
7,0.02,-10.09,30.83,4,-11,63,1
7,0.02,3.56,30.83,4,-11,64,1
7,0.02,9.22,30.83,4,-11,63,1
7,0.02,-11.91,30.87,4,-11,64,1
7,0.02,1.79,30.87,4,-11,64,1
7,0.02,6.2,30.87,3,-11,64,1
7,0.02,4.09,30.87,4,-11,63,1
7,0.02,-1.54,30.87,4,-11,63,1
7,0.02,7.56,30.87,4,-11,64,1
7,0.02,-2.05,30.87,4,-11,64,1
7,0.02,-8.67,30.87,4,-11,64,1
7,0.02,7.39,30.83,4,-11,63,1
7,0.02,6.77,30.83,4,-11,64,1
7,0.02,-8.14,30.83,4,-11,63,1
7,0.02,10.33,30.83,4,-11,64,1
7,0.02,1.15,30.85,4,-11,63,1
7,0.02,-15.16,30.85,4,-11,64,1
7,0.02,10.33,30.85,4,-11,64,1
7,0.02,6.89,30.85,4,-11,64,1
7,0.02,-16.35,30.85,4,-11,64,1
7,0.02,5.9,30.85,4,-11,63,1
7,0.02,8.01,30.85,4,-11,64,1
7,0.02,-6.08,30.85,4,-11,63,1
7,0.02,3.59,30.83,4,-11,63,1
7,0.02,4.34,30.83,4,-11,63,1
7,0.02,-17.16,30.83,4,-11,63,1
7,0.02,-1.95,30.83,4,-11,64,1
7,0.02,5.19,30.85,4,-11,64,1
7,0.02,-15.43,30.85,4,-11,63,1
7,0.02,7.48,30.85,2,-11,64,1
7,0.02,1.45,30.85,5,-10,63,1
7,0.02,-24.04,30.83,2,-10,64,1
7,0.02,17.99,30.83,3,-11,64,1
7,0.02,0.29,30.83,3,-11,64,1
7,0.02,-3.48,30.83,3,-11,63,1
7,0.02,11.76,30.85,3,-10,64,1
7,0.02,5.23,30.85,3,-11,64,1
7,0.02,-21.92,30.85,3,-11,64,1
7,0.02,12.61,30.85,3,-11,64,1
7,0.02,10.28,30.83,3,-11,64,1
7,0.02,-22.55,30.83,3,-11,64,1
7,0.02,1.5,30.83,3,-11,64,1
7,0.02,20.22,30.83,3,-10,64,1
7,0.02,-16.94,30.85,3,-11,64,1
7,0.02,1.15,30.85,3,-11,64,1
7,0.02,14.81,30.85,2,-11,64,1
7,0.02,-11.34,30.85,2,-11,64,1
7,0.02,6.87,30.85,2,-11,64,1
7,0.02,-0.59,30.85,3,-11,64,1
7,0.02,-12.47,30.85,3,-11,63,1
7,0.02,13.42,30.85,3,-12,64,1
7,0.02,7.61,30.83,3,-12,64,1
7,0.02,0.66,30.83,2,-12,64,1
7,0.02,-17.04,30.83,3,-11,63,1
7,0.02,-4.3,30.83,3,-11,64,1
7,0.02,-52.51,30.83,3,-10,63,1
7,0.02,67.28,30.83,3,-10,64,1
7,0.02,25.12,30.83,3,-10,64,1
7,0.02,-34.46,30.83,3,-10,64,1
7,0.02,-46.78,30.81,3,-11,64,1
7,0.02,-12.1,30.81,3,-11,64,1
7,0,-0.03,35.25,-25,46,36,0
7,0.02,5.06,35.25,-24,46,36,0
7,0.04,17.91,35.25,-23,47,37,0
7,0.04,79.34,35.25,-26,48,39,0
7,0.04,228.25,35.25,-18,17,59,0
7,0.02,-486.45,35.25,-13,5,61,0
7,0.02,-4.89,35.25,-13,8,62,0
7,0.03,160.59,35.25,-16,9,62,0
7,0.03,64.9,35.18,-16,9,62,0
7,0.02,29.12,35.18,-17,10,61,0
7,0.02,-9.04,35.18,-16,10,61,0
7,0.03,15.6,35.18,-17,11,62,0
7,0.03,82.87,35.23,-15,15,60,0
7,0.03,149.79,35.23,-20,20,57,0
7,0.03,40.94,35.23,-28,25,56,0
7,0.02,-52.2,35.23,-29,26,51,0
7,0.03,-203.81,35.31,-26,31,50,0
7,0.03,-172.99,35.31,-28,33,47,0
7,0.02,20.17,35.31,-29,35,44,0
7,0.03,116.08,35.31,-29,39,43,0
7,0.03,26.66,35.29,-29,40,40,0
7,0.03,-6.08,35.29,-29,40,42,0
7,0.03,39.18,35.29,-27,39,41,0
7,0.02,24.38,35.29,-28,40,44,0
7,0.03,36.17,35.13,-27,40,42,0
7,0.03,-204.68,35.13,-21,42,35,0
7,0.03,-14.52,35.13,-11,38,37,0
7,0.03,9.79,35.13,-32,50,37,0
7,0.02,101.59,35,-16,35,40,0
7,0.03,163.16,35,-19,32,53,0
7,0.03,-56.42,35,-17,34,43,0
7,0.03,-166.5,35,-5,46,51,0
7,0.03,35.32,34.87,-11,39,55,0
7,0.03,-302.52,34.87,-5,25,58,0
7,0.03,4.53,34.87,7,15,63,0
7,0.03,304.56,34.87,12,-3,57,0
7,0.02,-128.54,34.79,16,-17,58,0
7,0.03,-136.21,34.79,10,-34,62,0
7,0.03,87.15,34.79,4,-25,54,0
7,0.03,127.32,34.79,-3,-17,39,0
7,0.03,264.73,34.75,-12,-20,54,0
7,0.03,207.9,34.75,-37,11,45,0
7,0.03,-98.88,34.75,-100,127,-27,0
7,0.02,-302.73,34.75,-8,23,-39,0
7,0.03,-156.87,34.87,-24,42,-61,0
7,0.03,270.23,34.87,35,23,-56,0
7,0.03,-72.82,34.87,-11,61,-24,0
7,0.03,94.35,34.87,-9,61,-8,0
7,0.02,44.93,34.89,-21,52,-11,0
7,0.03,-188.13,34.89,-26,57,-23,0
7,0.02,-161.11,34.89,-5,49,-11,0
7,0.03,-118.1,34.89,-14,66,-18,0
7,0.03,10.29,34.43,-6,52,-13,0
7,0.03,94.06,34.43,-12,78,-21,0
7,0.03,200.43,34.43,-7,50,-20,0
7,0.03,232.53,34.43,-10,55,-26,0
7,0.03,-192.73,34,-3,73,-8,0
7,0.03,37.61,34,-14,65,-10,0
7,0.02,143.26,34,-10,64,-25,0
7,0.03,-196.56,34,-2,59,-24,0
7,0.03,-434.24,33.55,-23,56,-9,0
7,0.03,198.39,33.55,-28,58,7,0
7,0.03,217.88,33.55,-4,64,1,0
7,0.03,71.62,33.55,0,57,-1,0
7,0.03,-176.6,33.29,18,62,-4,0
7,0.03,-60.91,33.29,16,66,-6,0
7,0.03,-9.74,33.29,13,58,-5,0
7,0.03,-8.37,33.29,21,61,-4,0
7,0.04,-17.84,33.25,15,61,-7,0
7,0.04,-132.61,33.25,7,60,-9,0
7,0.04,54.3,33.25,-6,65,-8,0
7,0.03,65.71,33.25,-21,59,-7,0
7,0.04,41.11,33.31,-35,56,-1,0
7,0.03,9.34,33.31,-59,33,4,0
7,0.03,-10.25,33.31,-67,23,6,0
7,0.03,38.82,33.31,-37,28,18,0
7,0.03,-18.26,33.23,-73,6,0,0
7,0.02,-29.55,33.23,-61,-7,-20,0
7,0.02,53.9,33.23,-58,-6,-7,0
7,0.02,259.18,33.23,-61,9,-5,0
7,0.02,440.65,33.31,-70,7,-3,0
7,0.02,-433.28,33.31,-64,13,-3,0
7,0.03,-101.8,33.31,-60,13,-8,0
7,0.03,-186.02,33.31,-65,16,-12,0
7,0.03,-330.2,33.13,-69,11,-9,0
7,0.04,146.45,33.13,-70,0,-10,0
7,0.03,4,33.13,-56,-9,-6,0
7,0.03,-44.93,33.13,-63,-17,-1,0
7,0.03,161.62,33.16,-59,-15,-12,0
7,0.02,140.07,33.16,-67,-5,-13,0
7,0.02,-221.13,33.16,-64,-1,-19,0
7,0.02,-482.22,33.16,-57,10,-21,0
7,0.02,-1419.31,33.07,-67,3,-10,0
7,0.02,779.78,33.07,-61,-2,-27,0
7,0.02,122.76,33.07,-66,-2,-18,0
7,0.02,-49.15,33.07,-61,6,-18,0
7,0.02,220.52,33.47,-68,8,-11,0
7,0.02,153.51,33.47,-72,13,-9,0
7,0.02,285.15,33.47,-60,5,5,0
7,0.02,-334.15,33.47,-66,-8,10,0
7,0.02,-105.46,33.49,-72,5,-5,0
7,0.02,663.15,33.49,-66,18,-8,0
7,0.02,1147.89,33.49,-64,7,-1,0
7,0.02,-1302.29,33.49,-78,13,-5,0
7,0.02,-555.27,33.55,-64,4,11,0
7,0.03,131.43,33.55,-66,1,12,0
7,0.02,219.79,33.55,-57,-7,9,0
7,0.02,227.27,33.55,-58,-2,14,0
7,0.02,-375.17,33.55,-76,0,1,0
7,0.02,-36.13,33.55,-56,3,0,0
7,0.02,414.7,33.55,-67,1,6,0
7,0.02,-112.77,33.55,-63,-5,-5,0
7,0.02,37.58,33.59,-69,-1,-3,0
7,0.02,3.7,33.59,-70,9,-10,0
7,0.03,-161.27,33.59,-48,3,-19,0
7,0.02,-135.94,33.59,-64,-5,-9,0
7,0.02,132.59,33.59,-80,-19,-20,0
7,0.02,-89.61,33.59,-57,-16,-20,0
7,0,-0.03,31.43,11,-57,29,0
7,0,5.06,31.43,11,-57,29,0
7,0.03,17.91,31.43,11,-57,29,0
7,0.02,79.34,31.43,11,-57,29,0
7,0.02,228.25,31.43,11,-57,29,0
7,0.02,-486.43,31.43,11,-57,29,0
7,0.02,-4.82,31.43,11,-57,29,0
7,0.03,160.32,31.43,11,-57,29,0
7,0.03,63.39,31.43,11,-57,29,0
7,0.03,14.23,31.43,11,-57,29,0
7,0.03,-67.11,31.43,11,-57,29,0
7,0.03,41.59,31.43,10,-57,29,0
7,0.03,13.13,31.43,11,-57,29,0
7,0.03,-4.32,31.43,11,-57,29,0
7,0.03,-4.33,31.43,11,-57,29,0
7,0.03,1.37,31.43,11,-57,29,0
7,0.03,-11.43,31.45,11,-57,29,0
7,0.03,-47.15,31.45,11,-57,28,0
7,0.03,39.86,31.45,11,-57,29,0
7,0.03,12.65,31.45,11,-57,29,0
7,0.03,11.14,31.43,11,-57,28,0
7,0.03,-3.73,31.43,11,-57,29,0
7,0.03,-10.63,31.43,11,-57,29,0
7,0.03,-3.77,31.43,11,-57,29,0
7,0.02,0.73,31.43,11,-57,29,0
7,0.03,-1.68,31.43,11,-57,29,0
7,0.03,1.9,31.43,11,-57,29,0
7,0.02,-5.58,31.43,12,-57,29,0
7,0.02,18.18,31.43,13,-56,31,0
7,0.03,-0.28,31.43,12,-54,33,0
7,0.03,-1.3,31.43,13,-54,35,0
7,0.02,-31.95,31.43,7,-50,38,0
7,0.02,-150.86,31.43,11,-53,36,0
7,0.03,319.1,31.43,-1,-56,38,0
7,0.02,142.33,31.43,-15,-38,-79,0
7,0.02,-98.99,31.43,-9,-58,9,0
7,0.02,-434.64,31.41,-28,-79,28,0
7,0.03,200.44,31.41,19,-41,66,0
7,0.02,69.44,31.41,22,36,5,0
7,0.02,58.61,31.41,6,12,18,0
7,0.03,-16.14,31.95,22,36,52,0
7,0.03,21.08,31.95,24,42,38,0
7,0.03,-95.33,31.95,41,36,60,0
7,0.02,-87.65,31.95,29,11,45,0
7,0.02,-12.96,33.5,43,3,55,0
7,0.03,188.36,33.5,34,-25,52,0
7,0.03,-3.73,33.5,25,-26,55,0
7,0.03,-4.78,33.5,28,-28,52,0
7,0.03,102.56,33.5,30,-19,51,0
7,0.02,74.67,33.5,52,-19,47,0
7,0.02,-89,33.5,60,3,19,0
7,0.02,-153.36,33.5,63,28,21,0
7,0.03,0.61,33.68,32,42,23,0
7,0.02,202.45,33.68,17,40,-5,0
7,0.02,164.64,33.68,57,23,24,0
7,0.02,-67.91,33.68,66,-18,16,0
7,0.03,-408.01,33.91,72,-21,10,0
7,0.02,76.8,33.91,62,26,15,0
7,0.02,452.78,33.91,24,51,8,0
7,0.02,-119.81,33.91,19,46,9,0
7,0.02,-132.72,34.05,51,55,1,0
7,0.02,116.13,34.05,58,26,-12,0
7,0.02,22.93,34.05,57,17,0,0
7,0.03,657.5,34.05,61,22,-3,0
7,0.02,349.58,34.5,60,12,54,0
7,0.02,109.95,34.5,62,8,18,0
7,0.02,-325.34,34.5,61,-11,37,0
7,0.02,-401.44,34.5,70,-45,48,0
7,0.02,-33.13,34.29,75,7,3,0
7,0.02,-152.07,34.29,37,47,11,0
7,0.02,33.22,34.29,20,66,3,0
7,0.02,225.9,34.29,16,53,28,0
7,0.02,418.16,34.83,1,38,34,0
7,0.02,98.51,34.83,14,51,2,0
7,0.02,-262.22,34.83,53,37,20,0
7,0.02,-544.29,34.83,65,-10,65,0
7,0.02,-177.14,34.81,60,-13,32,0
7,0.02,190.41,34.81,65,15,37,0
7,0.02,251.66,34.81,30,16,36,0
7,0.02,-293.75,34.81,12,38,25,0
7,0.02,78.63,34.34,19,67,-4,0
7,0.02,114.24,34.34,54,27,32,0
7,0.03,-102.96,34.34,57,20,57,0
7,0.02,357.06,34.34,26,16,47,0
7,0.02,220.66,34.71,40,9,44,0
7,0.02,-208.79,34.71,52,0,52,0
7,0.02,-417.73,34.71,86,-33,47,0
7,0.02,214.91,34.71,82,29,36,0
7,0.02,131.26,34.68,26,46,32,0
7,0.02,-69.36,34.68,15,30,41,0
7,0.02,230.78,34.68,4,50,23,0
7,0.02,-326.87,34.68,-1,56,3,0
7,0.02,381.24,34.77,8,63,0,0
7,0.02,-111.63,34.77,25,51,-3,0
7,0.02,110.68,34.77,50,41,5,0
7,0.02,-39.68,34.77,61,4,30,0
7,0.02,105.88,34.89,71,10,20,0
7,0.02,180.6,34.89,71,2,23,0
7,0.02,-346.49,34.89,78,-9,11,0
7,0.02,-1184.98,34.89,66,36,-11,0
7,0.02,546.14,34.53,68,12,2,0
7,0.02,433.42,34.53,49,31,11,0
7,0.02,245.75,34.53,51,27,14,0
7,0.02,407.65,34.53,52,33,18,0
7,0.02,-298.6,34.99,45,35,17,0
7,0.02,-108,34.99,48,24,25,0
7,0.02,-138.39,34.99,56,16,34,0
7,0.02,199.37,34.99,54,24,32,0
7,0.02,-45.36,35.13,41,22,31,0
7,0.02,-21.36,35.13,45,24,35,0
7,0.02,-13.55,35.13,44,34,31,0
7,0.02,300.54,35.13,77,18,32,0
7,0.02,-58.17,35.34,47,32,12,0
7,0.03,-181.44,35.34,54,24,6,0
7,0.03,-141.07,35.34,68,1,10,0
7,0.02,113.17,35.34,66,-44,13,0
7,0.02,174.12,35.45,93,-3,-9,0
7,0.02,-57.76,35.45,45,31,-5,0
7,0,-0.03,33.21,23,-46,19,0
7,0,5.06,33.21,12,-77,-1,0
7,0.03,17.91,33.21,5,-58,-2,0
7,0.02,79.34,33.21,13,-48,7,0
7,0.03,228.25,33.21,17,-69,-8,0
7,0.03,-486.5,33.21,6,-65,1,0
7,0.02,-5.91,33.21,24,-62,8,0
7,0.02,156.35,33.21,34,-58,10,0
7,0.02,48.1,33.5,49,-49,9,0
7,0.02,10.23,33.5,18,-59,-1,0
7,0.03,22.1,33.5,5,-70,-11,0
7,0.03,2.39,33.5,8,-72,-11,0
7,0.02,-8.93,33.75,13,-62,-18,0
7,0.02,24.09,33.75,20,-64,-8,0
7,0.03,127.51,33.75,-2,-65,5,0
7,0.02,178.33,33.75,6,-55,-5,0
7,0.02,38.29,33.93,44,-58,-17,0
7,0.02,-208.77,33.93,14,-65,-41,0
7,0.03,5.15,33.93,6,-44,-34,0
7,0.02,78.37,33.93,-9,-1,-50,0
7,0.03,-323.98,33.93,15,-21,-52,0
7,0.02,-902.32,33.93,24,-35,-56,0
7,0.03,862.28,33.93,18,-49,-37,0
7,0.03,721.23,33.93,28,-65,-38,0
7,0.02,-277.17,33.61,32,-54,-32,0
7,0.03,-52.77,33.61,29,-59,-31,0
7,0.02,185.37,33.61,31,-51,-21,0
7,0.03,208.87,33.61,46,-47,-9,0
7,0.02,-89.14,33.47,43,-57,8,0
7,0.03,-20.81,33.47,22,-51,11,0
7,0.02,-71.75,33.47,20,-80,-5,0
7,0.03,268.59,33.47,14,-66,0,0
7,0.02,-369.23,33.5,5,-59,0,0
7,0.02,-19.02,33.5,10,-62,-9,0
7,0.02,-7.74,33.5,-3,-60,-4,0
7,0.02,-8.53,33.5,15,-69,-2,0
7,0.02,-43.06,33.59,9,-59,-7,0
7,0.02,-4.02,33.59,5,-59,5,0
7,0.03,14.95,33.59,7,-75,-10,0
7,0.02,-17.34,33.59,15,-75,-7,0
7,0.03,-7.44,33.68,1,-57,-10,0
7,0.02,0.78,33.68,13,-92,10,0
7,0.03,24.05,33.68,32,-66,18,0
7,0.03,38.01,33.68,12,-51,42,0
7,0.02,18.75,33.77,-3,-25,61,0
7,0.03,1.2,33.77,-14,-28,72,0
