subjet,eda,bvp,temp,x,y,z,emotion
10,0.5,22.49,36.31,38,3,52,1
10,0.5,-9.56,36.31,38,3,52,1
10,0.5,-35.67,36.31,38,3,52,1
10,0.5,30.91,36.31,38,3,52,1
10,0.5,17.46,36.31,38,3,52,1
10,0.5,-15.95,36.31,38,3,52,1
10,0.5,-35.05,36.31,38,3,52,1
10,0.5,32,36.31,38,3,52,1
10,0.5,10.97,36.31,38,3,52,1
10,0.5,-19.83,36.31,38,3,52,1
10,0.5,-36.13,36.31,38,3,52,1
10,0.5,31.05,36.31,38,3,52,1
10,0.5,12.26,36.31,38,3,52,1
10,0.5,-18.17,36.31,38,3,52,1
10,0.5,-8.87,36.31,38,3,52,1
10,0.5,31.57,36.31,38,3,52,1
10,0.5,6.43,36.31,38,3,52,1
10,0.5,-31.96,36.31,38,3,52,1
10,0.5,-0.6,36.31,38,3,52,1
10,0.5,32.42,36.29,38,3,52,1
10,0.5,2.65,36.29,38,3,52,1
10,0.5,-33.64,36.29,38,3,52,1
10,0.5,-5.32,36.29,38,3,52,1
10,0.5,24.21,36.29,38,3,52,1
10,0.5,-1.53,36.29,38,3,52,1
10,0.5,-29.27,36.29,38,3,52,1
10,0.5,14.41,36.29,38,3,52,1
10,0.5,29.59,36.27,38,3,52,1
10,0.5,-2.08,36.27,38,3,52,1
10,0.5,-40.21,36.27,38,3,52,1
10,0.5,24.24,36.27,38,3,52,1
10,0.49,19.57,36.27,38,3,52,1
10,0.5,-10.29,36.27,38,3,52,1
10,0.49,-43.1,36.27,38,3,52,1
10,0.49,25.97,36.27,38,3,52,1
10,0.49,14.91,36.27,38,3,52,1
10,0.49,-20.61,36.27,38,3,52,1
10,0.49,-25.46,36.27,38,3,52,1
10,0.49,42.75,36.27,38,3,52,1
10,0.49,6.32,36.25,38,3,52,1
10,0.49,-32.41,36.25,38,3,52,1
10,0.5,-0.57,36.25,38,3,52,1
10,0.49,33.62,36.25,38,3,52,1
10,0.49,-3.87,36.25,38,3,52,1
10,0.49,-40.64,36.25,38,3,52,1
10,0.49,23,36.25,38,3,52,1
10,0.49,19.45,36.25,38,3,52,1
10,0.49,-15.02,36.25,38,3,52,1
10,0.49,-24.54,36.25,38,3,52,1
10,0.49,31.04,36.25,38,3,52,1
10,0.49,2.3,36.25,39,2,54,1
10,0.49,-36.61,36.23,56,4,38,1
10,0.49,36.11,36.23,45,1,43,1
10,0.49,34.86,36.23,51,-3,41,1
10,0.49,34.74,36.23,51,-7,38,1
10,0.49,-4.28,36.25,49,-9,35,1
10,0.49,-27.63,36.25,56,-12,33,1
10,0.49,-32.72,36.25,53,-15,34,1
10,0.49,-84.31,36.25,53,-17,33,1
10,0.5,3.65,36.21,54,-17,32,1
10,0.5,30.92,36.21,55,-15,32,1
10,0.5,-27.32,36.21,58,-12,33,1
10,0.49,-18.11,36.21,53,-11,35,1
10,0.49,15.88,36.21,53,1,35,1
10,0.49,9.23,36.21,55,-2,39,1
10,0.49,-25.55,36.21,50,-4,40,1
10,0.49,19.37,36.21,54,-1,39,1
10,0.49,0.44,36.18,52,-1,39,1
10,0.49,33.09,36.18,54,0,37,1
10,0.49,-22.87,36.18,53,1,37,1
10,0.49,12.76,36.18,53,1,37,1
10,0.49,31.16,36.21,53,1,37,1
10,0.49,-27.75,36.21,54,1,37,1
10,0.49,18.81,36.21,54,1,37,1
10,0.49,14.93,36.21,54,1,36,1
10,0.49,-9.11,36.18,54,1,37,1
10,0.5,-16.75,36.18,54,1,36,1
10,0,-0.03,36.16,44,-4,50,0
10,0.83,5.06,36.16,40,-3,49,0
10,1.18,17.91,36.16,47,-9,45,0
10,1.61,79.34,36.16,49,-13,41,0
10,2.09,228.25,36.16,47,-10,43,0
10,2.58,-486.5,36.16,42,-8,48,0
10,3.1,-5.9,36.16,49,-1,46,0
10,3.6,156.15,36.16,53,-3,44,0
10,4.09,46.78,36.16,52,-3,41,0
10,4.57,4.05,36.16,50,-3,40,0
10,4.59,0.15,36.16,51,-8,46,0
10,4.61,-0.01,36.16,47,-11,44,0
10,4.58,-1.4,36.13,48,-10,44,0
10,4.56,-5.51,36.13,47,-9,43,0
10,4.56,12.61,36.13,44,-4,45,0
10,4.57,-1.11,36.13,40,2,41,0
10,4.59,-18.5,36.15,49,1,43,0
10,4.72,-57.8,36.15,51,3,42,0
10,4.77,-92.8,36.15,50,4,41,0
10,4.79,2.67,36.15,50,3,41,0
10,4.81,124.15,36.15,50,3,41,0
10,4.82,93.02,36.15,50,3,41,0
10,4.84,6.92,36.15,50,3,41,0
10,4.84,-34.72,36.15,50,2,42,0
10,4.85,-5.79,36.15,50,1,42,0
10,4.86,17.78,36.15,47,-2,45,0
10,4.86,-5.63,36.15,46,-4,46,0
10,4.86,-22.29,36.15,46,-4,46,0
10,4.88,21.5,36.11,43,-4,47,0
10,4.86,-9.58,36.11,46,-1,47,0
10,4.87,-49.86,36.11,41,-2,48,0
10,4.89,-5.38,36.11,44,2,48,0
10,4.91,2.94,36.09,44,1,47,0
10,4.93,-29.9,36.09,44,2,48,0
10,4.99,33.33,36.09,44,2,48,0
10,5.01,51.87,36.09,44,2,47,0
10,5.03,7.48,36.09,45,2,46,0
10,5.03,-5.84,36.09,45,3,46,0
10,5.03,13.39,36.09,46,3,46,0
10,5.03,14.25,36.09,46,3,45,0
10,5.03,-0.58,36.07,46,3,45,0
10,5.03,11.94,36.07,46,3,45,0
10,5.05,-8.22,36.07,46,2,46,0
10,5.05,-18.1,36.07,46,2,46,0
10,5.06,15.85,36.05,46,2,45,0
10,5.07,16.55,36.05,47,2,45,0
10,5.08,-12.24,36.05,46,3,46,0
10,5.09,-21.93,36.05,46,1,45,0
10,5.1,4.12,36.05,43,-1,47,0
10,5.1,-7.97,36.05,41,-3,50,0
10,5.11,-5.67,36.05,40,-4,50,0
10,5.11,22.85,36.05,40,-5,50,0
10,5.12,18.49,36,41,-4,50,0
10,5.12,-19.89,36,41,-4,50,0
10,5.13,-2.09,36,41,-2,49,0
10,5.13,0.44,36,42,-2,49,0
10,5.14,-15.69,36,44,0,48,0
10,5.14,-25.94,36,44,1,48,0
10,5.15,9.92,36,44,1,48,0
10,5.18,4.7,36,46,3,46,0
10,5.18,-10.78,36,46,3,45,0
10,5.18,17.6,36,47,4,44,0
10,5.2,40.83,36,47,4,44,0
10,5.21,50.52,36,47,4,44,0
10,5.21,-68.74,35.99,47,4,44,0
10,5.22,-6.61,35.99,47,3,44,0
10,5.23,-3.31,35.99,47,2,44,0
10,5.23,-23.63,35.99,47,1,44,0
10,5.24,13.79,35.99,47,-1,44,0
10,5.25,-2.2,35.99,47,-1,44,0
10,5.26,-7.21,35.99,47,0,44,0
10,5.26,-7.59,35.99,47,0,44,0
10,5.26,12.59,35.97,47,0,44,0
10,5.27,7.32,35.97,47,0,44,0
10,5.27,-14.71,35.97,47,0,44,0
10,5.28,16.19,35.97,47,0,44,0
10,5.28,-7.68,35.95,47,0,44,0
10,5.29,-30.64,35.95,47,0,44,0
10,5.29,16.68,35.95,48,1,44,0
10,5.29,5.21,35.95,48,2,43,0
10,5.29,-17.24,35.95,52,2,43,0
10,5.3,-3,35.95,48,7,43,0
10,5.31,-7.79,35.95,46,12,40,0
10,5.32,-13.22,35.95,42,12,50,0
10,5.32,-27.06,35.93,47,22,12,0
10,5.2,19.4,35.93,73,-6,-3,0
10,4.92,37.67,35.93,58,-18,28,0
10,4.99,64.18,35.93,16,-46,44,0
10,5.02,83.24,35.93,3,-49,41,0
10,5.1,-240.23,35.93,-8,-53,44,0
10,5.16,36.23,35.93,-16,-46,40,0
10,5.18,206.19,35.93,-5,-46,52,0
10,5.14,-397.62,35.93,29,-46,48,0
10,5.17,63.02,35.93,17,6,28,0
10,5.16,23.53,35.93,41,-75,73,0
10,5.24,18.66,35.93,31,-51,40,0
10,5.43,22.98,35.91,40,-57,42,0
10,5.45,277.51,35.91,47,27,-1,0
10,5.43,-111.83,35.91,68,0,39,0
10,5.37,5.36,35.91,30,8,17,0
10,5.38,40.04,35.91,80,-50,19,0
10,5.38,50.11,35.91,68,-24,-3,0
10,5.4,66.47,35.91,56,-39,18,0
10,5.47,-110.44,35.91,62,-31,17,0
10,5.67,83.84,35.91,39,20,23,0
10,5.67,-2.12,35.91,35,5,54,0
10,5.53,-104.4,35.91,47,-6,54,0
10,5.37,96.2,35.91,22,8,14,0
10,5.38,86.93,35.87,98,-46,-18,0
10,5.44,34.93,35.87,61,-27,4,0
10,5.51,-21.13,35.87,76,-31,6,0
10,5.57,-63.36,35.87,46,13,3,0
10,5.57,116.21,35.91,37,19,46,0
10,5.36,-107.72,35.91,51,17,39,0
10,5.11,38.22,35.91,51,17,32,0
10,5,47.34,35.91,48,3,28,0
10,5.44,216.81,35.91,70,10,-13,0
10,5.55,-53.07,35.91,60,3,-1,0
10,0,-0.03,34.31,33,52,-7,0
10,0.82,5.06,34.31,34,53,-17,0
10,1,17.91,34.31,29,48,-21,0
10,0.84,79.34,34.31,40,46,-18,0
10,0.89,228.25,34.31,37,50,-29,0
10,0.78,-486.5,34.31,41,40,-3,0
10,0.69,-5.9,34.31,34,40,18,0
10,0.53,156.15,34.31,29,37,26,0
10,0.46,46.78,34.29,-30,39,19,0
10,0.45,4.05,34.29,39,37,59,0
10,0.54,0.2,34.29,41,51,14,0
10,0.58,0.96,34.29,36,49,24,0
10,0.59,4.23,34.27,39,44,20,0
10,0.57,16.08,34.27,28,51,19,0
10,0.57,8.18,34.27,17,65,20,0
10,0.58,-14.49,34.27,13,55,13,0
10,0.59,25.75,34.25,21,51,21,0
10,0.58,111.32,34.25,22,61,27,0
10,0.58,141.46,34.25,24,56,23,0
10,0.57,-53.87,34.25,25,52,23,0
10,0.57,-339.09,34.27,32,53,17,0
10,0.57,-67.98,34.27,28,59,13,0
10,0.57,16.47,34.27,38,47,7,0
10,0.57,30.25,34.27,34,51,2,0
10,0.57,17.07,34.23,39,57,-8,0
10,0.56,-23.06,34.23,44,60,10,0
10,0.65,-17.47,34.23,40,53,-2,0
10,1.14,19.04,34.23,41,47,-14,0
10,1.61,-3.89,34.21,44,43,-22,0
10,1.71,-145.32,34.21,50,34,-23,0
10,1.59,312.23,34.21,50,34,-27,0
10,1.51,185.35,34.21,47,32,-32,0
10,1.47,-25.02,34.15,49,29,-28,0
10,1.41,-165.24,34.15,50,30,-29,0
10,1.37,151.53,34.15,50,31,-34,0
10,1.34,35.39,34.15,49,28,-31,0
10,1.3,-246.27,34,50,28,-30,0
10,1.27,-240.04,34,50,25,-28,0
10,1.24,31.62,34,52,24,-31,0
10,1.22,212.52,34,52,24,-30,0
10,1.19,554.17,33.91,54,24,-31,0
10,1.17,101.83,33.91,52,22,-31,0
10,1.15,-58.29,33.91,52,24,-32,0
10,1.14,-73.27,33.91,55,20,-25,0
10,1.12,152.61,33.83,56,23,-32,0
10,1.1,175.25,33.83,53,23,-31,0
10,1.09,-412.01,33.83,53,20,-28,0
10,1.08,-89.29,33.83,53,20,-30,0
10,1.07,284.72,33.77,53,21,-32,0
10,1.05,192.11,33.77,48,23,-30,0
10,1.05,-259.11,33.77,52,26,-29,0
10,1.04,-35.37,33.77,52,27,-29,0
10,1.03,146.5,33.71,55,25,-26,0
10,1.03,102.3,33.71,54,28,-25,0
10,1.02,38.67,33.71,52,28,-28,0
10,1.03,34.93,33.71,52,26,-27,0
10,1.02,137.87,33.66,53,26,-27,0
10,1.02,-459.54,33.66,54,24,-27,0
10,1.01,-67.71,33.66,53,28,-26,0
10,1.01,-74.04,33.66,53,26,-25,0
10,1,198.59,33.68,58,23,-27,0
10,1,212.72,33.68,52,29,-26,0
10,1,-25.75,33.68,55,26,-25,0
10,0.99,-87.05,33.68,55,26,-24,0
10,0.99,55.01,33.65,55,22,-31,0
10,0.98,145.43,33.65,50,28,-27,0
10,0.98,-147.23,33.65,52,26,-27,0
10,0.98,-76.97,33.65,53,28,-29,0
10,0.97,149.56,33.61,51,25,-30,0
10,0.98,-140.67,33.61,55,25,-29,0
10,0.98,-181.29,33.61,57,27,-28,0
10,0.97,-97.64,33.61,50,24,-21,0
10,0.96,79.6,33.61,54,31,-25,0
10,0.95,269.8,33.61,54,27,-26,0
10,0.95,69.98,33.61,60,30,-18,0
10,0.94,44.97,33.61,48,34,-14,0
10,0.96,-78.22,33.57,43,34,-21,0
10,0.87,171.6,33.57,47,45,-24,0
10,0.83,11.95,33.57,45,50,-12,0
10,0.8,-195.69,33.57,36,50,-8,0
10,0.78,-85.85,33.63,37,53,-7,0
10,0.76,-34.3,33.63,40,47,-3,0
10,0.75,-67.52,33.63,34,55,-9,0
10,0.73,-155.95,33.63,38,49,-5,0
10,0.73,-47.29,33.77,41,48,-7,0
10,0.72,15.68,33.77,44,50,-10,0
10,0.72,160.14,33.77,46,46,-11,0
10,0.71,347.82,33.77,45,48,-12,0
10,0.7,47.95,33.87,43,48,-9,0
10,0.7,-40.37,33.87,46,59,-5,0
10,0.7,-34.38,33.87,35,58,3,0
10,0.69,-41.42,33.87,29,46,8,0
10,0.69,-14.51,33.87,32,57,21,0
10,0.67,-16.6,33.87,34,39,20,0
10,0.66,-4.2,33.87,25,49,20,0
10,0.65,59.88,33.87,27,57,17,0
10,0.65,8.92,33.95,31,54,14,0
10,0.65,-24.33,33.95,31,53,19,0
10,0.64,3.25,33.95,26,56,16,0
10,0.64,-46.19,33.95,29,56,15,0
10,0.64,-3.92,34.03,32,58,14,0
10,0.63,9.82,34.03,26,56,13,0
10,0.63,-1.53,34.03,32,51,18,0
10,0.63,-6.3,34.03,30,45,28,0
10,0.63,-12.63,34,19,53,19,0
10,0.62,-2.55,34,25,54,18,0
10,0.62,2.03,34,22,58,19,0
10,0.62,5.68,34,20,59,22,0
10,0.61,10.93,34,18,57,22,0
10,0.61,-18.87,34,15,58,23,0
10,0.61,-16.14,34,15,64,24,0
10,0.61,2.93,34,11,54,25,0
10,0.61,8.25,34,27,49,25,0
10,0.61,2.27,34,36,43,25,0
10,0.62,-6.36,34,27,55,14,0
10,0.62,-1.48,34,17,45,33,0
10,0.6,7.06,33.97,26,43,39,0
10,0.59,5.46,33.97,23,49,37,0
10,0,-0.03,33.65,66,-14,38,0
10,0.2,5.06,33.65,39,-9,42,0
10,0.2,17.91,33.65,66,-29,58,0
10,0.22,79.34,33.65,41,-37,5,0
10,0.21,228.25,33.65,32,-62,27,0
10,0.18,-486.5,33.65,26,-74,13,0
10,0.17,-5.9,33.65,48,-34,18,0
10,0.16,156.15,33.65,74,-38,22,0
10,0.21,46.78,33.63,46,-41,-1,0
10,0.17,4.05,33.63,47,-44,3,0
10,0.14,0.13,33.63,44,-47,14,0
10,0.14,0.73,33.63,40,-47,17,0
10,0.14,3.1,33.63,45,-53,11,0
10,0.14,12.73,33.63,40,-48,1,0
10,0.14,19.66,33.63,44,-43,-5,0
10,0.17,-16.73,33.63,43,-42,-7,0
10,0.21,13.33,33.61,43,-54,2,0
10,0.23,65.7,33.61,36,-51,-13,0
10,0.21,48.24,33.61,41,-47,-15,0
10,0.17,-299.31,33.61,39,-47,-19,0
10,0.18,-19.88,33.61,40,-49,-16,0
10,0.18,-19.82,33.61,44,-47,-19,0
10,0.24,103.2,33.61,35,-47,-16,0
10,0.22,3.55,33.61,37,-50,-17,0
10,0.24,70.07,33.59,33,-53,-17,0
10,0.23,-68.48,33.59,35,-52,-18,0
10,0.22,-87.18,33.59,33,-51,-18,0
10,0.2,64.21,33.59,32,-49,-19,0
10,0.21,-55.17,33.59,34,-52,-20,0
10,0.21,18.32,33.59,34,-51,-23,0
10,0.21,67.05,33.59,34,-49,-22,0
10,0.22,22.11,33.59,31,-51,-23,0
10,0.22,10.96,33.55,31,-51,-23,0
10,0.22,2.16,33.55,32,-51,-23,0
10,0.22,3.75,33.55,30,-51,-22,0
10,0.23,1.13,33.55,29,-51,-22,0
10,0.23,-18.86,33.57,34,-54,-24,0
10,0.23,7.32,33.57,35,-51,-21,0
10,0.23,4.42,33.57,44,-44,-17,0
10,0.24,6.01,33.57,43,-43,-19,0
10,0.24,11.91,33.57,25,-48,-26,0
10,0.31,42.45,33.57,21,-43,-31,0
10,0.32,60.98,33.57,23,-52,-40,0
10,0.32,-19.99,33.57,20,-55,-40,0
10,0.31,-69.73,33.55,6,-57,-26,0
10,0.3,-143.36,33.55,16,-49,-26,0
10,0.31,40.77,33.55,10,-55,-31,0
10,0.31,-78.31,33.55,11,-62,-19,0
10,0.31,223.35,33.55,18,-61,-11,0
10,0.3,237.05,33.55,28,-60,-7,0
10,0.31,-182.38,33.55,32,-52,-14,0
10,0.29,-269.04,33.55,30,-53,-10,0
10,0.29,19.1,33.55,28,-56,-9,0
10,0.29,127.19,33.55,26,-58,-9,0
10,0.29,-3.64,33.55,25,-58,-9,0
10,0.3,-94.88,33.55,28,-60,-10,0
10,0.3,-13.08,33.53,29,-62,-8,0
10,0.3,13.93,33.53,36,-58,-10,0
10,0.3,-3.41,33.53,42,-51,-13,0
10,0.3,12.73,33.53,46,-38,-10,0
10,0.29,11.16,33.55,53,-30,-13,0
10,0.29,21.86,33.55,57,-31,-11,0
10,0.28,12.62,33.55,60,-29,-6,0
10,0.28,-10.68,33.55,59,-17,-13,0
10,0.28,15.66,33.5,61,-6,-8,0
10,0.28,-0.64,33.5,63,-16,-11,0
10,0.26,-23.49,33.5,60,-16,-13,0
10,0.25,-66.99,33.5,64,-21,-6,0
10,0.25,55.96,33.5,58,-7,-11,0
10,0.24,40.98,33.5,58,-19,-14,0
10,0.24,-21.32,33.5,60,-13,-17,0
10,0.25,-32.69,33.5,63,-18,-7,0
10,0.25,31.2,33.49,61,-4,-14,0
10,0.25,-11.11,33.49,59,-15,-14,0
10,0.25,17.91,33.49,61,-17,-23,0
10,0.24,-41.12,33.49,63,-17,-7,0
10,0.24,9.8,33.5,61,-3,-13,0
10,0.23,1.93,33.5,67,-12,-13,0
10,0.23,-9.32,33.5,68,-16,-21,0
10,0.23,-19.17,33.5,57,-10,-4,0
10,0.23,-6.71,33.5,69,-2,-7,0
10,0.22,22.02,33.5,50,-9,-2,0
10,0.23,19.18,33.5,73,-13,-14,0
10,0.22,-29.75,33.5,49,0,-4,0
10,0.22,6.7,33.49,82,-4,-28,0
10,0.22,16.39,33.49,55,-7,-9,0
10,0.22,-26.46,33.49,82,-7,-13,0
10,0.21,-28.5,33.49,58,2,-9,0
10,0.21,15.95,33.49,74,-1,-13,0
10,0.21,36.76,33.49,64,-2,-10,0
10,0.21,-40.8,33.49,68,-9,0,0
10,0.21,-19.78,33.49,58,-3,-6,0
10,0.2,25.06,33.49,61,6,-11,0
10,0.19,23.15,33.49,69,4,-11,0
10,0.28,33.57,33.49,63,6,-1,0
10,0.3,-13.37,33.49,69,9,-9,0
10,0.29,101.32,33.49,64,18,-13,0
10,0.27,227.76,33.49,59,24,-12,0
10,0.22,-121.36,33.49,57,26,-11,0
10,0.21,-80.4,33.49,54,32,-11,0
10,0.19,69.77,33.39,45,38,-17,0
10,0.17,-80.83,33.39,54,38,-13,0
10,0.03,-66.65,33.39,60,27,-13,0
10,0.03,62.25,33.39,61,25,-6,0
10,0.03,14.32,33.33,61,21,-2,0
10,0.03,-40.79,33.33,60,20,0,0
10,0.03,-18.59,33.33,61,17,1,0
10,0.03,44.74,33.33,67,13,2,0
10,0.03,25.2,33.29,67,1,6,0
10,0.14,92.9,33.29,68,-11,3,0
10,0.12,0.61,33.29,66,-16,6,0
10,0.11,-25.22,33.29,65,-19,6,0
10,0.1,-26.07,33.23,63,-19,6,0
10,0.1,37.41,33.23,62,-19,5,0
10,0.11,-0.5,33.23,63,-21,4,0
10,0.12,0.2,33.23,62,-22,4,0
10,0.12,-12.14,33.29,62,-22,4,0
10,0.12,-11.21,33.29,62,-22,3,0
10,0,-0.03,31.49,48,29,7,0
10,0.13,5.06,31.49,61,22,-5,0
10,0.19,17.91,31.49,57,20,1,0
10,0.18,79.34,31.49,72,25,-14,0
10,0.18,228.25,31.49,65,14,5,0
10,0.18,-486.5,31.49,52,12,5,0
10,0.17,-5.9,31.49,72,9,15,0
10,0.16,156.15,31.49,67,4,16,0
10,0.16,46.78,31.49,64,8,1,0
10,0.16,4.05,31.49,61,2,4,0
10,0.14,0.21,31.49,68,3,3,0
10,0.16,0.93,31.49,49,7,6,0
10,0.17,4.22,31.45,61,-13,-14,0
10,0.15,15.81,31.45,87,-41,-75,0
10,0.19,7.65,31.45,67,-3,-28,0
10,0.18,-13.61,31.45,49,14,-27,0
10,0.18,20.89,31.45,69,17,-27,0
10,0.18,103.16,31.45,60,22,-8,0
10,0.18,108.45,31.45,44,27,10,0
10,0.18,-276.41,31.45,46,28,33,0
10,0.18,-291.93,31.45,39,30,42,0
10,0.17,219.38,31.45,26,26,51,0
10,0.17,77,31.45,14,17,56,0
10,0.18,-212.14,31.45,29,23,41,0
10,0.19,438.83,31.41,63,30,11,0
10,0.17,-202.72,31.41,56,25,13,0
10,0.18,-118.94,31.41,53,23,24,0
10,0.18,268.23,31.41,50,31,22,0
10,0.19,-103.86,31.41,43,29,40,0
10,0.19,-248.96,31.41,31,32,42,0
10,0.19,-38.94,31.41,35,30,43,0
10,0.19,-145.36,31.41,32,33,32,0
10,0.19,29.58,31.43,43,16,46,0
10,0.2,-43.68,31.43,43,9,47,0
10,0.19,149.43,31.43,44,22,42,0
10,0.19,12.96,31.43,37,25,41,0
10,0.19,-517.32,31.45,39,28,47,0
10,0.19,253.18,31.45,34,30,45,0
10,0.18,355.56,31.45,29,35,43,0
10,0.18,160.28,31.45,30,33,44,0
10,0.18,-3.36,31.43,30,35,44,0
10,0.18,-142.45,31.43,30,35,44,0
10,0.18,-82.2,31.43,33,35,43,0
10,0.18,-23.18,31.43,33,36,43,0
10,0.18,-7.26,31.45,31,35,43,0
10,0.18,6.3,31.45,31,34,44,0
10,0.18,11.21,31.45,30,32,45,0
10,0.18,-11.01,31.45,32,35,45,0
10,0.18,-33.85,31.45,24,36,43,0
10,0.18,16.71,31.45,19,36,43,0
10,0.17,7.7,31.45,22,39,46,0
10,0.17,15.75,31.45,22,38,46,0
10,0.17,95.6,31.45,21,35,46,0
10,0.16,-11.88,31.45,31,37,43,0
10,0.16,-55.87,31.45,41,31,40,0
10,0.16,-13.13,31.45,41,29,40,0
10,0.17,2.7,31.43,44,30,38,0
10,0.17,-12.86,31.43,46,28,37,0
10,0.17,-9.56,31.43,42,38,28,0
10,0.16,35.56,31.43,52,47,20,0
10,0.16,40.31,31.43,30,42,27,0
10,0.16,-3.38,31.43,38,41,40,0
10,0.16,40.85,31.43,35,40,31,0
10,0.16,50.25,31.43,31,47,33,0
10,0.16,-83.81,31.41,48,40,18,0
10,0.16,-64.05,31.41,40,40,19,0
10,0.16,42.58,31.41,45,45,22,0
10,0.16,-3.26,31.41,47,36,16,0
10,0.16,-28.17,31.43,55,42,20,0
10,0.16,5.73,31.43,50,33,12,0
10,0.16,-16.32,31.43,52,36,13,0
10,0.16,23.04,31.43,53,36,17,0
10,0.15,10.05,31.43,43,36,15,0
10,0.15,-12.48,31.43,51,49,15,0
10,0.15,-43.13,31.43,53,35,14,0
10,0.15,-32.83,31.43,53,36,13,0
10,0.15,69.82,31.43,51,35,16,0
10,0.15,31.04,31.43,51,35,18,0
10,0.15,-48.66,31.43,51,33,14,0
10,0.15,13.79,31.43,53,38,10,0
10,0.15,16.4,31.41,49,38,10,0
10,0.15,-13.7,31.41,51,38,11,0
10,0.16,38.87,31.41,51,40,11,0
10,0.15,21.58,31.41,50,39,11,0
10,0.15,-46.66,31.41,49,40,14,0
10,0.15,-1.15,31.41,49,41,14,0
10,0.15,32.88,31.41,53,50,16,0
10,0.15,-2.59,31.41,26,46,23,0
10,0.15,-25.88,31.41,22,50,28,0
10,0.15,25.32,31.41,20,51,31,0
10,0.15,-22.68,31.41,20,51,30,0
10,0.15,-65.27,31.41,18,44,31,0
10,0.14,55.57,31.41,32,51,24,0
10,0.14,62.33,31.41,46,45,17,0
10,0.14,-11.48,31.41,45,44,16,0
10,0.14,25.41,31.41,45,43,12,0
10,0.14,26.19,31.39,46,45,10,0
10,0.14,-68.17,31.39,46,44,8,0
10,0.14,13.45,31.39,47,44,9,0
10,0.14,20.72,31.39,44,45,10,0
10,0.14,-33.81,31.37,42,46,11,0
10,0.14,-1.14,31.37,44,46,11,0
10,0.14,-11.52,31.37,44,46,11,0
10,0.13,-20.41,31.37,42,45,12,0
10,0.14,23.08,31.39,44,45,11,0
10,0.13,38.11,31.39,45,46,11,0
10,0.13,-5.35,31.39,43,45,11,0
10,0.13,-3.45,31.39,45,45,11,0
10,0.13,18.75,31.39,45,45,11,0
10,0.13,-0.39,31.39,45,45,11,0
10,0.13,-26.23,31.39,45,45,10,0
10,0.13,23.04,31.39,45,45,10,0
10,0.13,2.26,31.37,46,46,7,0
10,0.13,-37.72,31.37,47,44,8,0
10,0.13,22.23,31.37,46,45,9,0
10,0.13,7.77,31.37,47,45,8,0
10,0.13,-39.2,31.35,44,44,8,0
10,0.13,12.71,31.35,48,45,10,0
10,0,-0.03,32.11,-3,-12,63,0
10,0.83,5.06,32.11,-2,-12,63,0
10,1.18,17.91,32.11,-3,-11,64,0
10,1.48,79.34,32.11,-4,-11,64,0
10,1.45,228.25,32.11,-5,-9,66,0
10,1.43,-486.5,32.11,-7,-12,63,0
10,1.41,-5.9,32.11,-7,-11,62,0
10,1.4,156.15,32.11,20,-13,57,0
10,1.41,46.78,32.07,26,3,64,0
10,1.47,4.05,32.07,29,-3,64,0
10,1.41,0.14,32.07,34,-18,60,0
10,1.42,0.76,32.07,51,-20,50,0
10,1.4,3.28,32.07,37,-37,31,0
10,1.41,13.12,32.07,61,-11,7,0
10,1.44,18.16,32.07,70,-11,9,0
10,1.3,-20.17,32.07,63,-3,-19,0
10,1.29,14.08,32.09,59,-1,-26,0
10,1.28,79.53,32.09,84,5,-9,0
10,1.27,73.11,32.09,55,-2,22,0
10,1.25,-86.34,32.09,3,-33,48,0
10,1.34,-427.83,32.09,-21,-35,63,0
10,1.43,257.47,32.09,-6,-32,54,0
10,1.48,-330.87,32.09,-9,-31,56,0
10,1.49,-42.69,32.09,-6,-31,59,0
10,1.5,438.91,32.09,3,-28,59,0
10,1.51,414.01,32.09,23,-55,58,0
10,1.47,-193.28,32.09,19,10,12,0
10,1.43,-220.28,32.09,33,-77,-18,0
10,1.35,-162.92,32.11,8,-57,-17,0
10,1.46,28.8,32.11,37,-72,15,0
10,1.49,222.6,32.11,27,-38,-32,0
10,1.53,67.74,32.11,29,-19,-34,0
10,1.71,-217.04,32.11,9,-55,-42,0
10,1.79,234.67,32.11,17,-45,-37,0
10,1.73,108.97,32.11,23,-48,-38,0
10,1.7,-27.58,32.11,28,-48,-37,0
10,1.66,-245.07,32.18,26,-47,-33,0
10,1.65,-316.06,32.18,32,-49,-30,0
10,1.63,55,32.18,30,-52,-25,0
10,1.61,336.86,32.18,28,-53,-21,0
10,1.59,253.71,32.15,31,-54,-15,0
10,1.57,55.14,32.15,28,-51,-7,0
10,1.57,65.88,32.15,39,-52,4,0
10,1.56,102.59,32.15,44,-59,6,0
10,1.54,-202.92,32.15,32,-49,13,0
10,1.53,-218.41,32.15,22,-61,24,0
10,1.52,-153.04,32.15,21,-63,-1,0
10,1.53,-70,32.15,33,-56,3,0
10,1.52,208.88,32.15,2,-69,-26,0
10,1.53,130.77,32.15,29,-42,-24,0
10,1.59,141.23,32.15,-15,-15,-33,0
10,1.71,-321.21,32.15,12,-42,-50,0
10,1.75,-265.07,32.15,20,-40,-50,0
10,1.73,235.42,32.15,26,-37,-42,0
10,1.71,126.46,32.15,26,-39,-47,0
10,1.71,250.22,32.15,27,-38,-42,0
10,1.69,-116.63,32.23,23,-43,-34,0
