Entity,Code,Year,Leading cancer types causing death in females
Bulgaria,BGR,2012,Breast
Bulgaria,BGR,2013,Breast
Bulgaria,BGR,2014,Breast
Bulgaria,BGR,2015,Breast
Bulgaria,BGR,2016,Breast
Bulgaria,BGR,2017,Breast
Bulgaria,BGR,2018,Breast
Bulgaria,BGR,2019,Breast
Bulgaria,BGR,2020,Breast
Bulgaria,BGR,2021,Breast
Canada,CAN,1950,Other malignant neoplasms
Canada,CAN,1951,Other malignant neoplasms
Canada,CAN,1952,Other malignant neoplasms
Canada,CAN,1953,Other malignant neoplasms
Canada,CAN,1954,Other malignant neoplasms
Canada,CAN,1955,Other malignant neoplasms
Canada,CAN,1956,Other malignant neoplasms
Canada,CAN,1957,Other malignant neoplasms
Canada,CAN,1958,Other malignant neoplasms
Canada,CAN,1959,Other malignant neoplasms
Canada,CAN,1960,Other malignant neoplasms
Canada,CAN,1961,Other malignant neoplasms
Canada,CAN,1962,Other malignant neoplasms
Canada,CAN,1963,Other malignant neoplasms
Canada,CAN,1964,Other malignant neoplasms
Canada,CAN,1965,Other malignant neoplasms
Canada,CAN,1966,Other malignant neoplasms
Canada,CAN,1967,Other malignant neoplasms
Canada,CAN,1968,Other malignant neoplasms
Canada,CAN,1969,Other malignant neoplasms
Canada,CAN,1970,Other malignant neoplasms
Canada,CAN,1971,Other malignant neoplasms
Canada,CAN,1972,Other malignant neoplasms
Canada,CAN,1973,Other malignant neoplasms
Canada,CAN,1974,Other malignant neoplasms
Canada,CAN,1975,Other malignant neoplasms
Canada,CAN,1976,Other malignant neoplasms
Canada,CAN,1977,Other malignant neoplasms
Canada,CAN,1978,Other malignant neoplasms
Canada,CAN,1979,Breast
Canada,CAN,1980,Breast
Canada,CAN,1981,Breast
Canada,CAN,1982,Breast
Canada,CAN,1983,Breast
Canada,CAN,1984,Breast
Canada,CAN,1985,Breast
Canada,CAN,1986,Breast
Canada,CAN,1987,Breast
Canada,CAN,1988,Breast
Canada,CAN,1989,Breast
Canada,CAN,1990,Breast
Canada,CAN,1991,Breast
Canada,CAN,1992,Breast
Canada,CAN,1993,Trachea and bronchus and lung
Canada,CAN,1994,Trachea and bronchus and lung
Canada,CAN,1995,Trachea and bronchus and lung
Canada,CAN,1996,Trachea and bronchus and lung
Canada,CAN,1997,Trachea and bronchus and lung
Canada,CAN,1998,Trachea and bronchus and lung
Canada,CAN,1999,Trachea and bronchus and lung
Canada,CAN,2000,Trachea and bronchus and lung
Canada,CAN,2001,Trachea and bronchus and lung
Canada,CAN,2002,Trachea and bronchus and lung
Canada,CAN,2003,Trachea and bronchus and lung
Canada,CAN,2004,Trachea and bronchus and lung
Canada,CAN,2005,Trachea and bronchus and lung
Canada,CAN,2006,Trachea and bronchus and lung
Canada,CAN,2007,Trachea and bronchus and lung
Canada,CAN,2008,Trachea and bronchus and lung
Canada,CAN,2009,Trachea and bronchus and lung
Canada,CAN,2010,Trachea and bronchus and lung
Canada,CAN,2011,Trachea and bronchus and lung
Canada,CAN,2012,Trachea and bronchus and lung
Canada,CAN,2013,Trachea and bronchus and lung
Canada,CAN,2014,Trachea and bronchus and lung
Canada,CAN,2015,Trachea and bronchus and lung
Canada,CAN,2016,Trachea and bronchus and lung
Canada,CAN,2017,Trachea and bronchus and lung
Canada,CAN,2018,Trachea and bronchus and lung
Canada,CAN,2019,Trachea and bronchus and lung
Canada,CAN,2020,Trachea and bronchus and lung
Canada,CAN,2021,Trachea and bronchus and lung
Canada,CAN,2022,Trachea and bronchus and lung
Cape Verde,CPV,1980,Stomach
Cape Verde,CPV,2011,Breast
Chile,CHL,1955,Stomach
Chile,CHL,1956,Stomach
Chile,CHL,1957,Stomach
Chile,CHL,1958,Stomach
Chile,CHL,1959,Other malignant neoplasms
Chile,CHL,1960,Stomach
Chile,CHL,1961,Stomach
Chile,CHL,1962,Other malignant neoplasms
Chile,CHL,1963,Other malignant neoplasms
Chile,CHL,1964,Other malignant neoplasms
Chile,CHL,1965,Other malignant neoplasms
Chile,CHL,1966,Other malignant neoplasms
Chile,CHL,1967,Other malignant neoplasms
Chile,CHL,1968,Other malignant neoplasms
Chile,CHL,1969,Other malignant neoplasms
Chile,CHL,1970,Other malignant neoplasms
Chile,CHL,1971,Other malignant neoplasms
Chile,CHL,1972,Other malignant neoplasms
Chile,CHL,1973,Other malignant neoplasms
Chile,CHL,1974,Other malignant neoplasms
Chile,CHL,1975,Other malignant neoplasms
Chile,CHL,1976,Other malignant neoplasms
Chile,CHL,1977,Other malignant neoplasms
Chile,CHL,1978,Other malignant neoplasms
Chile,CHL,1979,Other malignant neoplasms
Chile,CHL,1980,Stomach
Chile,CHL,1981,Stomach
Chile,CHL,1982,Stomach
Chile,CHL,1983,Stomach
Chile,CHL,1984,Stomach
Chile,CHL,1985,Stomach
Chile,CHL,1986,Stomach
Chile,CHL,1987,Stomach
Chile,CHL,1988,Stomach
Chile,CHL,1989,Stomach
Chile,CHL,1990,Stomach
Chile,CHL,1991,Stomach
Chile,CHL,1992,Stomach
Chile,CHL,1993,Stomach
Chile,CHL,1994,Stomach
Chile,CHL,1995,Breast
Chile,CHL,1996,Breast
Chile,CHL,1997,Gallbladder and biliary tract
Chile,CHL,1998,Gallbladder and biliary tract
Chile,CHL,1999,Gallbladder and biliary tract
Chile,CHL,2000,Gallbladder and biliary tract
Chile,CHL,2001,Gallbladder and biliary tract
Chile,CHL,2002,Gallbladder and biliary tract
Chile,CHL,2003,Gallbladder and biliary tract
Chile,CHL,2004,Gallbladder and biliary tract
Chile,CHL,2005,Gallbladder and biliary tract
Chile,CHL,2006,Gallbladder and biliary tract
Chile,CHL,2007,Gallbladder and biliary tract
Chile,CHL,2008,Gallbladder and biliary tract
Chile,CHL,2009,Breast
Chile,CHL,2010,Breast
Chile,CHL,2011,Breast
Chile,CHL,2012,Breast
Chile,CHL,2013,Breast
Chile,CHL,2014,Breast
Chile,CHL,2015,Breast
Chile,CHL,2016,Breast
Chile,CHL,2017,Breast
Chile,CHL,2018,Breast
Chile,CHL,2019,Breast
Chile,CHL,2020,Breast
Chile,CHL,2021,Breast
Colombia,COL,1953,Other malignant neoplasms
Colombia,COL,1954,Other malignant neoplasms
Colombia,COL,1955,Other malignant neoplasms
Colombia,COL,1956,Other malignant neoplasms
Colombia,COL,1957,Other malignant neoplasms
Colombia,COL,1958,Other malignant neoplasms
Colombia,COL,1959,Other malignant neoplasms
Colombia,COL,1960,Other malignant neoplasms
Colombia,COL,1961,Other malignant neoplasms
Colombia,COL,1962,Other malignant neoplasms
Colombia,COL,1963,Other malignant neoplasms
Colombia,COL,1964,Other malignant neoplasms
Colombia,COL,1965,Other malignant neoplasms
Colombia,COL,1966,Other malignant neoplasms
Colombia,COL,1967,Other malignant neoplasms
Colombia,COL,1968,Other malignant neoplasms
Colombia,COL,1969,Other malignant neoplasms
Colombia,COL,1972,Other malignant neoplasms
Colombia,COL,1974,Other malignant neoplasms
Colombia,COL,1975,Other malignant neoplasms
Colombia,COL,1976,Other malignant neoplasms
Colombia,COL,1977,Other malignant neoplasms
Colombia,COL,1984,Stomach
Colombia,COL,1985,Stomach
Colombia,COL,1986,Stomach
Colombia,COL,1987,Stomach
Colombia,COL,1988,Stomach
Colombia,COL,1989,Stomach
Colombia,COL,1990,Stomach
Colombia,COL,1991,Stomach
Colombia,COL,1992,Stomach
Colombia,COL,1993,Stomach
Colombia,COL,1994,Stomach
Colombia,COL,1995,Stomach
Colombia,COL,1996,Stomach
Colombia,COL,1997,Stomach
Colombia,COL,1998,Stomach
Colombia,COL,1999,Stomach
Colombia,COL,2000,Stomach
Colombia,COL,2001,Stomach
Colombia,COL,2002,Stomach
Colombia,COL,2003,Breast
Colombia,COL,2004,Breast
Colombia,COL,2005,Stomach
Colombia,COL,2006,Breast
Colombia,COL,2007,Breast
Colombia,COL,2008,Breast
Colombia,COL,2009,Breast
Colombia,COL,2010,Breast
Colombia,COL,2011,Breast
Colombia,COL,2012,Breast
Colombia,COL,2013,Breast
Colombia,COL,2014,Breast
Colombia,COL,2015,Breast
Colombia,COL,2016,Breast
Colombia,COL,2017,Breast
Colombia,COL,2018,Breast
Colombia,COL,2019,Breast
Colombia,COL,2020,Breast
Colombia,COL,2021,Breast
Costa Rica,CRI,1961,Other malignant neoplasms
Costa Rica,CRI,1962,Other malignant neoplasms
Costa Rica,CRI,1963,Other malignant neoplasms
Costa Rica,CRI,1964,Other malignant neoplasms
Costa Rica,CRI,1965,Other malignant neoplasms
Costa Rica,CRI,1966,Other malignant neoplasms
Costa Rica,CRI,1967,Other malignant neoplasms
Costa Rica,CRI,1968,Other malignant neoplasms
Costa Rica,CRI,1969,Other malignant neoplasms
Costa Rica,CRI,1970,Other malignant neoplasms
Costa Rica,CRI,1971,Other malignant neoplasms
Costa Rica,CRI,1972,Stomach
Costa Rica,CRI,1973,Other malignant neoplasms
Costa Rica,CRI,1974,Other malignant neoplasms
Costa Rica,CRI,1975,Other malignant neoplasms
Costa Rica,CRI,1976,Other malignant neoplasms
Costa Rica,CRI,1977,Other malignant neoplasms
Costa Rica,CRI,1978,Other malignant neoplasms
Costa Rica,CRI,1979,Other malignant neoplasms
Costa Rica,CRI,1980,Stomach
Costa Rica,CRI,1981,Stomach
Costa Rica,CRI,1982,Stomach
Costa Rica,CRI,1983,Stomach
Costa Rica,CRI,1984,Stomach
Costa Rica,CRI,1985,Stomach
Costa Rica,CRI,1986,Stomach
Costa Rica,CRI,1987,Stomach
Costa Rica,CRI,1988,Stomach
Costa Rica,CRI,1989,Stomach
Costa Rica,CRI,1990,Stomach
Costa Rica,CRI,1991,Stomach
Costa Rica,CRI,1992,Stomach
Costa Rica,CRI,1993,Stomach
Costa Rica,CRI,1994,Stomach
Costa Rica,CRI,1995,Stomach
Costa Rica,CRI,1996,Stomach
Costa Rica,CRI,1997,Stomach
Costa Rica,CRI,1998,Stomach
Costa Rica,CRI,1999,Stomach
Costa Rica,CRI,2000,Stomach
Costa Rica,CRI,2001,Stomach
Costa Rica,CRI,2002,Breast
Costa Rica,CRI,2003,Breast
Costa Rica,CRI,2004,Stomach
Costa Rica,CRI,2005,Breast
Costa Rica,CRI,2006,Breast
Costa Rica,CRI,2007,Breast
Costa Rica,CRI,2008,Breast
Costa Rica,CRI,2009,Breast
Costa Rica,CRI,2010,Breast
Costa Rica,CRI,2011,Breast
Costa Rica,CRI,2012,Breast
Costa Rica,CRI,2013,Breast
Costa Rica,CRI,2014,Breast
Costa Rica,CRI,2015,Breast
Costa Rica,CRI,2016,Breast
Costa Rica,CRI,2017,Breast
Costa Rica,CRI,2018,Breast
Costa Rica,CRI,2019,Breast
Costa Rica,CRI,2020,Breast
Croatia,HRV,1985,Breast
Croatia,HRV,1986,Breast
Croatia,HRV,1987,Breast
Croatia,HRV,1988,Breast
Croatia,HRV,1989,Other malignant neoplasms
Croatia,HRV,1990,Other malignant neoplasms
Croatia,HRV,1991,Breast
Croatia,HRV,1992,Breast
Croatia,HRV,1993,Breast
Croatia,HRV,1994,Breast
Croatia,HRV,1995,Breast
Croatia,HRV,1996,Breast
Croatia,HRV,1997,Breast
Croatia,HRV,1998,Breast
Croatia,HRV,1999,Breast
Croatia,HRV,2000,Breast
Croatia,HRV,2001,Breast
Croatia,HRV,2002,Breast
Croatia,HRV,2003,Breast
Croatia,HRV,2004,Breast
Croatia,HRV,2005,Breast
Croatia,HRV,2006,Breast
Croatia,HRV,2007,Breast
Croatia,HRV,2008,Breast
Croatia,HRV,2009,Breast
Croatia,HRV,2010,Breast
Croatia,HRV,2011,Breast
Croatia,HRV,2012,Breast
Croatia,HRV,2013,Breast
Croatia,HRV,2014,Breast
Croatia,HRV,2015,Breast
Croatia,HRV,2016,Breast
Croatia,HRV,2017,Breast
Croatia,HRV,2018,Trachea and bronchus and lung
Croatia,HRV,2019,Trachea and bronchus and lung
Croatia,HRV,2020,Trachea and bronchus and lung
Croatia,HRV,2021,Trachea and bronchus and lung
Cuba,CUB,1964,Other malignant neoplasms
Cuba,CUB,1968,Other malignant neoplasms
Cuba,CUB,1969,Other malignant neoplasms
Cuba,CUB,1970,Other malignant neoplasms
Cuba,CUB,1971,Other malignant neoplasms
Cuba,CUB,1972,Other malignant neoplasms
Cuba,CUB,1973,Other malignant neoplasms
Cuba,CUB,1974,Other malignant neoplasms
Cuba,CUB,1975,Other malignant neoplasms
Cuba,CUB,1976,Other malignant neoplasms
Cuba,CUB,1977,Other malignant neoplasms
Cuba,CUB,1978,Other malignant neoplasms
Cuba,CUB,1979,Breast
Cuba,CUB,1980,Breast
Cuba,CUB,1981,Breast
Cuba,CUB,1982,Breast
Cuba,CUB,1983,Trachea and bronchus and lung
Cuba,CUB,1984,Breast
Cuba,CUB,1985,Breast
Cuba,CUB,1986,Breast
Cuba,CUB,1987,Breast
Cuba,CUB,1988,Breast
Cuba,CUB,1989,Trachea and bronchus and lung
Cuba,CUB,1990,Breast
Cuba,CUB,1991,Breast
Cuba,CUB,1992,Breast
Cuba,CUB,1993,Breast
Cuba,CUB,1994,Breast
Cuba,CUB,1995,Breast
Cuba,CUB,1996,Breast
Cuba,CUB,1997,Breast
Cuba,CUB,1998,Trachea and bronchus and lung
Cuba,CUB,1999,Breast
Cuba,CUB,2000,Trachea and bronchus and lung
Cuba,CUB,2001,Trachea and bronchus and lung
Cuba,CUB,2002,Trachea and bronchus and lung
Cuba,CUB,2003,Trachea and bronchus and lung
Cuba,CUB,2004,Trachea and bronchus and lung
Cuba,CUB,2005,Trachea and bronchus and lung
Cuba,CUB,2006,Trachea and bronchus and lung
Cuba,CUB,2007,Trachea and bronchus and lung
Cuba,CUB,2008,Trachea and bronchus and lung
Cuba,CUB,2009,Trachea and bronchus and lung
Cuba,CUB,2010,Trachea and bronchus and lung
Cuba,CUB,2011,Trachea and bronchus and lung
Cuba,CUB,2012,Trachea and bronchus and lung
Cuba,CUB,2013,Trachea and bronchus and lung
Cuba,CUB,2014,Trachea and bronchus and lung
Cuba,CUB,2015,Trachea and bronchus and lung
Cuba,CUB,2016,Trachea and bronchus and lung
Cuba,CUB,2017,Trachea and bronchus and lung
Cuba,CUB,2018,Trachea and bronchus and lung
Cuba,CUB,2019,Trachea and bronchus and lung
Cuba,CUB,2020,Trachea and bronchus and lung
Cuba,CUB,2021,Trachea and bronchus and lung
Cyprus,CYP,1999,Breast
Cyprus,CYP,2000,Other malignant neoplasms
Cyprus,CYP,2004,Breast
Cyprus,CYP,2005,Breast
Cyprus,CYP,2006,Breast
Cyprus,CYP,2007,Breast
Cyprus,CYP,2008,Breast
Cyprus,CYP,2009,Breast
Cyprus,CYP,2010,Breast
Cyprus,CYP,2011,Breast
Cyprus,CYP,2012,Breast
Cyprus,CYP,2013,Breast
Cyprus,CYP,2014,Breast
Cyprus,CYP,2015,Breast
Cyprus,CYP,2016,Breast
Cyprus,CYP,2017,Breast
Cyprus,CYP,2018,Breast
Cyprus,CYP,2019,Breast
Cyprus,CYP,2020,Breast
Cyprus,CYP,2021,Breast
Czechia,CZE,1986,Other malignant neoplasms
Czechia,CZE,1987,Other malignant neoplasms
Czechia,CZE,1988,Other malignant neoplasms
Czechia,CZE,1989,Other malignant neoplasms
Czechia,CZE,1990,Other malignant neoplasms
Czechia,CZE,1991,Other malignant neoplasms
Czechia,CZE,1992,Other malignant neoplasms
Czechia,CZE,1993,Other malignant neoplasms
Czechia,CZE,1994,Breast
Czechia,CZE,1995,Breast
Czechia,CZE,1996,Breast
Czechia,CZE,1997,Breast
Czechia,CZE,1998,Breast
Czechia,CZE,1999,Breast
Czechia,CZE,2000,Breast
Czechia,CZE,2001,Breast
Czechia,CZE,2002,Breast
Czechia,CZE,2003,Breast
Czechia,CZE,2004,Breast
Czechia,CZE,2005,Breast
Czechia,CZE,2006,Breast
Czechia,CZE,2007,Breast
Czechia,CZE,2008,Breast
Czechia,CZE,2009,Breast
Czechia,CZE,2010,Breast
Czechia,CZE,2011,Breast
Czechia,CZE,2012,Trachea and bronchus and lung
Czechia,CZE,2013,Breast
Czechia,CZE,2014,Trachea and bronchus and lung
Czechia,CZE,2015,Trachea and bronchus and lung
Czechia,CZE,2016,Breast
Czechia,CZE,2017,Trachea and bronchus and lung
Czechia,CZE,2018,Trachea and bronchus and lung
Czechia,CZE,2019,Trachea and bronchus and lung
Czechia,CZE,2020,Trachea and bronchus and lung
Czechia,CZE,2021,Breast
Denmark,DNK,1951,Other malignant neoplasms
Denmark,DNK,1952,Other malignant neoplasms
Denmark,DNK,1953,Other malignant neoplasms
Denmark,DNK,1954,Other malignant neoplasms
Denmark,DNK,1955,Other malignant neoplasms
Denmark,DNK,1956,Other malignant neoplasms
Denmark,DNK,1957,Other malignant neoplasms
Denmark,DNK,1958,Other malignant neoplasms
Denmark,DNK,1959,Other malignant neoplasms
Denmark,DNK,1960,Other malignant neoplasms
Denmark,DNK,1961,Other malignant neoplasms
Denmark,DNK,1962,Other malignant neoplasms
Denmark,DNK,1963,Other malignant neoplasms
Denmark,DNK,1964,Other malignant neoplasms
Denmark,DNK,1965,Other malignant neoplasms
Denmark,DNK,1966,Other malignant neoplasms
Denmark,DNK,1967,Other malignant neoplasms
Denmark,DNK,1968,Other malignant neoplasms
Denmark,DNK,1969,Other malignant neoplasms
Denmark,DNK,1970,Other malignant neoplasms
Denmark,DNK,1971,Other malignant neoplasms
Denmark,DNK,1972,Other malignant neoplasms
Denmark,DNK,1973,Other malignant neoplasms
Denmark,DNK,1974,Other malignant neoplasms
Denmark,DNK,1975,Other malignant neoplasms
Denmark,DNK,1976,Other malignant neoplasms
Denmark,DNK,1977,Other malignant neoplasms
Denmark,DNK,1978,Other malignant neoplasms
Denmark,DNK,1979,Other malignant neoplasms
Denmark,DNK,1980,Other malignant neoplasms
Denmark,DNK,1981,Other malignant neoplasms
Denmark,DNK,1982,Other malignant neoplasms
Denmark,DNK,1983,Other malignant neoplasms
Denmark,DNK,1984,Other malignant neoplasms
Denmark,DNK,1985,Other malignant neoplasms
Denmark,DNK,1986,Other malignant neoplasms
Denmark,DNK,1987,Other malignant neoplasms
Denmark,DNK,1988,Other malignant neoplasms
Denmark,DNK,1989,Other malignant neoplasms
Denmark,DNK,1990,Other malignant neoplasms
Denmark,DNK,1991,Other malignant neoplasms
Denmark,DNK,1992,Other malignant neoplasms
Denmark,DNK,1993,Other malignant neoplasms
Denmark,DNK,1994,Trachea and bronchus and lung
Denmark,DNK,1995,Breast
Denmark,DNK,1996,Breast
Denmark,DNK,1997,Trachea and bronchus and lung
Denmark,DNK,1998,Trachea and bronchus and lung
Denmark,DNK,1999,Trachea and bronchus and lung
Denmark,DNK,2000,Trachea and bronchus and lung
Denmark,DNK,2001,Trachea and bronchus and lung
Denmark,DNK,2002,Trachea and bronchus and lung
Denmark,DNK,2003,Trachea and bronchus and lung
Denmark,DNK,2004,Trachea and bronchus and lung
Denmark,DNK,2005,Trachea and bronchus and lung
Denmark,DNK,2006,Trachea and bronchus and lung
Denmark,DNK,2007,Trachea and bronchus and lung
Denmark,DNK,2008,Trachea and bronchus and lung
Denmark,DNK,2009,Trachea and bronchus and lung
Denmark,DNK,2010,Trachea and bronchus and lung
Denmark,DNK,2011,Trachea and bronchus and lung
Denmark,DNK,2012,Trachea and bronchus and lung
Denmark,DNK,2013,Trachea and bronchus and lung
Denmark,DNK,2014,Trachea and bronchus and lung
Denmark,DNK,2015,Trachea and bronchus and lung
Denmark,DNK,2016,Trachea and bronchus and lung
Denmark,DNK,2017,Trachea and bronchus and lung
Denmark,DNK,2018,Trachea and bronchus and lung
Denmark,DNK,2019,Trachea and bronchus and lung
Denmark,DNK,2020,Trachea and bronchus and lung
Denmark,DNK,2021,Trachea and bronchus and lung
Dominican Republic,DOM,1965,Other malignant neoplasms
Dominican Republic,DOM,1966,Other malignant neoplasms
Dominican Republic,DOM,1967,Other malignant neoplasms
Dominican Republic,DOM,1968,Other malignant neoplasms
Dominican Republic,DOM,1969,Other malignant neoplasms
Dominican Republic,DOM,1970,Other malignant neoplasms
Dominican Republic,DOM,1971,Other malignant neoplasms
Dominican Republic,DOM,1972,Other malignant neoplasms
Dominican Republic,DOM,1973,Other malignant neoplasms
Dominican Republic,DOM,1974,Other malignant neoplasms
Dominican Republic,DOM,1975,Other malignant neoplasms
Dominican Republic,DOM,1976,Other malignant neoplasms
Dominican Republic,DOM,1977,Other malignant neoplasms
Dominican Republic,DOM,1978,Other malignant neoplasms
Dominican Republic,DOM,1979,Other malignant neoplasms
Dominican Republic,DOM,1980,Other malignant neoplasms
Dominican Republic,DOM,1981,Other malignant neoplasms
Dominican Republic,DOM,1982,Other malignant neoplasms
Dominican Republic,DOM,1983,Corpus uteri
Dominican Republic,DOM,1984,Other malignant neoplasms
Dominican Republic,DOM,1985,Corpus uteri
Dominican Republic,DOM,1986,Other malignant neoplasms
Dominican Republic,DOM,1987,Corpus uteri
Dominican Republic,DOM,1988,Corpus uteri
Dominican Republic,DOM,1989,Other malignant neoplasms
Dominican Republic,DOM,1990,Breast
Dominican Republic,DOM,1991,Other malignant neoplasms
Dominican Republic,DOM,1992,Other malignant neoplasms
Dominican Republic,DOM,1994,Breast
Dominican Republic,DOM,1995,Other malignant neoplasms
Dominican Republic,DOM,1996,Ill-defined malignant neoplasms
Dominican Republic,DOM,1997,Trachea and bronchus and lung
Dominican Republic,DOM,1998,Breast
Dominican Republic,DOM,1999,Breast
Dominican Republic,DOM,2000,Breast
Dominican Republic,DOM,2001,Breast
Dominican Republic,DOM,2002,Breast
Dominican Republic,DOM,2003,Breast
Dominican Republic,DOM,2004,Breast
Dominican Republic,DOM,2005,Breast
Dominican Republic,DOM,2006,Breast
Dominican Republic,DOM,2007,Breast
Dominican Republic,DOM,2008,Breast
Dominican Republic,DOM,2009,Breast
Dominican Republic,DOM,2010,Breast
Dominican Republic,DOM,2011,Breast
Dominican Republic,DOM,2012,Breast
Dominican Republic,DOM,2013,Breast
Dominican Republic,DOM,2014,Breast
Dominican Republic,DOM,2015,Breast
Dominican Republic,DOM,2016,Breast
Dominican Republic,DOM,2017,Breast
Dominican Republic,DOM,2018,Breast
Ecuador,ECU,1966,Other malignant neoplasms
Ecuador,ECU,1967,Other malignant neoplasms
Ecuador,ECU,1968,Other malignant neoplasms
Ecuador,ECU,1969,Other malignant neoplasms
Ecuador,ECU,1970,Other malignant neoplasms
Ecuador,ECU,1971,Other malignant neoplasms
Ecuador,ECU,1972,Other malignant neoplasms
Ecuador,ECU,1973,Other malignant neoplasms
Ecuador,ECU,1974,Other malignant neoplasms
Ecuador,ECU,1975,Other malignant neoplasms
Ecuador,ECU,1977,Other malignant neoplasms
Ecuador,ECU,1978,Other malignant neoplasms
Ecuador,ECU,1979,Stomach
Ecuador,ECU,1980,Stomach
Ecuador,ECU,1981,Stomach
Ecuador,ECU,1982,Stomach
Ecuador,ECU,1983,Stomach
Ecuador,ECU,1984,Stomach
Ecuador,ECU,1985,Stomach
Ecuador,ECU,1986,Stomach
Ecuador,ECU,1987,Stomach
Ecuador,ECU,1988,Stomach
Ecuador,ECU,1989,Stomach
Ecuador,ECU,1990,Stomach
Ecuador,ECU,1991,Stomach
Ecuador,ECU,1992,Stomach
Ecuador,ECU,1993,Stomach
Ecuador,ECU,1994,Stomach
Ecuador,ECU,1995,Stomach
Ecuador,ECU,1996,Stomach
Ecuador,ECU,1997,Stomach
Ecuador,ECU,1998,Stomach
Ecuador,ECU,1999,Stomach
Ecuador,ECU,2000,Stomach
Ecuador,ECU,2001,Stomach
Ecuador,ECU,2002,Stomach
Ecuador,ECU,2003,Stomach
Ecuador,ECU,2004,Stomach
Ecuador,ECU,2005,Stomach
Ecuador,ECU,2006,Stomach
Ecuador,ECU,2007,Stomach
Ecuador,ECU,2008,Stomach
Ecuador,ECU,2009,Stomach
Ecuador,ECU,2010,Stomach
Ecuador,ECU,2011,Stomach
Ecuador,ECU,2012,Stomach
Ecuador,ECU,2013,Stomach
Ecuador,ECU,2014,Stomach
Ecuador,ECU,2015,Stomach
Ecuador,ECU,2016,Breast
Ecuador,ECU,2017,Breast
Ecuador,ECU,2018,Stomach
Ecuador,ECU,2019,Breast
Ecuador,ECU,2020,Breast
Ecuador,ECU,2021,Breast
Egypt,EGY,1965,Other malignant neoplasms
Egypt,EGY,1966,Other malignant neoplasms
Egypt,EGY,1967,Other malignant neoplasms
Egypt,EGY,1970,Other malignant neoplasms
Egypt,EGY,1971,Other malignant neoplasms
Egypt,EGY,1972,Other malignant neoplasms
Egypt,EGY,1973,Other malignant neoplasms
Egypt,EGY,1974,Other malignant neoplasms
Egypt,EGY,1975,Other malignant neoplasms
Egypt,EGY,1976,Other malignant neoplasms
Egypt,EGY,1977,Other malignant neoplasms
Egypt,EGY,1978,Other malignant neoplasms
Egypt,EGY,1979,Other malignant neoplasms
Egypt,EGY,1980,Breast
Egypt,EGY,1987,Other malignant neoplasms
Egypt,EGY,1991,Breast
Egypt,EGY,1992,Other malignant neoplasms
Egypt,EGY,2000,Breast
Egypt,EGY,2001,Breast
Egypt,EGY,2002,Breast
Egypt,EGY,2003,Breast
Egypt,EGY,2004,Breast
Egypt,EGY,2005,Breast
Egypt,EGY,2006,Breast
Egypt,EGY,2007,Breast
Egypt,EGY,2008,Breast
Egypt,EGY,2009,Breast
Egypt,EGY,2010,Breast
Egypt,EGY,2011,Breast
Egypt,EGY,2012,Breast
Egypt,EGY,2013,Breast
Egypt,EGY,2014,Breast
Egypt,EGY,2015,Breast
Egypt,EGY,2016,Breast
Egypt,EGY,2017,Liver
Egypt,EGY,2018,Breast
Egypt,EGY,2019,Liver
El Salvador,SLV,1990,Other malignant neoplasms
El Salvador,SLV,1991,Other malignant neoplasms
El Salvador,SLV,1992,Other malignant neoplasms
El Salvador,SLV,1993,Other malignant neoplasms
El Salvador,SLV,1995,Other malignant neoplasms
El Salvador,SLV,1996,Other malignant neoplasms
El Salvador,SLV,1997,Ill-defined malignant neoplasms
El Salvador,SLV,1998,Ill-defined malignant neoplasms
El Salvador,SLV,1999,Ill-defined malignant neoplasms
El Salvador,SLV,2000,Ill-defined malignant neoplasms
El Salvador,SLV,2001,Ill-defined malignant neoplasms
El Salvador,SLV,2002,Ill-defined malignant neoplasms
El Salvador,SLV,2003,Ill-defined malignant neoplasms
El Salvador,SLV,2004,Ill-defined malignant neoplasms
El Salvador,SLV,2005,Ill-defined malignant neoplasms
El Salvador,SLV,2006,Ill-defined malignant neoplasms
El Salvador,SLV,2007,Ill-defined malignant neoplasms
El Salvador,SLV,2008,Ill-defined malignant neoplasms
El Salvador,SLV,2009,Ill-defined malignant neoplasms
El Salvador,SLV,2010,Ill-defined malignant neoplasms
El Salvador,SLV,2011,Ill-defined malignant neoplasms
El Salvador,SLV,2012,Ill-defined malignant neoplasms
El Salvador,SLV,2013,Ill-defined malignant neoplasms
El Salvador,SLV,2014,Ill-defined malignant neoplasms
El Salvador,SLV,2015,Ill-defined malignant neoplasms
El Salvador,SLV,2016,Ill-defined malignant neoplasms
El Salvador,SLV,2017,Breast
El Salvador,SLV,2018,Ill-defined malignant neoplasms
Estonia,EST,1981,Other malignant neoplasms
Estonia,EST,1982,Other malignant neoplasms
Estonia,EST,1985,Other malignant neoplasms
Estonia,EST,1986,Other malignant neoplasms
Estonia,EST,1987,Other malignant neoplasms
Estonia,EST,1988,Other malignant neoplasms
Estonia,EST,1989,Other malignant neoplasms
Estonia,EST,1990,Other malignant neoplasms
Estonia,EST,1991,Other malignant neoplasms
Estonia,EST,1992,Other malignant neoplasms
Estonia,EST,1993,Other malignant neoplasms
Estonia,EST,1994,Breast
Estonia,EST,1995,Breast
Estonia,EST,1996,Breast
Estonia,EST,1997,Breast
Estonia,EST,1998,Breast
Estonia,EST,1999,Breast
Estonia,EST,2000,Breast
Estonia,EST,2001,Breast
