row ID;Belehrungszeitpunkt;Altersgruppe;Bezahlart;Authentifizierungsart;Versandart;Zielgruppe
Row2624;2022-10-09T13:00:00+00:00;60-69;paypal;eID;Download;Beruflich
Row2626;2022-10-09T22:00:00+00:00;20-29;giropay;Selfie;E-Mail;Beruflich
Row2630;2022-10-10T13:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row2633;2022-10-10T14:00:00+00:00;50-59;paypal;Selfie;E-Mail;Beruflich
Row2634;2022-10-10T14:00:00+00:00;50-59;paypal;Selfie;Post;Beruflich
Row2638;2022-10-10T16:00:00+00:00;30-39;paypal;Selfie;E-Mail;Beruflich
Row2641;2022-10-10T18:00:00+00:00;30-39;paypal;Selfie;E-Mail;Beruflich
Row2644;2022-10-11T16:00:00+00:00;10-19;paypal;eID;E-Mail;Beruflich
Row2646;2022-10-11T18:00:00+00:00;40-49;giropay;Selfie;Post;Ehrenamtlich
Row2650;2022-10-12T08:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row2663;2022-10-12T19:00:00+00:00;10-19;sepa;Selfie;E-Mail;Beruflich
Row2670;2022-10-13T15:00:00+00:00;10-19;paypal;Selfie;E-Mail;Beruflich
Row2672;2022-10-13T18:00:00+00:00;40-49;paypal;Selfie;E-Mail;Beruflich
Row2675;2022-10-14T15:00:00+00:00;40-49;paypal;Selfie;E-Mail;Beruflich
Row2677;2022-10-14T16:00:00+00:00;20-29;paypal;eID;E-Mail;Beruflich
Row2679;2022-10-14T22:00:00+00:00;30-39;paypal;Selfie;E-Mail;Beruflich
Row2683;2022-10-15T17:00:00+00:00;30-39;sepa;Selfie;E-Mail;Ehrenamtlich
Row2684;2022-10-16T10:00:00+00:00;40-49;paypal;Selfie;E-Mail;Beruflich
Row2691;2022-10-16T18:00:00+00:00;30-39;creditcard;Selfie;E-Mail;Beruflich
Row2694;2022-10-17T10:00:00+00:00;30-39;giropay;Selfie;E-Mail;Beruflich
Row2696;2022-10-17T11:00:00+00:00;50-59;paypal;Selfie;E-Mail;Beruflich
Row2698;2022-10-17T12:00:00+00:00;20-29;creditcard;Selfie;E-Mail;Beruflich
Row2701;2022-10-17T17:00:00+00:00;40-49;creditcard;Selfie;E-Mail;Beruflich
Row2702;2022-10-17T16:00:00+00:00;50-59;paypal;Selfie;E-Mail;Beruflich
Row2704;2022-10-17T18:00:00+00:00;10-19;paypal;Selfie;E-Mail;Beruflich
Row2705;2022-10-17T18:00:00+00:00;20-29;paypal;Selfie;Post;Beruflich
Row2706;2022-10-17T18:00:00+00:00;10-19;sepa;Selfie;E-Mail;Beruflich
Row2708;2022-10-17T20:00:00+00:00;50-59;sepa;Selfie;Post;Beruflich
Row2709;2022-10-17T21:00:00+00:00;50-59;creditcard;Selfie;E-Mail;Beruflich
Row2712;2022-10-18T13:00:00+00:00;10-19;paypal;Selfie;Post;Beruflich
Row2715;2022-10-18T17:00:00+00:00;10-19;paypal;Selfie;E-Mail;Ehrenamtlich
Row2718;2022-10-18T20:00:00+00:00;30-39;paypal;Selfie;E-Mail;Beruflich
Row2722;2022-10-19T08:00:00+00:00;10-19;sepa;eID;Download;Beruflich
Row2724;2022-10-19T13:00:00+00:00;60-69;paypal;Selfie;E-Mail;Beruflich
Row2725;2022-10-19T14:00:00+00:00;60-69;sepa;Selfie;E-Mail;Beruflich
Row2727;2022-10-19T15:00:00+00:00;20-29;sepa;Selfie;E-Mail;Beruflich
Row2731;2022-10-19T16:00:00+00:00;20-29;creditcard;Selfie;E-Mail;Beruflich
Row2732;2022-10-19T16:00:00+00:00;40-49;paypal;Selfie;E-Mail;Beruflich
Row2735;2022-10-19T20:00:00+00:00;40-49;sepa;Selfie;E-Mail;Beruflich
Row2736;2022-10-19T22:00:00+00:00;30-39;sepa;Selfie;E-Mail;Beruflich
Row2737;2022-10-20T08:00:00+00:00;30-39;sepa;Selfie;E-Mail;Beruflich
Row2739;2022-10-20T11:00:00+00:00;30-39;sepa;Selfie;E-Mail;Beruflich
Row2743;2022-10-20T15:00:00+00:00;50-59;paypal;Selfie;E-Mail;Beruflich
Row2746;2022-10-20T18:00:00+00:00;50-59;creditcard;Selfie;E-Mail;Beruflich
Row2747;2022-10-20T19:00:00+00:00;50-59;paypal;Selfie;E-Mail;Beruflich
Row2750;2022-10-20T21:00:00+00:00;30-39;paypal;Selfie;E-Mail;Beruflich
Row2755;2022-10-21T12:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row2757;2022-10-21T13:00:00+00:00;10-19;paypal;Selfie;E-Mail;Beruflich
Row2761;2022-10-21T20:00:00+00:00;30-39;paypal;Selfie;E-Mail;Beruflich
Row2762;2022-10-22T14:00:00+00:00;20-29;sepa;Selfie;E-Mail;Beruflich
Row2765;2022-10-22T20:00:00+00:00;40-49;paypal;Selfie;E-Mail;Beruflich
Row2766;2022-10-23T00:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row2767;2022-10-23T14:00:00+00:00;30-39;sepa;Selfie;E-Mail;Beruflich
Row2769;2022-10-23T15:00:00+00:00;40-49;sepa;eID;E-Mail;Beruflich
Row2770;2022-10-23T16:00:00+00:00;10-19;paypal;Selfie;E-Mail;Beruflich
Row2781;2022-10-24T14:00:00+00:00;50-59;paypal;Selfie;E-Mail;Beruflich
Row2782;2022-10-24T14:00:00+00:00;30-39;paypal;Selfie;E-Mail;Beruflich
Row2783;2022-10-24T15:00:00+00:00;10-19;creditcard;eID;E-Mail;Beruflich
Row2784;2022-10-24T15:00:00+00:00;60-69;paypal;Selfie;E-Mail;Beruflich
Row2787;2022-10-24T19:00:00+00:00;50-59;paypal;Selfie;E-Mail;Beruflich
Row2788;2022-10-24T21:00:00+00:00;30-39;paypal;Selfie;E-Mail;Beruflich
Row2792;2022-10-25T10:00:00+00:00;40-49;paypal;Selfie;E-Mail;Beruflich
Row2801;2022-10-25T18:00:00+00:00;40-49;paypal;Selfie;E-Mail;Beruflich
Row2803;2022-10-26T07:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row2805;2022-10-26T10:00:00+00:00;20-29;sepa;Selfie;E-Mail;Beruflich
Row2807;2022-10-26T14:00:00+00:00;40-49;paypal;Selfie;E-Mail;Ehrenamtlich
Row2808;2022-10-26T15:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row2809;2022-10-26T19:00:00+00:00;10-19;paypal;Selfie;E-Mail;Beruflich
Row2810;2022-10-26T21:00:00+00:00;20-29;creditcard;Selfie;Post;Beruflich
Row2812;2022-10-27T09:00:00+00:00;60-69;sepa;Selfie;E-Mail;Beruflich
Row2817;2022-10-27T14:00:00+00:00;20-29;paypal;eID;Download;Beruflich
Row2818;2022-10-27T14:00:00+00:00;30-39;sepa;Selfie;E-Mail;Beruflich
Row2819;2022-10-27T18:00:00+00:00;20-29;giropay;Selfie;E-Mail;Beruflich
Row2820;2022-10-27T21:00:00+00:00;40-49;paypal;Selfie;E-Mail;Beruflich
Row2822;2022-10-28T12:00:00+00:00;40-49;sepa;Selfie;Post;Beruflich
Row2825;2022-10-28T16:00:00+00:00;30-39;paypal;Selfie;E-Mail;Beruflich
Row2826;2022-10-28T20:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row2828;2022-10-29T13:00:00+00:00;10-19;sepa;Selfie;E-Mail;Beruflich
Row2833;2022-10-30T07:00:00+00:00;20-29;paypal;Selfie;Post;Beruflich
Row2835;2022-10-30T11:00:00+00:00;20-29;creditcard;Selfie;E-Mail;Beruflich
Row2836;2022-10-30T12:00:00+00:00;10-19;sepa;Selfie;E-Mail;Beruflich
Row2839;2022-10-30T15:00:00+00:00;20-29;paypal;Selfie;Post;Beruflich
Row2844;2022-10-31T13:00:00+00:00;50-59;creditcard;Selfie;E-Mail;Beruflich
Row2849;2022-11-01T11:00:00+00:00;40-49;creditcard;Selfie;E-Mail;Beruflich
Row2850;2022-11-01T12:00:00+00:00;50-59;sepa;Selfie;E-Mail;Beruflich
Row2855;2022-11-01T18:00:00+00:00;30-39;paypal;Selfie;E-Mail;Beruflich
Row2857;2022-11-01T20:00:00+00:00;10-19;paypal;Selfie;E-Mail;Beruflich
Row2860;2022-11-02T07:00:00+00:00;50-59;paydirekt;eID;E-Mail;Beruflich
Row2862;2022-11-02T09:00:00+00:00;50-59;sepa;Selfie;Post;Beruflich
Row2865;2022-11-02T10:00:00+00:00;30-39;paypal;Selfie;E-Mail;Beruflich
Row2866;2022-11-02T10:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row2868;2022-11-02T12:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row2871;2022-11-02T13:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row2873;2022-11-02T14:00:00+00:00;20-29;paypal;Selfie;Post;Beruflich
Row2874;2022-11-02T14:00:00+00:00;40-49;paydirekt;Selfie;E-Mail;Ehrenamtlich
Row2876;2022-11-02T19:00:00+00:00;10-19;sepa;Selfie;E-Mail;Beruflich
Row2879;2022-11-02T22:00:00+00:00;20-29;paydirekt;Selfie;E-Mail;Beruflich
Row2884;2022-11-03T11:00:00+00:00;30-39;sepa;Selfie;E-Mail;Beruflich
Row2885;2022-11-03T11:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row2889;2022-11-03T16:00:00+00:00;40-49;paypal;Selfie;Post;Beruflich
Row2890;2022-11-03T16:00:00+00:00;10-19;paypal;Selfie;E-Mail;Beruflich
Row2895;2022-11-03T20:00:00+00:00;10-19;giropay;Selfie;E-Mail;Beruflich
Row2901;2022-11-04T13:00:00+00:00;20-29;creditcard;Selfie;E-Mail;Beruflich
Row2902;2022-11-04T14:00:00+00:00;20-29;sepa;Selfie;E-Mail;Beruflich
Row2907;2022-11-04T19:00:00+00:00;40-49;paypal;eID;Post;Beruflich
Row2909;2022-11-05T00:00:00+00:00;20-29;sepa;eID;Post;Beruflich
Row2912;2022-11-05T14:00:00+00:00;10-19;paypal;Selfie;E-Mail;Beruflich
Row2914;2022-11-05T17:00:00+00:00;60-69;sepa;Selfie;Post;Beruflich
Row2915;2022-11-05T18:00:00+00:00;40-49;paypal;eID;Download;Beruflich
Row2922;2022-11-06T14:00:00+00:00;50-59;sepa;Selfie;E-Mail;Beruflich
Row2925;2022-11-06T20:00:00+00:00;30-39;giropay;Selfie;E-Mail;Ehrenamtlich
Row2927;2022-11-07T08:00:00+00:00;40-49;giropay;Selfie;E-Mail;Ehrenamtlich
Row2931;2022-11-07T12:00:00+00:00;40-49;giropay;Selfie;E-Mail;Beruflich
Row2936;2022-11-07T15:00:00+00:00;30-39;sepa;Selfie;Post;Beruflich
Row2939;2022-11-07T15:00:00+00:00;30-39;creditcard;Selfie;E-Mail;Beruflich
Row2940;2022-11-07T15:00:00+00:00;20-29;sepa;Selfie;Post;Ehrenamtlich
Row2948;2022-11-07T22:00:00+00:00;20-29;sepa;Selfie;E-Mail;Beruflich
Row2949;2022-11-07T22:00:00+00:00;10-19;sepa;Selfie;Post;Beruflich
Row2950;2022-11-08T09:00:00+00:00;40-49;paypal;Selfie;E-Mail;Beruflich
Row2953;2022-11-08T13:00:00+00:00;40-49;paydirekt;Selfie;E-Mail;Beruflich
Row2954;2022-11-08T14:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row2957;2022-11-08T18:00:00+00:00;10-19;paypal;Selfie;E-Mail;Beruflich
Row2958;2022-11-09T00:00:00+00:00;20-29;sepa;Selfie;E-Mail;Beruflich
Row2959;2022-11-09T15:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row2961;2022-11-09T17:00:00+00:00;50-59;paypal;Selfie;E-Mail;Beruflich
Row2962;2022-11-09T20:00:00+00:00;40-49;paypal;Selfie;E-Mail;Beruflich
Row2963;2022-11-09T20:00:00+00:00;30-39;paypal;Selfie;E-Mail;Beruflich
Row2965;2022-11-10T09:00:00+00:00;30-39;paypal;eID;Download;Beruflich
Row2967;2022-11-10T10:00:00+00:00;20-29;giropay;Selfie;E-Mail;Beruflich
Row2970;2022-11-10T16:00:00+00:00;60-69;sepa;Selfie;E-Mail;Beruflich
Row2972;2022-11-10T17:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row2977;2022-11-11T09:00:00+00:00;30-39;sepa;Selfie;E-Mail;Beruflich
Row2978;2022-11-11T09:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row2979;2022-11-11T09:00:00+00:00;10-19;paypal;Selfie;E-Mail;Beruflich
Row2982;2022-11-11T10:00:00+00:00;40-49;sepa;Selfie;E-Mail;Beruflich
Row2985;2022-11-11T17:00:00+00:00;20-29;paypal;eID;Download;Ehrenamtlich
Row2986;2022-11-11T19:00:00+00:00;10-19;paypal;Selfie;E-Mail;Beruflich
Row2991;2022-11-12T17:00:00+00:00;10-19;sepa;Selfie;E-Mail;Beruflich
Row2993;2022-11-13T11:00:00+00:00;60-69;paypal;Selfie;E-Mail;Ehrenamtlich
Row3004;2022-11-13T19:00:00+00:00;50-59;paypal;eID;E-Mail;Ehrenamtlich
Row3009;2022-11-14T08:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row3010;2022-11-14T09:00:00+00:00;50-59;paypal;Selfie;E-Mail;Beruflich
Row3012;2022-11-14T10:00:00+00:00;30-39;sepa;Selfie;E-Mail;Beruflich
Row3023;2022-11-14T22:00:00+00:00;20-29;paypal;eID;E-Mail;Beruflich
Row3028;2022-11-15T08:00:00+00:00;40-49;paypal;eID;E-Mail;Ehrenamtlich
Row3032;2022-11-15T10:00:00+00:00;30-39;paypal;Selfie;Post;Beruflich
Row3034;2022-11-15T12:00:00+00:00;30-39;sepa;Selfie;E-Mail;Beruflich
Row3041;2022-11-15T17:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row3042;2022-11-15T18:00:00+00:00;60-69;paypal;Selfie;E-Mail;Beruflich
Row3046;2022-11-15T19:00:00+00:00;20-29;sepa;Selfie;E-Mail;Beruflich
Row3047;2022-11-15T19:00:00+00:00;40-49;paypal;Selfie;E-Mail;Ehrenamtlich
Row3052;2022-11-15T22:00:00+00:00;40-49;paypal;eID;Download;Beruflich
Row3061;2022-11-16T11:00:00+00:00;30-39;creditcard;Selfie;Post;Beruflich
Row3066;2022-11-16T14:00:00+00:00;30-39;sepa;Selfie;E-Mail;Beruflich
Row3067;2022-11-16T17:00:00+00:00;20-29;paypal;Selfie;Post;Ehrenamtlich
Row3068;2022-11-16T17:00:00+00:00;40-49;paypal;Selfie;E-Mail;Beruflich
Row3071;2022-11-16T18:00:00+00:00;50-59;paypal;Selfie;E-Mail;Beruflich
Row3079;2022-11-16T21:00:00+00:00;30-39;paypal;Selfie;E-Mail;Ehrenamtlich
Row3084;2022-11-17T12:00:00+00:00;40-49;sepa;Selfie;Post;Beruflich
Row3086;2022-11-17T13:00:00+00:00;10-19;paypal;Selfie;E-Mail;Beruflich
Row3092;2022-11-17T19:00:00+00:00;10-19;sepa;Selfie;E-Mail;Beruflich
Row3100;2022-11-17T21:00:00+00:00;10-19;paypal;Selfie;E-Mail;Beruflich
Row3102;2022-11-18T09:00:00+00:00;30-39;paypal;eID;E-Mail;Ehrenamtlich
Row3103;2022-11-18T10:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row3105;2022-11-18T13:00:00+00:00;20-29;sepa;Selfie;E-Mail;Beruflich
Row3109;2022-11-18T15:00:00+00:00;50-59;sepa;Selfie;E-Mail;Beruflich
Row3110;2022-11-18T16:00:00+00:00;30-39;paypal;Selfie;E-Mail;Beruflich
Row3113;2022-11-18T18:00:00+00:00;70-79;paypal;Selfie;E-Mail;Ehrenamtlich
Row3118;2022-11-19T07:00:00+00:00;40-49;paypal;Selfie;E-Mail;Ehrenamtlich
Row3121;2022-11-19T11:00:00+00:00;40-49;paypal;Selfie;E-Mail;Beruflich
Row3122;2022-11-19T12:00:00+00:00;50-59;paypal;Selfie;E-Mail;Beruflich
Row3126;2022-11-19T16:00:00+00:00;50-59;paypal;Selfie;E-Mail;Ehrenamtlich
Row3130;2022-11-20T13:00:00+00:00;50-59;sepa;Selfie;E-Mail;Ehrenamtlich
Row3132;2022-11-20T18:00:00+00:00;40-49;paypal;Selfie;E-Mail;Ehrenamtlich
Row3133;2022-11-20T19:00:00+00:00;50-59;paypal;Selfie;E-Mail;Beruflich
Row3138;2022-11-21T10:00:00+00:00;40-49;paypal;eID;E-Mail;Ehrenamtlich
Row3142;2022-11-21T12:00:00+00:00;30-39;sepa;Selfie;Post;Beruflich
Row3145;2022-11-21T13:00:00+00:00;50-59;paypal;Selfie;E-Mail;Beruflich
Row3155;2022-11-21T19:00:00+00:00;40-49;paypal;Selfie;E-Mail;Beruflich
Row3160;2022-11-22T09:00:00+00:00;60-69;sepa;Selfie;E-Mail;Ehrenamtlich
Row3164;2022-11-22T12:00:00+00:00;30-39;paypal;Selfie;E-Mail;Beruflich
Row3169;2022-11-22T20:00:00+00:00;10-19;paypal;Selfie;E-Mail;Beruflich
Row3171;2022-11-22T21:00:00+00:00;20-29;paypal;Selfie;Post;Ehrenamtlich
Row3172;2022-11-23T10:00:00+00:00;50-59;paypal;eID;Post;Beruflich
Row3175;2022-11-23T12:00:00+00:00;50-59;sepa;Selfie;E-Mail;Beruflich
Row3180;2022-11-23T18:00:00+00:00;30-39;giropay;Selfie;E-Mail;Beruflich
Row3183;2022-11-23T19:00:00+00:00;60-69;creditcard;Selfie;E-Mail;Ehrenamtlich
Row3187;2022-11-23T21:00:00+00:00;40-49;paypal;Selfie;E-Mail;Ehrenamtlich
Row3190;2022-11-24T09:00:00+00:00;40-49;paypal;eID;E-Mail;Ehrenamtlich
Row3191;2022-11-24T10:00:00+00:00;10-19;paypal;Selfie;E-Mail;Beruflich
Row3193;2022-11-24T12:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row3194;2022-11-24T12:00:00+00:00;40-49;paypal;Selfie;Post;Ehrenamtlich
Row3197;2022-11-24T15:00:00+00:00;30-39;sepa;Selfie;Post;Beruflich
Row3199;2022-11-24T20:00:00+00:00;40-49;sepa;Selfie;E-Mail;Beruflich
Row3206;2022-11-25T15:00:00+00:00;60-69;sepa;Selfie;E-Mail;Beruflich
Row3207;2022-11-25T15:00:00+00:00;20-29;paypal;Selfie;Post;Beruflich
Row3208;2022-11-25T15:00:00+00:00;20-29;paypal;eID;E-Mail;Beruflich
Row3211;2022-11-25T17:00:00+00:00;30-39;giropay;Selfie;E-Mail;Beruflich
Row3212;2022-11-25T19:00:00+00:00;40-49;sepa;Selfie;E-Mail;Beruflich
Row3213;2022-11-25T19:00:00+00:00;50-59;sepa;Selfie;E-Mail;Beruflich
Row3215;2022-11-26T13:00:00+00:00;20-29;giropay;Selfie;E-Mail;Beruflich
Row3217;2022-11-27T12:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row3218;2022-11-27T13:00:00+00:00;50-59;paypal;Selfie;E-Mail;Beruflich
Row3219;2022-11-27T15:00:00+00:00;20-29;giropay;Selfie;E-Mail;Beruflich
Row3220;2022-11-27T20:00:00+00:00;20-29;sepa;Selfie;E-Mail;Beruflich
Row3223;2022-11-27T23:00:00+00:00;30-39;paypal;Selfie;E-Mail;Beruflich
Row3226;2022-11-28T11:00:00+00:00;30-39;paypal;eID;Download;Beruflich
Row3228;2022-11-28T17:00:00+00:00;10-19;paypal;eID;E-Mail;Beruflich
Row3238;2022-11-29T11:00:00+00:00;30-39;paypal;Selfie;E-Mail;Beruflich
Row3239;2022-11-29T11:00:00+00:00;60-69;sepa;Selfie;E-Mail;Beruflich
Row3241;2022-11-29T13:00:00+00:00;20-29;giropay;Selfie;E-Mail;Beruflich
Row3244;2022-11-29T16:00:00+00:00;30-39;creditcard;Selfie;E-Mail;Beruflich
Row3250;2022-11-30T12:00:00+00:00;30-39;paydirekt;Selfie;E-Mail;Beruflich
Row3252;2022-11-30T12:00:00+00:00;10-19;paypal;Selfie;E-Mail;Beruflich
Row3253;2022-11-30T12:00:00+00:00;40-49;paydirekt;Selfie;E-Mail;Beruflich
Row3256;2022-11-30T15:00:00+00:00;30-39;sepa;Selfie;E-Mail;Beruflich
Row3260;2022-11-30T16:00:00+00:00;30-39;giropay;Selfie;E-Mail;Beruflich
Row3263;2022-11-30T21:00:00+00:00;50-59;sepa;Selfie;E-Mail;Beruflich
Row3264;2022-11-30T22:00:00+00:00;20-29;sepa;Selfie;E-Mail;Beruflich
Row3265;2022-11-30T22:00:00+00:00;30-39;paypal;eID;E-Mail;Beruflich
Row3266;2022-12-01T08:00:00+00:00;40-49;sepa;Selfie;Post;Beruflich
Row3268;2022-12-01T11:00:00+00:00;30-39;paypal;Selfie;Post;Beruflich
Row3269;2022-12-01T12:00:00+00:00;50-59;paypal;Selfie;E-Mail;Beruflich
Row3273;2022-12-01T13:00:00+00:00;10-19;paypal;Selfie;E-Mail;Beruflich
Row3279;2022-12-02T11:00:00+00:00;50-59;creditcard;Selfie;Post;Beruflich
Row3282;2022-12-02T11:00:00+00:00;50-59;sepa;Selfie;Post;Beruflich
Row3283;2022-12-02T12:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row3286;2022-12-02T16:00:00+00:00;10-19;creditcard;Selfie;E-Mail;Ehrenamtlich
Row3290;2022-12-03T18:00:00+00:00;50-59;paypal;Selfie;E-Mail;Beruflich
Row3294;2022-12-04T12:00:00+00:00;60-69;creditcard;Selfie;E-Mail;Beruflich
Row3296;2022-12-04T16:00:00+00:00;40-49;paypal;Selfie;E-Mail;Beruflich
Row3299;2022-12-04T21:00:00+00:00;20-29;paypal;eID;E-Mail;Beruflich
Row3301;2022-12-05T13:00:00+00:00;40-49;paypal;Selfie;Post;Beruflich
Row3304;2022-12-05T14:00:00+00:00;30-39;paypal;Selfie;E-Mail;Beruflich
Row3305;2022-12-05T16:00:00+00:00;40-49;paypal;Selfie;E-Mail;Beruflich
Row3306;2022-12-05T16:00:00+00:00;40-49;paypal;Selfie;E-Mail;Beruflich
Row3315;2022-12-06T11:00:00+00:00;50-59;creditcard;Selfie;E-Mail;Beruflich
Row3316;2022-12-06T11:00:00+00:00;50-59;paypal;Selfie;E-Mail;Beruflich
Row3320;2022-12-06T13:00:00+00:00;50-59;paypal;Selfie;E-Mail;Beruflich
Row3322;2022-12-06T14:00:00+00:00;40-49;paypal;Selfie;E-Mail;Beruflich
Row3323;2022-12-06T14:00:00+00:00;40-49;giropay;Selfie;E-Mail;Beruflich
Row3324;2022-12-06T15:00:00+00:00;20-29;paypal;Selfie;Post;Ehrenamtlich
Row3325;2022-12-06T16:00:00+00:00;50-59;creditcard;eID;Download;Ehrenamtlich
Row3332;2022-12-07T14:00:00+00:00;20-29;giropay;Selfie;E-Mail;Beruflich
Row3336;2022-12-07T20:00:00+00:00;50-59;paypal;Selfie;E-Mail;Beruflich
Row3337;2022-12-07T23:00:00+00:00;40-49;creditcard;Selfie;Post;Beruflich
Row3338;2022-12-08T02:00:00+00:00;10-19;paydirekt;Selfie;E-Mail;Beruflich
Row3343;2022-12-08T13:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row3345;2022-12-08T15:00:00+00:00;20-29;paypal;eID;E-Mail;Beruflich
Row3346;2022-12-08T17:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row3347;2022-12-08T20:00:00+00:00;20-29;paypal;eID;E-Mail;Beruflich
Row3349;2022-12-08T21:00:00+00:00;20-29;paypal;Selfie;E-Mail;Ehrenamtlich
Row3350;2022-12-08T21:00:00+00:00;20-29;giropay;Selfie;E-Mail;Beruflich
Row3353;2022-12-09T13:00:00+00:00;10-19;paypal;Selfie;E-Mail;Beruflich
Row3359;2022-12-10T18:00:00+00:00;30-39;paypal;Selfie;E-Mail;Beruflich
Row3360;2022-12-11T03:00:00+00:00;10-19;paydirekt;Selfie;E-Mail;Ehrenamtlich
Row3361;2022-12-11T10:00:00+00:00;10-19;paypal;Selfie;E-Mail;Beruflich
Row3366;2022-12-12T08:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row3369;2022-12-12T13:00:00+00:00;20-29;creditcard;Selfie;E-Mail;Beruflich
Row3372;2022-12-12T16:00:00+00:00;50-59;paypal;Selfie;E-Mail;Beruflich
Row3373;2022-12-12T16:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row3374;2022-12-12T17:00:00+00:00;30-39;paypal;Selfie;E-Mail;Beruflich
Row3375;2022-12-12T18:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row3380;2022-12-13T09:00:00+00:00;30-39;paypal;Selfie;E-Mail;Beruflich
Row3382;2022-12-13T10:00:00+00:00;30-39;giropay;Selfie;Post;Beruflich
Row3383;2022-12-13T15:00:00+00:00;40-49;paypal;Selfie;E-Mail;Beruflich
Row3384;2022-12-13T15:00:00+00:00;30-39;paypal;Selfie;E-Mail;Beruflich
Row3387;2022-12-13T18:00:00+00:00;20-29;paypal;eID;Download;Beruflich
Row3390;2022-12-14T07:00:00+00:00;40-49;paypal;Selfie;E-Mail;Beruflich
Row3391;2022-12-14T10:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row3397;2022-12-14T16:00:00+00:00;40-49;paypal;Selfie;E-Mail;Beruflich
Row3401;2022-12-14T21:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row3403;2022-12-15T10:00:00+00:00;20-29;giropay;Selfie;E-Mail;Beruflich
Row3406;2022-12-15T13:00:00+00:00;40-49;paypal;Selfie;E-Mail;Beruflich
Row3407;2022-12-15T13:00:00+00:00;30-39;paypal;Selfie;E-Mail;Beruflich
Row3409;2022-12-15T14:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row3410;2022-12-15T15:00:00+00:00;60-69;paypal;eID;Post;Ehrenamtlich
Row3411;2022-12-15T15:00:00+00:00;40-49;paydirekt;Selfie;E-Mail;Beruflich
Row3413;2022-12-15T18:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row3418;2022-12-16T15:00:00+00:00;10-19;paypal;Selfie;E-Mail;Beruflich
Row3420;2022-12-16T20:00:00+00:00;10-19;paypal;eID;E-Mail;Ehrenamtlich
Row3424;2022-12-17T14:00:00+00:00;30-39;giropay;eID;E-Mail;Beruflich
Row3426;2022-12-17T15:00:00+00:00;30-39;paypal;Selfie;E-Mail;Beruflich
Row3430;2022-12-18T02:00:00+00:00;10-19;paypal;eID;E-Mail;Beruflich
Row3432;2022-12-18T13:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row3434;2022-12-18T19:00:00+00:00;40-49;paypal;eID;E-Mail;Beruflich
Row3436;2022-12-18T20:00:00+00:00;50-59;paypal;Selfie;E-Mail;Beruflich
Row3438;2022-12-18T22:00:00+00:00;10-19;paypal;Selfie;E-Mail;Beruflich
Row3441;2022-12-19T11:00:00+00:00;20-29;paydirekt;Selfie;E-Mail;Beruflich
Row3444;2022-12-19T15:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row3446;2022-12-19T20:00:00+00:00;50-59;paypal;eID;Post;Beruflich
Row3447;2022-12-20T11:00:00+00:00;30-39;paypal;Selfie;E-Mail;Beruflich
Row3451;2022-12-20T14:00:00+00:00;60-69;creditcard;Selfie;E-Mail;Beruflich
Row3460;2022-12-21T14:00:00+00:00;50-59;creditcard;Selfie;Post;Beruflich
Row3462;2022-12-21T15:00:00+00:00;30-39;paypal;Selfie;E-Mail;Beruflich
Row3470;2022-12-22T16:00:00+00:00;30-39;giropay;Selfie;E-Mail;Beruflich
Row3472;2022-12-22T19:00:00+00:00;20-29;giropay;Selfie;Post;Beruflich
