row ID;Belehrungszeitpunkt;Altersgruppe;Bezahlart;Authentifizierungsart;Versandart;Zielgruppe
Row2535;2022-09-30T15:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row2541;2022-10-01T16:00:00+00:00;20-29;paypal;eID;E-Mail;Beruflich
Row2546;2022-10-02T17:00:00+00:00;10-19;paypal;Selfie;E-Mail;Beruflich
Row2548;2022-10-02T21:00:00+00:00;30-39;paypal;Selfie;E-Mail;Beruflich
Row2550;2022-10-03T13:00:00+00:00;40-49;sepa;Selfie;E-Mail;Beruflich
Row2554;2022-10-03T18:00:00+00:00;20-29;paypal;eID;E-Mail;Beruflich
Row2559;2022-10-03T20:00:00+00:00;30-39;giropay;Selfie;E-Mail;Beruflich
Row2561;2022-10-03T21:00:00+00:00;30-39;paypal;Selfie;E-Mail;Beruflich
Row2562;2022-10-03T22:00:00+00:00;10-19;paypal;eID;E-Mail;Beruflich
Row2563;2022-10-04T11:00:00+00:00;10-19;paypal;eID;Download;Ehrenamtlich
Row2564;2022-10-04T11:00:00+00:00;40-49;paypal;Selfie;E-Mail;Beruflich
Row2566;2022-10-04T14:00:00+00:00;30-39;paypal;Selfie;E-Mail;Beruflich
Row2577;2022-10-05T14:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row2582;2022-10-05T19:00:00+00:00;20-29;paypal;eID;Post;Beruflich
Row2585;2022-10-05T22:00:00+00:00;30-39;giropay;Selfie;E-Mail;Beruflich
Row2587;2022-10-06T09:00:00+00:00;30-39;paypal;Selfie;E-Mail;Beruflich
Row2592;2022-10-06T11:00:00+00:00;30-39;paypal;Selfie;E-Mail;Beruflich
Row2593;2022-10-06T11:00:00+00:00;20-29;sepa;Selfie;E-Mail;Beruflich
Row2594;2022-10-06T12:00:00+00:00;20-29;creditcard;Selfie;E-Mail;Beruflich
Row2595;2022-10-06T12:00:00+00:00;30-39;paypal;eID;E-Mail;Beruflich
Row2596;2022-10-06T12:00:00+00:00;40-49;creditcard;Selfie;E-Mail;Beruflich
Row2598;2022-10-06T13:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row2600;2022-10-06T14:00:00+00:00;40-49;paypal;Selfie;E-Mail;Beruflich
Row2604;2022-10-06T17:00:00+00:00;20-29;paypal;eID;Post;Beruflich
Row2607;2022-10-07T10:00:00+00:00;40-49;creditcard;Selfie;E-Mail;Beruflich
Row2608;2022-10-07T13:00:00+00:00;20-29;paypal;eID;Download;Beruflich
Row2612;2022-10-07T15:00:00+00:00;10-19;paypal;Selfie;Post;Beruflich
Row2617;2022-10-08T11:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row2621;2022-10-08T16:00:00+00:00;10-19;paypal;Selfie;E-Mail;Beruflich
Row2627;2022-10-09T22:00:00+00:00;40-49;paypal;Selfie;E-Mail;Beruflich
Row2628;2022-10-10T06:00:00+00:00;10-19;sepa;Selfie;Post;Beruflich
Row2629;2022-10-10T11:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row2631;2022-10-10T13:00:00+00:00;10-19;paypal;Selfie;E-Mail;Beruflich
Row2632;2022-10-10T14:00:00+00:00;40-49;paypal;Selfie;E-Mail;Beruflich
Row2636;2022-10-10T15:00:00+00:00;20-29;sepa;Selfie;E-Mail;Beruflich
Row2637;2022-10-10T15:00:00+00:00;20-29;sepa;Selfie;E-Mail;Beruflich
Row2642;2022-10-11T05:00:00+00:00;50-59;paypal;Selfie;Post;Beruflich
Row2645;2022-10-11T18:00:00+00:00;20-29;creditcard;Selfie;E-Mail;Beruflich
Row2648;2022-10-11T20:00:00+00:00;40-49;paypal;Selfie;Post;Beruflich
Row2651;2022-10-12T09:00:00+00:00;20-29;creditcard;Selfie;E-Mail;Beruflich
Row2652;2022-10-12T09:00:00+00:00;80-89;creditcard;Selfie;Post;Beruflich
Row2654;2022-10-12T10:00:00+00:00;20-29;sepa;Selfie;E-Mail;Beruflich
Row2657;2022-10-12T15:00:00+00:00;20-29;sepa;Selfie;Post;Beruflich
Row2666;2022-10-12T21:00:00+00:00;40-49;paypal;Selfie;E-Mail;Beruflich
Row2669;2022-10-13T11:00:00+00:00;50-59;paypal;eID;E-Mail;Beruflich
Row2682;2022-10-15T17:00:00+00:00;40-49;paypal;eID;Download;Beruflich
Row2688;2022-10-16T16:00:00+00:00;10-19;paypal;Selfie;E-Mail;Beruflich
Row2689;2022-10-16T16:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row2690;2022-10-16T17:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row2692;2022-10-17T08:00:00+00:00;20-29;sepa;Selfie;E-Mail;Beruflich
Row2700;2022-10-17T13:00:00+00:00;40-49;paypal;Selfie;E-Mail;Beruflich
Row2707;2022-10-17T20:00:00+00:00;40-49;creditcard;Selfie;E-Mail;Beruflich
Row2710;2022-10-17T22:00:00+00:00;30-39;sepa;Selfie;E-Mail;Beruflich
Row2714;2022-10-18T16:00:00+00:00;30-39;paypal;eID;Post;Beruflich
Row2719;2022-10-18T20:00:00+00:00;10-19;sepa;Selfie;Post;Beruflich
Row2721;2022-10-19T07:00:00+00:00;40-49;paypal;Selfie;E-Mail;Beruflich
Row2723;2022-10-19T11:00:00+00:00;30-39;sepa;Selfie;E-Mail;Beruflich
Row2726;2022-10-19T14:00:00+00:00;30-39;paypal;eID;E-Mail;Beruflich
Row2729;2022-10-19T15:00:00+00:00;30-39;creditcard;Selfie;E-Mail;Beruflich
Row2733;2022-10-19T17:00:00+00:00;40-49;creditcard;Selfie;E-Mail;Beruflich
Row2740;2022-10-20T14:00:00+00:00;30-39;creditcard;Selfie;E-Mail;Beruflich
Row2742;2022-10-20T15:00:00+00:00;10-19;paypal;Selfie;Post;Beruflich
Row2745;2022-10-20T17:00:00+00:00;70-79;paypal;Selfie;E-Mail;Beruflich
Row2751;2022-10-21T00:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row2752;2022-10-21T09:00:00+00:00;30-39;paypal;Selfie;E-Mail;Beruflich
Row2753;2022-10-21T10:00:00+00:00;30-39;paypal;Selfie;Post;Beruflich
Row2754;2022-10-21T11:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row2759;2022-10-21T14:00:00+00:00;30-39;sepa;Selfie;Post;Beruflich
Row2760;2022-10-21T18:00:00+00:00;20-29;sepa;Selfie;E-Mail;Beruflich
Row2763;2022-10-22T16:00:00+00:00;20-29;sepa;Selfie;E-Mail;Beruflich
Row2764;2022-10-22T17:00:00+00:00;30-39;sepa;Selfie;E-Mail;Beruflich
Row2776;2022-10-24T12:00:00+00:00;10-19;paypal;Selfie;E-Mail;Beruflich
Row2777;2022-10-24T12:00:00+00:00;20-29;sepa;Selfie;Post;Beruflich
Row2779;2022-10-24T13:00:00+00:00;30-39;paypal;Selfie;E-Mail;Ehrenamtlich
Row2780;2022-10-24T14:00:00+00:00;20-29;giropay;Selfie;E-Mail;Beruflich
Row2785;2022-10-24T16:00:00+00:00;20-29;sepa;Selfie;E-Mail;Beruflich
Row2786;2022-10-24T17:00:00+00:00;30-39;paypal;Selfie;E-Mail;Beruflich
Row2790;2022-10-25T07:00:00+00:00;40-49;paypal;Selfie;E-Mail;Beruflich
Row2793;2022-10-25T11:00:00+00:00;30-39;paypal;Selfie;E-Mail;Beruflich
Row2794;2022-10-25T12:00:00+00:00;50-59;giropay;Selfie;Post;Beruflich
Row2796;2022-10-25T15:00:00+00:00;40-49;paypal;Selfie;Post;Ehrenamtlich
Row2797;2022-10-25T15:00:00+00:00;40-49;sepa;Selfie;Post;Beruflich
Row2798;2022-10-25T15:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row2799;2022-10-25T16:00:00+00:00;10-19;giropay;Selfie;E-Mail;Beruflich
Row2813;2022-10-27T11:00:00+00:00;30-39;paypal;Selfie;Post;Beruflich
Row2815;2022-10-27T13:00:00+00:00;40-49;sepa;Selfie;E-Mail;Beruflich
Row2821;2022-10-28T11:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row2830;2022-10-29T16:00:00+00:00;30-39;sepa;Selfie;E-Mail;Beruflich
Row2832;2022-10-29T22:00:00+00:00;30-39;paypal;Selfie;E-Mail;Beruflich
Row2834;2022-10-30T09:00:00+00:00;40-49;paypal;Selfie;E-Mail;Beruflich
Row2837;2022-10-30T13:00:00+00:00;40-49;sepa;Selfie;Post;Beruflich
Row2838;2022-10-30T13:00:00+00:00;30-39;paypal;Selfie;E-Mail;Beruflich
Row2840;2022-10-30T20:00:00+00:00;10-19;paypal;Selfie;Post;Beruflich
Row2846;2022-10-31T15:00:00+00:00;20-29;creditcard;Selfie;E-Mail;Beruflich
Row2848;2022-10-31T21:00:00+00:00;40-49;paypal;Selfie;E-Mail;Beruflich
Row2852;2022-11-01T15:00:00+00:00;10-19;sepa;Selfie;E-Mail;Beruflich
Row2853;2022-11-01T15:00:00+00:00;40-49;paypal;Selfie;E-Mail;Beruflich
Row2859;2022-11-02T01:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row2863;2022-11-02T09:00:00+00:00;40-49;sepa;Selfie;Post;Beruflich
Row2864;2022-11-02T09:00:00+00:00;40-49;paypal;Selfie;E-Mail;Beruflich
Row2867;2022-11-02T10:00:00+00:00;30-39;sepa;Selfie;E-Mail;Beruflich
Row2869;2022-11-02T12:00:00+00:00;20-29;sepa;Selfie;Post;Beruflich
Row2875;2022-11-02T16:00:00+00:00;40-49;paypal;Selfie;E-Mail;Ehrenamtlich
Row2877;2022-11-02T20:00:00+00:00;10-19;sepa;Selfie;Post;Beruflich
Row2880;2022-11-03T09:00:00+00:00;40-49;paypal;Selfie;E-Mail;Ehrenamtlich
Row2882;2022-11-03T10:00:00+00:00;30-39;paypal;Selfie;E-Mail;Beruflich
Row2887;2022-11-03T15:00:00+00:00;30-39;paypal;Selfie;E-Mail;Beruflich
Row2891;2022-11-03T16:00:00+00:00;20-29;paypal;eID;E-Mail;Beruflich
Row2893;2022-11-03T18:00:00+00:00;40-49;sepa;Selfie;E-Mail;Beruflich
Row2894;2022-11-03T19:00:00+00:00;10-19;paydirekt;Selfie;E-Mail;Beruflich
Row2896;2022-11-03T20:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row2898;2022-11-03T23:00:00+00:00;50-59;creditcard;Selfie;E-Mail;Beruflich
Row2899;2022-11-04T10:00:00+00:00;40-49;sepa;Selfie;E-Mail;Beruflich
Row2900;2022-11-04T12:00:00+00:00;20-29;sepa;Selfie;E-Mail;Beruflich
Row2903;2022-11-04T15:00:00+00:00;30-39;paypal;Selfie;E-Mail;Beruflich
Row2905;2022-11-04T16:00:00+00:00;10-19;paypal;Selfie;E-Mail;Beruflich
Row2908;2022-11-04T21:00:00+00:00;50-59;sepa;Selfie;E-Mail;Beruflich
Row2910;2022-11-05T10:00:00+00:00;10-19;paypal;Selfie;E-Mail;Beruflich
Row2918;2022-11-06T11:00:00+00:00;40-49;creditcard;Selfie;E-Mail;Beruflich
Row2921;2022-11-06T13:00:00+00:00;30-39;paypal;eID;Download;Beruflich
Row2932;2022-11-07T13:00:00+00:00;30-39;paypal;Selfie;E-Mail;Beruflich
Row2933;2022-11-07T13:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row2937;2022-11-07T15:00:00+00:00;30-39;paypal;Selfie;E-Mail;Beruflich
Row2938;2022-11-07T15:00:00+00:00;20-29;sepa;Selfie;Post;Beruflich
Row2941;2022-11-07T16:00:00+00:00;30-39;sepa;Selfie;E-Mail;Beruflich
Row2942;2022-11-07T17:00:00+00:00;40-49;paypal;Selfie;E-Mail;Beruflich
Row2947;2022-11-07T20:00:00+00:00;30-39;creditcard;Selfie;E-Mail;Beruflich
Row2951;2022-11-08T10:00:00+00:00;30-39;sepa;Selfie;E-Mail;Beruflich
Row2952;2022-11-08T11:00:00+00:00;10-19;paypal;Selfie;E-Mail;Beruflich
Row2955;2022-11-08T17:00:00+00:00;10-19;creditcard;Selfie;Post;Beruflich
Row2956;2022-11-08T17:00:00+00:00;10-19;paypal;Selfie;E-Mail;Beruflich
Row2960;2022-11-09T17:00:00+00:00;10-19;creditcard;eID;Post;Beruflich
Row2968;2022-11-10T11:00:00+00:00;10-19;paypal;Selfie;E-Mail;Beruflich
Row2973;2022-11-10T17:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row2976;2022-11-10T20:00:00+00:00;40-49;paypal;Selfie;E-Mail;Beruflich
Row2981;2022-11-11T10:00:00+00:00;30-39;paypal;Selfie;E-Mail;Beruflich
Row2987;2022-11-11T20:00:00+00:00;30-39;paypal;Selfie;Post;Beruflich
Row2989;2022-11-12T11:00:00+00:00;10-19;paypal;eID;Download;Beruflich
Row2990;2022-11-12T13:00:00+00:00;20-29;sepa;Selfie;Post;Beruflich
Row2992;2022-11-12T23:00:00+00:00;40-49;creditcard;Selfie;E-Mail;Beruflich
Row2995;2022-11-13T13:00:00+00:00;50-59;sepa;Selfie;E-Mail;Ehrenamtlich
Row2997;2022-11-13T15:00:00+00:00;50-59;paypal;Selfie;E-Mail;Ehrenamtlich
Row2999;2022-11-13T15:00:00+00:00;50-59;paypal;eID;E-Mail;Ehrenamtlich
Row3000;2022-11-13T16:00:00+00:00;60-69;giropay;Selfie;E-Mail;Ehrenamtlich
Row3003;2022-11-13T19:00:00+00:00;70-79;paypal;eID;E-Mail;Ehrenamtlich
Row3006;2022-11-13T20:00:00+00:00;40-49;paypal;Selfie;E-Mail;Beruflich
Row3008;2022-11-13T22:00:00+00:00;20-29;creditcard;Selfie;E-Mail;Beruflich
Row3011;2022-11-14T10:00:00+00:00;30-39;paypal;Selfie;E-Mail;Beruflich
Row3013;2022-11-14T11:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row3014;2022-11-14T12:00:00+00:00;30-39;paypal;Selfie;E-Mail;Ehrenamtlich
Row3016;2022-11-14T14:00:00+00:00;40-49;giropay;eID;Download;Ehrenamtlich
Row3017;2022-11-14T16:00:00+00:00;60-69;paypal;Selfie;E-Mail;Ehrenamtlich
Row3018;2022-11-14T18:00:00+00:00;60-69;paypal;Selfie;E-Mail;Ehrenamtlich
Row3019;2022-11-14T19:00:00+00:00;60-69;paypal;Selfie;E-Mail;Ehrenamtlich
Row3021;2022-11-14T19:00:00+00:00;20-29;paypal;Selfie;E-Mail;Ehrenamtlich
Row3022;2022-11-14T20:00:00+00:00;10-19;sepa;Selfie;E-Mail;Beruflich
Row3024;2022-11-14T22:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row3027;2022-11-15T08:00:00+00:00;40-49;paypal;Selfie;E-Mail;Ehrenamtlich
Row3030;2022-11-15T10:00:00+00:00;60-69;sepa;Selfie;E-Mail;Ehrenamtlich
Row3039;2022-11-15T15:00:00+00:00;30-39;giropay;Selfie;E-Mail;Beruflich
Row3049;2022-11-15T21:00:00+00:00;50-59;sepa;Selfie;E-Mail;Ehrenamtlich
Row3050;2022-11-15T21:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row3051;2022-11-15T21:00:00+00:00;40-49;sepa;Selfie;Post;Beruflich
Row3053;2022-11-16T07:00:00+00:00;30-39;sepa;Selfie;E-Mail;Beruflich
Row3055;2022-11-16T09:00:00+00:00;10-19;paypal;Selfie;E-Mail;Beruflich
Row3057;2022-11-16T09:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row3058;2022-11-16T10:00:00+00:00;40-49;paypal;Selfie;E-Mail;Beruflich
Row3059;2022-11-16T10:00:00+00:00;40-49;paypal;Selfie;E-Mail;Beruflich
Row3060;2022-11-16T10:00:00+00:00;10-19;paypal;Selfie;E-Mail;Beruflich
Row3062;2022-11-16T11:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row3070;2022-11-16T17:00:00+00:00;20-29;giropay;Selfie;E-Mail;Beruflich
Row3072;2022-11-16T19:00:00+00:00;50-59;paypal;Selfie;E-Mail;Ehrenamtlich
Row3073;2022-11-16T19:00:00+00:00;40-49;giropay;Selfie;Post;Beruflich
Row3077;2022-11-16T20:00:00+00:00;50-59;creditcard;Selfie;E-Mail;Ehrenamtlich
Row3078;2022-11-16T21:00:00+00:00;50-59;paypal;Selfie;E-Mail;Ehrenamtlich
Row3080;2022-11-17T07:00:00+00:00;40-49;paypal;eID;Post;Beruflich
Row3081;2022-11-17T08:00:00+00:00;70-79;paypal;Selfie;E-Mail;Ehrenamtlich
Row3083;2022-11-17T09:00:00+00:00;40-49;paypal;Selfie;E-Mail;Ehrenamtlich
Row3085;2022-11-17T12:00:00+00:00;50-59;paypal;Selfie;E-Mail;Beruflich
Row3094;2022-11-17T19:00:00+00:00;50-59;paypal;Selfie;E-Mail;Ehrenamtlich
Row3096;2022-11-17T19:00:00+00:00;50-59;paypal;Selfie;E-Mail;Ehrenamtlich
Row3097;2022-11-17T19:00:00+00:00;20-29;paypal;Selfie;E-Mail;Ehrenamtlich
Row3098;2022-11-17T20:00:00+00:00;50-59;sepa;Selfie;E-Mail;Beruflich
Row3101;2022-11-17T20:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row3106;2022-11-18T14:00:00+00:00;10-19;paypal;Selfie;Post;Beruflich
Row3108;2022-11-18T15:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row3111;2022-11-18T17:00:00+00:00;30-39;paypal;Selfie;E-Mail;Beruflich
Row3112;2022-11-18T18:00:00+00:00;60-69;sepa;Selfie;E-Mail;Ehrenamtlich
Row3114;2022-11-18T19:00:00+00:00;30-39;giropay;Selfie;E-Mail;Beruflich
Row3115;2022-11-18T20:00:00+00:00;50-59;sepa;Selfie;E-Mail;Beruflich
Row3116;2022-11-18T20:00:00+00:00;20-29;giropay;Selfie;E-Mail;Beruflich
Row3124;2022-11-19T14:00:00+00:00;30-39;giropay;Selfie;E-Mail;Beruflich
Row3127;2022-11-19T17:00:00+00:00;20-29;creditcard;Selfie;E-Mail;Beruflich
Row3128;2022-11-20T12:00:00+00:00;50-59;sepa;Selfie;E-Mail;Ehrenamtlich
Row3135;2022-11-20T20:00:00+00:00;60-69;paypal;Selfie;E-Mail;Ehrenamtlich
Row3140;2022-11-21T11:00:00+00:00;30-39;paypal;Selfie;E-Mail;Beruflich
Row3143;2022-11-21T13:00:00+00:00;50-59;giropay;Selfie;E-Mail;Beruflich
Row3146;2022-11-21T14:00:00+00:00;20-29;sepa;Selfie;Post;Beruflich
Row3147;2022-11-21T14:00:00+00:00;20-29;sepa;Selfie;Post;Beruflich
Row3150;2022-11-21T16:00:00+00:00;30-39;paypal;Selfie;E-Mail;Beruflich
Row3151;2022-11-21T16:00:00+00:00;40-49;creditcard;Selfie;Post;Beruflich
Row3152;2022-11-21T16:00:00+00:00;60-69;creditcard;Selfie;E-Mail;Ehrenamtlich
Row3153;2022-11-21T18:00:00+00:00;70-79;paypal;Selfie;E-Mail;Ehrenamtlich
Row3158;2022-11-21T20:00:00+00:00;40-49;creditcard;Selfie;E-Mail;Ehrenamtlich
Row3159;2022-11-21T20:00:00+00:00;10-19;paypal;Selfie;E-Mail;Beruflich
Row3162;2022-11-22T11:00:00+00:00;40-49;sepa;eID;E-Mail;Beruflich
Row3166;2022-11-22T17:00:00+00:00;20-29;giropay;Selfie;E-Mail;Beruflich
Row3167;2022-11-22T20:00:00+00:00;50-59;creditcard;Selfie;E-Mail;Ehrenamtlich
Row3170;2022-11-22T21:00:00+00:00;30-39;paydirekt;Selfie;E-Mail;Beruflich
Row3173;2022-11-23T11:00:00+00:00;40-49;paypal;Selfie;E-Mail;Beruflich
Row3174;2022-11-23T12:00:00+00:00;30-39;sepa;Selfie;E-Mail;Beruflich
Row3177;2022-11-23T16:00:00+00:00;20-29;creditcard;Selfie;E-Mail;Beruflich
Row3178;2022-11-23T17:00:00+00:00;60-69;creditcard;Selfie;E-Mail;Ehrenamtlich
Row3184;2022-11-23T19:00:00+00:00;30-39;giropay;Selfie;E-Mail;Beruflich
Row3186;2022-11-23T20:00:00+00:00;30-39;giropay;Selfie;E-Mail;Beruflich
Row3192;2022-11-24T10:00:00+00:00;10-19;paypal;eID;Post;Beruflich
Row3195;2022-11-24T12:00:00+00:00;50-59;paypal;Selfie;E-Mail;Beruflich
Row3198;2022-11-24T18:00:00+00:00;40-49;paypal;Selfie;Post;Beruflich
Row3200;2022-11-24T23:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row3201;2022-11-25T10:00:00+00:00;20-29;giropay;Selfie;E-Mail;Beruflich
Row3203;2022-11-25T13:00:00+00:00;10-19;paypal;Selfie;E-Mail;Beruflich
Row3204;2022-11-25T14:00:00+00:00;20-29;paypal;Selfie;Post;Beruflich
Row3210;2022-11-25T16:00:00+00:00;10-19;paypal;Selfie;E-Mail;Beruflich
Row3216;2022-11-26T19:00:00+00:00;10-19;paypal;Selfie;E-Mail;Beruflich
Row3222;2022-11-27T21:00:00+00:00;10-19;giropay;Selfie;Post;Beruflich
Row3225;2022-11-28T10:00:00+00:00;30-39;giropay;Selfie;E-Mail;Beruflich
Row3229;2022-11-28T18:00:00+00:00;10-19;paypal;Selfie;E-Mail;Beruflich
Row3230;2022-11-28T18:00:00+00:00;60-69;sepa;Selfie;E-Mail;Ehrenamtlich
Row3231;2022-11-28T19:00:00+00:00;50-59;paypal;Selfie;Post;Beruflich
Row3232;2022-11-28T20:00:00+00:00;40-49;paypal;Selfie;E-Mail;Beruflich
Row3234;2022-11-28T23:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row3235;2022-11-29T00:00:00+00:00;20-29;paypal;eID;E-Mail;Beruflich
Row3236;2022-11-29T07:00:00+00:00;30-39;paypal;Selfie;E-Mail;Beruflich
Row3237;2022-11-29T10:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row3242;2022-11-29T14:00:00+00:00;10-19;paypal;Selfie;E-Mail;Beruflich
Row3245;2022-11-29T17:00:00+00:00;30-39;giropay;Selfie;E-Mail;Beruflich
Row3247;2022-11-30T09:00:00+00:00;30-39;paypal;Selfie;E-Mail;Ehrenamtlich
Row3248;2022-11-30T11:00:00+00:00;50-59;paypal;Selfie;E-Mail;Beruflich
Row3249;2022-11-30T11:00:00+00:00;40-49;sepa;Selfie;Post;Beruflich
Row3251;2022-11-30T12:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row3254;2022-11-30T13:00:00+00:00;30-39;creditcard;eID;Post;Ehrenamtlich
Row3257;2022-11-30T15:00:00+00:00;30-39;giropay;Selfie;E-Mail;Beruflich
Row3258;2022-11-30T16:00:00+00:00;20-29;paypal;eID;E-Mail;Beruflich
Row3259;2022-11-30T16:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row3262;2022-11-30T20:00:00+00:00;40-49;paypal;Selfie;E-Mail;Beruflich
Row3271;2022-12-01T13:00:00+00:00;30-39;giropay;Selfie;E-Mail;Beruflich
Row3276;2022-12-01T18:00:00+00:00;10-19;paypal;Selfie;E-Mail;Beruflich
Row3281;2022-12-02T11:00:00+00:00;50-59;giropay;Selfie;E-Mail;Beruflich
Row3284;2022-12-02T13:00:00+00:00;10-19;creditcard;Selfie;E-Mail;Beruflich
Row3289;2022-12-03T16:00:00+00:00;10-19;creditcard;Selfie;E-Mail;Beruflich
Row3292;2022-12-03T20:00:00+00:00;20-29;creditcard;Selfie;E-Mail;Beruflich
Row3295;2022-12-04T16:00:00+00:00;10-19;paypal;eID;E-Mail;Beruflich
Row3300;2022-12-05T10:00:00+00:00;60-69;paypal;Selfie;E-Mail;Beruflich
Row3302;2022-12-05T13:00:00+00:00;40-49;paypal;Selfie;E-Mail;Beruflich
Row3307;2022-12-05T17:00:00+00:00;40-49;giropay;Selfie;E-Mail;Beruflich
Row3308;2022-12-05T18:00:00+00:00;20-29;paypal;eID;E-Mail;Beruflich
Row3309;2022-12-05T19:00:00+00:00;30-39;paypal;Selfie;E-Mail;Beruflich
Row3310;2022-12-05T19:00:00+00:00;10-19;giropay;eID;E-Mail;Beruflich
Row3312;2022-12-06T10:00:00+00:00;40-49;paypal;Selfie;E-Mail;Beruflich
Row3313;2022-12-06T11:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row3314;2022-12-06T11:00:00+00:00;50-59;sepa;Selfie;Post;Beruflich
Row3317;2022-12-06T12:00:00+00:00;40-49;creditcard;Selfie;E-Mail;Beruflich
Row3318;2022-12-06T12:00:00+00:00;30-39;giropay;Selfie;E-Mail;Beruflich
Row3321;2022-12-06T14:00:00+00:00;10-19;paypal;Selfie;E-Mail;Beruflich
Row3326;2022-12-06T19:00:00+00:00;30-39;paypal;eID;E-Mail;Beruflich
Row3327;2022-12-06T21:00:00+00:00;10-19;paydirekt;Selfie;E-Mail;Beruflich
Row3328;2022-12-06T21:00:00+00:00;30-39;paypal;Selfie;E-Mail;Beruflich
Row3333;2022-12-07T16:00:00+00:00;60-69;paypal;Selfie;E-Mail;Beruflich
Row3335;2022-12-07T19:00:00+00:00;50-59;paypal;Selfie;E-Mail;Beruflich
Row3339;2022-12-08T10:00:00+00:00;30-39;paypal;eID;Post;Beruflich
Row3342;2022-12-08T12:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row3348;2022-12-08T20:00:00+00:00;50-59;paypal;eID;E-Mail;Beruflich
Row3352;2022-12-09T11:00:00+00:00;10-19;paypal;Selfie;E-Mail;Beruflich
Row3364;2022-12-11T18:00:00+00:00;40-49;creditcard;Selfie;E-Mail;Ehrenamtlich
Row3367;2022-12-12T11:00:00+00:00;40-49;paypal;Selfie;E-Mail;Beruflich
Row3370;2022-12-12T14:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row3377;2022-12-12T21:00:00+00:00;40-49;paypal;Selfie;E-Mail;Beruflich
Row3385;2022-12-13T15:00:00+00:00;10-19;creditcard;Selfie;E-Mail;Beruflich
Row3388;2022-12-13T20:00:00+00:00;30-39;creditcard;Selfie;E-Mail;Beruflich
Row3389;2022-12-13T21:00:00+00:00;30-39;paypal;Selfie;E-Mail;Beruflich
Row3392;2022-12-14T10:00:00+00:00;40-49;paypal;Selfie;E-Mail;Beruflich
Row3394;2022-12-14T12:00:00+00:00;20-29;paydirekt;Selfie;E-Mail;Beruflich
Row3395;2022-12-14T13:00:00+00:00;30-39;creditcard;Selfie;E-Mail;Beruflich
Row3396;2022-12-14T14:00:00+00:00;10-19;paypal;Selfie;E-Mail;Beruflich
Row3398;2022-12-14T17:00:00+00:00;30-39;paypal;Selfie;E-Mail;Beruflich
Row3400;2022-12-14T20:00:00+00:00;70-79;paypal;Selfie;Post;Beruflich
Row3408;2022-12-15T14:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row3412;2022-12-15T17:00:00+00:00;50-59;creditcard;Selfie;E-Mail;Ehrenamtlich
Row3415;2022-12-16T08:00:00+00:00;10-19;paypal;Selfie;E-Mail;Beruflich
Row3416;2022-12-16T09:00:00+00:00;40-49;paypal;Selfie;E-Mail;Beruflich
Row3419;2022-12-16T16:00:00+00:00;20-29;giropay;Selfie;Post;Beruflich
Row3422;2022-12-17T10:00:00+00:00;50-59;paypal;Selfie;E-Mail;Beruflich
Row3429;2022-12-18T00:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row3431;2022-12-18T13:00:00+00:00;20-29;paypal;eID;E-Mail;Beruflich
Row3439;2022-12-19T11:00:00+00:00;30-39;giropay;Selfie;Post;Beruflich
Row3440;2022-12-19T11:00:00+00:00;50-59;creditcard;eID;E-Mail;Beruflich
Row3442;2022-12-19T14:00:00+00:00;50-59;paypal;Selfie;E-Mail;Beruflich
