LIIK;TYYP;MARK;MUDEL;KATEGOORIA;KERE_MATERJAL;PIKKUS;LAIUS;SYVIS;EHITUSAASTA;ESMANE_REG_KP;MOOTORITE_ARV;MOOTORITE_VOIMSUS;VKOM_MAAKOND;VKOM_TYYP
VÄIKELAEV;MOOTORPAAT;BRIG;F 360;C;KANGAS;3.6;1.75;0.4;2006;;1;26.0;Harju;FYYSILINE
VÄIKELAEV;KALAPAAT;-;-;C;PUIT;6.0;1.7;0.0;1975;;0;6.0;Saare;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;-;-;;KUMM;3.05;1.5;0.0;2001;;0;6.0;;FYYSILINE
VÄIKELAEV;MOOTORPAAT;KRÕM;-;D;ALUMIINIUM;4.3;1.6;0.25;1974;;1;30.0;Ida-Viru;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;ADMIRAL;AM280;D;KANGAS;2.8;1.42;0.1;2018;2019-04-16;1;1.5;Ida-Viru;FYYSILINE
JETT;;SEA-DOO;SPARK 2UP;;;2.77;1.17;;;2022-07-28;1;66.2;Saare;JURIIDILINE
VÄIKELAEV;MOOTORPAAT;BAYLINER;300 SB;B;PLASTIK;9.3;3.05;1.2;2007;2021-06-18;2;390.0;Tartu;JURIIDILINE
ALLA12MLAEV;KALAPAAT;CURSUS;440;D;PLASTIK;4.4;1.8;0.25;2004;;1;14.0;Hiiu;JURIIDILINE
VÄIKELAEV;MOOTORPAAT;FINNSPORT;410;C;PLASTIK;4.5;1.5;;1974;2022-07-22;1;32.0;Saare;FYYSILINE
VÄIKELAEV;MOOTORPAAT;BRIG;EAGLE 8;B;PLASTIK;7.98;2.9;0.4;;2022-10-04;1;258.0;Harju;JURIIDILINE
VÄIKELAEV;MOOTORPAAT;VIAMARE;380;D;KANGAS;3.8;1.8;;2013;;1;18.4;Harju;FYYSILINE
ALLA12MLAEV;KALAPAAT;AMUR;D;D;ALUMIINIUM;5.75;1.87;0.3;1991;;1;44.1;Pärnu;FYYSILINE
VÄIKELAEV;MOOTORPAAT;BAYLINER;175 BR;C;PLASTIK;5.33;2.13;0.43;2006;;1;101.0;Viljandi;FYYSILINE
ALLA12MLAEV;KALAPAAT;MÄÄRAMATA;-;D;PUIT;5.5;1.6;0.3;1986;;1;10.0;Ida-Viru;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;C-375;-;D;PLASTIK;3.75;1.45;0.18;2002;2002-12-27;1;5.8;Pärnu;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;KASSE;430;D;PLASTIK;4.3;1.58;0.2;1999;;1;2.9;Valga;JURIIDILINE
VÄIKELAEV;MOOTORPAAT;BAYLINER;CAPRI;C;PLASTIK;5.64;2.5;0.65;1999;;1;99.0;Lääne;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;MÄÄRAMATA;-;D;KUMM;3.2;1.45;0.0;1998;;1;6.0;Tartu;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;-;-;;KUMM;2.5;1.1;0.0;1986;;0;0.0;Ida-Viru;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;NÕROK;41;D;KUMM;2.55;1.11;0.1;2002;;0;0.0;Harju;FYYSILINE
VÄIKELAEV;MOOTORPAAT;VIAMARE;380 S ALU;C;KANGAS;3.8;1.7;0.25;2018;2018-06-21;1;14.9;Ida-Viru;FYYSILINE
VÄIKELAEV;MOOTORPAAT;OMAVALMISTATUD;-;D;PLASTIK;4.0;1.65;0.15;1982;;1;15.0;Ida-Viru;FYYSILINE
VÄIKELAEV;MOOTORPAAT;BUSH;K-400;C;KANGAS;4.05;1.9;;2017;2019-04-04;1;22.0;Harju;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;JORS;-;D;ALUMIINIUM;2.65;1.26;0.44;1991;;1;2.0;Harju;FYYSILINE
VÄIKELAEV;MOOTORPAAT;-;-;D;ALUMIINIUM;4.65;1.7;0.0;1990;;0;5.0;Harju;FYYSILINE
VÄIKELAEV;MOOTORPAAT;NEMAN;2;D;ALUMIINIUM;3.8;1.4;0.25;1980;;1;22.0;Harju;FYYSILINE
VÄIKELAEV;MOOTORPAAT;SEILSAT;C440;D;PLASTIK;4.4;1.65;0.25;2014;2014-07-29;1;14.7;Hiiu;FYYSILINE
VÄIKELAEV;MOOTORPAAT;CAPITAN;280SS;D;KUMM;2.8;1.23;;;2021-06-04;1;2.9;Pärnu;FYYSILINE
VÄIKELAEV;MOOTORPAAT;JAGO;320;D;KANGAS;3.2;1.54;;2016;2018-07-02;1;11.0;Harju;FYYSILINE
VÄIKELAEV;MOOTORPAAT;FOLKBOAT;C-440;C;PLASTIK;4.4;1.65;0.25;2007;;1;15.0;Lääne;JURIIDILINE
VÄIKELAEV;MOOTORPAAT;TERHI;445 C;C;PLASTIK;4.45;1.85;0.21;2017;2017-05-17;1;22.4;Lääne-Viru;JURIIDILINE
VÄIKELAEV;MOOTORPAAT;BUSTER;MAGNUM;C;ALUMIINIUM;6.7;2.4;0.36;2008;;0;165.5;Harju;JURIIDILINE
VÄIKELAEV;SÕUDEPAAT;FORELL;-;D;PUIT;3.4;1.25;0.17;1976;;1;6.0;Tartu;FYYSILINE
VÄIKELAEV;MOOTORPAAT;LOHI;400;D;PLASTIK;4.0;1.7;0.25;1987;2022-07-18;1;14.7;Pärnu;FYYSILINE
ALLA12MLAEV;KALAPAAT;LAPPAJA;-;C;PUIT;8.4;2.55;0.43;1988;;1;33.0;Pärnu;JURIIDILINE
VÄIKELAEV;SÕUDEPAAT;OMAVALMISTATUD;-;D;PUIT;4.18;1.32;0.1;;2020-07-28;1;2.9;Põlva;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;PELLA;-;D;PLASTIK;4.17;1.52;0.15;1985;;0;0.0;Valga;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;KOLIBRI;K 280 T;D;KANGAS;2.8;1.3;;;2022-11-09;0;2.2;Harju;FYYSILINE
VÄIKELAEV;MOOTORPAAT;VATOR;12R;D;PLASTIK;3.57;1.47;0.12;1990;;1;15.0;Lääne-Viru;FYYSILINE
VÄIKELAEV;MOOTORPAAT;BUSH;FAVORIT-F400;C;KANGAS;4.0;1.85;;2015;2015-09-26;1;22.0;Ida-Viru;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;ORION;8;D;KUMM;3.0;1.45;0.15;2006;;1;5.9;Ida-Viru;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;ADMIRAL;AM 375S;D;KANGAS;3.75;1.43;0.1;;2019-09-13;1;7.4;Harju;FYYSILINE
VÄIKELAEV;MOOTORPAAT;OMEGA;TP270M;C;KANGAS;2.7;1.35;0.15;2018;2018-12-06;1;3.6;Viljandi;FYYSILINE
JETT;;SEA-DOO;SPARK 900 HO TRIXX;C;;2.77;1.17;;2021;2021-05-31;1;66.0;Pärnu;FYYSILINE
VÄIKELAEV;PURJEJAHT;MAXI;77;B;MUU;7.7;2.5;1.45;;2019-06-04;1;7.5;Jõgeva;JURIIDILINE
VÄIKELAEV;MOOTORPAAT;OMAVALMISTATUD;-;C;PUIT;5.3;1.5;0.3;1969;;1;6.0;Pärnu;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;VEGA;3;D;KUMM;3.0;1.35;0.15;2008;;1;2.0;Pärnu;FYYSILINE
VÄIKELAEV;MOOTORPAAT;BRIG;F 330;C;KUMM;3.3;1.64;0.07;2007;;1;18.4;;JURIIDILINE
VÄIKELAEV;MOOTORPAAT;LADOGA;2;C;PLASTIK;4.74;2.02;0.4;1990;;1;44.0;Ida-Viru;FYYSILINE
VÄIKELAEV;MOOTORPAAT;KOLIBRI;KM 300;C;KANGAS;3.0;1.6;;;2022-10-10;1;5.9;Harju;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;KAISLA;400;D;PLASTIK;4.0;1.49;0.18;2008;;1;4.4;Tartu;FYYSILINE
VÄIKELAEV;PURJEJAHT;DRAGONFLY;25;C;PLASTIK;7.7;6.0;1.4;;2021-05-12;1;11.0;Harju;FYYSILINE
VÄIKELAEV;PURJEJAHT;VOILE;L 17;D;PLASTIK;5.2;2.1;0.8;1980;;1;8.0;Harju;JURIIDILINE
VÄIKELAEV;MOOTORPAAT;SILVER MARINE;CALUPSO 300WD;C;KUMM;2.94;1.53;0.3;2009;;1;7.5;Tartu;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;-;-;D;KUMM;2.6;1.4;0.0;1999;;0;3.0;Harju;FYYSILINE
VÄIKELAEV;MOOTORPAAT;DULKAN;D-420;C;KANGAS;4.2;1.85;0.2;2019;2019-04-04;1;22.1;Põlva;FYYSILINE
VÄIKELAEV;MOOTORPAAT;PROGRESS;2M;D;ALUMIINIUM;4.65;1.7;0.25;1982;;1;30.0;Ida-Viru;FYYSILINE
VÄIKELAEV;MOOTORPAAT;NORDLINE;42M;D;PLASTIK;4.2;1.65;0.65;2010;;1;19.0;Tartu;FYYSILINE
VÄIKELAEV;MOOTORPAAT;MOD;700;C;PLASTIK;7.02;2.4;;1987;2021-12-16;1;38.8;Harju;JURIIDILINE
VÄIKELAEV;MOOTORPAAT;BUSTER;R;D;ALUMIINIUM;4.25;1.7;;1986;;1;14.7;Tartu;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;OMAVALMISTATUD;-;D;PLASTIK;4.25;1.4;0.2;1998;2015-04-30;1;1.8;Harju;FYYSILINE
ALLA12MLAEV;KALAPAAT;LAPPAJA;-;C;PUIT;8.47;2.7;0.75;1984;;1;25.0;Saare;JURIIDILINE
VÄIKELAEV;MOOTORPAAT;BUSH;CRAB K-300;C;KANGAS;3.0;1.48;0.2;2019;2021-05-28;1;11.0;Rapla;FYYSILINE
VÄIKELAEV;MOOTORPAAT;KAISLA;460;C;PLASTIK;4.6;1.95;0.28;2012;;1;30.0;Hiiu;FYYSILINE
VÄIKELAEV;MOOTORPAAT;PROGRESS;4;D;ALUMIINIUM;4.65;1.7;0.2;1997;;1;37.0;Jõgeva;FYYSILINE
JETT;;KAWASAKI;ULTRA 300X;;;3.37;1.19;;2012;;0;213.0;Harju;JURIIDILINE
VÄIKELAEV;SÕUDEPAAT;VIIKING;280 ELINA;D;PLASTIK;2.8;1.35;0.12;2006;;1;2.0;Ida-Viru;FYYSILINE
VÄIKELAEV;MOOTORPAAT;RYDS;435 FC;C;PLASTIK;4.4;1.9;0.3;;2020-08-12;1;30.0;Harju;FYYSILINE
VÄIKELAEV;KALAPAAT;-;-;;PUIT;12.0;3.43;1.2;1985;;0;55.0;Rapla;JURIIDILINE
VÄIKELAEV;SÕUDEPAAT;KIILI PAAT;440;D;PLASTIK;4.4;1.62;0.3;2008;;1;6.0;Harju;FYYSILINE
VÄIKELAEV;PURJEJAHT;BENETEAU;OCEANIS 40;A;PLASTIK;12.15;3.91;;;;1;56.0;Saare;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;KASSE;430;D;PLASTIK;4.27;1.58;0.26;2016;2016-04-11;1;4.0;Saare;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;PELLA-FJORD;-;D;PLASTIK;4.3;1.4;0.1;1989;;0;4.0;Lääne-Viru;FYYSILINE
ALLA12MLAEV;KALAPAAT;KAKUAAM;-;B;PUIT;12.0;3.1;0.6;1993;;1;44.0;Tartu;JURIIDILINE
VÄIKELAEV;SÕUDEPAAT;-;-;D;PLASTIK;4.08;1.4;0.2;1980;;0;4.0;Lääne;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;HIBO;HB-300SD;D;KANGAS;3.0;1.51;0.1;2011;;1;7.5;Ida-Viru;FYYSILINE
ALLA12MLAEV;TÖÖPAAT;-;-;C;PLASTIK;4.3;1.55;0.0;2003;;0;4.0;Saare;JURIIDILINE
VÄIKELAEV;SÕUDEPAAT;KASSE;430;D;PLASTIK;4.3;1.55;0.28;2003;;1;3.0;Hiiu;FYYSILINE
JETT;;YAMAHA;VX1100;C;;3.22;1.17;;;;1;82.0;Harju;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;KASSE;430;D;PLASTIK;4.27;1.58;0.26;2018;2018-05-30;1;5.0;Pärnu;FYYSILINE
VÄIKELAEV;MOOTORPAAT;RAIS-SPORT;530 DC;C;PLASTIK;5.3;2.1;0.45;1986;2015-07-29;1;66.2;Ida-Viru;FYYSILINE
VÄIKELAEV;MOOTORPAAT;CATRAN;MARINE 420 AB;C;KANGAS;4.2;1.9;0.15;2013;2014-08-12;1;22.0;Harju;FYYSILINE
VÄIKELAEV;MOOTORPAAT;DELFINA;360;D;PLASTIK;3.6;1.64;;2019;2019-04-02;0;11.0;Harju;FYYSILINE
VÄIKELAEV;MOOTORPAAT;KAZANKA;M;C;ALUMIINIUM;4.6;1.7;0.15;1973;;1;23.0;Ida-Viru;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;KEFAL;-;D;PUIT;3.8;1.3;0.1;1990;;0;0.0;Tartu;FYYSILINE
VÄIKELAEV;MOOTORPAAT;PROGRESS;-;D;ALUMIINIUM;4.65;1.7;;1989;;1;22.5;Jõgeva;FYYSILINE
VÄIKELAEV;MOOTORPAAT;VATOR;14R;D;PLASTIK;4.25;1.6;0.28;;;1;15.0;Rapla;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;OMAVALMISTATUD;OMAVALMISTATUD;D;PUIT;5.5;1.7;0.2;2012;;1;7.0;Põlva;JURIIDILINE
ALLA12MLAEV;MOOTORPAAT;BAYLINER;CAPRI;C;PLASTIK;5.4;2.19;0.4;1988;;1;96.0;Valga;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;OMAVALMISTATUD;-;D;PUIT;2.7;1.35;0.12;2010;;1;2.0;Pärnu;FYYSILINE
VÄIKELAEV;MOOTORPAAT;BUSH;C-430;C;KANGAS;4.3;1.8;;2018;2018-07-21;1;22.0;Harju;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;PELLA;NOVA;D;PLASTIK;4.4;1.6;0.15;2013;;1;7.0;Valga;FYYSILINE
VÄIKELAEV;MOOTORPAAT;YAMARIN;5820 ;C;PLASTIK;5.8;2.11;0.2;2002;;1;85.0;Lääne-Viru;FYYSILINE
VÄIKELAEV;MOOTORPAAT;NORD;460D;D;PLASTIK;4.6;1.65;0.35;2017;2017-09-13;1;15.0;Saare;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;KASSE;430;D;PLASTIK;4.27;1.58;0.26;;2019-09-24;1;4.5;Saare;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;-;-;D;PLASTIK;4.1;1.46;0.16;1990;;0;4.0;Ida-Viru;FYYSILINE
JETT;;SEA-DOO;RXT-X RS 300;;;3.35;1.25;;;2020-07-06;1;217.0;Pärnu;JURIIDILINE
VÄIKELAEV;MOOTORPAAT;-;-;;PLASTIK;4.1;1.38;0.2;1991;;0;6.0;Lääne;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;KIILI PAAT;440;D;PLASTIK;4.4;1.6;0.2;2006;;1;6.0;Harju;JURIIDILINE
ALLA12MLAEV;KALAPAAT;-;-;C;PUIT;4.65;1.7;0.3;1987;;1;5.0;Lääne-Viru;FYYSILINE
VÄIKELAEV;MOOTORPAAT;OMAVALMISTATUD;-;D;PUIT;5.2;1.5;0.2;1986;;1;6.0;Põlva;FYYSILINE
ALLA12MLAEV;KALAPAAT;MÄÄRAMATA;-;C;PUIT;5.0;1.85;0.35;1974;;1;11.0;Saare;FYYSILINE
VÄIKELAEV;MOOTORPAAT;BAYLINER;175 BR;C;PLASTIK;5.33;2.13;0.43;2006;;1;101.0;Tartu;FYYSILINE
VÄIKELAEV;MOOTORPAAT;TERHI;450 CC;C;PLASTIK;4.45;1.85;0.29;;2022-07-07;1;29.8;Tartu;FYYSILINE
VÄIKELAEV;MOOTORPAAT;TERHI;BIG FUN;C;PLASTIK;4.7;1.85;;;2022-09-19;1;44.1;Jõgeva;FYYSILINE
VÄIKELAEV;MOOTORPAAT;BELLA;561 HT;C;PLASTIK;5.62;2.08;0.65;2007;;1;67.1;Harju;FYYSILINE
VÄIKELAEV;MOOTORPAAT;PROGRESS;4;D;ALUMIINIUM;4.65;1.7;0.23;1976;;1;22.0;Põlva;FYYSILINE
VÄIKELAEV;MOOTORPAAT;PAKRI;450 COMFORT;C;PLASTIK;4.5;1.6;0.28;2013;;1;11.2;Ida-Viru;FYYSILINE
JETT;;SEA-DOO;GTI SE 130;;;3.37;1.23;;2017;2017-07-13;1;100.0;Harju;JURIIDILINE
VÄIKELAEV;MOOTORPAAT;OB;3;C;ALUMIINIUM;4.29;1.55;0.0;1991;;1;22.0;Ida-Viru;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;-;-;D;PLASTIK;4.1;1.38;0.1;1989;;0;4.0;Lääne-Viru;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;-;-;C;PLASTIK;4.36;1.46;0.0;1988;;0;4.0;Harju;FYYSILINE
VÄIKELAEV;MOOTORPAAT;VELES;360;D;KANGAS;3.6;1.7;0.25;2015;2015-07-02;1;18.5;Harju;FYYSILINE
VÄIKELAEV;MOOTORPAAT;SILVER;COLIBRI;D;ALUMIINIUM;4.07;1.65;0.2;2002;;1;22.1;Võru;FYYSILINE
VÄIKELAEV;MOOTORPAAT;ZODIAC;PRO 7 MAN;C;KUMM;4.2;1.86;0.0;2003;;1;38.0;;JURIIDILINE
VÄIKELAEV;MOOTORPAAT;PROMARINE;HH-S380;C;KANGAS;3.8;1.73;0.2;2020;2021-07-16;1;11.0;Harju;FYYSILINE
VÄIKELAEV;MOOTORPAAT;PROGRESS;4;D;ALUMIINIUM;4.65;1.7;0.0;1973;;1;22.0;Harju;FYYSILINE
VÄIKELAEV;MOOTORPAAT;BAYLINER CAPRI;2052;C;PLASTIK;6.0;2.2;0.6;;2019-09-30;1;96.0;Tartu;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;SKIPP;400;D;PLASTIK;4.0;1.42;0.25;2010;;1;2.9;Ida-Viru;FYYSILINE
ALLA12MLAEV;KALAPAAT;KASSE;430;D;PLASTIK;4.27;1.58;0.26;2014;;1;4.0;Saare;FYYSILINE
VÄIKELAEV;MOOTORPAAT;OMAVALMISTATUD;-;D;PUIT;5.55;1.56;0.3;2010;;1;11.0;Tartu;FYYSILINE
VÄIKELAEV;MOOTORPAAT;SILVER;WOLF BR510;C;ALUMIINIUM;5.1;1.98;0.32;2017;2017-10-16;1;45.0;Viljandi;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;BRIG;380;C;KANGAS;3.8;1.75;0.0;2005;;1;22.0;Harju;FYYSILINE
VÄIKELAEV;MOOTORPAAT;NAVIS;N 475;C;PLASTIK;4.75;1.8;0.35;2011;;1;7.4;Harju;FYYSILINE
VÄIKELAEV;MOOTORPAAT;SKIPP;400;D;PLASTIK;4.0;1.42;0.25;2009;;1;3.0;Tartu;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;JUZANKA;-;D;ALUMIINIUM;4.6;1.6;0.15;1975;;1;6.0;Ida-Viru;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;FISHMAN;500;D;KANGAS;3.28;1.44;0.1;2016;2018-04-11;1;2.9;Saare;FYYSILINE
VÄIKELAEV;MOOTORPAAT;PROGRESS;2;D;ALUMIINIUM;4.65;1.7;0.0;1987;;0;22.0;Tartu;FYYSILINE
VÄIKELAEV;MOOTORPAAT;CHAPARRAL;SIGNATURE 240;C;PLASTIK;7.3;2.5;0.75;1997;;1;194.0;Harju;JURIIDILINE
VÄIKELAEV;MOOTORPAAT;ADMIRAL;AM360;D;KANGAS;3.6;1.62;0.1;2020;2021-05-07;0;18.4;Rapla;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;-;-;;PLASTIK;4.15;1.6;0.0;1990;;0;0.0;Harju;FYYSILINE
VÄIKELAEV;MOOTORPAAT;BUSH;FAVORIT F470;C;KANGAS;4.7;2.05;0.2;2015;2015-10-16;1;29.4;Pärnu;FYYSILINE
VÄIKELAEV;PURJEJAHT;-;-;B;PLASTIK;10.0;3.0;0.0;2001;;0;10.0;Harju;JURIIDILINE
VÄIKELAEV;MOOTORPAAT;VELES;360;D;KANGAS;3.6;1.7;0.25;2011;;1;18.5;Harju;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;-;-;;KUMM;3.6;1.5;0.0;1998;;0;2.0;Harju;FYYSILINE
VÄIKELAEV;MOOTORPAAT;BUSH;K-400;C;KANGAS;4.0;1.8;0.15;2011;;0;22.0;Harju;FYYSILINE
VÄIKELAEV;MOOTORPAAT;BUSH;C-300;C;KUMM;3.0;1.44;0.4;2007;;1;9.0;Harju;FYYSILINE
VÄIKELAEV;MOOTORPAAT;OMAVALMISTATUD;-;D;PUIT;6.0;1.7;0.2;1996;;1;6.0;Põlva;FYYSILINE
VÄIKELAEV;MOOTORPAAT;KOLIBRI;KM 330DSL;C;KANGAS;3.3;1.6;0.29;;2020-09-07;1;11.0;Harju;FYYSILINE
ALLA12MLAEV;KALAPAAT;ROBUST;NORDIC 28;C;PLASTIK;8.8;2.55;0.38;2009;;1;200.0;Pärnu;JURIIDILINE
ALLA12MLAEV;KALAPAAT;PROGRESS;-;D;ALUMIINIUM;4.65;1.7;0.2;1973;;1;22.0;Pärnu;FYYSILINE
VÄIKELAEV;PURJEJAHT;B;31;B;PLASTIK;9.34;2.76;1.8;;2019-07-23;1;6.0;Harju;FYYSILINE
ALLA12MLAEV;KALAPAAT;-;-;C;PUIT;8.0;1.8;0.65;1998;;1;15.0;Jõgeva;FYYSILINE
VÄIKELAEV;MOOTORPAAT;VIAMARE;380 AIRDECK;C;KANGAS;3.8;1.8;;2014;2015-05-12;1;18.4;Harju;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;ORION;5;D;KUMM;2.6;1.4;0.15;2007;;1;3.7;Tartu;FYYSILINE
VÄIKELAEV;PURJEJAHT;S-CRUISER;-;C;PUIT;8.82;2.2;1.0;1964;2015-07-06;1;7.4;Harju;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;-;-;C;ALUMIINIUM;4.26;1.65;0.18;1979;;0;4.0;Pärnu;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;NORDLINE;42;D;PLASTIK;4.2;1.55;0.2;;2019-11-26;1;7.5;Saare;FYYSILINE
VÄIKELAEV;MOOTORPAAT;AMT;185 BR;C;PLASTIK;5.1;2.24;0.4;2015;2018-05-08;1;85.0;Harju;FYYSILINE
VÄIKELAEV;MOOTORPAAT;STINGRAY;175 SVB;C;PLASTIK;5.3;2.0;0.4;1982;2018-08-27;1;103.0;Jõgeva;FYYSILINE
VÄIKELAEV;MOOTORPAAT;LATREX;400;D;PLASTIK;4.0;1.42;0.15;2015;2016-07-25;1;3.0;Harju;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;VIIKING;380 CLASSIC;D;PLASTIK;3.85;1.41;0.22;2008;;0;5.8;Valga;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;JOLL;280;D;PLASTIK;2.8;1.15;0.1;2002;;1;3.0;Tartu;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;UTJONOK;-;D;PUIT;3.52;1.24;0.15;1986;;0;0.0;Tartu;JURIIDILINE
VÄIKELAEV;MOOTORPAAT;BAYLINER;CAPRI;C;PLASTIK;5.75;2.24;0.35;1989;;1;92.0;Võru;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;OMAVALMISTATUD;-;D;PUIT;4.67;0.98;0.0;2000;;0;0.0;Tartu;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;KASSE;430;D;PLASTIK;4.33;1.68;0.26;2013;;1;4.0;Harju;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;ORION;6;D;KUMM;2.6;1.4;0.0;1999;;1;3.7;Harju;FYYSILINE
VÄIKELAEV;MOOTORPAAT;KOLIBRI;KM 280;C;KANGAS;2.8;1.48;0.15;2014;2015-05-13;1;3.7;Viljandi;FYYSILINE
VÄIKELAEV;MOOTORPAAT;LINDER;SPORTSMAN 445 CATCH;C;ALUMIINIUM;4.51;1.75;;;;1;22.1;Harju;FYYSILINE
VÄIKELAEV;MOOTORPAAT;KAISLA;525 SSC;C;PLASTIK;5.25;2.0;0.28;2011;;1;66.0;Harju;JURIIDILINE
VÄIKELAEV;SÕUDEPAAT;KASSE;430;D;PLASTIK;4.3;1.55;0.28;2005;;1;3.0;Lääne;FYYSILINE
VÄIKELAEV;MOOTORPAAT;NORD STAR;26 PATROL;B;PLASTIK;8.4;2.8;0.9;2008;;1;298.0;Harju;JURIIDILINE
VÄIKELAEV;MOOTORPAAT;-;-;C;ALUMIINIUM;4.65;1.7;0.0;1975;;0;5.0;Harju;FYYSILINE
VÄIKELAEV;MOOTORPAAT;TERHI;520 HT;C;PLASTIK;5.2;2.1;0.35;1983;;1;52.0;Rapla;FYYSILINE
ALLA12MLAEV;TÖÖPAAT;HIIU;450 ;D;PLASTIK;4.5;1.6;0.35;2011;;1;10.0;Hiiu;FYYSILINE
VÄIKELAEV;MOOTORPAAT;KIILI PAAT;400;D;KANGAS;4.0;1.7;0.27;2014;2018-04-27;1;6.0;Põlva;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;-;-;D;PLASTIK;4.4;1.6;0.2;2002;;0;4.0;Pärnu;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;OMAVALMISTATUD;-;D;PUIT;4.7;1.2;0.1;2002;;1;6.0;Tartu;FYYSILINE
VÄIKELAEV;KALAPAAT;-;-;;PUIT;3.8;1.3;0.1;1990;;0;0.0;Võru;FYYSILINE
VÄIKELAEV;MOOTORPAAT;PAKRI;450;C;PLASTIK;4.5;1.6;0.3;2007;;1;11.0;Tartu;FYYSILINE
VÄIKELAEV;MOOTORPAAT;KASSE;455 R;D;PLASTIK;4.57;1.63;0.23;2017;2017-08-25;1;12.0;Saare;FYYSILINE
VÄIKELAEV;MOOTORPAAT;VIHE;-;D;PLASTIK;4.0;1.56;0.35;1980;;1;15.0;Ida-Viru;FYYSILINE
VÄIKELAEV;MOOTORPAAT;SUNBIRD;-;C;PLASTIK;5.28;2.21;0.45;1990;;1;111.0;Saare;FYYSILINE
VÄIKELAEV;MOOTORPAAT;CLASTRON;18;C;PLASTIK;5.5;2.3;0.4;1989;;1;128.7;Ida-Viru;FYYSILINE
VÄIKELAEV;MOOTORPAAT;LOHI;395;D;PLASTIK;3.87;1.54;0.2;1984;;1;7.5;Harju;FYYSILINE
VÄIKELAEV;MOOTORPAAT;VATOR;14;D;PLASTIK;4.16;1.58;0.3;;2020-07-30;1;14.7;Viljandi;FYYSILINE
VÄIKELAEV;MOOTORPAAT;SUZUMAR;DS-390;C;KANGAS;3.85;1.65;0.0;2006;;1;18.7;Harju;FYYSILINE
VÄIKELAEV;MOOTORPAAT;PROGRESS;2M;C;ALUMIINIUM;4.65;1.7;0.0;1991;;1;22.0;Harju;FYYSILINE
VÄIKELAEV;MOOTORPAAT;RIBCRAFT;4.8M;C;PLASTIK;4.8;2.1;0.5;;2021-09-07;1;52.0;Harju;JURIIDILINE
VÄIKELAEV;SÕUDEPAAT;KORIKS-FIIBER OÜ;-;D;PLASTIK;4.4;1.5;0.3;1996;;1;4.0;Lääne-Viru;FYYSILINE
VÄIKELAEV;MOOTORPAAT;NEPTUN;3;C;PUIT;7.0;2.2;0.6;1989;;1;90.0;Võru;FYYSILINE
VÄIKELAEV;MOOTORPAAT;JUZANKA;-;D;ALUMIINIUM;4.63;1.6;0.2;1982;;1;19.0;Tartu;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;-;-;;PUIT;4.7;1.5;0.0;1976;;0;6.0;Harju;FYYSILINE
VÄIKELAEV;MOOTORPAAT;PROGRESS;-;C;ALUMIINIUM;4.63;1.7;0.2;1973;;1;22.0;Ida-Viru;FYYSILINE
