Match ID,City,Date,Match Type,Match Type Number,Season,Team Type,Team 1,Team 2,Toss Winner,Toss Decision,Venue,Winner,win_margin_type,Win Margin,Player of the Match,Event Name,Event Match Number,Event Stage,Gender,Umpire 1,Umpire 2,TV Umpire,Match Referee
1303311,Dublin,2022-07-15,ODI,4429,2022,international,New Zealand,Ireland,New Zealand,bat,"The Village, Malahide, Dublin",New Zealand,runs,1.0,MJ Guptill,New Zealand tour of Ireland,3.0,,male,Aleem Dar,R Black,PA Reynolds,DC Boon
1305496,Kirtipur,2022-03-25,ODI,4376,2021/22,international,Papua New Guinea,Nepal,Nepal,field,"Tribhuvan University International Cricket Ground, Kirtipur",Papua New Guinea,runs,6.0,CJA Amini,Papua New Guinea tour of Nepal,1.0,,male,DN Subedi,RR Wimalasiri,,WC Labrooy
1305497,Kirtipur,2022-03-26,ODI,4377,2021/22,international,Nepal,Papua New Guinea,Nepal,bat,"Tribhuvan University International Cricket Ground, Kirtipur",Papua New Guinea,wickets,3.0,L Siaka,Papua New Guinea tour of Nepal,2.0,,male,RR Wimalasiri,VK Jha,,WC Labrooy
1307296,Kandy,2022-06-14,ODI,4409,2022,international,Sri Lanka,Australia,Sri Lanka,bat,Pallekele International Cricket Stadium,Australia,wickets,2.0,GJ Maxwell,Australia tour of Sri Lanka,1.0,,male,HDPK Dharmasena,RSA Palliyaguruge,LE Hannibal,RS Madugalle
1307297,Kandy,2022-06-16,ODI,4412,2022,international,Sri Lanka,Australia,Australia,field,Pallekele International Cricket Stadium,Sri Lanka,runs,26.0,C Karunaratne,Australia tour of Sri Lanka,2.0,,male,HDPK Dharmasena,RR Wimalasiri,RSA Palliyaguruge,RS Madugalle
1307298,Colombo,2022-06-19,ODI,4415,2022,international,Australia,Sri Lanka,Australia,bat,"R Premadasa Stadium, Colombo",Sri Lanka,wickets,6.0,P Nissanka,Australia tour of Sri Lanka,3.0,,male,HDPK Dharmasena,LE Hannibal,RR Wimalasiri,RS Madugalle
1307299,Colombo,2022-06-21,ODI,4416,2022,international,Sri Lanka,Australia,Australia,field,"R Premadasa Stadium, Colombo",Sri Lanka,runs,4.0,KIC Asalanka,Australia tour of Sri Lanka,4.0,,male,RMPJ Rambukwella,RSA Palliyaguruge,HDPK Dharmasena,RS Madugalle
1307300,Colombo,2022-06-24,ODI,4418,2022,international,Sri Lanka,Australia,Sri Lanka,bat,"R Premadasa Stadium, Colombo",Australia,wickets,4.0,C Karunaratne,Australia tour of Sri Lanka,5.0,,male,HDPK Dharmasena,RSA Palliyaguruge,RMPJ Rambukwella,RS Madugalle
1307479,Edinburgh,2022-07-31,ODI,4440,2022,international,Scotland,New Zealand,Scotland,bat,"Grange Cricket Club Ground, Raeburn Place, Edinburgh",New Zealand,wickets,7.0,MS Chapman,New Zealand tour of Scotland,,,male,DA Haggo,DH Mclean,Ryan Milne,Wayne Noon
1308244,Dubai,2022-04-09,ODI,4384,2022,international,Scotland,Papua New Guinea,Papua New Guinea,field,Dubai International Cricket Stadium,Scotland,runs,162.0,,ICC Men's Cricket World Cup League 2,73.0,,male,Akbar Ali,BB Pradhan,,GF Labrooy
1308245,Dubai,2022-04-10,ODI,4385,2022,international,Scotland,Oman,Scotland,bat,Dubai International Cricket Stadium,Scotland,runs,4.0,A Neill,ICC Men's Cricket World Cup League 2,74.0,,male,Akbar Ali,Rashid Riaz,,GF Labrooy
1308246,Dubai,2022-04-12,ODI,4386,2022,international,Papua New Guinea,Oman,Papua New Guinea,bat,Dubai International Cricket Stadium,Oman,wickets,7.0,Jatinder Singh,ICC Men's Cricket World Cup League 2,75.0,,male,BB Pradhan,Rashid Riaz,,GF Labrooy
1308247,Dubai,2022-04-13,ODI,4387,2022,international,Scotland,Papua New Guinea,Scotland,bat,Dubai International Cricket Stadium,Scotland,runs,123.0,GT Main,ICC Men's Cricket World Cup League 2,76.0,,male,Akbar Ali,BB Pradhan,,GF Labrooy
1308248,Dubai,2022-04-15,ODI,4388,2022,international,Oman,Scotland,Oman,bat,Dubai International Cricket Stadium,Scotland,wickets,2.0,MRJ Watt,ICC Men's Cricket World Cup League 2,77.0,,male,Akbar Ali,Rashid Riaz,,GF Labrooy
1308249,Dubai,2022-04-16,ODI,4389,2022,international,Oman,Papua New Guinea,Oman,bat,Dubai International Cricket Stadium,Oman,runs,85.0,Bilal Khan,ICC Men's Cricket World Cup League 2,78.0,,male,BB Pradhan,Rashid Riaz,,GF Labrooy
1310943,Harare,2022-06-04,ODI,4397,2022,international,Afghanistan,Zimbabwe,Zimbabwe,field,Harare Sports Club,Afghanistan,runs,60.0,Rahmat Shah,Afghanistan tour of Zimbabwe,1.0,,male,L Rusere,M Erasmus,I Chabi,AJ Pycroft
1310944,Harare,2022-06-06,ODI,4400,2022,international,Zimbabwe,Afghanistan,Afghanistan,field,Harare Sports Club,Afghanistan,wickets,8.0,Ibrahim Zadran,Afghanistan tour of Zimbabwe,2.0,,male,I Chabi,M Erasmus,L Rusere,AJ Pycroft
1310945,Harare,2022-06-09,ODI,4403,2022,international,Zimbabwe,Afghanistan,Afghanistan,field,Harare Sports Club,Afghanistan,wickets,4.0,Rashid Khan,Afghanistan tour of Zimbabwe,3.0,,male,L Rusere,M Erasmus,I Chabi,AJ Pycroft
1311737,Rotterdam,2022-08-16,ODI,4448,2022,international,Pakistan,Netherlands,Pakistan,bat,"Hazelaarweg, Rotterdam",Pakistan,runs,16.0,Fakhar Zaman,Pakistan tour of Netherlands,1.0,,male,MA Gough,Rizwan Akram,N Bathi,BC Broad
1311738,Rotterdam,2022-08-18,ODI,4452,2022,international,Netherlands,Pakistan,Netherlands,bat,"Hazelaarweg, Rotterdam",Pakistan,wickets,7.0,Mohammad Nawaz,Pakistan tour of Netherlands,2.0,,male,MA Gough,N Bathi,Rizwan Akram,BC Broad
1311739,Rotterdam,2022-08-21,ODI,4455,2022,international,Pakistan,Netherlands,Pakistan,bat,"Hazelaarweg, Rotterdam",Pakistan,runs,9.0,Naseem Shah,Pakistan tour of Netherlands,3.0,,male,MA Gough,Rizwan Akram,Adriaan van den Dries,BC Broad
1312798,Pearland,2022-05-28,ODI,4390,2022,international,United States of America,Scotland,United States of America,bat,"Choice Moosa Stadium, Pearland",United States of America,runs,104.0,SN Netravalkar,ICC Men's Cricket World Cup League 2,79.0,,male,LS Reifer,SN Bandekar,,Reon King
1312799,Pearland,2022-05-29,ODI,4391,2022,international,Scotland,United States of America,Scotland,bat,"Choice Moosa Stadium, Pearland",Scotland,runs,111.0,RD Berrington,ICC Men's Cricket World Cup League 2,80.0,,male,Jermaine Lindo,LS Reifer,,Reon King
1312800,Pearland,2022-05-31,ODI,4393,2022,international,United Arab Emirates,Scotland,United Arab Emirates,bat,"Moosa Cricket Stadium, Pearland",Scotland,wickets,4.0,KJ Coetzer,ICC Men's Cricket World Cup League 2,81.0,,male,SN Bandekar,Vijaya Mallela,,Reon King
1312801,Pearland,2022-06-01,ODI,4394,2022,international,United Arab Emirates,United States of America,United Arab Emirates,bat,"Moosa Cricket Stadium, Pearland",United States of America,wickets,4.0,SJ Modani,ICC Men's Cricket World Cup League 2,82.0,,male,Jermaine Lindo,LS Reifer,,Reon King
1312802,Pearland,2022-06-03,ODI,4396,2022,international,Scotland,United Arab Emirates,Scotland,bat,"Moosa Cricket Stadium, Pearland",United Arab Emirates,wickets,5.0,,ICC Men's Cricket World Cup League 2,83.0,,male,SN Bandekar,Vijaya Mallela,,Reon King
1312803,Pearland,2022-06-04,ODI,4399,2022,international,United States of America,United Arab Emirates,United Arab Emirates,field,"Moosa Cricket Stadium, Pearland",United Arab Emirates,wickets,8.0,V Aravind,ICC Men's Cricket World Cup League 2,84.0,,male,Jermaine Lindo,LS Reifer,,Reon King
1312804,Pearland,2022-06-08,ODI,4402,2022,international,United States of America,Oman,Oman,field,"Moosa Cricket Stadium, Pearland",United States of America,runs,114.0,MD Patel,ICC Men's Cricket World Cup League 2,85.0,,male,LS Reifer,Vijaya Mallela,,Reon King
1312805,Pearland,2022-06-09,ODI,4404,2022,international,Oman,Nepal,Oman,bat,"Moosa Cricket Stadium, Pearland",Oman,runs,13.0,Zeeshan Maqsood,ICC Men's Cricket World Cup League 2,86.0,,male,Jermaine Lindo,SN Bandekar,,Reon King
1312806,Pearland,2022-06-11,ODI,4406,2022,international,Nepal,United States of America,Nepal,bat,"Moosa Cricket Stadium, Pearland",tie,,,SR Taylor,ICC Men's Cricket World Cup League 2,87.0,,male,LS Reifer,Vijaya Mallela,,Reon King
1312807,Pearland,2022-06-12,ODI,4408,2022,international,Oman,United States of America,Oman,bat,"Moosa Cricket Stadium, Pearland",Oman,runs,13.0,KH Prajapati,ICC Men's Cricket World Cup League 2,88.0,,male,LS Reifer,SN Bandekar,,Reon King
1312808,Pearland,2022-06-14,ODI,4410,2022,international,Oman,Nepal,Oman,bat,"Moosa Cricket Stadium, Pearland",Nepal,wickets,7.0,Karan KC,ICC Men's Cricket World Cup League 2,89.0,,male,Jermaine Lindo,Vijaya Mallela,,Reon King
1312809,Pearland,2022-06-15,ODI,4411,2022,international,United States of America,Nepal,Nepal,field,"Moosa Cricket Stadium, Pearland",United States of America,runs,39.0,G Singh,ICC Men's Cricket World Cup League 2,90.0,,male,LS Reifer,SN Bandekar,,Reon King
1315038,Multan,2022-06-08,ODI,4401,2022,international,West Indies,Pakistan,West Indies,bat,Multan Cricket Stadium,Pakistan,wickets,5.0,Khushdil Shah,West Indies tour of Pakistan,1.0,,male,Ahsan Raza,Aleem Dar,Rashid Riaz,Muhammad Javed
1315039,Multan,2022-06-10,ODI,4405,2022,international,Pakistan,West Indies,Pakistan,bat,Multan Cricket Stadium,Pakistan,runs,120.0,Mohammad Nawaz,West Indies tour of Pakistan,2.0,,male,Ahsan Raza,Asif Yaqoob,Aleem Dar,Muhammad Javed
1315040,Multan,2022-06-12,ODI,4407,2022,international,Pakistan,West Indies,Pakistan,bat,Multan Cricket Stadium,Pakistan,runs,53.0,Shadab Khan,West Indies tour of Pakistan,3.0,,male,Aleem Dar,Rashid Riaz,Asif Yaqoob,Muhammad Javed
1317152,Providence,2022-07-10,ODI,4421,2022,international,West Indies,Bangladesh,Bangladesh,field,"Providence Stadium, Guyana",Bangladesh,wickets,6.0,Mehedi Hasan Miraz,Bangladesh tour of West Indies,1.0,,male,GO Brathwaite,JS Wilson,N Duguid,RB Richardson
1317153,Providence,2022-07-13,ODI,4426,2022,international,West Indies,Bangladesh,Bangladesh,field,"Providence Stadium, Guyana",Bangladesh,wickets,9.0,Nasum Ahmed,Bangladesh tour of West Indies,2.0,,male,JS Wilson,N Duguid,LS Reifer,Reon King
1317154,Providence,2022-07-16,ODI,4431,2022,international,West Indies,Bangladesh,Bangladesh,field,"Providence Stadium, Guyana",Bangladesh,wickets,4.0,Taijul Islam,Bangladesh tour of West Indies,3.0,,male,JS Wilson,LS Reifer,GO Brathwaite,RB Richardson
1317476,Townsville,2022-08-28,ODI,4458,2022,international,Zimbabwe,Australia,Australia,field,"Tony Ireland Stadium, Townsville",Australia,wickets,5.0,C Green,Zimbabwe tour of Australia,1.0,,male,RJ Tucker,SJ Nogajski,PR Reiffel,DC Boon
1317477,Townsville,2022-08-31,ODI,4459,2022,international,Zimbabwe,Australia,Australia,field,"Tony Ireland Stadium, Townsville",Australia,wickets,8.0,MA Starc,Zimbabwe tour of Australia,2.0,,male,DM Koch,PR Reiffel,RJ Tucker,DC Boon
1317478,Townsville,2022-09-03,ODI,4460,2022,international,Australia,Zimbabwe,Zimbabwe,field,"Riverway Stadium, Townsville",Zimbabwe,wickets,3.0,RP Burl,Zimbabwe tour of Australia,3.0,,male,P Wilson,RJ Tucker,PR Reiffel,DC Boon
1317479,Cairns,2022-09-06,ODI,4461,2022,international,New Zealand,Australia,Australia,field,"Cazaly's Stadium, Cairns",Australia,wickets,2.0,C Green,New Zealand tour of Australia,1.0,,male,PR Reiffel,SJ Nogajski,RJ Tucker,DC Boon
1317480,Cairns,2022-09-08,ODI,4462,2022,international,Australia,New Zealand,New Zealand,field,"Cazaly's Stadium, Cairns",Australia,runs,113.0,MA Starc,New Zealand tour of Australia,2.0,,male,P Wilson,RJ Tucker,PR Reiffel,DC Boon
1317481,Cairns,2022-09-11,ODI,4464,2022,international,Australia,New Zealand,New Zealand,field,"Cazaly's Stadium, Cairns",Australia,runs,25.0,SPD Smith,New Zealand tour of Australia,3.0,,male,PR Reiffel,SJ Nogajski,RJ Tucker,DC Boon
1317489,Adelaide,2022-11-17,ODI,4475,2022/23,international,England,Australia,Australia,field,Adelaide Oval,Australia,wickets,6.0,DJ Malan,England tour of Australia,1.0,,male,PR Reiffel,P Wilson,RJ Tucker,DC Boon
1317490,Sydney,2022-11-19,ODI,4477,2022/23,international,Australia,England,Australia,bat,Sydney Cricket Ground,Australia,runs,72.0,MA Starc,England tour of Australia,2.0,,male,RJ Tucker,SJ Nogajski,PR Reiffel,DC Boon
1317491,Melbourne,2022-11-22,ODI,4480,2022/23,international,Australia,England,England,field,Melbourne Cricket Ground,Australia,runs,221.0,TM Head,England tour of Australia,3.0,,male,PR Reiffel,P Wilson,RJ Tucker,DC Boon
1317900,Port of Spain,2022-07-22,ODI,4436,2022,international,India,West Indies,West Indies,field,"Queen's Park Oval, Port of Spain, Trinidad",India,runs,3.0,S Dhawan,India tour of West Indies,1.0,,male,JS Wilson,LS Reifer,GO Brathwaite,RB Richardson
1317901,Port of Spain,2022-07-24,ODI,4438,2022,international,West Indies,India,West Indies,bat,"Queen's Park Oval, Port of Spain, Trinidad",India,wickets,2.0,AR Patel,India tour of West Indies,2.0,,male,GO Brathwaite,JS Wilson,N Duguid,RB Richardson
1317902,Port of Spain,2022-07-27,ODI,4439,2022,international,India,West Indies,India,bat,"Queen's Park Oval, Port of Spain, Trinidad",India,runs,119.0,Shubman Gill,India tour of West Indies,3.0,,male,JS Wilson,N Duguid,LS Reifer,RB Richardson
1317911,Bridgetown,2022-08-17,ODI,4450,2022,international,New Zealand,West Indies,West Indies,field,"Kensington Oval, Bridgetown, Barbados",West Indies,wickets,5.0,SSJ Brooks,New Zealand tour of West Indies,1.0,,male,GO Brathwaite,JS Wilson,N Duguid,RB Richardson
1317912,Bridgetown,2022-08-19,ODI,4453,2022,international,New Zealand,West Indies,West Indies,field,"Kensington Oval, Bridgetown, Barbados",New Zealand,runs,50.0,FH Allen,New Zealand tour of West Indies,2.0,,male,JS Wilson,N Duguid,LS Reifer,RB Richardson
1317913,Bridgetown,2022-08-21,ODI,4456,2022,international,West Indies,New Zealand,New Zealand,field,"Kensington Oval, Bridgetown, Barbados",New Zealand,wickets,5.0,TWM Latham,New Zealand tour of West Indies,3.0,,male,JS Wilson,LS Reifer,GO Brathwaite,RB Richardson
1322031,Ayr,2022-07-11,ODI,4422,2022,international,Namibia,Nepal,Namibia,bat,"Cambusdoon New Ground, Ayr",Namibia,runs,40.0,JN Loftie-Eaton,ICC Men's Cricket World Cup League 2,92.0,,male,DA Haggo,Ryan Milne,,DT Jukes
1322032,Glasgow,2022-07-13,ODI,4425,2022,international,Scotland,Nepal,Nepal,field,"Titwood, Glasgow",Nepal,wickets,5.0,Aasif Sheikh,ICC Men's Cricket World Cup League 2,93.0,,male,DA Haggo,Shiju Sam,,DT Jukes
1322033,Glasgow,2022-07-14,ODI,4427,2022,international,Namibia,Scotland,Scotland,field,"Titwood, Glasgow",Scotland,wickets,3.0,CN Greaves,ICC Men's Cricket World Cup League 2,94.0,,male,Ryan Milne,Shiju Sam,,DT Jukes
1322034,Ayr,2022-07-16,ODI,4430,2022,international,Namibia,Nepal,Namibia,bat,"Cambusdoon New Ground, Ayr",Namibia,runs,63.0,BM Scholtz,ICC Men's Cricket World Cup League 2,95.0,,male,DA Haggo,DH Mclean,,DT Jukes
1322035,Glasgow,2022-07-17,ODI,4432,2022,international,Nepal,Scotland,Scotland,field,"Titwood, Glasgow",Scotland,wickets,8.0,CS MacLeod,ICC Men's Cricket World Cup League 2,96.0,,male,Ryan Milne,Shiju Sam,,DT Jukes
1322036,Aberdeen,2022-08-10,ODI,4444,2022,international,Scotland,United Arab Emirates,Scotland,bat,"Mannofield Park, Aberdeen",Scotland,runs,64.0,CS MacLeod,ICC Men's Cricket World Cup League 2,97.0,,male,DA Haggo,M Burns,,DT Jukes
1322037,Aberdeen,2022-08-11,ODI,4445,2022,international,United Arab Emirates,United States of America,United Arab Emirates,bat,"Mannofield Park, Aberdeen",United States of America,wickets,1.0,MD Patel,ICC Men's Cricket World Cup League 2,98.0,,male,DH Mclean,Ryan Milne,,DT Jukes
1322038,Aberdeen,2022-08-13,ODI,4446,2022,international,United States of America,Scotland,Scotland,field,"Mannofield Park, Aberdeen",Scotland,wickets,5.0,CS MacLeod,ICC Men's Cricket World Cup League 2,99.0,,male,DA Haggo,M Burns,,DT Jukes
1322039,Aberdeen,2022-08-14,ODI,4447,2022,international,Scotland,United Arab Emirates,United Arab Emirates,field,"Mannofield Park, Aberdeen",Scotland,runs,86.0,MRJ Watt,ICC Men's Cricket World Cup League 2,100.0,,male,DH Mclean,M Burns,,DT Jukes
1322041,Aberdeen,2022-08-17,ODI,4449,2022,international,Scotland,United States of America,United States of America,field,"Mannofield Park, Aberdeen",United States of America,wickets,2.0,CS MacLeod,ICC Men's Cricket World Cup League 2,102.0,,male,DH Mclean,M Burns,,DT Jukes
1322278,Auckland,2022-11-25,ODI,4483,2022/23,international,India,New Zealand,New Zealand,field,"Eden Park, Auckland",New Zealand,wickets,7.0,TWM Latham,India tour of New Zealand,1.0,,male,CM Brown,CB Gaffaney,WR Knights,JJ Crowe
1322279,Hamilton,2022-11-27,ODI,4487,2022/23,international,India,New Zealand,New Zealand,field,"Seddon Park, Hamilton",no result,,,,India tour of New Zealand,2.0,,male,CB Gaffaney,WR Knights,CM Brown,JJ Crowe
1322280,Christchurch,2022-11-30,ODI,4489,2022/23,international,India,New Zealand,New Zealand,field,"Hagley Oval, Christchurch",no result,,,,India tour of New Zealand,3.0,,male,CM Brown,CB Gaffaney,SB Haig,JJ Crowe
1322359,Auckland,2023-03-25,ODI,4548,2022/23,international,New Zealand,Sri Lanka,Sri Lanka,field,"Eden Park, Auckland",New Zealand,runs,198.0,HB Shipley,Sri Lanka tour of New Zealand,1.0,,male,SB Haig,WR Knights,CM Brown,JJ Crowe
1322361,Hamilton,2023-03-31,ODI,4557,2022/23,international,Sri Lanka,New Zealand,Sri Lanka,bat,"Seddon Park, Hamilton",New Zealand,wickets,6.0,WA Young,Sri Lanka tour of New Zealand,3.0,,male,CM Brown,WR Knights,SB Haig,JJ Crowe
1323292,Harare,2022-08-05,ODI,4441,2022,international,Bangladesh,Zimbabwe,Zimbabwe,field,Harare Sports Club,Zimbabwe,wickets,5.0,Sikandar Raza,Bangladesh tour of Zimbabwe,1.0,,male,I Chabi,L Rusere,C Phiri,AJ Pycroft
1323293,Harare,2022-08-07,ODI,4442,2022,international,Bangladesh,Zimbabwe,Zimbabwe,field,Harare Sports Club,Zimbabwe,wickets,5.0,Sikandar Raza,Bangladesh tour of Zimbabwe,2.0,,male,F Mutizwa,L Rusere,I Chabi,AJ Pycroft
1323294,Harare,2022-08-10,ODI,4443,2022,international,Bangladesh,Zimbabwe,Zimbabwe,field,Harare Sports Club,Bangladesh,runs,105.0,Afif Hossain,Bangladesh tour of Zimbabwe,3.0,,male,C Phiri,L Rusere,F Mutizwa,AJ Pycroft
1325549,Harare,2022-08-18,ODI,4451,2022,international,Zimbabwe,India,India,field,Harare Sports Club,India,wickets,10.0,DL Chahar,India tour of Zimbabwe,1.0,,male,AT Holdstock,L Rusere,I Chabi,AJ Pycroft
1325550,Harare,2022-08-20,ODI,4454,2022,international,Zimbabwe,India,India,field,Harare Sports Club,India,wickets,5.0,SV Samson,India tour of Zimbabwe,2.0,,male,AT Holdstock,I Chabi,L Rusere,AJ Pycroft
1325551,Harare,2022-08-22,ODI,4457,2022,international,India,Zimbabwe,India,bat,Harare Sports Club,India,runs,13.0,Shubman Gill,India tour of Zimbabwe,3.0,,male,AT Holdstock,L Rusere,F Mutizwa,AJ Pycroft
1327509,Lucknow,2022-10-06,ODI,4470,2022/23,international,South Africa,India,India,field,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",South Africa,runs,9.0,H Klaasen,South Africa tour of India,1.0,,male,AK Chaudhary,J Madanagopal,KN Ananthapadmanabhan,J Srinath
1327510,Ranchi,2022-10-09,ODI,4471,2022/23,international,South Africa,India,South Africa,bat,"JSCA International Stadium Complex, Ranchi",India,wickets,7.0,SS Iyer,South Africa tour of India,2.0,,male,KN Ananthapadmanabhan,VK Sharma,J Madanagopal,J Srinath
1327511,Delhi,2022-10-11,ODI,4472,2022/23,international,South Africa,India,India,field,"Arun Jaitley Stadium, Delhi",India,wickets,7.0,Kuldeep Yadav,South Africa tour of India,3.0,,male,AK Chaudhary,J Madanagopal,VK Sharma,J Srinath
1331365,Port Moresby,2022-09-11,ODI,4463,2022,international,United States of America,Papua New Guinea,Papua New Guinea,field,"Amini Park, Port Moresby",tie,,,S Bau,ICC Men's Cricket World Cup League 2,103.0,,male,DM Koch,L Oala,,RW Stratford
1331366,Port Moresby,2022-09-13,ODI,4465,2022,international,Papua New Guinea,United States of America,United States of America,field,"Amini Park, Port Moresby",Papua New Guinea,runs,26.0,,ICC Men's Cricket World Cup League 2,104.0,,male,A Kapa,DM Koch,,RW Stratford
1331367,Port Moresby,2022-09-15,ODI,4466,2022,international,Namibia,United States of America,Namibia,bat,"Amini Park, Port Moresby",Namibia,runs,79.0,,ICC Men's Cricket World Cup League 2,105.0,,male,A Kapa,L Oala,,RW Stratford
1331368,Port Moresby,2022-09-17,ODI,4467,2022,international,Namibia,United States of America,United States of America,field,"Amini Park, Port Moresby",Namibia,runs,68.0,MG Erasmus,ICC Men's Cricket World Cup League 2,106.0,,male,A Kapa,L Oala,,RW Stratford
1331369,Port Moresby,2022-09-20,ODI,4468,2022,international,Namibia,Papua New Guinea,Namibia,bat,"Amini Park, Port Moresby",Namibia,runs,167.0,,ICC Men's Cricket World Cup League 2,107.0,,male,DM Koch,L Oala,,RW Stratford
1331370,Port Moresby,2022-09-21,ODI,4469,2022,international,Namibia,Papua New Guinea,Namibia,bat,"Amini Park, Port Moresby",Namibia,runs,61.0,MG Erasmus,ICC Men's Cricket World Cup League 2,108.0,,male,A Kapa,DM Koch,,RW Stratford
1336052,Cardiff,2023-09-08,ODI,4636,2023,international,England,New Zealand,New Zealand,field,"Sophia Gardens, Cardiff",New Zealand,wickets,8.0,DP Conway,New Zealand tour of England,1.0,,male,AG Wharf,PR Reiffel,AT Holdstock,BC Broad
1336053,Southampton,2023-09-10,ODI,4640,2023,international,England,New Zealand,New Zealand,field,"The Rose Bowl, Southampton",England,runs,79.0,LS Livingstone,New Zealand tour of England,2.0,,male,AT Holdstock,MJ Saggers,PR Reiffel,BC Broad
1336054,London,2023-09-13,ODI,4643,2023,international,England,New Zealand,New Zealand,field,"Kennington Oval, London",England,runs,181.0,BA Stokes,New Zealand tour of England,3.0,,male,AG Wharf,PR Reiffel,AT Holdstock,BC Broad
1336055,London,2023-09-15,ODI,4647,2023,international,England,New Zealand,England,bat,"Lord's, London",England,runs,100.0,DJ Malan,New Zealand tour of England,4.0,,male,AT Holdstock,MJ Saggers,PR Reiffel,BC Broad
1336129,Nottingham,2023-09-23,ODI,4653,2023,international,England,Ireland,Ireland,field,"Trent Bridge, Nottingham",England,runs,48.0,WG Jacks,Ireland tour of England,2.0,,male,DJ Millns,RJ Tucker,PR Reiffel,BC Broad
1336130,Bristol,2023-09-26,ODI,4656,2023,international,England,Ireland,Ireland,field,"County Ground, Bristol",no result,,,,Ireland tour of England,3.0,,male,M Burns,PR Reiffel,RJ Tucker,BC Broad
1339595,Bloemfontein,2023-01-27,ODI,4512,2022/23,international,South Africa,England,South Africa,bat,"Mangaung Oval, Bloemfontein",South Africa,runs,27.0,SSB Magala,England tour of South Africa,1.0,,male,BP Jele,M Erasmus,A Paleker,JJ Crowe
1339596,Bloemfontein,2023-01-29,ODI,4513,2022/23,international,England,South Africa,South Africa,field,"Mangaung Oval, Bloemfontein",South Africa,wickets,5.0,T Bavuma,England tour of South Africa,2.0,,male,AT Holdstock,M Erasmus,BP Jele,JJ Crowe
1339597,Kimberley,2023-02-01,ODI,4514,2022/23,international,England,South Africa,South Africa,field,"Diamond Oval, Kimberley",England,runs,59.0,JC Buttler,England tour of South Africa,3.0,,male,A Paleker,M Erasmus,AT Holdstock,JJ Crowe
1339602,East London,2023-03-18,ODI,4540,2022/23,international,West Indies,South Africa,West Indies,bat,"Buffalo Park, East London",West Indies,runs,48.0,SD Hope,West Indies tour of South Africa,2.0,,male,A Paleker,M Erasmus,BP Jele,RS Madugalle
1339603,Potchefstroom,2023-03-21,ODI,4544,2022/23,international,West Indies,South Africa,South Africa,field,"Senwes Park, Potchefstroom",South Africa,wickets,4.0,H Klaasen,West Indies tour of South Africa,3.0,,male,BP Jele,M Erasmus,AT Holdstock,RS Madugalle
1339607,Benoni,2023-03-31,ODI,4558,2022/23,international,Netherlands,South Africa,South Africa,field,"Willowmoore Park, Benoni",South Africa,wickets,8.0,SSB Magala,Netherlands tour of South Africa,2.0,,male,A Paleker,M Erasmus,AT Holdstock,AJ Pycroft
1339608,Johannesburg,2023-04-02,ODI,4563,2022/23,international,South Africa,Netherlands,Netherlands,field,"The Wanderers Stadium, Johannesburg",South Africa,runs,146.0,AK Markram,Netherlands tour of South Africa,3.0,,male,AT Holdstock,M Erasmus,A Paleker,AJ Pycroft
1339611,Karachi,2023-01-09,ODI,4500,2022/23,international,New Zealand,Pakistan,Pakistan,field,"National Stadium, Karachi",Pakistan,wickets,6.0,Naseem Shah,New Zealand tour of Pakistan,1.0,,male,Aleem Dar,Asif Yaqoob,Ahsan Raza,DC Boon
1339612,Karachi,2023-01-11,ODI,4502,2022/23,international,New Zealand,Pakistan,New Zealand,bat,"National Stadium, Karachi",New Zealand,runs,79.0,DP Conway,New Zealand tour of Pakistan,2.0,,male,Aleem Dar,Rashid Riaz,Asif Yaqoob,DC Boon
1339613,Karachi,2023-01-13,ODI,4504,2022/23,international,Pakistan,New Zealand,Pakistan,bat,"National Stadium, Karachi",New Zealand,wickets,2.0,GD Phillips,New Zealand tour of Pakistan,3.0,,male,Ahsan Raza,Aleem Dar,Rashid Riaz,DC Boon
1339619,Rawalpindi,2023-04-27,ODI,4569,2023,international,New Zealand,Pakistan,Pakistan,field,Rawalpindi Cricket Stadium,Pakistan,wickets,5.0,Fakhar Zaman,New Zealand tour of Pakistan,1.0,,male,Ahsan Raza,Aleem Dar,Rashid Riaz,BC Broad
1339620,Rawalpindi,2023-04-29,ODI,4571,2023,international,New Zealand,Pakistan,Pakistan,field,Rawalpindi Cricket Stadium,Pakistan,wickets,7.0,Fakhar Zaman,New Zealand tour of Pakistan,2.0,,male,Aleem Dar,Rashid Riaz,Ahsan Raza,BC Broad
1339621,Karachi,2023-05-03,ODI,4573,2023,international,Pakistan,New Zealand,New Zealand,field,"National Stadium, Karachi",Pakistan,runs,26.0,Imam-ul-Haq,New Zealand tour of Pakistan,3.0,,male,Faisal Afridi,L Rusere,JS Wilson,BC Broad
1339622,Karachi,2023-05-05,ODI,4574,2023,international,Pakistan,New Zealand,New Zealand,field,"National Stadium, Karachi",Pakistan,runs,102.0,Babar Azam,New Zealand tour of Pakistan,4.0,,male,Asif Yaqoob,JS Wilson,L Rusere,BC Broad
1339623,Karachi,2023-05-07,ODI,4575,2023,international,New Zealand,Pakistan,New Zealand,bat,"National Stadium, Karachi",New Zealand,runs,47.0,HB Shipley,New Zealand tour of Pakistan,5.0,,male,L Rusere,Rashid Riaz,JS Wilson,BC Broad
