Match ID,City,Date,Match Type,Match Type Number,Season,Team Type,Team 1,Team 2,Toss Winner,Toss Decision,Venue,Winner,win_margin_type,Win Margin,Player of the Match,Event Name,Event Match Number,Event Stage,Gender,Umpire 1,Umpire 2,TV Umpire,Match Referee
1000887,Brisbane,2017-01-13,ODI,3817,2016/17,international,Australia,Pakistan,Australia,bat,"Brisbane Cricket Ground, Woolloongabba",Australia,runs,92.0,MS Wade,Pakistan in Australia ODI Series,1.0,,male,MD Martell,C Shamshuddin,CB Gaffaney,JJ Crowe
1000889,,2017-01-15,ODI,3818,2016/17,international,Australia,Pakistan,Australia,bat,Melbourne Cricket Ground,Pakistan,wickets,6.0,Mohammad Hafeez,Pakistan in Australia ODI Series,2.0,,male,CB Gaffaney,P Wilson,C Shamshuddin,JJ Crowe
1000891,Perth,2017-01-19,ODI,3820,2016/17,international,Australia,Pakistan,Australia,field,Western Australia Cricket Association Ground,Australia,wickets,7.0,SPD Smith,Pakistan in Australia ODI Series,3.0,,male,SD Fry,C Shamshuddin,CB Gaffaney,JJ Crowe
1000893,,2017-01-22,ODI,3822,2016/17,international,Australia,Pakistan,Australia,bat,Sydney Cricket Ground,Australia,runs,86.0,DA Warner,Pakistan in Australia ODI Series,4.0,,male,CB Gaffaney,MD Martell,C Shamshuddin,JJ Crowe
1000895,,2017-01-26,ODI,3826,2016/17,international,Australia,Pakistan,Australia,bat,Adelaide Oval,Australia,runs,57.0,DA Warner,Pakistan in Australia ODI Series,5.0,,male,SD Fry,C Shamshuddin,CB Gaffaney,JJ Crowe
1001371,,2016-12-04,ODI,3811,2016/17,international,Australia,New Zealand,Australia,bat,Sydney Cricket Ground,Australia,runs,68.0,SPD Smith,Chappell-Hadlee Trophy,1.0,,male,HDPK Dharmasena,MD Martell,P Wilson,RB Richardson
1001373,Canberra,2016-12-06,ODI,3812,2016/17,international,Australia,New Zealand,New Zealand,field,Manuka Oval,Australia,runs,116.0,DA Warner,Chappell-Hadlee Trophy,2.0,,male,HDPK Dharmasena,P Wilson,NJ Llong,RB Richardson
1001375,,2016-12-09,ODI,3813,2016/17,international,Australia,New Zealand,Australia,bat,Melbourne Cricket Ground,Australia,runs,117.0,DA Warner,Chappell-Hadlee Trophy,3.0,,male,NJ Llong,MD Martell,HDPK Dharmasena,RB Richardson
1003271,Edinburgh,2016-07-04,ODI,3759,2016,international,Scotland,Afghanistan,Scotland,field,"Grange Cricket Club Ground, Raeburn Place",no result,,,,Afghanistan in Scotland ODI Series,1.0,,male,M Hawthorne,IN Ramage,,DT Jukes
1003273,Edinburgh,2016-07-06,ODI,3760,2016,international,Scotland,Afghanistan,Afghanistan,bat,"Grange Cricket Club Ground, Raeburn Place",Afghanistan,runs,78.0,,Afghanistan in Scotland ODI Series,2.0,,male,M Hawthorne,IN Ramage,,DT Jukes
1004283,Edinburgh,2016-09-08,ODI,3778,2016,international,Scotland,Hong Kong,Hong Kong,field,"Grange Cricket Club Ground, Raeburn Place",no result,,,,Hong Kong in Scotland ODI Series,1.0,,male,GO Brathwaite,IN Ramage,,DT Jukes
1004285,Edinburgh,2016-09-10,ODI,3779,2016,international,Scotland,Hong Kong,Scotland,bat,"Grange Cricket Club Ground, Raeburn Place",Scotland,runs,53.0,,Hong Kong in Scotland ODI Series,2.0,,male,GO Brathwaite,IN Ramage,,DT Jukes
1007649,,2016-06-11,ODI,3742,2016,international,Zimbabwe,India,India,field,Harare Sports Club,India,wickets,9.0,KL Rahul,India in Zimbabwe ODI Series,1.0,,male,IJ Gould,RB Tiffin,TJ Matibiri,RB Richardson
1007651,,2016-06-13,ODI,3744,2016,international,Zimbabwe,India,India,field,Harare Sports Club,India,wickets,8.0,YS Chahal,India in Zimbabwe ODI Series,2.0,,male,IJ Gould,L Rusere,RB Tiffin,RB Richardson
1007653,,2016-06-15,ODI,3746,2016,international,Zimbabwe,India,Zimbabwe,bat,Harare Sports Club,India,wickets,10.0,KL Rahul,India in Zimbabwe ODI Series,3.0,,male,IJ Gould,TJ Matibiri,L Rusere,RB Richardson
1019973,Christchurch,2016-12-26,ODI,3814,2016/17,international,New Zealand,Bangladesh,New Zealand,bat,Hagley Oval,New Zealand,runs,77.0,TWM Latham,Bangladesh in New Zealand ODI Series,1.0,,male,WR Knights,C Shamshuddin,PR Reiffel,BC Broad
1019975,Nelson,2016-12-29,ODI,3815,2016/17,international,New Zealand,Bangladesh,Bangladesh,field,Saxton Oval,New Zealand,runs,67.0,NT Broom,Bangladesh in New Zealand ODI Series,2.0,,male,CM Brown,PR Reiffel,C Shamshuddin,BC Broad
1019977,Nelson,2016-12-31,ODI,3816,2016/17,international,New Zealand,Bangladesh,Bangladesh,bat,Saxton Oval,New Zealand,wickets,8.0,KS Williamson,Bangladesh in New Zealand ODI Series,3.0,,male,CM Brown,C Shamshuddin,PR Reiffel,BC Broad
1020013,Auckland,2017-01-30,ODI,3829,2016/17,international,New Zealand,Australia,Australia,field,Eden Park,New Zealand,runs,6.0,MP Stoinis,Chappell-Hadlee Trophy,1.0,,male,WR Knights,RSA Palliyaguruge,HDPK Dharmasena,RS Madugalle
1020017,Hamilton,2017-02-05,ODI,3832,2016/17,international,New Zealand,Australia,New Zealand,bat,Seddon Park,New Zealand,runs,24.0,TA Boult,Chappell-Hadlee Trophy,3.0,,male,CM Brown,RSA Palliyaguruge,HDPK Dharmasena,RS Madugalle
1020031,Hamilton,2017-02-19,ODI,3836,2016/17,international,New Zealand,South Africa,South Africa,field,Seddon Park,South Africa,wickets,4.0,Q de Kock,South Africa in New Zealand ODI Series,1.0,,male,WR Knights,JS Wilson,PR Reiffel,J Srinath
1020033,Christchurch,2017-02-22,ODI,3839,2016/17,international,New Zealand,South Africa,South Africa,field,Hagley Oval,New Zealand,runs,6.0,LRPL Taylor,South Africa in New Zealand ODI Series,2.0,,male,CM Brown,PR Reiffel,JS Wilson,J Srinath
1020035,Wellington,2017-02-25,ODI,3841,2016/17,international,New Zealand,South Africa,South Africa,bat,Westpac Stadium,South Africa,runs,159.0,AB de Villiers,South Africa in New Zealand ODI Series,3.0,,male,CM Brown,JS Wilson,PR Reiffel,J Srinath
1020037,Hamilton,2017-03-01,ODI,3843,2016/17,international,New Zealand,South Africa,South Africa,bat,Seddon Park,New Zealand,wickets,7.0,MJ Guptill,South Africa in New Zealand ODI Series,4.0,,male,WR Knights,PR Reiffel,JS Wilson,J Srinath
1020039,Auckland,2017-03-04,ODI,3846,2016/17,international,New Zealand,South Africa,South Africa,field,Eden Park,South Africa,wickets,6.0,K Rabada,South Africa in New Zealand ODI Series,5.0,,male,CM Brown,JS Wilson,PR Reiffel,J Srinath
1022347,London,2017-06-01,ODI,3875,2017,international,England,Bangladesh,England,field,Kennington Oval,England,wickets,8.0,JE Root,ICC Champions Trophy,1.0,,male,S Ravi,RJ Tucker,BNJ Oxenford,DC Boon
1022349,Birmingham,2017-06-02,ODI,3876,2017,international,Australia,New Zealand,New Zealand,bat,Edgbaston,no result,,,,ICC Champions Trophy,2.0,,male,RK Illingworth,RA Kettleborough,NJ Llong,AJ Pycroft
1022351,London,2017-06-03,ODI,3877,2017,international,South Africa,Sri Lanka,Sri Lanka,field,Kennington Oval,South Africa,runs,96.0,Imran Tahir,ICC Champions Trophy,3.0,,male,Aleem Dar,IJ Gould,PR Reiffel,DC Boon
1022353,Birmingham,2017-06-04,ODI,3878,2017,international,India,Pakistan,Pakistan,field,Edgbaston,India,runs,124.0,Yuvraj Singh,ICC Champions Trophy,4.0,,male,HDPK Dharmasena,M Erasmus,RA Kettleborough,AJ Pycroft
1022355,London,2017-06-05,ODI,3879,2017,international,Australia,Bangladesh,Bangladesh,bat,Kennington Oval,no result,,,,ICC Champions Trophy,5.0,,male,CB Gaffaney,NJ Llong,IJ Gould,BC Broad
1022357,Cardiff,2017-06-06,ODI,3880,2017,international,England,New Zealand,New Zealand,field,Sophia Gardens,England,runs,87.0,JT Ball,ICC Champions Trophy,6.0,,male,BNJ Oxenford,PR Reiffel,RJ Tucker,AJ Pycroft
1022359,Birmingham,2017-06-07,ODI,3881,2017,international,Pakistan,South Africa,South Africa,bat,Edgbaston,Pakistan,runs,19.0,Hasan Ali,ICC Champions Trophy,7.0,,male,RK Illingworth,S Ravi,HDPK Dharmasena,BC Broad
1022361,London,2017-06-08,ODI,3882,2017,international,India,Sri Lanka,Sri Lanka,field,Kennington Oval,Sri Lanka,wickets,7.0,BKG Mendis,ICC Champions Trophy,8.0,,male,RA Kettleborough,RJ Tucker,M Erasmus,DC Boon
1022363,Cardiff,2017-06-09,ODI,3883,2017,international,Bangladesh,New Zealand,New Zealand,bat,Sophia Gardens,Bangladesh,wickets,5.0,Shakib Al Hasan,ICC Champions Trophy,9.0,,male,IJ Gould,NJ Llong,Aleem Dar,BC Broad
1022365,Birmingham,2017-06-10,ODI,3885,2017,international,England,Australia,England,field,Edgbaston,England,runs,40.0,BA Stokes,ICC Champions Trophy,10.0,,male,HDPK Dharmasena,CB Gaffaney,S Ravi,AJ Pycroft
1022367,London,2017-06-11,ODI,3886,2017,international,India,South Africa,India,field,Kennington Oval,India,wickets,8.0,JJ Bumrah,ICC Champions Trophy,11.0,,male,Aleem Dar,PR Reiffel,RK Illingworth,DC Boon
1022369,Cardiff,2017-06-12,ODI,3888,2017,international,Pakistan,Sri Lanka,Pakistan,field,Sophia Gardens,Pakistan,wickets,3.0,Sarfraz Ahmed,ICC Champions Trophy,12.0,,male,M Erasmus,BNJ Oxenford,CB Gaffaney,BC Broad
1022371,Cardiff,2017-06-14,ODI,3889,2017,international,England,Pakistan,Pakistan,field,Sophia Gardens,Pakistan,wickets,8.0,Hasan Ali,ICC Champions Trophy,,Semi Final,male,M Erasmus,RJ Tucker,CB Gaffaney,AJ Pycroft
1022373,Birmingham,2017-06-15,ODI,3891,2017,international,Bangladesh,India,India,field,Edgbaston,India,wickets,9.0,RG Sharma,ICC Champions Trophy,,Semi Final,male,HDPK Dharmasena,RA Kettleborough,NJ Llong,BC Broad
1022375,London,2017-06-18,ODI,3894,2017,international,India,Pakistan,India,field,Kennington Oval,Pakistan,runs,180.0,Fakhar Zaman,ICC Champions Trophy,,Final,male,M Erasmus,RA Kettleborough,RJ Tucker,DC Boon
1026847,Hong Kong,2016-11-04,ODI,3801,2016/17,international,Hong Kong,Papua New Guinea,Hong Kong,bat,"Mission Road Ground, Mong Kok",Hong Kong,runs,106.0,Babar Hayat,Papua New Guinea in Hong Kong ODI Series,1.0,,male,Sharfuddoula,Tabarak Dar,,GF Labrooy
1026849,Hong Kong,2016-11-06,ODI,3802,2016/17,international,Hong Kong,Papua New Guinea,Papua New Guinea,bat,"Mission Road Ground, Mong Kok",Papua New Guinea,runs,14.0,CA Soper,Papua New Guinea in Hong Kong ODI Series,2.0,,male,Sharfuddoula,Tabarak Dar,,GF Labrooy
1026851,Hong Kong,2016-11-08,ODI,3803,2016/17,international,Hong Kong,Papua New Guinea,Papua New Guinea,bat,"Mission Road Ground, Mong Kok",Hong Kong,wickets,7.0,Anshuman Rath,Papua New Guinea in Hong Kong ODI Series,3.0,,male,Sharfuddoula,IA Thomson,,GF Labrooy
1027315,Antigua,2017-03-03,ODI,3845,2016/17,international,West Indies,England,West Indies,field,"Sir Vivian Richards Stadium, North Sound",England,runs,45.0,EJG Morgan,England in West Indies ODI Series,1.0,,male,GO Brathwaite,RSA Palliyaguruge,CB Gaffaney,JJ Crowe
1027317,Antigua,2017-03-05,ODI,3848,2016/17,international,West Indies,England,West Indies,bat,"Sir Vivian Richards Stadium, North Sound",England,wickets,4.0,JE Root,England in West Indies ODI Series,2.0,,male,N Duguid,CB Gaffaney,RSA Palliyaguruge,JJ Crowe
1027319,Barbados,2017-03-09,ODI,3849,2016/17,international,West Indies,England,West Indies,field,"Kensington Oval, Bridgetown",England,runs,186.0,AD Hales,England in West Indies ODI Series,3.0,,male,GO Brathwaite,RSA Palliyaguruge,CB Gaffaney,JJ Crowe
1029001,Bristol,2017-05-05,ODI,3864,2017,international,England,Ireland,Ireland,bat,County Ground,England,wickets,7.0,AU Rashid,Ireland in England ODI Series,1.0,,male,Aleem Dar,RJ Bailey,PR Reiffel,RS Madugalle
1029003,London,2017-05-07,ODI,3865,2017,international,England,Ireland,Ireland,field,Lord's,England,runs,85.0,JE Root,Ireland in England ODI Series,2.0,,male,PR Reiffel,RT Robinson,Aleem Dar,RS Madugalle
1029819,Mirpur,2016-10-07,ODI,3791,2016/17,international,Bangladesh,England,England,bat,Shere Bangla National Stadium,England,runs,21.0,JT Ball,England in Bangladesh ODI Series,1.0,,male,M Erasmus,Sharfuddoula,Aleem Dar,J Srinath
1029821,Mirpur,2016-10-09,ODI,3793,2016/17,international,Bangladesh,England,England,field,Shere Bangla National Stadium,Bangladesh,runs,34.0,Mashrafe Mortaza,England in Bangladesh ODI Series,2.0,,male,Aleem Dar,Sharfuddoula,M Erasmus,J Srinath
1029823,Chittagong,2016-10-12,ODI,3794,2016/17,international,Bangladesh,England,England,field,Zahur Ahmed Chowdhury Stadium,England,wickets,4.0,AU Rashid,England in Bangladesh ODI Series,3.0,,male,Anisur Rahman,M Erasmus,Aleem Dar,J Srinath
1030219,Dharmasala,2016-10-16,ODI,3796,2016/17,international,India,New Zealand,India,field,Himachal Pradesh Cricket Association Stadium,India,wickets,6.0,HH Pandya,New Zealand in India ODI Series,1.0,,male,BNJ Oxenford,C Shamshuddin,AK Chaudhary,RB Richardson
1030221,Delhi,2016-10-20,ODI,3797,2016/17,international,India,New Zealand,India,field,Feroz Shah Kotla,New Zealand,runs,6.0,KS Williamson,New Zealand in India ODI Series,2.0,,male,AK Chaudhary,BNJ Oxenford,C Shamshuddin,RB Richardson
1030223,Chandigarh,2016-10-23,ODI,3798,2016/17,international,India,New Zealand,India,field,"Punjab Cricket Association Stadium, Mohali",India,wickets,7.0,V Kohli,New Zealand in India ODI Series,3.0,,male,BNJ Oxenford,C Shamshuddin,AK Chaudhary,RB Richardson
1030225,Ranchi,2016-10-26,ODI,3799,2016/17,international,India,New Zealand,New Zealand,bat,JSCA International Stadium Complex,New Zealand,runs,19.0,MJ Guptill,New Zealand in India ODI Series,4.0,,male,AK Chaudhary,BNJ Oxenford,CK Nandan,RB Richardson
1030227,Visakhapatnam,2016-10-29,ODI,3780,2016/17,international,India,New Zealand,India,bat,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,India,runs,190.0,A Mishra,New Zealand in India ODI Series,5.0,,male,CK Nandan,BNJ Oxenford,C Shamshuddin,RB Richardson
1031425,Leeds,2017-05-24,ODI,3872,2017,international,England,South Africa,South Africa,field,Headingley,England,runs,72.0,MM Ali,South Africa in England ODI Series,1.0,,male,RT Robinson,RJ Tucker,CB Gaffaney,AJ Pycroft
1031427,Southampton,2017-05-27,ODI,3873,2017,international,England,South Africa,South Africa,field,The Rose Bowl,England,runs,2.0,BA Stokes,South Africa in England ODI Series,2.0,,male,RJ Bailey,CB Gaffaney,RJ Tucker,AJ Pycroft
1031429,London,2017-05-29,ODI,3874,2017,international,England,South Africa,South Africa,field,Lord's,South Africa,wickets,7.0,K Rabada,South Africa in England ODI Series,3.0,,male,MA Gough,RJ Tucker,CB Gaffaney,AJ Pycroft
1031667,Manchester,2017-09-19,ODI,3911,2017,international,West Indies,England,West Indies,bat,Old Trafford,England,wickets,7.0,JM Bairstow,West Indies tour of England,1.0,,male,RT Robinson,SD Fry,RJ Tucker,J Srinath
1031669,Nottingham,2017-09-21,ODI,3913,2017,international,England,West Indies,West Indies,field,Trent Bridge,no result,,,,West Indies tour of England,2.0,,male,RJ Tucker,RJ Bailey,SD Fry,J Srinath
1031671,Bristol,2017-09-24,ODI,3915,2017,international,England,West Indies,West Indies,field,County Ground,England,runs,124.0,MM Ali,West Indies tour of England,3.0,,male,MA Gough,SD Fry,RJ Tucker,J Srinath
1031673,London,2017-09-27,ODI,3916,2017,international,West Indies,England,England,field,Kennington Oval,England,runs,6.0,E Lewis,West Indies tour of England,4.0,,male,RJ Tucker,RJ Bailey,SD Fry,J Srinath
1031675,Southampton,2017-09-29,ODI,3918,2017,international,West Indies,England,England,field,The Rose Bowl,England,wickets,9.0,JM Bairstow,West Indies tour of England,5.0,,male,MA Gough,SD Fry,RJ Tucker,J Srinath
1033361,Dublin,2017-05-12,ODI,3866,2017,international,Ireland,Bangladesh,Ireland,field,Malahide,no result,,,,Ireland Tri-Nation Series,1.0,,male,IJ Gould,M Hawthorne,NJ Llong,RS Madugalle
1033363,Dublin,2017-05-14,ODI,3867,2017,international,Ireland,New Zealand,Ireland,field,Malahide,New Zealand,runs,51.0,MJ Santner,Ireland Tri-Nation Series,2.0,,male,M Hawthorne,NJ Llong,IJ Gould,RS Madugalle
1033365,Dublin,2017-05-17,ODI,3868,2017,international,Bangladesh,New Zealand,New Zealand,field,Clontarf Cricket Club Ground,New Zealand,wickets,4.0,JDS Neesham,Ireland Tri-Nation Series,3.0,,male,IJ Gould,AJ Neill,NJ Llong,RS Madugalle
1033367,Dublin,2017-05-19,ODI,3869,2017,international,Ireland,Bangladesh,Bangladesh,field,Malahide,Bangladesh,wickets,8.0,Mustafizur Rahman,Ireland Tri-Nation Series,4.0,,male,R Black,RSA Palliyaguruge,JS Wilson,DT Jukes
1033369,Dublin,2017-05-21,ODI,3870,2017,international,Ireland,New Zealand,Ireland,field,Malahide,New Zealand,runs,190.0,TWM Latham,Ireland Tri-Nation Series,5.0,,male,AJ Neill,JS Wilson,RSA Palliyaguruge,DT Jukes
1033371,Dublin,2017-05-24,ODI,3871,2017,international,Bangladesh,New Zealand,Bangladesh,field,Clontarf Cricket Club Ground,Bangladesh,wickets,5.0,Mushfiqur Rahim,Ireland Tri-Nation Series,6.0,,male,R Black,RSA Palliyaguruge,JS Wilson,DT Jukes
1034819,Pune,2017-01-15,ODI,3819,2016/17,international,India,England,India,field,Maharashtra Cricket Association Stadium,India,wickets,3.0,KM Jadhav,England in India ODI Series,1.0,,male,HDPK Dharmasena,CK Nandan,RSA Palliyaguruge,AJ Pycroft
1034821,Cuttack,2017-01-19,ODI,3821,2016/17,international,India,England,England,field,Barabati Stadium,India,runs,15.0,Yuvraj Singh,England in India ODI Series,2.0,,male,AK Chaudhary,RSA Palliyaguruge,HDPK Dharmasena,AJ Pycroft
1034823,Kolkata,2017-01-22,ODI,3824,2016/17,international,India,England,India,field,Eden Gardens,England,runs,5.0,BA Stokes,England in India ODI Series,3.0,,male,AK Chaudhary,HDPK Dharmasena,RSA Palliyaguruge,AJ Pycroft
1040491,Greater Noida,2017-03-15,ODI,3850,2016/17,international,Afghanistan,Ireland,Afghanistan,bat,Greater Noida Sports Complex Ground,Afghanistan,runs,30.0,WTS Porterfield,Afghanistan v Ireland ODI Series,1.0,,male,Ahmed Shah Pakteen,Nitin Menon,AK Chaudhary,GF Labrooy
1040493,Greater Noida,2017-03-17,ODI,3851,2016/17,international,Afghanistan,Ireland,Afghanistan,bat,Greater Noida Sports Complex Ground,Afghanistan,runs,34.0,PR Stirling,Afghanistan v Ireland ODI Series,2.0,,male,Ahmed Shah Durrani,AK Chaudhary,Nitin Menon,GF Labrooy
1040495,Greater Noida,2017-03-19,ODI,3852,2016/17,international,Afghanistan,Ireland,Afghanistan,bat,Greater Noida Sports Complex Ground,Ireland,wickets,6.0,PR Stirling,Afghanistan v Ireland ODI Series,3.0,,male,Ahmed Shah Pakteen,Nitin Menon,AK Chaudhary,GF Labrooy
1040497,Greater Noida,2017-03-22,ODI,3853,2016/17,international,Afghanistan,Ireland,Afghanistan,bat,Greater Noida Sports Complex Ground,Ireland,wickets,3.0,KJ O'Brien,Afghanistan v Ireland ODI Series,4.0,,male,Ahmed Shah Durrani,AK Chaudhary,Nitin Menon,GF Labrooy
1040499,Greater Noida,2017-03-24,ODI,3854,2016/17,international,Afghanistan,Ireland,Ireland,bat,Greater Noida Sports Complex Ground,Afghanistan,wickets,7.0,Rahmat Shah,Afghanistan v Ireland ODI Series,5.0,,male,Ahmed Shah Pakteen,Nitin Menon,AK Chaudhary,GF Labrooy
1050223,,2016-09-30,ODI,3784,2016/17,international,Pakistan,West Indies,West Indies,field,Sharjah Cricket Stadium,Pakistan,runs,111.0,Babar Azam,Pakistan v West Indies ODI Series,1.0,,male,Ahsan Raza,RSA Palliyaguruge,S Ravi,AJ Pycroft
1050225,,2016-10-02,ODI,3788,2016/17,international,Pakistan,West Indies,Pakistan,bat,Sharjah Cricket Stadium,Pakistan,runs,59.0,Babar Azam,Pakistan v West Indies ODI Series,2.0,,male,S Ravi,Shozab Raza,RSA Palliyaguruge,AJ Pycroft
1050227,Abu Dhabi,2016-10-05,ODI,3789,2016/17,international,Pakistan,West Indies,Pakistan,bat,Sheikh Zayed Stadium,Pakistan,runs,136.0,Babar Azam,Pakistan v West Indies ODI Series,3.0,,male,Ahsan Raza,RSA Palliyaguruge,S Ravi,AJ Pycroft
1051297,Mirpur,2016-09-25,ODI,3781,2016/17,international,Bangladesh,Afghanistan,Bangladesh,bat,Shere Bangla National Stadium,Bangladesh,runs,7.0,Shakib Al Hasan,Afghanistan in Bangladesh ODI Series,1.0,,male,C Shamshuddin,Sharfuddoula,Anisur Rahman,RB Richardson
1051299,Mirpur,2016-09-28,ODI,3783,2016/17,international,Bangladesh,Afghanistan,Afghanistan,field,Shere Bangla National Stadium,Afghanistan,wickets,2.0,Mohammad Nabi,Afghanistan in Bangladesh ODI Series,2.0,,male,Anisur Rahman,C Shamshuddin,Masudur Rahman,RB Richardson
1051301,Mirpur,2016-10-01,ODI,3786,2016/17,international,Bangladesh,Afghanistan,Bangladesh,bat,Shere Bangla National Stadium,Bangladesh,runs,141.0,Tamim Iqbal,Afghanistan in Bangladesh ODI Series,3.0,,male,C Shamshuddin,Sharfuddoula,Masudur Rahman,RB Richardson
1059710,,2016-11-14,ODI,3804,2016/17,international,Zimbabwe,Sri Lanka,Sri Lanka,field,Harare Sports Club,Sri Lanka,wickets,8.0,DM de Silva,Zimbabwe Tri-Nation Series,1.0,,male,C Shamshuddin,RB Tiffin,M Erasmus,J Srinath
1059711,,2016-11-16,ODI,3805,2016/17,international,Sri Lanka,West Indies,Sri Lanka,field,Harare Sports Club,West Indies,runs,62.0,JO Holder,Zimbabwe Tri-Nation Series,2.0,,male,M Erasmus,RB Tiffin,C Shamshuddin,J Srinath
1059712,Bulawayo,2016-11-19,ODI,3806,2016/17,international,Zimbabwe,West Indies,Zimbabwe,bat,Queens Sports Club,tie,,,SD Hope,Zimbabwe Tri-Nation Series,3.0,,male,C Shamshuddin,RB Tiffin,MA Gough,J Srinath
1059713,Bulawayo,2016-11-21,ODI,3807,2016/17,international,Zimbabwe,Sri Lanka,Zimbabwe,bat,Queens Sports Club,no result,,,,Zimbabwe Tri-Nation Series,4.0,,male,MA Gough,L Rusere,RK Illingworth,J Srinath
1059714,Bulawayo,2016-11-23,ODI,3808,2016/17,international,Sri Lanka,West Indies,West Indies,field,Queens Sports Club,Sri Lanka,runs,1.0,BKG Mendis,Zimbabwe Tri-Nation Series,5.0,,male,RK Illingworth,TJ Matibiri,MA Gough,J Srinath
1059715,Bulawayo,2016-11-25,ODI,3809,2016/17,international,Zimbabwe,West Indies,Zimbabwe,bat,Queens Sports Club,Zimbabwe,runs,5.0,TS Chisoro,Zimbabwe Tri-Nation Series,6.0,,male,MA Gough,TJ Matibiri,RK Illingworth,J Srinath
1059716,Bulawayo,2016-11-27,ODI,3810,2016/17,international,Zimbabwe,Sri Lanka,Zimbabwe,bat,Queens Sports Club,Sri Lanka,wickets,6.0,BKG Mendis,Zimbabwe Tri-Nation Series,,Final,male,RK Illingworth,TJ Matibiri,MA Gough,J Srinath
1068737,Abu Dhabi,2017-04-02,ODI,3859,2017,international,United Arab Emirates,Papua New Guinea,Papua New Guinea,bat,Sheikh Zayed Stadium,Papua New Guinea,runs,26.0,,ICC World Cricket League Championship,38.0,,male,Akbar Ali,Shozab Raza,,SR Bernard
1072310,,2018-01-14,ODI,3951,2017/18,international,Australia,England,England,field,Melbourne Cricket Ground,England,wickets,5.0,JJ Roy,England tour of Australia and New Zealand,1.0,,male,CB Gaffaney,SD Fry,HDPK Dharmasena,RS Madugalle
1072311,Brisbane,2018-01-19,ODI,3958,2017/18,international,Australia,England,Australia,bat,"Brisbane Cricket Ground, Woolloongabba",England,wickets,4.0,JE Root,England tour of Australia and New Zealand,2.0,,male,HDPK Dharmasena,SJ Nogajski,CB Gaffaney,RS Madugalle
1072312,,2018-01-21,ODI,3960,2017/18,international,England,Australia,Australia,field,Sydney Cricket Ground,England,runs,16.0,JC Buttler,England tour of Australia and New Zealand,3.0,,male,CB Gaffaney,SD Fry,HDPK Dharmasena,RS Madugalle
1072313,,2018-01-26,ODI,3966,2017/18,international,England,Australia,Australia,field,Adelaide Oval,Australia,wickets,3.0,PJ Cummins,England tour of Australia and New Zealand,4.0,,male,HDPK Dharmasena,SJ Nogajski,CB Gaffaney,RS Madugalle
1072314,,2018-01-28,ODI,3968,2017/18,international,England,Australia,Australia,field,Perth Stadium,England,runs,12.0,TK Curran,England tour of Australia and New Zealand,5.0,,male,CB Gaffaney,SD Fry,HDPK Dharmasena,RS Madugalle
1075504,Kimberley,2017-10-15,ODI,3923,2017/18,international,Bangladesh,South Africa,Bangladesh,bat,Diamond Oval,South Africa,wickets,10.0,Q de Kock,Bangladesh tour of South Africa,1.0,,male,Aleem Dar,BP Jele,RSA Palliyaguruge,RS Madugalle
1075505,Paarl,2017-10-18,ODI,3925,2017/18,international,South Africa,Bangladesh,Bangladesh,field,Boland Park,South Africa,runs,104.0,AB de Villiers,Bangladesh tour of South Africa,2.0,,male,AT Holdstock,RSA Palliyaguruge,Aleem Dar,RS Madugalle
1075506,East London,2017-10-22,ODI,3929,2017/18,international,South Africa,Bangladesh,South Africa,bat,Buffalo Park,South Africa,runs,200.0,F du Plessis,Bangladesh tour of South Africa,3.0,,male,Aleem Dar,S George,RSA Palliyaguruge,RS Madugalle
1077949,Guyana,2017-04-07,ODI,3861,2017,international,West Indies,Pakistan,West Indies,field,Providence Stadium,West Indies,wickets,4.0,JN Mohammed,Pakistan in West Indies ODI Series,1.0,,male,SD Fry,JS Wilson,IJ Gould,JJ Crowe
1077950,Guyana,2017-04-09,ODI,3862,2017,international,West Indies,Pakistan,West Indies,field,Providence Stadium,Pakistan,runs,74.0,Babar Azam,Pakistan in West Indies ODI Series,2.0,,male,GO Brathwaite,IJ Gould,SD Fry,JJ Crowe
1077951,Guyana,2017-04-11,ODI,3863,2017,international,West Indies,Pakistan,West Indies,bat,Providence Stadium,Pakistan,wickets,6.0,Shoaib Malik,Pakistan in West Indies ODI Series,3.0,,male,SD Fry,JS Wilson,IJ Gould,JJ Crowe
1078659,Abu Dhabi,2017-01-22,ODI,3823,2016/17,international,Hong Kong,Scotland,Hong Kong,field,Sheikh Zayed Stadium,Hong Kong,wickets,7.0,Babar Hayat,United Arab Emirates Tri-Nation Series,1.0,,male,Akbar Ali,Iftikhar Ali,,DT Jukes
1078660,,2017-01-24,ODI,3825,2016/17,international,United Arab Emirates,Scotland,Scotland,bat,Dubai International Cricket Stadium,United Arab Emirates,wickets,4.0,Adnan Mufti,United Arab Emirates Tri-Nation Series,2.0,,male,Akbar Ali,Tabarak Dar,,DT Jukes
1078661,,2017-01-26,ODI,3827,2016/17,international,United Arab Emirates,Hong Kong,United Arab Emirates,field,Dubai International Cricket Stadium,United Arab Emirates,wickets,6.0,Imran Haider,United Arab Emirates Tri-Nation Series,3.0,,male,AJT Dowdalls,Iftikhar Ali,,DT Jukes
