time,open,high,low,close,Previous Day High,Previous Day Low,Previous Day Mid,Pivot Point (P),SMA 9,SMA 20,EMA 9,VWAP,SMA9 &gt; SMA20,SMA9 &lt; SMA20,EMA9 &gt; SMA20,EMA9 &lt; SMA20,Volume,instrument
2025-03-31 16:08:00-04:00,557.95,557.98,557.74,557.79,566.2675,555.07,560.66875,558.9991666666666,557.9833333333294,558.6064999999979,558.1304558030304,555.2213273550792,0,0,0,0,51954,SPY
2025-03-31 16:09:00-04:00,557.78,557.84,557.61,557.84,566.2675,555.07,560.66875,558.9991666666666,557.969999999996,558.549499999998,558.0723646424243,555.2236750485943,0,0,0,0,51167,SPY
2025-03-31 16:10:00-04:00,557.82,557.8583,557.56,557.66,566.2675,555.07,560.66875,558.9991666666666,557.9399999999961,558.4439999999979,557.9898917139394,555.2257073906566,0,0,0,0,47649,SPY
2025-03-31 16:11:00-04:00,557.67,558.25,557.67,558.12,566.2675,555.07,560.66875,558.9991666666666,557.9555555555515,558.417499999998,558.0159133711516,555.2292208291211,0,0,0,0,69424,SPY
2025-03-31 16:12:00-04:00,558.1,558.15,557.97,557.98,566.2675,555.07,560.66875,558.9991666666666,557.9455555555516,558.3964999999979,558.0087306969212,555.2302911442523,0,0,0,0,22261,SPY
2025-03-31 16:13:00-04:00,558.03,558.08,557.97,557.99,566.2675,555.07,560.66875,558.9991666666666,557.919999999996,558.397999999998,558.004984557537,555.2313897240035,0,0,0,0,22784,SPY
2025-03-31 16:14:00-04:00,558.04,558.28,558.04,558.07,566.2675,555.07,560.66875,558.9991666666666,557.9266666666626,558.332999999998,558.0179876460296,555.2325758055931,0,0,0,0,23925,SPY
2025-03-31 16:15:00-04:00,558.1,558.2,558.01,558.13,566.2675,555.07,560.66875,558.9991666666666,557.9433333333293,558.2684999999981,558.0403901168237,555.2359519385757,0,0,0,0,66797,SPY
2025-03-31 16:16:00-04:00,558.2,558.3,558.2,558.3,566.2675,555.07,560.66875,558.9991666666666,557.9866666666626,558.226999999998,558.092312093459,555.2373141956347,0,0,0,0,25498,SPY
2025-03-31 16:17:00-04:00,558.3,558.36,558.28,558.3,566.2675,555.07,560.66875,558.9991666666666,558.0433333333293,558.161499999998,558.1338496747671,555.2377241634771,0,0,0,0,7678,SPY
2025-03-31 16:18:00-04:00,558.299,558.3,558.25,558.25,566.2675,555.07,560.66875,558.9991666666666,558.0888888888849,558.0819999999981,558.1570797398138,555.238269813828,1,0,1,0,10392,SPY
2025-03-31 16:19:00-04:00,558.26,558.28,558.24,558.28,566.2675,555.07,560.66875,558.9991666666666,558.1577777777737,558.0384999999981,558.181663791851,555.2386674132473,0,0,0,0,7500,SPY
2025-03-31 16:20:00-04:00,558.29,558.3,558.1813,558.1813,566.2675,555.07,560.66875,558.9991666666666,558.1645888888849,558.0495649999981,558.1815910334808,555.2391790058916,0,0,0,0,9977,SPY
2025-03-31 16:21:00-04:00,558.15,558.3,558.14,558.17,566.2675,555.07,560.66875,558.9991666666666,558.1856999999959,558.061564999998,558.1792728267847,555.2411988648014,0,0,0,0,39577,SPY
2025-03-31 16:22:00-04:00,558.18,558.22,558.11,558.22,566.2675,555.07,560.66875,558.9991666666666,558.2112555555515,558.0735649999981,558.1874182614278,555.2422708741444,0,0,0,0,20674,SPY
2025-03-31 16:23:00-04:00,558.2,558.25,558.2,558.2,566.2675,555.07,560.66875,558.9991666666666,558.2256999999959,558.0800649999981,558.1899346091423,555.2424596620352,0,0,0,0,3667,SPY
2025-03-31 16:24:00-04:00,558.16,558.16,558.13,558.1301,566.2675,555.07,560.66875,558.9991666666666,558.2257111111071,558.0755699999979,558.1779676873138,555.2425151512597,0,0,0,0,1104,SPY
2025-03-31 16:25:00-04:00,558.13,558.17,558.06,558.12,566.2675,555.07,560.66875,558.9991666666666,558.2057111111071,558.081069999998,558.166374149851,555.2435533935757,0,0,0,0,20737,SPY
2025-03-31 16:26:00-04:00,558.16,558.16,558.14,558.14,566.2675,555.07,560.66875,558.9991666666666,558.1879333333294,558.089069999998,558.1610993198808,555.2439825618128,0,0,0,0,8517,SPY
2025-03-31 16:27:00-04:00,558.1,558.1,558.05,558.05,566.2675,555.07,560.66875,558.9991666666666,558.1657111111072,558.096069999998,558.1388794559047,555.2441313463156,0,0,0,0,3048,SPY
2025-03-31 16:28:00-04:00,558.09,558.1,558.07,558.08,566.2675,555.07,560.66875,558.9991666666666,558.1434888888848,558.1105699999981,558.1271035647237,555.2442282332305,0,0,0,0,1964,SPY
2025-03-31 16:29:00-04:00,558.02,558.06,558.0,558.04,566.2675,555.07,560.66875,558.9991666666666,558.1277888888849,558.120569999998,558.109682851779,555.2445926969175,0,0,0,1,7495,SPY
2025-03-31 16:30:00-04:00,558.04,558.04,557.99,558.03,566.2675,555.07,560.66875,558.9991666666666,558.1122333333294,558.1390699999981,558.0937462814231,555.2446981142631,0,1,0,0,2176,SPY
2025-03-31 16:31:00-04:00,558.01,558.01,557.98,557.98,566.2675,555.07,560.66875,558.9991666666666,558.0855666666628,558.1320699999981,558.0709970251385,555.2448142374864,0,0,0,0,2441,SPY
2025-03-31 16:32:00-04:00,557.98,558.0486,557.98,558.03,566.2675,555.07,560.66875,558.9991666666666,558.0666777777739,558.1345699999981,558.0627976201108,555.2448578324095,0,0,0,0,900,SPY
2025-03-31 16:33:00-04:00,558.03,558.03,557.98,557.98,566.2675,555.07,560.66875,558.9991666666666,558.0499999999961,558.1340699999981,558.0462380960887,555.245126567835,0,0,0,0,5650,SPY
2025-03-31 16:34:00-04:00,557.94,557.98,557.92,557.97,566.2675,555.07,560.66875,558.9991666666666,558.0333333333296,558.1290699999981,558.030990476871,555.2452279684323,0,0,0,0,2140,SPY
2025-03-31 16:35:00-04:00,558.05,558.05,558.011,558.04,566.2675,555.07,560.66875,558.9991666666666,558.0222222222184,558.1245699999981,558.0327923814968,555.2452905138679,0,0,0,0,1287,SPY
2025-03-31 16:36:00-04:00,558.04,558.04,558.04,558.04,566.2675,555.07,560.66875,558.9991666666666,558.0211111111072,558.1115699999982,558.0342339051974,555.2453488287684,0,0,0,0,1200,SPY
2025-03-31 16:37:00-04:00,558.0,558.02,558.0,558.02,566.2675,555.07,560.66875,558.9991666666666,558.0144444444406,558.0975699999982,558.031387124158,555.2456431040524,0,0,0,0,6100,SPY
2025-03-31 16:39:00-04:00,558.02,558.1,558.02,558.1,566.2675,555.07,560.66875,558.9991666666666,558.0211111111072,558.0900699999981,558.0451096993264,555.2468755709808,0,0,0,0,24845,SPY
2025-03-31 16:40:00-04:00,558.05,558.07,558.05,558.06,566.2675,555.07,560.66875,558.9991666666666,558.0244444444405,558.0790699999982,558.0480877594612,555.2469654761765,0,0,0,0,1839,SPY
2025-03-31 16:41:00-04:00,558.0809,558.13,558.0809,558.13,566.2675,555.07,560.66875,558.9991666666666,558.0411111111072,558.0765049999983,558.0644702075689,555.2473438546708,0,0,0,0,7553,SPY
2025-03-31 16:43:00-04:00,558.06,558.06,558.0,558.0101,566.2675,555.07,560.66875,558.9991666666666,558.038899999996,558.0685099999982,558.0535961660551,555.2475074509942,0,0,0,0,3408,SPY
2025-03-31 16:44:00-04:00,558.06,558.13,558.05,558.13,566.2675,555.07,560.66875,558.9991666666666,558.0555666666627,558.0640099999982,558.0688769328441,555.2476927501317,0,0,1,0,3700,SPY
2025-03-31 16:45:00-04:00,558.18,558.18,558.17,558.18,566.2675,555.07,560.66875,558.9991666666666,558.078899999996,558.0630099999983,558.0911015462752,555.2477182230783,1,0,0,0,500,SPY
2025-03-31 16:46:00-04:00,558.0698,558.0698,558.01,558.01,566.2675,555.07,560.66875,558.9991666666666,558.0755666666627,558.0570049999982,558.0748812370202,555.2480158365964,0,0,0,0,6202,SPY
2025-03-31 16:47:00-04:00,558.03,558.09,558.0,558.09,566.2675,555.07,560.66875,558.9991666666666,558.0811222222181,558.0555049999982,558.0779049896162,555.2480996665918,0,0,0,0,1698,SPY
2025-03-31 16:48:00-04:00,558.12,558.15,558.08,558.08,566.2675,555.07,560.66875,558.9991666666666,558.0877888888849,558.0525049999982,558.078323991693,555.24815038539,0,0,0,0,1031,SPY
2025-03-31 16:49:00-04:00,558.09,558.09,558.08,558.08,566.2675,555.07,560.66875,558.9991666666666,558.0855666666625,558.0540049999981,558.0786591933544,555.2481749816312,0,0,0,0,500,SPY
2025-03-31 16:50:00-04:00,558.0,558.02,557.96,557.98,566.2675,555.07,560.66875,558.9991666666666,558.0766777777739,558.0490049999983,558.0589273546835,555.2485038047824,0,0,0,0,6930,SPY
2025-03-31 16:51:00-04:00,557.95,557.95,557.9,557.9309,566.2675,555.07,560.66875,558.9991666666666,558.0545555555516,558.0435499999983,558.0333218837468,555.2488978575843,0,0,0,1,8459,SPY
2025-03-31 16:52:00-04:00,557.97,557.97,557.97,557.97,566.2675,555.07,560.66875,558.9991666666666,558.0500999999961,558.0405499999981,558.0206575069974,555.24890258318,0,0,0,0,100,SPY
2025-03-31 16:53:00-04:00,557.98,557.98,557.97,557.98,566.2675,555.07,560.66875,558.9991666666666,558.0334333333294,558.0405499999982,558.0125260055979,555.2491899285241,0,1,0,0,6059,SPY
2025-03-31 16:54:00-04:00,558.03,558.03,558.03,558.03,566.2675,555.07,560.66875,558.9991666666666,558.0167666666626,558.0405499999982,558.0160208044783,555.2492400020628,0,0,0,0,1037,SPY
2025-03-31 16:55:00-04:00,558.07,558.07,558.05,558.05,566.2675,555.07,560.66875,558.9991666666666,558.0212111111072,558.0440499999983,558.0228166435827,555.2492838200164,0,0,0,0,901,SPY
2025-03-31 16:56:00-04:00,558.06,558.06,557.99,557.99,566.2675,555.07,560.66875,558.9991666666666,558.010099999996,558.0450499999982,558.0162533148662,555.2499174291889,0,0,0,0,13317,SPY
2025-03-31 16:57:00-04:00,557.98,558.02,557.94,558.02,566.2675,555.07,560.66875,558.9991666666666,558.0034333333293,558.0440499999984,558.0170026518929,555.2504203945157,0,0,0,0,10461,SPY
2025-03-31 16:58:00-04:00,558.0,558.0,557.96,557.96,566.2675,555.07,560.66875,558.9991666666666,557.9900999999959,558.0400499999982,558.0056021215144,555.2505384344194,0,0,0,0,2510,SPY
2025-03-31 16:59:00-04:00,557.97,557.97,557.96,557.97,566.2675,555.07,560.66875,558.9991666666666,557.9889888888848,558.0375499999983,557.9984816972114,555.2505779869101,0,0,0,0,838,SPY
2025-03-31 17:00:00-04:00,557.96,557.96,557.96,557.96,566.2675,555.07,560.66875,558.9991666666666,557.9922222222181,558.0305499999984,557.9907853577691,555.250582689345,0,0,0,0,100,SPY
2025-03-31 17:01:00-04:00,558.0493,558.05,558.0493,558.05,566.2675,555.07,560.66875,558.9991666666666,558.0011111111071,558.0300499999983,558.0026282862153,555.250760989691,0,0,0,0,3670,SPY
2025-03-31 17:02:00-04:00,558.0,558.0,558.0,558.0,566.2675,555.07,560.66875,558.9991666666666,558.0033333333292,558.0235499999984,558.0021026289722,555.2507705321315,0,0,0,0,200,SPY
2025-03-31 17:04:00-04:00,558.0,558.0014,558.0,558.0,566.2675,555.07,560.66875,558.9991666666666,557.9999999999959,558.0230449999984,558.0016821031778,555.2507991590558,0,0,0,0,600,SPY
2025-03-31 17:06:00-04:00,558.0492,558.0492,558.0492,558.0492,566.2675,555.07,560.66875,558.9991666666666,557.999911111107,558.0190049999985,558.0111856825423,555.2508088234346,0,0,0,0,199,SPY
2025-03-31 17:07:00-04:00,558.05,558.1,558.05,558.1,566.2675,555.07,560.66875,558.9991666666666,558.0121333333293,558.0150049999984,558.0289485460338,555.2509282308981,0,0,1,0,2415,SPY
2025-03-31 17:08:00-04:00,558.1,558.2,558.05,558.2,566.2675,555.07,560.66875,558.9991666666666,558.0321333333293,558.0245049999984,558.063158836827,555.2515967118673,1,0,0,0,13065,SPY
2025-03-31 17:09:00-04:00,558.167,558.167,558.167,558.167,566.2675,555.07,560.66875,558.9991666666666,558.0551333333292,558.0283549999984,558.0839270694617,555.2516068281607,0,0,0,0,200,SPY
2025-03-31 17:10:00-04:00,558.06,558.06,558.06,558.06,566.2675,555.07,560.66875,558.9991666666666,558.0651333333292,558.0273549999985,558.0791416555693,555.251616573101,0,0,0,0,200,SPY
2025-03-31 17:11:00-04:00,558.06,558.07,558.06,558.06,566.2675,555.07,560.66875,558.9991666666666,558.0762444444402,558.0263549999984,558.0753133244555,555.2516409351558,0,0,0,0,500,SPY
2025-03-31 17:12:00-04:00,558.05,558.0598,558.04,558.0512,566.2675,555.07,560.66875,558.9991666666666,558.0763777777736,558.0299149999984,558.0704906595644,555.2517799384879,0,0,0,0,2862,SPY
2025-03-31 17:13:00-04:00,558.06,558.06,558.0,558.0,566.2675,555.07,560.66875,558.9991666666666,558.0763777777736,558.0333699999985,558.0563925276515,555.2518219421081,0,0,0,0,881,SPY
2025-03-31 17:14:00-04:00,558.06,558.06,558.0,558.0,566.2675,555.07,560.66875,558.9991666666666,558.0763777777736,558.0348699999984,558.0451140221212,555.2519790271277,0,0,0,0,3295,SPY
2025-03-31 17:15:00-04:00,558.0,558.0,558.0,558.0,566.2675,555.07,560.66875,558.9991666666666,558.0709111111069,558.0358699999985,558.0360912176969,555.2521700316643,0,0,0,0,4007,SPY
2025-03-31 17:16:00-04:00,558.0,558.0,558.0,558.0,566.2675,555.07,560.66875,558.9991666666666,558.0597999999959,558.0343699999984,558.0288729741576,555.2521888113105,0,0,0,1,394,SPY
2025-03-31 17:17:00-04:00,558.0,558.04,557.99,558.04,566.2675,555.07,560.66875,558.9991666666666,558.0420222222181,558.0338699999984,558.0310983793261,555.2522245954707,0,0,0,0,740,SPY
2025-03-31 17:18:00-04:00,557.98,557.98,557.98,557.98,566.2675,555.07,560.66875,558.9991666666666,558.0212444444404,558.0333699999985,558.0208787034609,555.2522325444686,0,1,0,0,168,SPY
2025-03-31 17:20:00-04:00,557.99,558.0,557.9805,558.0,566.2675,555.07,560.66875,558.9991666666666,558.0145777777738,558.0323699999984,558.0167029627687,555.2522575192562,0,0,0,0,524,SPY
2025-03-31 17:21:00-04:00,558.0,558.0,558.0,558.0,566.2675,555.07,560.66875,558.9991666666666,558.0079111111071,558.0343699999985,558.013362370215,555.2522670514982,0,0,0,0,200,SPY
2025-03-31 17:22:00-04:00,558.0,558.0,558.0,558.0,566.2675,555.07,560.66875,558.9991666666666,558.0022222222183,558.0358699999985,558.0106898961719,555.2522861157837,0,0,0,0,400,SPY
2025-03-31 17:26:00-04:00,558.0,558.0,558.0,558.0,566.2675,555.07,560.66875,558.9991666666666,558.0022222222183,558.0378699999985,558.0085519169376,555.2522957431473,0,0,0,0,202,SPY
2025-03-31 17:27:00-04:00,558.0,558.0,558.0,558.0,566.2675,555.07,560.66875,558.9991666666666,558.0022222222183,558.0353699999985,558.0068415335501,555.252300509144,0,0,0,0,100,SPY
2025-03-31 17:28:00-04:00,557.99,557.9994,557.99,557.9994,566.2675,555.07,560.66875,558.9991666666666,558.0021555555516,558.0353399999984,558.00535322684,555.2523145656677,0,0,0,0,295,SPY
2025-03-31 17:30:00-04:00,558.0899,558.0899,558.0899,558.0899,566.2675,555.07,560.66875,558.9991666666666,558.0121444444404,558.0398349999984,558.022262581472,555.252319487533,0,0,0,0,100,SPY
2025-03-31 17:33:00-04:00,558.0106,558.0106,558.0106,558.0106,566.2675,555.07,560.66875,558.9991666666666,558.0088777777737,558.0379049999985,558.0199300651776,555.2523290561173,0,0,0,0,200,SPY
2025-03-31 17:34:00-04:00,558.0607,558.0607,558.0607,558.0607,566.2675,555.07,560.66875,558.9991666666666,558.0178444444405,558.0359399999985,558.028084052142,555.2523339272839,0,0,0,0,100,SPY
2025-03-31 17:35:00-04:00,558.07,558.18,558.07,558.18,566.2675,555.07,560.66875,558.9991666666666,558.0378444444403,558.0349399999984,558.0584672417136,555.2523707429444,1,0,1,0,725,SPY
2025-03-31 17:38:00-04:00,558.15,558.15,558.15,558.15,566.2675,555.07,560.66875,558.9991666666666,558.0545111111071,558.0340899999984,558.0767737933709,555.2523908464987,0,0,0,0,400,SPY
2025-03-31 17:40:00-04:00,558.08,558.08,558.0,558.0,566.2675,555.07,560.66875,558.9991666666666,558.0545111111071,558.0310899999984,558.0614190346967,555.2527438904532,0,0,0,0,7409,SPY
2025-03-31 17:45:00-04:00,558.11,558.11,558.04,558.04,566.2675,555.07,560.66875,558.9991666666666,558.0589555555515,558.0300899999984,558.0571352277573,555.2527944030302,0,0,0,0,1045,SPY
2025-03-31 17:46:00-04:00,558.0427,558.0427,558.0427,558.0427,566.2675,555.07,560.66875,558.9991666666666,558.063699999996,558.0296649999983,558.0542481822058,555.252799241356,0,0,0,0,100,SPY
2025-03-31 17:47:00-04:00,558.1,558.1,558.1,558.1,566.2675,555.07,560.66875,558.9991666666666,558.0748777777737,558.0346649999984,558.0633985457647,555.252804179036,0,0,0,0,100,SPY
2025-03-31 17:48:00-04:00,558.1199,558.1199,558.1199,558.1199,566.2675,555.07,560.66875,558.9991666666666,558.0782111111071,558.0406599999984,558.0746988366118,555.2528091512099,0,0,0,0,100,SPY
2025-03-31 17:49:00-04:00,558.0906,558.0906,558.0906,558.0906,566.2675,555.07,560.66875,558.9991666666666,558.0870999999959,558.0451899999983,558.0778790692895,555.2528141709807,0,0,0,0,102,SPY
2025-03-31 17:50:00-04:00,558.12,558.18,558.09,558.1,566.2675,555.07,560.66875,558.9991666666666,558.0914666666627,558.0501899999983,558.0823032554316,555.2531798054046,0,0,0,0,7406,SPY
2025-03-31 17:51:00-04:00,558.08,558.1,558.08,558.1,566.2675,555.07,560.66875,558.9991666666666,558.0825777777737,558.0531899999983,558.0858426043453,555.2532240839436,0,0,0,0,897,SPY
2025-03-31 17:52:00-04:00,558.15,558.15,558.08,558.08,566.2675,555.07,560.66875,558.9991666666666,558.0747999999959,558.0581899999983,558.0846740834762,555.253268687216,0,0,0,0,910,SPY
2025-03-31 17:53:00-04:00,558.11,558.14,558.11,558.12,566.2675,555.07,560.66875,558.9991666666666,558.0881333333292,558.0641899999982,558.091739266781,555.253333255658,0,0,0,0,1299,SPY
2025-03-31 17:54:00-04:00,558.14,558.14,558.12,558.12,566.2675,555.07,560.66875,558.9991666666666,558.0970222222181,558.0701899999983,558.0973914134248,555.2536101859898,0,0,0,0,5572,SPY
2025-03-31 17:55:00-04:00,558.12,558.15,558.12,558.12,566.2675,555.07,560.66875,558.9991666666666,558.105611111107,558.0761899999983,558.1019131307398,555.2536690243079,0,0,0,0,1184,SPY
2025-03-31 17:57:00-04:00,558.08,558.08,558.03,558.03,566.2675,555.07,560.66875,558.9991666666666,558.0978333333292,558.0776899999983,558.0875305045919,555.2536930906881,0,0,0,0,500,SPY
2025-03-31 17:59:00-04:00,558.08,558.09,558.08,558.09,566.2675,555.07,560.66875,558.9991666666666,558.0945111111071,558.0821899999983,558.0880244036736,555.2538392731523,0,0,0,0,2973,SPY
2025-03-31 18:00:00-04:00,558.01,558.06,557.9,557.9,566.2675,555.07,560.66875,558.9991666666666,558.0733333333293,558.0772199999983,558.0504195229388,555.2543540589157,0,1,0,1,11224,SPY
2025-03-31 18:01:00-04:00,557.85,557.89,557.79,557.79,566.2675,555.07,560.66875,558.9991666666666,558.0388888888849,558.0622249999983,557.998335618351,555.2546289754835,0,0,0,0,6256,SPY
2025-03-31 18:02:00-04:00,557.84,557.84,557.7501,557.82,566.2675,555.07,560.66875,558.9991666666666,558.0077777777738,558.0526949999984,557.9626684946808,555.2548201376037,0,0,0,0,4300,SPY
2025-03-31 18:03:00-04:00,557.8,557.8,557.78,557.78,566.2675,555.07,560.66875,558.9991666666666,557.9744444444403,558.0386599999985,557.9261347957446,555.2548376414098,0,0,0,0,400,SPY
2025-03-31 18:04:00-04:00,557.8,557.8,557.75,557.7501,566.2675,555.07,560.66875,558.9991666666666,557.9333444444404,558.0171649999984,557.8909278365957,555.255006702527,0,0,0,0,3910,SPY
2025-03-31 18:05:00-04:00,557.75,557.75,557.65,557.65,566.2675,555.07,560.66875,558.9991666666666,557.881122222218,557.9921649999984,557.8427422692765,555.2552267188435,0,0,0,0,5302,SPY
2025-03-31 18:06:00-04:00,557.63,557.63,557.46,557.51,566.2675,555.07,560.66875,558.9991666666666,557.8133444444403,557.9676649999985,557.7761938154213,555.2557240143993,0,0,0,0,12732,SPY
2025-03-31 18:07:00-04:00,557.51,557.53,557.45,557.45,566.2675,555.07,560.66875,558.9991666666666,557.7488999999958,557.9381649999984,557.710955052337,555.2564440815395,0,0,0,0,18950,SPY
2025-03-31 18:08:00-04:00,557.44,557.91,557.42,557.82,566.2675,555.07,560.66875,558.9991666666666,557.7188999999959,557.9270299999984,557.7327640418696,555.2568265596765,0,0,0,0,8617,SPY
2025-03-31 18:09:00-04:00,557.62,557.62,557.2,557.2,566.2675,555.07,560.66875,558.9991666666666,557.6411222222181,557.8820299999984,557.6262112334957,555.2573163060143,0,0,0,0,14560,SPY
2025-03-31 18:10:00-04:00,557.16,557.4,557.16,557.3,566.2675,555.07,560.66875,558.9991666666666,557.5866777777736,557.8410349999984,557.5609689867965,555.2575858470889,0,0,0,0,7624,SPY
2025-03-31 18:11:00-04:00,557.12,557.12,556.89,556.89,566.2675,555.07,560.66875,558.9991666666666,557.4833444444403,557.7810049999983,557.4267751894372,555.2577602369277,0,0,0,0,6173,SPY
2025-03-31 18:12:00-04:00,556.74,556.74,556.4,556.59,566.2675,555.07,560.66875,558.9991666666666,557.3511222222181,557.7055049999983,557.2594201515498,555.2582328478993,0,0,0,0,20506,SPY
2025-03-31 18:13:00-04:00,556.64,556.67,556.56,556.6096,566.2675,555.07,560.66875,558.9991666666666,557.2243999999959,557.6309849999984,557.1294561212399,555.2584095183511,0,0,0,0,7558,SPY
2025-03-31 18:14:00-04:00,556.7995,556.7995,556.55,556.55,566.2675,555.07,560.66875,558.9991666666666,557.1021777777737,557.5544849999984,557.0135648969919,555.2585230022012,0,0,0,0,5080,SPY
2025-03-31 18:15:00-04:00,556.52,556.52,556.2,556.2292,566.2675,555.07,560.66875,558.9991666666666,556.9598666666625,557.4599449999985,556.8566919175935,555.2589976250866,0,0,0,0,28284,SPY
2025-03-31 18:16:00-04:00,556.23,556.63,556.23,556.58,566.2675,555.07,560.66875,558.9991666666666,556.8631999999958,557.3829449999985,556.8013535340748,555.2592528692034,0,0,0,0,11179,SPY
2025-03-31 18:17:00-04:00,556.62,556.9988,556.62,556.88,566.2675,555.07,560.66875,558.9991666666666,556.7587555555514,557.3209449999985,556.8170828272598,555.2596456606774,0,0,0,0,14025,SPY
2025-03-31 18:18:00-04:00,556.9,556.9,556.68,556.7,566.2675,555.07,560.66875,558.9991666666666,556.7031999999958,557.2544449999984,556.7936662618079,555.2596623363378,0,0,0,0,670,SPY
2025-03-31 18:19:00-04:00,556.9,556.9,556.9,556.9,566.2675,555.07,560.66875,558.9991666666666,556.6587555555512,557.1949449999985,556.8149330094462,555.2596653125278,0,0,0,0,105,SPY
2025-03-31 18:20:00-04:00,557.0,557.03,557.0,557.03,566.2675,555.07,560.66875,558.9991666666666,556.6743111111068,557.1514449999984,556.8579464075569,555.2599834016248,0,0,0,0,10400,SPY
2025-03-31 18:21:00-04:00,557.06,557.1,557.0201,557.1,566.2675,555.07,560.66875,558.9991666666666,556.7309777777734,557.1169449999985,556.9063571260456,555.2603881500921,0,0,0,0,12735,SPY
2025-03-31 18:23:00-04:00,556.99,556.99,556.99,556.99,566.2675,555.07,560.66875,558.9991666666666,556.7732444444401,557.0754449999985,556.9230857008365,555.2603911376232,0,0,0,0,100,SPY
2025-03-31 18:24:00-04:00,556.99,556.99,556.99,556.99,566.2675,555.07,560.66875,558.9991666666666,556.822133333329,557.0359449999985,556.9364685606693,555.2603941251439,0,0,0,0,100,SPY
2025-03-31 18:25:00-04:00,556.76,556.837,556.76,556.837,566.2675,555.07,560.66875,558.9991666666666,556.8896666666624,556.9902899999985,556.9165748485354,555.2604104644238,0,0,0,0,600,SPY
2025-03-31 18:27:00-04:00,556.82,557.0,556.82,557.0,566.2675,555.07,560.66875,558.9991666666666,556.9363333333291,556.9577899999985,556.9332598788284,555.2604314972724,0,0,0,0,700,SPY
2025-03-31 18:28:00-04:00,557.07,557.07,557.03,557.05,566.2675,555.07,560.66875,558.9991666666666,556.955222222218,556.9347899999985,556.9566079030627,555.2607552228844,1,0,1,0,10475,SPY
2025-03-31 18:29:00-04:00,556.99,557.0,556.98,557.0,566.2675,555.07,560.66875,558.9991666666666,556.9885555555513,556.9122899999985,556.9652863224502,555.2609089311803,0,0,0,0,5118,SPY
2025-03-31 18:31:00-04:00,557.17,557.17,557.17,557.17,566.2675,555.07,560.66875,558.9991666666666,557.0185555555513,556.8797899999985,557.0062290579601,555.2610374230261,0,0,0,0,3898,SPY
2025-03-31 18:32:00-04:00,557.05,557.05,557.05,557.05,566.2675,555.07,560.66875,558.9991666666666,557.0207777777736,556.8722899999984,557.014983246368,555.2610405119527,0,0,0,0,100,SPY
2025-03-31 18:33:00-04:00,557.07,557.17,557.07,557.17,566.2675,555.07,560.66875,558.9991666666666,557.0285555555513,556.8657899999984,557.0459865970944,555.2610800316165,0,0,0,0,1199,SPY
2025-03-31 18:35:00-04:00,557.2,557.2,557.2,557.2,566.2675,555.07,560.66875,558.9991666666666,557.0518888888846,556.8812899999984,557.0767892776755,555.2611282719615,0,0,0,0,1441,SPY
2025-03-31 18:38:00-04:00,557.3,557.5,557.3,557.5,566.2675,555.07,560.66875,558.9991666666666,557.1085555555514,556.9267899999984,557.1614314221404,555.261384801752,0,0,0,0,6637,SPY
