Entity,Code,Year,"Age-standardized deaths from malignant neoplasms in both sexes in those aged all ages per 100,000 people","Deaths from malignant neoplasms per 100,000 people in, both sexes aged all ages"
Dominican Republic,DOM,1977,47.6791,22.800322
Dominican Republic,DOM,1978,46.2628,21.877867
Dominican Republic,DOM,1979,48.36089,22.943396
Dominican Republic,DOM,1980,50.059128,23.05147
Dominican Republic,DOM,1981,57.956993,25.833632
Dominican Republic,DOM,1982,58.738228,27.681059
Dominican Republic,DOM,1983,64.50687,28.668724
Dominican Republic,DOM,1984,67.2192,30.203213
Dominican Republic,DOM,1985,63.408363,28.191574
Dominican Republic,DOM,1986,51.7059,24.844769
Dominican Republic,DOM,1987,55.641487,28.038912
Dominican Republic,DOM,1988,50.917675,25.890802
Dominican Republic,DOM,1989,52.33716,26.665188
Dominican Republic,DOM,1990,51.983803,27.02743
Dominican Republic,DOM,1991,49.695915,26.105822
Dominican Republic,DOM,1992,47.434498,25.91673
Dominican Republic,DOM,1994,49.137066,27.39563
Dominican Republic,DOM,1995,50.05284,28.50658
Dominican Republic,DOM,1996,54.09334,31.435616
Dominican Republic,DOM,1997,59.191837,35.4757
Dominican Republic,DOM,1998,62.33566,37.835876
Dominican Republic,DOM,1999,63.64839,39.085335
Dominican Republic,DOM,2000,54.996155,34.433826
Dominican Republic,DOM,2001,60.327343,38.61093
Dominican Republic,DOM,2002,58.141495,37.982918
Dominican Republic,DOM,2003,59.80597,39.670895
Dominican Republic,DOM,2004,61.143143,41.651604
Dominican Republic,DOM,2005,60.123363,41.254192
Dominican Republic,DOM,2006,53.958332,37.98806
Dominican Republic,DOM,2007,50.39204,36.385593
Dominican Republic,DOM,2008,49.810867,36.66708
Dominican Republic,DOM,2009,51.74848,38.91722
Dominican Republic,DOM,2010,56.04505,42.877235
Dominican Republic,DOM,2011,56.174747,44.012096
Dominican Republic,DOM,2012,53.73167,43.28906
Dominican Republic,DOM,2013,56.37503,46.39622
Dominican Republic,DOM,2014,52.25224,43.72769
Dominican Republic,DOM,2015,44.894165,38.320587
Dominican Republic,DOM,2016,47.075428,41.249344
Dominican Republic,DOM,2017,45.304005,40.511345
Dominican Republic,DOM,2018,47.647526,43.577103
Ecuador,ECU,1966,64.666725,32.299755
Ecuador,ECU,1967,70.573135,34.190575
Ecuador,ECU,1968,61.031097,34.12827
Ecuador,ECU,1969,66.17795,36.367542
Ecuador,ECU,1970,65.93186,35.621456
Ecuador,ECU,1971,63.52932,34.92643
Ecuador,ECU,1972,62.92192,34.06239
Ecuador,ECU,1973,64.940125,35.05752
Ecuador,ECU,1974,66.39394,35.512283
Ecuador,ECU,1975,66.505295,35.271408
Ecuador,ECU,1977,72.97119,34.542088
Ecuador,ECU,1978,76.95839,35.63291
Ecuador,ECU,1979,86.74685,39.819286
Ecuador,ECU,1980,89.10961,40.548306
Ecuador,ECU,1981,81.24698,44.244377
Ecuador,ECU,1982,102.834625,46.495144
Ecuador,ECU,1983,85.21234,46.935543
Ecuador,ECU,1984,103.35074,45.907394
Ecuador,ECU,1985,109.52672,48.15423
Ecuador,ECU,1986,104.93878,46.160385
Ecuador,ECU,1987,96.78581,47.751507
Ecuador,ECU,1988,99.758194,48.416656
Ecuador,ECU,1989,90.4654,50.621155
Ecuador,ECU,1990,88.04647,49.907467
Ecuador,ECU,1991,90.44987,50.049038
Ecuador,ECU,1992,86.90985,50.15804
Ecuador,ECU,1993,85.52041,50.440334
Ecuador,ECU,1994,83.36823,49.402206
Ecuador,ECU,1995,84.956215,50.815334
Ecuador,ECU,1996,85.10768,51.908997
Ecuador,ECU,1997,85.33991,53.098152
Ecuador,ECU,1998,83.83618,52.85918
Ecuador,ECU,1999,83.54445,53.48769
Ecuador,ECU,2000,81.135605,52.787125
Ecuador,ECU,2001,79.437645,52.76946
Ecuador,ECU,2002,75.669235,51.26502
Ecuador,ECU,2003,74.46914,51.332577
Ecuador,ECU,2004,77.28333,54.271767
Ecuador,ECU,2005,79.40372,56.74155
Ecuador,ECU,2006,80.274536,58.558754
Ecuador,ECU,2007,79.11958,58.531574
Ecuador,ECU,2008,79.17023,59.93503
Ecuador,ECU,2009,77.31026,59.623306
Ecuador,ECU,2010,78.75738,61.920776
Ecuador,ECU,2011,77.241905,62.083916
Ecuador,ECU,2012,77.94874,63.816307
Ecuador,ECU,2013,73.149864,61.174698
Ecuador,ECU,2014,71.49405,60.851913
Ecuador,ECU,2015,72.14086,62.657215
Ecuador,ECU,2016,72.76453,64.501396
Ecuador,ECU,2017,72.016335,64.901794
Ecuador,ECU,2018,72.8911,66.98525
Ecuador,ECU,2019,74.41811,69.5996
Ecuador,ECU,2020,69.94774,66.68913
Ecuador,ECU,2021,68.440346,66.758064
Egypt,EGY,1965,29.095768,19.27183
Egypt,EGY,1966,32.670837,21.893488
Egypt,EGY,1967,32.010704,21.646149
Egypt,EGY,1970,33.04221,22.170809
Egypt,EGY,1971,30.648237,20.65592
Egypt,EGY,1972,29.97308,20.430628
Egypt,EGY,1973,28.152067,19.280933
Egypt,EGY,1974,27.88258,19.170923
Egypt,EGY,1975,27.100697,18.669676
Egypt,EGY,1976,25.57693,17.64718
Egypt,EGY,1977,25.824377,17.991753
Egypt,EGY,1978,26.03169,17.979086
Egypt,EGY,1979,26.840593,18.584047
Egypt,EGY,1980,25.736454,18.028559
Egypt,EGY,1987,29.918959,20.714846
Egypt,EGY,1991,29.926996,20.506908
Egypt,EGY,1992,31.07285,21.327219
Egypt,EGY,2000,34.48653,23.704243
Egypt,EGY,2001,38.317127,26.532137
Egypt,EGY,2002,40.264885,27.949903
Egypt,EGY,2003,43.1484,29.997488
Egypt,EGY,2004,43.5544,30.315992
Egypt,EGY,2005,43.815716,30.507032
Egypt,EGY,2006,43.989975,30.815495
Egypt,EGY,2007,42.821415,30.245886
Egypt,EGY,2008,44.541523,31.615067
Egypt,EGY,2009,45.967266,32.651836
Egypt,EGY,2010,47.154182,33.46011
Egypt,EGY,2011,47.68597,33.894775
Egypt,EGY,2012,48.167717,34.57096
Egypt,EGY,2013,50.8503,36.45736
Egypt,EGY,2014,56.59433,37.85687
Egypt,EGY,2015,48.881634,35.033653
Egypt,EGY,2016,48.54315,35.036552
Egypt,EGY,2017,46.626793,33.69777
Egypt,EGY,2018,47.093452,34.295635
Egypt,EGY,2019,42.517662,31.253714
El Salvador,SLV,1990,56.12234,32.675034
El Salvador,SLV,1991,59.791847,34.96688
El Salvador,SLV,1992,67.40216,38.19523
El Salvador,SLV,1993,66.959,38.62234
El Salvador,SLV,1995,57.833214,36.474434
El Salvador,SLV,1996,68.78421,43.954784
El Salvador,SLV,1997,74.40802,47.77
El Salvador,SLV,1998,70.47239,46.362694
El Salvador,SLV,1999,69.47012,46.776253
El Salvador,SLV,2000,74.34985,50.30625
El Salvador,SLV,2001,75.30756,52.471687
El Salvador,SLV,2002,74.62281,53.53786
El Salvador,SLV,2003,73.500404,53.803112
El Salvador,SLV,2004,72.818726,54.3511
El Salvador,SLV,2005,73.979355,56.16211
El Salvador,SLV,2006,71.48721,55.745644
El Salvador,SLV,2007,71.19491,56.58545
El Salvador,SLV,2008,68.92518,55.954533
El Salvador,SLV,2009,67.754486,56.12498
El Salvador,SLV,2010,65.430016,55.19193
El Salvador,SLV,2011,66.53407,57.305546
El Salvador,SLV,2012,64.6469,56.94203
El Salvador,SLV,2013,66.97792,60.564278
El Salvador,SLV,2014,64.33159,59.07743
El Salvador,SLV,2015,50.708813,47.36666
El Salvador,SLV,2016,55.513096,52.689186
El Salvador,SLV,2017,51.654552,49.529392
El Salvador,SLV,2018,51.084286,50.554874
Estonia,EST,1981,144.3141,184.33492
Estonia,EST,1982,146.17892,186.18236
Estonia,EST,1985,150.58029,194.47005
Estonia,EST,1986,149.02774,192.36293
Estonia,EST,1987,148.03539,192.62851
Estonia,EST,1988,151.6701,198.7048
Estonia,EST,1989,156.80878,206.48785
Estonia,EST,1990,152.1438,200.87001
Estonia,EST,1991,166.89229,222.05655
Estonia,EST,1992,159.23508,216.81688
Estonia,EST,1993,164.70055,228.82912
Estonia,EST,1994,157.97466,223.72435
Estonia,EST,1995,157.96774,228.31146
Estonia,EST,1996,158.89287,231.98743
Estonia,EST,1997,159.35493,237.86472
Estonia,EST,1998,161.44693,245.78763
Estonia,EST,1999,152.49754,235.74242
Estonia,EST,2000,152.95102,240.87589
Estonia,EST,2001,149.35258,237.8045
Estonia,EST,2002,151.81653,248.37785
Estonia,EST,2003,147.08282,244.47006
Estonia,EST,2004,149.57881,254.1558
Estonia,EST,2005,148.8317,256.7954
Estonia,EST,2006,150.0686,262.32358
Estonia,EST,2007,146.1731,262.92627
Estonia,EST,2008,143.57333,264.97842
Estonia,EST,2009,141.53232,264.44064
Estonia,EST,2010,139.6251,266.6216
Estonia,EST,2011,140.76373,273.0069
Estonia,EST,2012,139.71555,274.50497
Estonia,EST,2013,136.428,278.90808
Estonia,EST,2014,140.36728,289.9102
Estonia,EST,2015,138.97462,290.27664
Estonia,EST,2016,132.98738,283.86
Estonia,EST,2017,132.60434,289.22458
Estonia,EST,2018,135.09903,294.8024
Estonia,EST,2019,127.96367,286.954
Estonia,EST,2020,124.52628,274.9268
Estonia,EST,2021,122.53371,278.4517
Estonia,EST,2022,113.226074,263.0285
Fiji,FJI,1978,63.19407,32.16368
Fiji,FJI,2001,63.131863,39.561386
Fiji,FJI,2002,62.627,43.78987
Fiji,FJI,2003,74.562065,50.240417
Fiji,FJI,2004,83.10746,56.366615
Fiji,FJI,2005,91.53117,65.23824
Fiji,FJI,2006,97.59457,67.885056
Fiji,FJI,2007,104.98313,74.62419
Fiji,FJI,2008,97.99912,72.04023
Fiji,FJI,2009,93.56342,69.8189
Fiji,FJI,2011,106.52619,78.05904
Fiji,FJI,2012,96.63075,74.676125
Finland,FIN,1952,167.43764,146.04572
Finland,FIN,1953,168.61703,148.74136
Finland,FIN,1954,164.48984,145.47755
Finland,FIN,1955,163.3343,146.05176
Finland,FIN,1956,161.69858,146.71742
Finland,FIN,1957,167.6271,153.05273
Finland,FIN,1958,163.97882,150.85901
Finland,FIN,1959,163.35213,152.23228
Finland,FIN,1960,165.22646,156.21825
Finland,FIN,1961,163.07253,155.81708
Finland,FIN,1962,157.92886,152.98125
Finland,FIN,1963,161.26477,157.69461
Finland,FIN,1964,162.55237,160.18468
Finland,FIN,1965,157.82407,157.9201
Finland,FIN,1966,157.0955,158.90237
Finland,FIN,1967,155.57468,159.60657
Finland,FIN,1968,160.31482,166.58742
Finland,FIN,1969,160.65814,169.02048
Finland,FIN,1970,156.3491,168.96425
Finland,FIN,1971,158.5651,174.36743
Finland,FIN,1972,153.44041,171.37988
Finland,FIN,1973,152.16565,172.22092
Finland,FIN,1974,152.33495,175.37202
Finland,FIN,1975,148.25192,173.63896
Finland,FIN,1976,151.36682,180.75629
Finland,FIN,1977,147.76054,179.80966
Finland,FIN,1978,149.10309,185.08154
Finland,FIN,1979,149.45796,188.28047
Finland,FIN,1980,145.4584,187.76022
Finland,FIN,1981,145.04294,189.58333
Finland,FIN,1982,140.77797,187.65279
Finland,FIN,1983,143.31735,194.3861
Finland,FIN,1984,141.16753,194.64133
Finland,FIN,1985,139.39398,194.5657
Finland,FIN,1986,136.8225,193.93668
Finland,FIN,1987,134.72592,193.48364
Finland,FIN,1988,134.04092,194.6831
Finland,FIN,1989,133.40826,196.53937
Finland,FIN,1990,131.90497,196.71506
Finland,FIN,1991,127.54838,191.99394
Finland,FIN,1992,129.60947,198.01666
Finland,FIN,1993,129.01852,198.85915
Finland,FIN,1994,123.04244,192.2646
Finland,FIN,1995,124.54756,196.60127
Finland,FIN,1996,122.297066,196.33134
Finland,FIN,1997,121.72051,197.57578
Finland,FIN,1998,120.417336,198.89403
Finland,FIN,1999,117.95293,197.23259
Finland,FIN,2000,116.115135,197.71227
Finland,FIN,2001,114.63212,199.03593
Finland,FIN,2002,111.665054,196.53505
Finland,FIN,2003,111.43909,199.99947
Finland,FIN,2004,109.96323,200.77763
Finland,FIN,2005,109.17647,201.92159
Finland,FIN,2006,107.27517,204.64207
Finland,FIN,2007,105.741,205.1158
Finland,FIN,2008,104.73005,206.2898
Finland,FIN,2009,102.690056,205.96117
Finland,FIN,2010,105.88134,215.90976
Finland,FIN,2011,102.94534,214.96687
Finland,FIN,2012,102.32629,216.36613
Finland,FIN,2013,101.635796,218.75458
Finland,FIN,2014,98.68556,218.2546
Finland,FIN,2015,98.66112,221.99834
Finland,FIN,2016,99.0899,227.35782
Finland,FIN,2017,97.87481,228.25912
Finland,FIN,2018,95.38075,227.68459
Finland,FIN,2019,95.75032,233.60959
Finland,FIN,2020,94.683266,235.06465
Finland,FIN,2021,93.7408,237.48347
France,FRA,1950,136.34634,173.61525
France,FRA,1951,134.8921,172.67896
France,FRA,1952,140.58078,180.01112
France,FRA,1953,139.9933,179.87355
France,FRA,1954,140.65436,181.30363
France,FRA,1955,141.29353,183.20564
France,FRA,1956,143.40096,185.88786
France,FRA,1957,145.2973,188.63982
France,FRA,1958,146.6053,191.01384
France,FRA,1959,147.0687,192.87485
France,FRA,1960,149.26286,196.1444
France,FRA,1961,149.31892,197.4252
France,FRA,1962,150.7052,199.50125
France,FRA,1963,153.43538,203.3976
France,FRA,1964,153.58205,204.16515
France,FRA,1965,153.37729,204.29141
France,FRA,1966,155.27155,207.56981
France,FRA,1967,154.94458,208.63278
France,FRA,1968,156.90987,211.92123
France,FRA,1969,151.6476,211.10886
France,FRA,1970,148.8401,207.4243
France,FRA,1971,151.74152,211.5223
France,FRA,1972,154.50168,214.95078
France,FRA,1973,154.21838,215.48189
France,FRA,1974,157.09615,220.13237
France,FRA,1975,156.40973,221.85266
France,FRA,1976,158.41098,225.44875
France,FRA,1977,156.99542,225.17348
France,FRA,1978,158.12381,228.21465
France,FRA,1979,158.0532,230.38217
France,FRA,1980,157.83023,231.49873
France,FRA,1981,158.69795,234.65189
France,FRA,1982,157.92107,233.44176
France,FRA,1983,158.28056,235.56369
France,FRA,1984,158.97095,238.29092
France,FRA,1985,158.10246,239.15541
France,FRA,1986,161.70953,240.11179
France,FRA,1987,158.33351,243.1521
France,FRA,1988,157.77425,244.982
France,FRA,1989,157.25058,246.5861
France,FRA,1990,154.58832,243.14401
France,FRA,1991,153.98978,244.1662
France,FRA,1992,153.79353,245.72452
France,FRA,1993,152.99083,247.5301
France,FRA,1994,149.22333,243.06601
France,FRA,1995,148.13538,245.33403
France,FRA,1996,147.19441,246.17471
France,FRA,1997,144.20316,243.33432
France,FRA,1998,147.37868,243.29086
France,FRA,1999,145.81454,245.38115
France,FRA,2000,143.25089,243.89896
France,FRA,2001,141.87491,244.44104
France,FRA,2002,141.03096,245.349
France,FRA,2003,138.98528,244.60205
France,FRA,2004,135.68227,241.52707
France,FRA,2005,134.9738,244.08685
France,FRA,2006,131.46121,242.05472
France,FRA,2007,128.95006,241.53662
France,FRA,2008,127.663994,243.27484
France,FRA,2009,126.69309,244.69824
France,FRA,2010,123.92268,242.86559
France,FRA,2011,121.30128,241.598
France,FRA,2012,119.34741,242.41222
France,FRA,2013,116.27873,239.52141
France,FRA,2014,116.626,243.54944
France,FRA,2015,116.05708,246.57736
France,FRA,2016,114.820946,248.5418
France,FRA,2017,112.73597,247.48846
France,FRA,2018,109.71988,245.60104
France,FRA,2019,108.23072,245.92303
France,FRA,2020,105.83187,244.88495
French Guiana,GUF,1968,96.17738,72.21846
French Guiana,GUF,1969,59.19353,41.167423
French Guiana,GUF,1970,85.97023,56.33215
French Guiana,GUF,1971,121.241776,82.61299
French Guiana,GUF,1972,64.32406,42.91092
French Guiana,GUF,1973,100.15142,66.18759
French Guiana,GUF,1974,110.16462,69.699196
French Guiana,GUF,1975,100.34744,67.588
French Guiana,GUF,1976,103.91398,65.52289
French Guiana,GUF,1977,132.61446,81.84126
French Guiana,GUF,1978,138.23116,83.96441
French Guiana,GUF,1979,96.840515,48.558422
French Guiana,GUF,2001,113.27883,62.773533
French Guiana,GUF,2002,108.57194,61.60981
French Guiana,GUF,2003,90.83959,52.934383
French Guiana,GUF,2004,108.41706,60.415535
French Guiana,GUF,2005,107.8517,58.136383
French Guiana,GUF,2006,77.5637,44.30892
French Guiana,GUF,2007,87.69866,49.957214
French Guiana,GUF,2008,97.67012,59.01007
French Guiana,GUF,2009,89.525276,52.73798
French Guiana,GUF,2010,86.563225,51.501705
French Guiana,GUF,2011,77.9138,49.87458
French Guiana,GUF,2012,98.10791,58.276493
French Guiana,GUF,2013,76.11521,48.58384
French Guiana,GUF,2014,94.068924,57.69842
French Guiana,GUF,2015,99.845856,59.00406
French Guiana,GUF,2016,110.383736,68.70261
Georgia,GEO,1981,86.06847,91.62226
Georgia,GEO,1982,86.796295,93.255554
Georgia,GEO,1985,88.24503,97.22381
Georgia,GEO,1986,90.511185,100.10764
Georgia,GEO,1987,90.287964,100.92568
Georgia,GEO,1988,90.36265,102.040054
Georgia,GEO,1989,87.92202,99.556046
Georgia,GEO,1990,86.78534,100.37048
Georgia,GEO,1991,84.1995,98.363655
Georgia,GEO,1992,73.27751,86.26494
Georgia,GEO,1994,62.383675,75.852776
Georgia,GEO,1995,59.93937,70.78057
Georgia,GEO,1996,61.565887,73.47637
Georgia,GEO,1997,66.6279,81.44936
Georgia,GEO,1998,75.63667,95.11182
Georgia,GEO,1999,74.6252,96.59742
Georgia,GEO,2000,75.43297,99.38212
Georgia,GEO,2001,72.905785,96.57012
Georgia,GEO,2004,93.344154,127.47925
Georgia,GEO,2005,75.42394,101.57289
Georgia,GEO,2006,78.70956,109.68622
Georgia,GEO,2007,72.47834,102.79373
Georgia,GEO,2009,81.26962,114.23972
Georgia,GEO,2010,43.708725,63.769802
Georgia,GEO,2011,65.98022,96.66771
Georgia,GEO,2012,71.273796,106.24179
Georgia,GEO,2013,68.78378,103.984665
Georgia,GEO,2014,95.27938,144.1642
Georgia,GEO,2015,103.82637,161.33032
Georgia,GEO,2016,113.39266,178.40352
Georgia,GEO,2017,116.50154,184.65648
Georgia,GEO,2018,118.542175,191.78604
Georgia,GEO,2019,124.91433,205.47498
Georgia,GEO,2020,127.64884,211.21678
Georgia,GEO,2021,120.10532,199.23907
Germany,DEU,1990,153.80151,258.48837
Germany,DEU,1991,156.33183,263.21915
Germany,DEU,1992,156.11032,263.72644
Germany,DEU,1993,155.53261,263.3039
Germany,DEU,1994,152.40137,260.8521
Germany,DEU,1995,150.62024,260.72787
Germany,DEU,1996,148.67407,259.95016
Germany,DEU,1997,145.0549,256.0008
Germany,DEU,1998,144.64832,259.35706
Germany,DEU,1999,141.51913,256.84705
Germany,DEU,2000,139.25272,256.4109
Germany,DEU,2001,134.91528,252.1491
Germany,DEU,2002,134.44957,254.65218
Germany,DEU,2003,132.21336,253.58041
Germany,DEU,2004,129.78032,253.72699
Germany,DEU,2005,128.29051,256.34836
Germany,DEU,2006,126.0064,256.80923
Germany,DEU,2007,123.858925,257.42548
Germany,DEU,2008,124.26995,263.0426
Germany,DEU,2009,122.15641,263.97388
Germany,DEU,2010,121.16237,267.74188
Germany,DEU,2011,120.52428,270.96252
Germany,DEU,2012,118.24465,270.53
Germany,DEU,2013,119.7091,277.56256
Germany,DEU,2014,116.915665,276.30414
Germany,DEU,2015,116.18849,277.07968
Germany,DEU,2016,116.3006,280.1806
Germany,DEU,2017,113.035164,275.34268
Germany,DEU,2018,112.7204,277.46075
Germany,DEU,2019,111.14273,278.38458
Germany,DEU,2020,109.288086,278.10074
Greece,GRC,1961,103.962746,105.703735
Greece,GRC,1962,104.2898,107.844185
Greece,GRC,1963,106.03757,111.27883
Greece,GRC,1964,107.188484,114.29545
Greece,GRC,1965,108.62248,117.39939
Greece,GRC,1966,108.648476,119.03269
Greece,GRC,1967,110.36706,122.35416
Greece,GRC,1968,110.905556,124.10824
Greece,GRC,1969,112.960175,128.17494
Greece,GRC,1970,106.12997,131.40297
Greece,GRC,1971,108.48366,135.23099
Greece,GRC,1972,111.73165,140.76457
Greece,GRC,1973,111.75881,142.97073
Greece,GRC,1974,116.16489,151.06003
Greece,GRC,1975,118.19266,155.48555
Greece,GRC,1976,124.64641,165.53583
Greece,GRC,1977,123.73699,166.3376
Greece,GRC,1978,124.0778,168.76068
Greece,GRC,1979,126.217155,172.98636
Greece,GRC,1980,121.45204,168.15141
Greece,GRC,1981,122.41299,170.83273
Greece,GRC,1982,123.03142,174.01297
Greece,GRC,1983,124.28231,178.20183
Greece,GRC,1984,123.06664,177.92397
Greece,GRC,1985,124.32627,183.00232
Greece,GRC,1986,123.11359,184.32092
Greece,GRC,1987,124.03232,185.97697
Greece,GRC,1988,124.27046,188.91103
Greece,GRC,1989,123.91625,190.43561
Greece,GRC,1990,122.68819,191.25043
Greece,GRC,1991,123.26239,194.46619
Greece,GRC,1992,124.2579,197.38997
Greece,GRC,1993,125.13548,200.65866
Greece,GRC,1994,125.66969,204.21619
Greece,GRC,1995,126.42798,207.06404
Greece,GRC,1996,125.951065,208.70004
Greece,GRC,1997,124.905,209.63147
Greece,GRC,1998,121.97887,207.04372
Greece,GRC,1999,125.37768,215.1966
Greece,GRC,2000,125.136536,217.66058
Greece,GRC,2001,126.01493,222.85027
Greece,GRC,2002,123.02949,221.88731
Greece,GRC,2003,122.55063,224.87347
Greece,GRC,2004,123.75015,229.96393
Greece,GRC,2005,122.64236,233.10667
Greece,GRC,2006,118.09085,230.16481
Greece,GRC,2007,120.8113,239.99252
Greece,GRC,2008,119.890656,243.64897
Greece,GRC,2009,117.48512,242.21043
Greece,GRC,2010,114.190094,240.18451
Greece,GRC,2011,112.724,241.95522
Greece,GRC,2012,117.172966,254.012
Greece,GRC,2013,117.96768,263.0494
Greece,GRC,2014,117.44503,267.03098
Greece,GRC,2015,117.035164,274.33786
Greece,GRC,2016,116.75197,278.89783
Greece,GRC,2017,114.718956,277.7576
Greece,GRC,2018,113.32022,277.01746
Greece,GRC,2019,112.52023,279.78232
Greece,GRC,2020,112.145935,282.24283
Grenada,GRD,1985,142.38858,101.05457
Grenada,GRD,1988,28.618793,23
Grenada,GRD,1989,92.12884,70.158066
Grenada,GRD,1990,106.20888,83.42246
Grenada,GRD,1991,91.65441,80.16878
Grenada,GRD,1992,90.03846,74.10075
Grenada,GRD,1993,92.70841,83.477554
Grenada,GRD,1994,134.9494,110.717445
Grenada,GRD,1995,119.830414,98.7157
Grenada,GRD,1996,143.73842,121.780975
Grenada,GRD,2001,91.914474,81.35672
Grenada,GRD,2002,135.80725,123.51159
Grenada,GRD,2003,146.40132,138.45488
Grenada,GRD,2004,137.94812,131.29271
Grenada,GRD,2005,132.57292,130.8988
Grenada,GRD,2006,152.65639,152.47824
Grenada,GRD,2007,147.30084,153.05638
Grenada,GRD,2008,134.46729,146.98073
Grenada,GRD,2009,132.61998,148.40863
Grenada,GRD,2010,130.86617,147.78835
Grenada,GRD,2011,145.28954,168.54564
Grenada,GRD,2012,143.69048,164.73392
Grenada,GRD,2013,115.246994,134.97273
Grenada,GRD,2014,130.37076,151.51237
Grenada,GRD,2015,130.02339,149.6364
Grenada,GRD,2016,150.48457,176.8531
Grenada,GRD,2017,137.99884,165.05222
Grenada,GRD,2018,130.2277,153.42653
Grenada,GRD,2019,152.04393,180.35231
Grenada,GRD,2020,138.03261,167.07695
Grenada,GRD,2021,127.15723,153.95369
Guadeloupe,GLP,1974,110.69818,78.18656
Guadeloupe,GLP,1981,111.84799,93.784966
Guadeloupe,GLP,2000,105.24623,128.18356
Guadeloupe,GLP,2001,112.85319,137.06519
Guadeloupe,GLP,2002,122.35517,154.5168
Guadeloupe,GLP,2003,108.91767,142.38426
Guadeloupe,GLP,2004,105.05997,145.05138
Guadeloupe,GLP,2005,117.14073,167.03731
Guadeloupe,GLP,2006,119.124344,173.46378
Guadeloupe,GLP,2007,107.96704,162.27835
Guadeloupe,GLP,2008,98.43897,153.47864
Guadeloupe,GLP,2009,99.461044,159.32993
Guadeloupe,GLP,2010,101.04125,170.16728
Guadeloupe,GLP,2011,89.89994,154.96028
Guadeloupe,GLP,2012,94.95033,165.65788
Guadeloupe,GLP,2013,91.59314,165.57895
Guadeloupe,GLP,2014,92.44495,168.94502
Guadeloupe,GLP,2015,90.39125,171.64058
Guadeloupe,GLP,2016,95.22585,185.86012
Guatemala,GTM,1963,75.0007,27.168459
Guatemala,GTM,1964,80.30608,26.922184
Guatemala,GTM,1965,51.979294,24.109959
Guatemala,GTM,1966,54.687355,23.13913
Guatemala,GTM,1967,58.67008,24.687008
Guatemala,GTM,1968,52.88985,23.288586
Guatemala,GTM,1969,56.373764,24.444187
Guatemala,GTM,1970,52.54883,22.306055
Guatemala,GTM,1971,54.09498,24.790329
Guatemala,GTM,1974,56.603516,25.888325
Guatemala,GTM,1975,59.85697,26.392164
Guatemala,GTM,1976,54.52963,24.502918
Guatemala,GTM,1977,52.77036,23.353725
Guatemala,GTM,1978,60.054558,27.141989
Guatemala,GTM,1979,61.862396,28.22909
Guatemala,GTM,1980,59.160843,25.990398
Guatemala,GTM,1981,59.929886,26.839928
Guatemala,GTM,1984,66.11328,29.819122
Guatemala,GTM,1986,52.64457,23.890207
Guatemala,GTM,1987,53.427547,24.58587
Guatemala,GTM,1988,58.244198,26.98309
Guatemala,GTM,1989,56.550117,26.19755
Guatemala,GTM,1990,56.088787,25.972027
Guatemala,GTM,1991,57.928715,27.511608
Guatemala,GTM,1992,58.542213,27.800255
Guatemala,GTM,1993,62.694244,30.094503
Guatemala,GTM,1994,85.245255,40.846233
Guatemala,GTM,1995,82.631996,39.9962
Guatemala,GTM,1996,71.60665,35.23166
Guatemala,GTM,1997,81.98139,41.019012
Guatemala,GTM,1998,85.17787,43.077194
Guatemala,GTM,1999,86.34948,43.76843
Guatemala,GTM,2000,88.12921,45.3705
Guatemala,GTM,2001,85.40575,44.562046
Guatemala,GTM,2002,89.99588,47.350906
Guatemala,GTM,2003,90.85144,47.82217
Guatemala,GTM,2004,93.001884,49.386864
Guatemala,GTM,2005,89.77957,48.32763
Guatemala,GTM,2006,92.01621,50.182796
Guatemala,GTM,2007,89.82972,49.422176
Guatemala,GTM,2008,87.84056,48.906116
Guatemala,GTM,2009,88.97451,50.124813
Guatemala,GTM,2010,87.22694,49.690998
Guatemala,GTM,2011,82.43203,47.803165
Guatemala,GTM,2012,85.08318,49.97783
Guatemala,GTM,2013,81.891815,48.686134
Guatemala,GTM,2014,79.87709,48.1058
Guatemala,GTM,2015,76.743904,46.749935
Guatemala,GTM,2016,74.144165,45.926342
Guatemala,GTM,2017,72.44933,45.74646
Guatemala,GTM,2018,70.9036,45.246223
Guatemala,GTM,2019,69.64835,45.212368
Guatemala,GTM,2020,71.794014,47.204754
Guatemala,GTM,2021,74.48571,49.879833
Guyana,GUY,1977,99.19979,40.37037
Guyana,GUY,1979,54.217228,27.052023
Guyana,GUY,1984,58.679035,29.91453
Guyana,GUY,1988,70.26669,37.035114
Guyana,GUY,1989,90.56886,47.34537
Guyana,GUY,1990,88.70718,46.145008
Guyana,GUY,1991,77.92752,40.834198
Guyana,GUY,1992,72.96528,39.54037
Guyana,GUY,1993,87.024704,46.145035
Guyana,GUY,1994,59.304962,33.73321
Guyana,GUY,1995,78.73791,42.16522
Guyana,GUY,1996,80.13567,44.821537
Guyana,GUY,1997,85.76305,46.17597
Guyana,GUY,1998,79.326385,44.177464
Guyana,GUY,1999,77.331055,44.152527
Guyana,GUY,2001,99.83803,56.494446
Guyana,GUY,2002,81.280495,50.75263
Guyana,GUY,2003,88.97775,53.412567
Guyana,GUY,2004,87.49494,53.906403
Guyana,GUY,2005,90.421364,56.958065
Guyana,GUY,2006,76.16198,49.57506
Guyana,GUY,2007,85.70366,56.934334
Guyana,GUY,2008,90.05207,60.52353
Guyana,GUY,2009,78.446526,52.961143
