Entity,Code,Year,"Age-standardized deaths from malignant neoplasms in both sexes in those aged all ages per 100,000 people","Deaths from malignant neoplasms per 100,000 people in, both sexes aged all ages"
Albania,ALB,1987,88.86098,61.571472
Albania,ALB,1988,99.33253,69.341324
Albania,ALB,1989,92.8172,64.63675
Albania,ALB,1992,74.52899,56.393215
Albania,ALB,1993,66.275505,51.80742
Albania,ALB,1994,59.959095,48.376015
Albania,ALB,1995,79.973694,64.23713
Albania,ALB,1996,89.26425,72.28145
Albania,ALB,1997,83.35791,67.563095
Albania,ALB,1998,87.945984,70.444786
Albania,ALB,1999,91.83543,73.66455
Albania,ALB,2000,96.299095,79.15864
Albania,ALB,2001,75.783905,69.91879
Albania,ALB,2002,85.5631,79.14661
Albania,ALB,2003,93.94218,88.50174
Albania,ALB,2004,89.29275,86.91306
Albania,ALB,2005,81.91079,85.00775
Albania,ALB,2006,80.33724,86.314316
Albania,ALB,2007,68.52782,76.3631
Albania,ALB,2008,75.5324,86.68893
Albania,ALB,2009,70.734245,84.849915
Albania,ALB,2010,53.232414,65.46451
Antigua and Barbuda,ATG,1961,115.36635,67.85714
Antigua and Barbuda,ATG,1962,106.60261,60.344826
Antigua and Barbuda,ATG,1963,163.71687,91.803276
Antigua and Barbuda,ATG,1964,180.86116,78.333336
Antigua and Barbuda,ATG,1966,131.50122,81.666664
Antigua and Barbuda,ATG,1969,154.70233,98.4127
Antigua and Barbuda,ATG,1970,102.91071,71.676765
Antigua and Barbuda,ATG,1971,140.77502,83.90696
Antigua and Barbuda,ATG,1972,142.46162,90.43706
Antigua and Barbuda,ATG,1973,123.539986,70.699135
Antigua and Barbuda,ATG,1974,116.92481,77.62991
Antigua and Barbuda,ATG,1975,149.4563,84.563225
Antigua and Barbuda,ATG,1976,141.67532,89.79108
Antigua and Barbuda,ATG,1977,159.40036,109.396866
Antigua and Barbuda,ATG,1978,130.11209,90.270164
Antigua and Barbuda,ATG,1983,83.3821,58.264683
Antigua and Barbuda,ATG,1985,128.11398,105.20183
Antigua and Barbuda,ATG,1986,91.49796,76.10843
Antigua and Barbuda,ATG,1987,123.762215,105.31944
Antigua and Barbuda,ATG,1988,65.48825,55.04201
Antigua and Barbuda,ATG,1989,131.34651,114.50136
Antigua and Barbuda,ATG,1990,121.93969,103.95343
Antigua and Barbuda,ATG,1991,108.906494,94.68651
Antigua and Barbuda,ATG,1992,113.80181,96.16727
Antigua and Barbuda,ATG,1993,93.06351,79.054985
Antigua and Barbuda,ATG,1994,147.91576,126.48057
Antigua and Barbuda,ATG,1995,113.55078,94.6556
Antigua and Barbuda,ATG,1998,108.58879,92.86573
Antigua and Barbuda,ATG,1999,112.237434,95.07995
Antigua and Barbuda,ATG,2000,139.70055,114.44959
Antigua and Barbuda,ATG,2001,103.12247,90.659485
Antigua and Barbuda,ATG,2002,109.00469,98.346
Antigua and Barbuda,ATG,2003,116.512375,99.62169
Antigua and Barbuda,ATG,2004,137.18353,119.49811
Antigua and Barbuda,ATG,2005,96.70364,85.92647
Antigua and Barbuda,ATG,2006,84.97336,78.59354
Antigua and Barbuda,ATG,2007,120.95044,111.87013
Antigua and Barbuda,ATG,2008,104.362305,97.19311
Antigua and Barbuda,ATG,2009,84.24959,79.54257
Antigua and Barbuda,ATG,2010,93.226746,89.74417
Antigua and Barbuda,ATG,2011,87.32486,86.27161
Antigua and Barbuda,ATG,2012,108.83501,107.29021
Antigua and Barbuda,ATG,2013,98.85661,99.436165
Antigua and Barbuda,ATG,2014,135.833,141.52676
Antigua and Barbuda,ATG,2015,90.01082,96.18879
Antigua and Barbuda,ATG,2016,105.921684,114.25307
Antigua and Barbuda,ATG,2017,101.7234,113.176704
Antigua and Barbuda,ATG,2018,102.260345,114.24298
Antigua and Barbuda,ATG,2019,109.972145,125.62038
Antigua and Barbuda,ATG,2020,110.54134,129.68579
Antigua and Barbuda,ATG,2021,102.09788,121.54237
Argentina,ARG,1966,150.82845,128.6953
Argentina,ARG,1967,170.47928,148.05263
Argentina,ARG,1968,176.38013,155.85843
Argentina,ARG,1969,175.01361,157.34592
Argentina,ARG,1970,169.57726,151.5981
Argentina,ARG,1977,148.90266,143.9725
Argentina,ARG,1978,150.20009,144.9031
Argentina,ARG,1979,151.04591,145.41039
Argentina,ARG,1980,145.42462,141.9805
Argentina,ARG,1981,155.6042,151.21896
Argentina,ARG,1982,136.23288,141.03162
Argentina,ARG,1983,137.06735,142.02498
Argentina,ARG,1984,141.37157,140.42807
Argentina,ARG,1985,138.80995,137.94987
Argentina,ARG,1986,139.67435,138.32144
Argentina,ARG,1987,142.15051,140.43613
Argentina,ARG,1988,139.34447,141.6553
Argentina,ARG,1989,140.06516,143.28531
Argentina,ARG,1990,137.9083,142.49738
Argentina,ARG,1991,140.36607,143.01878
Argentina,ARG,1992,138.44943,141.7522
Argentina,ARG,1993,136.67656,141.53314
Argentina,ARG,1994,138.57764,143.34044
Argentina,ARG,1995,135.53418,140.49252
Argentina,ARG,1996,139.56091,145.7265
Argentina,ARG,1997,136.79112,146.11261
Argentina,ARG,1998,136.17097,146.55278
Argentina,ARG,1999,134.83795,145.90364
Argentina,ARG,2000,132.91214,144.6755
Argentina,ARG,2001,130.4307,143.71848
Argentina,ARG,2002,127.83384,141.57782
Argentina,ARG,2003,128.98856,144.22177
Argentina,ARG,2004,127.10331,142.72067
Argentina,ARG,2005,127.74961,144.60211
Argentina,ARG,2006,126.57684,144.76501
Argentina,ARG,2007,125.32999,144.45766
Argentina,ARG,2008,121.976166,141.45403
Argentina,ARG,2009,120.80918,141.34155
Argentina,ARG,2010,120.1701,141.61128
Argentina,ARG,2011,117.691765,139.63045
Argentina,ARG,2012,118.36285,141.69016
Argentina,ARG,2013,117.91295,141.92093
Argentina,ARG,2014,116.914795,141.73904
Argentina,ARG,2015,117.679016,144.4304
Argentina,ARG,2016,115.73574,143.1078
Argentina,ARG,2017,114.656685,142.77443
Argentina,ARG,2018,109.964714,137.68579
Argentina,ARG,2019,109.623726,138.81657
Argentina,ARG,2020,102.89489,130.968
Argentina,ARG,2021,102.074234,130.95256
Armenia,ARM,1981,99.22305,76.07714
Armenia,ARM,1982,100.532845,77.95193
Armenia,ARM,1985,106.7526,84.880554
Armenia,ARM,1986,101.65236,82.61908
Armenia,ARM,1987,109.891075,89.3014
Armenia,ARM,1988,111.17702,91.01619
Armenia,ARM,1989,113.23124,94.91259
Armenia,ARM,1990,122.13955,103.950356
Armenia,ARM,1991,113.65359,98.78731
Armenia,ARM,1992,109.606766,96.56501
Armenia,ARM,1993,103.33107,93.82789
Armenia,ARM,1994,89.93431,82.94857
Armenia,ARM,1995,95.42001,90
Armenia,ARM,1996,101.094185,97.069115
Armenia,ARM,1997,97.70356,96.51347
Armenia,ARM,1998,100.820984,100.90389
Armenia,ARM,1999,104.001045,104.29383
Armenia,ARM,2000,99.131,104.092155
Armenia,ARM,2001,102.23114,108.59666
Armenia,ARM,2002,122.2831,131.8033
Armenia,ARM,2003,124.110214,135.6474
Armenia,ARM,2006,144.2199,174.79593
Armenia,ARM,2007,143.3668,177.41826
Armenia,ARM,2008,146.22844,169.81903
Armenia,ARM,2009,150.39058,186.94003
Armenia,ARM,2010,150.66257,191.18492
Armenia,ARM,2011,148.39795,193.0098
Armenia,ARM,2012,144.86919,185.40887
Armenia,ARM,2013,140.99617,184.94504
Armenia,ARM,2014,142.19801,188.62985
Armenia,ARM,2015,149.48169,201.99109
Armenia,ARM,2016,137.46786,189.21495
Armenia,ARM,2017,132.38078,190.5304
Armenia,ARM,2018,123.567154,175.1094
Armenia,ARM,2019,126.19673,183.42728
Armenia,ARM,2020,127.13761,181.11913
Armenia,ARM,2021,121.87517,177.41829
Armenia,ARM,2022,114.12704,171.32278
Australia,AUS,1950,128.31537,127.52638
Australia,AUS,1951,127.19063,126.090935
Australia,AUS,1952,130.8823,128.9527
Australia,AUS,1953,132.42522,130.53441
Australia,AUS,1954,130.54189,129.20493
Australia,AUS,1955,130.55373,129.19986
Australia,AUS,1956,131.91017,130.29547
Australia,AUS,1957,132.87177,131.52217
Australia,AUS,1958,128.99219,128.49509
Australia,AUS,1959,132.79422,131.68729
Australia,AUS,1960,130.28795,129.43066
Australia,AUS,1961,130.84761,130.2697
Australia,AUS,1962,130.99559,131.44368
Australia,AUS,1963,134.83981,135.47388
Australia,AUS,1964,135.31796,136.36526
Australia,AUS,1965,132.28874,133.41974
Australia,AUS,1966,135.06976,136.67807
Australia,AUS,1967,135.54832,137.04436
Australia,AUS,1968,141.0262,142.54784
Australia,AUS,1969,140.61826,141.48251
Australia,AUS,1970,144.23683,144.86624
Australia,AUS,1971,143.48898,143.76431
Australia,AUS,1972,144.27298,144.96489
Australia,AUS,1973,146.37866,147.70477
Australia,AUS,1974,147.98267,149.72673
Australia,AUS,1975,143.1347,147.80632
Australia,AUS,1976,144.42438,150.9899
Australia,AUS,1977,143.75166,151.78235
Australia,AUS,1978,143.9082,153.60915
Australia,AUS,1979,141.90459,153.5016
Australia,AUS,1980,145.89578,159.64122
Australia,AUS,1981,144.09523,159.52515
Australia,AUS,1982,146.55339,163.58115
Australia,AUS,1983,147.87642,167.05032
Australia,AUS,1984,149.22183,170.71979
Australia,AUS,1985,149.87178,173.57727
Australia,AUS,1986,145.98119,172.90741
Australia,AUS,1987,147.23238,176.33568
Australia,AUS,1988,146.74718,177.7642
Australia,AUS,1989,148.4582,180.91042
Australia,AUS,1990,144.64981,177.59534
Australia,AUS,1991,144.74876,180.44434
Australia,AUS,1992,144.1479,182.39278
Australia,AUS,1993,143.23732,184.1834
Australia,AUS,1994,145.44772,189.4957
Australia,AUS,1995,139.44556,184.80115
Australia,AUS,1996,139.74397,188.13687
Australia,AUS,1997,135.69733,185.17554
Australia,AUS,1998,134.47926,187.10648
Australia,AUS,1999,130.52545,185.34962
Australia,AUS,2000,129.23418,187.04271
Australia,AUS,2001,128.43358,189.0926
Australia,AUS,2002,127.08908,190.46774
Australia,AUS,2003,123.740364,188.42484
Australia,AUS,2004,123.02005,188.83655
Australia,AUS,2006,120.88534,189.92105
Australia,AUS,2007,116.89924,186.80313
Australia,AUS,2008,118.58372,192.33864
Australia,AUS,2009,114.7004,186.79161
Australia,AUS,2010,114.8152,189.91803
Australia,AUS,2011,113.50757,191.06067
Australia,AUS,2012,109.355865,186.83353
Australia,AUS,2013,108.858215,188.17899
Australia,AUS,2014,106.231705,185.31206
Australia,AUS,2015,107.816696,190.31747
Australia,AUS,2016,104.63585,186.71065
Australia,AUS,2017,101.130066,184.04744
Australia,AUS,2018,101.683365,187.14304
Australia,AUS,2019,102.62302,192.03606
Australia,AUS,2020,96.76327,185.66626
Australia,AUS,2021,97.11685,192.17912
Australia,AUS,2022,96.80644,194.42395
Austria,AUT,1955,177.81708,234.85295
Austria,AUT,1956,180.74956,242.34796
Austria,AUT,1957,183.02928,247.26166
Austria,AUT,1958,182.52156,250.03578
Austria,AUT,1959,181.18207,250.2887
Austria,AUT,1960,179.162,250.76978
Austria,AUT,1961,181.41104,255.69002
Austria,AUT,1962,176.81493,250.84503
Austria,AUT,1963,179.1259,256.3999
Austria,AUT,1964,178.38644,256.7322
Austria,AUT,1965,180.65598,261.61267
Austria,AUT,1966,179.5397,261.27512
Austria,AUT,1967,178.76674,262.30045
Austria,AUT,1968,178.52206,263.0927
Austria,AUT,1969,174.61613,257.78537
Austria,AUT,1970,176.23653,262.11963
Austria,AUT,1971,174.44449,258.35522
Austria,AUT,1972,171.67715,256.18265
Austria,AUT,1973,170.54298,256.80844
Austria,AUT,1974,171.5155,258.70813
Austria,AUT,1975,167.18039,252.76932
Austria,AUT,1976,167.18362,255.34407
Austria,AUT,1977,165.27246,253.18224
Austria,AUT,1978,163.46968,252.3174
Austria,AUT,1979,162.36653,251.79588
Austria,AUT,1980,164.5357,256.94528
Austria,AUT,1981,161.90685,253.18747
Austria,AUT,1982,161.16101,251.5005
Austria,AUT,1983,158.95403,248.95827
Austria,AUT,1984,161.85666,253.84074
Austria,AUT,1985,156.33258,249.0025
Austria,AUT,1986,155.20453,246.98163
Austria,AUT,1987,156.87125,251.93456
Austria,AUT,1988,154.9832,250.36528
Austria,AUT,1989,154.61488,249.20055
Austria,AUT,1990,154.31914,251.76318
Austria,AUT,1991,153.83688,249.0944
Austria,AUT,1992,153.18625,247.41385
Austria,AUT,1993,153.2687,246.92523
Austria,AUT,1994,148.10364,239.9914
Austria,AUT,1995,146.28763,240.98302
Austria,AUT,1996,143.11415,236.44882
Austria,AUT,1997,141.60034,236.50732
Austria,AUT,1998,138.47171,233.87857
Austria,AUT,1999,137.03441,234.09966
Austria,AUT,2000,135.19743,234.02415
Austria,AUT,2001,131.16522,229.87225
Austria,AUT,2002,130.01958,230.42218
Austria,AUT,2003,132.09761,236.88617
Austria,AUT,2004,130.65654,235.57303
Austria,AUT,2005,126.88228,232.50278
Austria,AUT,2006,123.77113,230.48041
Austria,AUT,2007,121.3494,228.63855
Austria,AUT,2008,123.20219,237.69637
Austria,AUT,2009,120.74894,235.47371
Austria,AUT,2010,118.83507,236.29753
Austria,AUT,2011,118.20728,238.32532
Austria,AUT,2012,117.719505,240.54417
Austria,AUT,2013,114.21804,237.07036
Austria,AUT,2014,114.97315,239.95978
Austria,AUT,2015,111.45615,235.80688
Austria,AUT,2016,108.893906,230.92046
Austria,AUT,2017,106.813774,230.36761
Austria,AUT,2018,106.57198,232.79794
Austria,AUT,2019,103.612495,231.52557
Austria,AUT,2020,103.42078,235.16165
Austria,AUT,2021,100.462685,231.25682
Azerbaijan,AZE,1981,111.13957,76.72376
Azerbaijan,AZE,1982,113.927704,79.58303
Azerbaijan,AZE,1985,108.97555,77.357445
Azerbaijan,AZE,1986,116.70895,84.0264
Azerbaijan,AZE,1987,114.6837,82.32156
Azerbaijan,AZE,1988,112.92163,82.48725
Azerbaijan,AZE,1989,102.33566,73.84178
Azerbaijan,AZE,1990,94.91897,68.429146
Azerbaijan,AZE,1991,91.96009,66.940765
Azerbaijan,AZE,1992,94.439384,69.80745
Azerbaijan,AZE,1993,90.34002,67.01671
Azerbaijan,AZE,1994,89.69133,67.43777
Azerbaijan,AZE,1995,84.38847,63.914673
Azerbaijan,AZE,1996,82.50817,62.739548
Azerbaijan,AZE,1997,84.46083,63.745655
Azerbaijan,AZE,1998,83.59555,62.339664
Azerbaijan,AZE,1999,89.0746,65.10247
Azerbaijan,AZE,2000,83.08109,63.029594
Azerbaijan,AZE,2001,86.78517,67.16639
Azerbaijan,AZE,2002,90.4333,71.61082
Azerbaijan,AZE,2003,96.1075,76.328926
Azerbaijan,AZE,2004,89.47563,72.52152
Azerbaijan,AZE,2007,68.63683,58.48764
Bahamas,BHS,1972,130.07187,66.666664
Bahamas,BHS,1975,110.2447,61.764706
Bahamas,BHS,1979,132.4145,70.53571
Bahamas,BHS,1980,139.74318,81.865776
Bahamas,BHS,1981,117.00257,75.2381
Bahamas,BHS,1983,143.75528,95.454544
Bahamas,BHS,1984,149.54793,102.25764
Bahamas,BHS,1985,139.00885,93.99478
Bahamas,BHS,1987,158.91817,107.18587
Bahamas,BHS,1993,121.850815,77.60861
Bahamas,BHS,1994,136.10892,86.46479
Bahamas,BHS,1995,127.103935,85.36585
Bahamas,BHS,1996,109.094086,69.72371
Bahamas,BHS,1997,133.76768,87.34749
Bahamas,BHS,1998,131.39218,91.5357
Bahamas,BHS,1999,115.576744,81.275375
Bahamas,BHS,2000,101.184425,73.141846
Bahamas,BHS,2001,127.80321,94.17814
Bahamas,BHS,2002,122.46307,93.93486
Bahamas,BHS,2003,132.39212,99.9588
Bahamas,BHS,2004,111.24471,85.2948
Bahamas,BHS,2005,114.51464,89.2695
Bahamas,BHS,2006,109.80701,86.39622
Bahamas,BHS,2007,115.72563,92.771255
Bahamas,BHS,2008,129.77803,103.293465
Bahamas,BHS,2009,128.74516,104.40384
Bahamas,BHS,2010,130.02573,105.9328
Bahamas,BHS,2011,131.04428,108.18237
Bahamas,BHS,2012,120.13779,101.48962
Bahamas,BHS,2013,124.722664,108.39695
Bahamas,BHS,2014,113.90788,100.36883
Bahamas,BHS,2015,124.90702,110.36702
Bahrain,BHR,1985,81.90929,29.482264
Bahrain,BHR,1987,78.31178,29.553099
Bahrain,BHR,1988,91.51253,34.040672
Bahrain,BHR,1997,87.68681,36.979076
Bahrain,BHR,1998,97.99342,39.43295
Bahrain,BHR,1999,90.540184,34.875996
Bahrain,BHR,2000,89.122185,35.359028
Bahrain,BHR,2001,89.679115,34.119663
Bahrain,BHR,2002,102.67645,37.271507
Bahrain,BHR,2003,89.81979,33.90231
Bahrain,BHR,2004,82.96074,30.728666
Bahrain,BHR,2005,66.90543,29.363983
Bahrain,BHR,2006,57.690308,25.61374
Bahrain,BHR,2007,53.162262,22.034061
Bahrain,BHR,2008,54.314972,22.56465
Bahrain,BHR,2009,47.396935,18.075127
Bahrain,BHR,2010,47.710648,18.64388
Bahrain,BHR,2011,49.087753,20.167027
Bahrain,BHR,2012,47.57712,19.231598
Bahrain,BHR,2013,40.94208,17.338034
Bahrain,BHR,2014,39.960777,21.223799
Barbados,BRB,1960,117.19292,96.13734
Barbados,BRB,1961,132.59412,106.86695
Barbados,BRB,1962,120.18966,99.1453
Barbados,BRB,1963,126.04849,100.42194
Barbados,BRB,1964,128.61996,105.80913
Barbados,BRB,1966,108.30171,92.71255
Barbados,BRB,1967,128.03181,109.63856
Barbados,BRB,1968,124.31787,106.83082
Barbados,BRB,1969,126.146576,111.72523
Barbados,BRB,1970,106.36079,100.210526
Barbados,BRB,1971,114.704025,107.11297
Barbados,BRB,1972,126.66114,119.166664
Barbados,BRB,1973,132.15605,121.8107
Barbados,BRB,1974,128.4405,120.491806
Barbados,BRB,1975,136.78526,127.34694
Barbados,BRB,1976,127.52821,130.1536
Barbados,BRB,1977,125.369316,125.34381
Barbados,BRB,1978,134.40456,137.65506
Barbados,BRB,1979,132.24907,132.27092
Barbados,BRB,1980,135.20544,130
Barbados,BRB,1981,138.376,132.53493
Barbados,BRB,1982,108.25138,116.04642
Barbados,BRB,1983,133.62561,140.07936
Barbados,BRB,1984,125.72625,141.89458
Barbados,BRB,1985,131.70564,143.08301
Barbados,BRB,1986,150.01224,162.06625
Barbados,BRB,1987,151.70897,159.04651
Barbados,BRB,1988,146.767,160.7004
Barbados,BRB,1989,144.81305,176.17188
Barbados,BRB,1990,132.96205,161.47859
Barbados,BRB,1991,131.19786,164.34108
Barbados,BRB,1992,138.76897,181.08109
Barbados,BRB,1993,143.4281,185.11377
Barbados,BRB,1994,129.98555,160.12317
Barbados,BRB,1995,123.78582,164.6833
Barbados,BRB,2000,119.220825,169.78804
Barbados,BRB,2001,99.10877,139.81651
Barbados,BRB,2002,115.40658,162.38457
Barbados,BRB,2003,132.4607,184.45006
Barbados,BRB,2004,120.7173,176.18169
Barbados,BRB,2005,125.67703,188.18556
Barbados,BRB,2006,118.33045,172.26653
Barbados,BRB,2007,103.22706,155.3642
Barbados,BRB,2008,117.61334,181.46356
Barbados,BRB,2009,120.480705,187.4751
Barbados,BRB,2010,118.13698,182.53932
Barbados,BRB,2011,116.67128,185.87427
Barbados,BRB,2012,111.64504,176.94685
Barbados,BRB,2013,117.405846,187.48065
Belarus,BLR,1981,111.14326,128.67674
Belarus,BLR,1982,113.18197,131.60939
Belarus,BLR,1985,121.78279,145.2745
Belarus,BLR,1986,124.65792,150.49028
Belarus,BLR,1987,126.96774,154.74405
Belarus,BLR,1988,130.9778,161.5992
Belarus,BLR,1989,136.19632,168.84724
Belarus,BLR,1990,138.35585,171.79956
Belarus,BLR,1991,139.20888,175.96185
Belarus,BLR,1992,144.2959,182.63124
Belarus,BLR,1993,142.59116,182.16176
Belarus,BLR,1994,142.11386,182.2706
Belarus,BLR,1995,145.85295,189.01253
Belarus,BLR,1996,140.2958,184.93298
Belarus,BLR,1997,142.35582,190.34247
Belarus,BLR,1998,141.84708,191.88539
Belarus,BLR,1999,144.09209,197.42506
Belarus,BLR,2000,140.26556,194.28368
Belarus,BLR,2001,138.97752,195.15202
Belarus,BLR,2002,136.5199,193.16324
Belarus,BLR,2003,131.54634,187.72865
Belarus,BLR,2007,125.67381,184.91843
Belarus,BLR,2008,126.43302,187.62833
Belarus,BLR,2009,124.18075,185.43419
Belarus,BLR,2010,124.77399,191.56885
Belarus,BLR,2011,122.58912,188.46909
Belarus,BLR,2013,115.38243,180.2557
Belarus,BLR,2014,114.06927,180.1465
Belarus,BLR,2018,117.56182,196.09851
Belgium,BEL,1954,155.69035,203.68733
Belgium,BEL,1955,157.88737,207.49844
Belgium,BEL,1956,157.37051,208.58594
Belgium,BEL,1957,158.7727,211.90108
Belgium,BEL,1958,160.06854,214.72047
Belgium,BEL,1959,161.17749,216.68114
Belgium,BEL,1960,167.3079,227.0195
Belgium,BEL,1961,165.74046,226.37166
Belgium,BEL,1962,170.13353,233.83922
Belgium,BEL,1963,172.1764,236.93849
Belgium,BEL,1964,167.60376,230.53519
Belgium,BEL,1965,170.12035,235.44666
Belgium,BEL,1966,170.79837,237.1236
Belgium,BEL,1967,171.98877,239.87611
Belgium,BEL,1968,173.23203,242.50514
Belgium,BEL,1969,171.86823,241.17053
Belgium,BEL,1970,171.261,242.08058
Belgium,BEL,1971,174.24174,247.8704
Belgium,BEL,1972,173.31131,246.75887
Belgium,BEL,1973,173.84552,248.27034
Belgium,BEL,1974,172.23451,248.08847
Belgium,BEL,1975,174.45,252.8595
Belgium,BEL,1976,172.31024,251.84604
Belgium,BEL,1977,173.82922,255.79834
Belgium,BEL,1978,182.12793,268.3812
Belgium,BEL,1979,177.76244,264.85788
Belgium,BEL,1980,178.3569,266.5422
Belgium,BEL,1981,180.27763,273.97803
Belgium,BEL,1982,177.11351,272.09277
Belgium,BEL,1983,177.37054,274.31528
Belgium,BEL,1984,176.04755,273.5512
Belgium,BEL,1985,174.71414,276.07193
Belgium,BEL,1986,172.22366,275.93338
Belgium,BEL,1987,169.9685,271.94992
Belgium,BEL,1988,171.06444,275.49814
Belgium,BEL,1989,169.0051,274.66113
Belgium,BEL,1990,164.92291,270.11057
Belgium,BEL,1991,164.05786,270.12845
Belgium,BEL,1992,164.39563,272.64764
Belgium,BEL,1993,164.116,274.93604
Belgium,BEL,1994,162.77193,275.00098
Belgium,BEL,1995,163.16797,278.07593
Belgium,BEL,1996,157.72824,271.8518
Belgium,BEL,1997,158.0214,274.07452
Belgium,BEL,1998,153.12563,269.37155
Belgium,BEL,1999,147.81287,262.92685
Belgium,BEL,2000,143.22777,256.7882
Belgium,BEL,2001,142.01823,256.08148
Belgium,BEL,2002,140.13516,255.77809
Belgium,BEL,2003,135.8446,250.2281
Belgium,BEL,2004,132.81813,247.40105
Belgium,BEL,2005,133.25697,250.61513
Belgium,BEL,2006,129.7918,247.93422
Belgium,BEL,2007,130.05914,250.27995
Belgium,BEL,2008,130.75876,254.35172
Belgium,BEL,2009,127.16798,250.24792
Belgium,BEL,2010,126.85177,252.47453
Belgium,BEL,2011,124.89428,249.22191
Belgium,BEL,2012,121.08854,243.65358
Belgium,BEL,2013,119.73369,244.1576
Belgium,BEL,2014,116.273186,240.85078
Belgium,BEL,2015,114.88518,241.03853
Belgium,BEL,2016,112.34873,238.88637
Belgium,BEL,2017,108.330284,234.47566
Belgium,BEL,2018,103.92921,228.8251
Belgium,BEL,2019,103.05496,230.11594
Belgium,BEL,2020,100.320946,225.56427
Belize,BLZ,1964,89.83096,51.421864
Belize,BLZ,1965,78.63131,42.405224
Belize,BLZ,1966,69.08078,37.49531
Belize,BLZ,1967,31.672691,17.747488
Belize,BLZ,1968,54.69238,31.018171
Belize,BLZ,1969,62.948936,36.055374
Belize,BLZ,1970,56.423294,32.738045
Belize,BLZ,1971,66.62376,37.903225
Belize,BLZ,1972,98.09433,53.208138
Belize,BLZ,1973,61.28437,35.60606
Belize,BLZ,1974,54.908524,30.147058
Belize,BLZ,1975,71.47674,39.285713
Belize,BLZ,1976,51.64939,30.555555
Belize,BLZ,1977,56.33935,30.181086
Belize,BLZ,1978,75.080696,33.333332
Belize,BLZ,1979,36.236816,18.98734
Belize,BLZ,1980,53.13962,25.464556
Belize,BLZ,1982,63.89572,30.363037
Belize,BLZ,1983,90.70467,39.127647
Belize,BLZ,1984,70.36983,32.74559
Belize,BLZ,1986,41.224262,31.119091
Belize,BLZ,1987,68.92554,36.71409
Belize,BLZ,1989,64.269646,33.793175
Belize,BLZ,1990,55.37249,29.348986
Belize,BLZ,1991,47.731445,26.52106
Belize,BLZ,1993,54.45942,28.134254
Belize,BLZ,1994,71.31174,39.170963
Belize,BLZ,1995,74.32357,38.44351
Belize,BLZ,1996,60.519783,32.293694
Belize,BLZ,1997,108.61166,59.12086
Belize,BLZ,1998,153.62228,79.04658
Belize,BLZ,1999,130.76129,65.69367
Belize,BLZ,2000,109.93022,55.394943
Belize,BLZ,2001,118.46199,61.16136
Belize,BLZ,2002,110.87175,52.977
Belize,BLZ,2003,100.42758,47.508583
Belize,BLZ,2004,118.01429,56.418713
Belize,BLZ,2005,128.02719,58.139534
Belize,BLZ,2006,117.7461,54.920727
Belize,BLZ,2007,123.37662,60.864475
Belize,BLZ,2008,99.611496,50.843647
Belize,BLZ,2009,95.00478,49.57811
Belize,BLZ,2010,91.55602,53.029175
Belize,BLZ,2011,79.11058,47.2388
Belize,BLZ,2012,88.97187,56.213017
Belize,BLZ,2013,84.46875,53.80154
Belize,BLZ,2014,77.70955,49.523724
Belize,BLZ,2015,89.14409,57.074306
Belize,BLZ,2016,81.15211,51.84582
Bosnia and Herzegovina,BIH,1985,121.01588,103.52161
Bosnia and Herzegovina,BIH,1986,119.14108,103.94755
Bosnia and Herzegovina,BIH,1987,123.34566,108.96156
Bosnia and Herzegovina,BIH,1988,129.51222,115.79665
Bosnia and Herzegovina,BIH,1989,132.05055,118.79961
Bosnia and Herzegovina,BIH,1990,122.9285,111.9448
Bosnia and Herzegovina,BIH,1991,129.26761,118.803116
Bosnia and Herzegovina,BIH,2011,121.29081,186.49715
Bosnia and Herzegovina,BIH,2014,120.01781,202.80388
Bosnia and Herzegovina,BIH,2016,132.33192,218.00595
Bosnia and Herzegovina,BIH,2017,132.2066,238.6078
Bosnia and Herzegovina,BIH,2018,125.050766,231.98477
Bosnia and Herzegovina,BIH,2019,125.241776,237.9279
Bosnia and Herzegovina,BIH,2020,121.42646,235.33759
Bosnia and Herzegovina,BIH,2021,111.54625,214.72496
Bosnia and Herzegovina,BIH,2022,108.21859,211.74237
Brazil,BRA,1979,82.923874,47.489098
Brazil,BRA,1980,86.47115,49.233135
Brazil,BRA,1981,87.50063,49.726967
Brazil,BRA,1982,88.44186,50.06994
Brazil,BRA,1983,85.416595,50.985657
Brazil,BRA,1984,85.79136,51.10526
Brazil,BRA,1985,86.82642,51.484947
Brazil,BRA,1986,86.4538,53.534992
Brazil,BRA,1987,92.411354,53.27855
Brazil,BRA,1988,92.67017,53.85041
Brazil,BRA,1989,91.60511,53.64854
Brazil,BRA,1990,91.79401,54.243122
Brazil,BRA,1991,91.5159,55.086117
Brazil,BRA,1992,92.92851,56.926197
Brazil,BRA,1993,92.94378,57.57063
Brazil,BRA,1994,93.42433,58.795334
Brazil,BRA,1995,93.215614,59.447636
Brazil,BRA,1996,95.04722,61.906384
Brazil,BRA,1997,95.42938,63.376358
Brazil,BRA,1998,95.5091,64.629875
Brazil,BRA,1999,96.409454,66.29229
Brazil,BRA,2000,97.62093,68.11932
Brazil,BRA,2001,97.81991,69.899414
Brazil,BRA,2002,97.643196,71.38285
Brazil,BRA,2003,97.88953,73.146996
Brazil,BRA,2004,98.993225,75.61418
Brazil,BRA,2005,100.17541,78.13639
Brazil,BRA,2006,101.58261,81.35098
Brazil,BRA,2007,101.46864,83.41694
